"sample.depths","sample.ages","Abies.balsamea","Acer.negundo","Acer.pensylvanicum","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.spicatum","Alnus.incana","Alnus.viridis.subsp..crispa","Betula.undiff.","Betula..corroded.","Carya.ovata","Castanea.dentata","Cephalanthus","Cornus","Corylus.cornuta","Ericaceae","Fagus.grandifolia","Fraxinus.americana","Fraxinus.nigra","Ilex.Nemopanthus","Juglans.cinerea","Juglans.nigra","Larix.laricina","Myrica.gale","Nyssa","Ostrya.Carpinus","Picea.glauca","Picea.mariana","Pinus","Platanus","Populus.balsamifera","Populus.tremuloides","Quercus","Salix","Sambucus","Thuja","Tilia.americana","Tsuga.canadensis","Ulmus","Vitis.riparia","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Carex","Chenopodiaceae.undiff.","Cyperaceae.undiff.","Dryas","Galium","Plantago","Poaceae","Rosaceae.undiff.","Rumex","Saxifraga","Stachys","Suaeda"
285,4090,0.00961538461538462,0,0,0.0365384615384615,0.00576923076923077,0.00961538461538462,0,0.0134615384615385,0.00192307692307692,0.075,0,0.0596153846153846,0,0.00576923076923077,0,0,0,0.126923076923077,0.0480769230769231,0.0442307692307692,0,0,0.00192307692307692,0.00192307692307692,0,0.00384615384615385,0.0442307692307692,0.00384615384615385,0.00384615384615385,0.176923076923077,0.00192307692307692,0,0,0.205769230769231,0,0,0,0.00576923076923077,0.0596153846153846,0.0423076923076923,0,0,0.00192307692307692,0,0,0,0.00192307692307692,0,0,0.00192307692307692,0,0,0.00576923076923077,0,0,0
298,4309,0.00919117647058824,0,0.00183823529411765,0.0110294117647059,0,0.0147058823529412,0,0.0110294117647059,0.00367647058823529,0.0588235294117647,0.0202205882352941,0.0863970588235294,0.00183823529411765,0.0110294117647059,0,0,0.00183823529411765,0.167279411764706,0.0220588235294118,0.0386029411764706,0,0.00367647058823529,0,0.00919117647058824,0,0.00367647058823529,0.0294117647058824,0.00183823529411765,0.00367647058823529,0.134191176470588,0.00367647058823529,0,0.0238970588235294,0.207720588235294,0,0,0,0.00551470588235294,0.0477941176470588,0.0367647058823529,0,0.00183823529411765,0,0,0,0,0.00183823529411765,0,0,0.00183823529411765,0.00183823529411765,0,0.0183823529411765,0,0.00367647058823529,0
305,4428,0.0113851992409867,0,0,0.0227703984819734,0,0.0208728652751423,0,0.015180265654649,0.00379506641366224,0.0702087286527514,0.00379506641366224,0.064516129032258,0,0.0094876660341556,0,0,0,0.165085388994307,0.0170777988614801,0.0246679316888046,0,0.00759013282732448,0.00379506641366224,0.0303605313092979,0,0,0.0303605313092979,0.00379506641366224,0.0132827324478178,0.113851992409867,0.00379506641366224,0,0.00759013282732448,0.218216318785579,0,0,0,0.0113851992409867,0.0550284629981025,0.047438330170778,0,0,0,0,0,0,0.0113851992409867,0,0.00189753320683112,0.00189753320683112,0,0,0.0094876660341556,0,0,0
325,4765,0.00179856115107914,0,0,0.0161870503597122,0,0.0359712230215827,0.00719424460431655,0.0107913669064748,0.00179856115107914,0.10431654676259,0.00899280575539568,0.0683453237410072,0,0.00899280575539568,0,0,0.00179856115107914,0.221223021582734,0.0323741007194245,0.0377697841726619,0,0.00719424460431655,0.0161870503597122,0.0251798561151079,0,0.00179856115107914,0.026978417266187,0.00539568345323741,0.00539568345323741,0.0251798561151079,0.00179856115107914,0,0.00719424460431655,0.210431654676259,0,0,0,0.0107913669064748,0.0467625899280576,0.026978417266187,0,0.00179856115107914,0,0,0,0,0.00539568345323741,0,0.00899280575539568,0,0,0,0.00899280575539568,0,0,0
335,4934,0.00573613766730402,0,0,0.011472275334608,0,0.0325047801147228,0.00573613766730402,0.00191204588910134,0,0.120458891013384,0.00573613766730402,0.0860420650095602,0,0.00573613766730402,0.00764818355640535,0.00382409177820268,0,0.212237093690249,0.0267686424474187,0.0401529636711281,0,0.011472275334608,0.00382409177820268,0.0305927342256214,0,0.00191204588910134,0.0286806883365201,0.00764818355640535,0.00573613766730402,0.0497131931166348,0.00191204588910134,0,0.0152963671128107,0.12810707456979,0,0,0,0.0210325047801147,0.0630975143403442,0.0478011472275335,0,0.00382409177820268,0,0,0,0,0.00573613766730402,0,0,0.00191204588910134,0,0,0.00573613766730402,0,0,0
345,5102,0.003690036900369,0,0,0.003690036900369,0,0.025830258302583,0.003690036900369,0.003690036900369,0.003690036900369,0.134686346863469,0,0.059040590405904,0,0,0.0018450184501845,0,0,0.267527675276753,0.0055350553505535,0.0129151291512915,0,0.0055350553505535,0.007380073800738,0.007380073800738,0,0,0.022140221402214,0.003690036900369,0.0055350553505535,0.0387453874538745,0.0018450184501845,0,0.0018450184501845,0.175276752767528,0,0,0,0.018450184501845,0.136531365313653,0.0387453874538745,0,0,0.0018450184501845,0,0,0,0,0,0,0,0,0,0.0092250922509225,0,0,0
354,5232,0.00519930675909879,0,0,0.0103986135181976,0.00346620450606586,0.0277296360485269,0.00346620450606586,0.00173310225303293,0.00346620450606586,0.102253032928943,0.00346620450606586,0.0415944540727903,0,0,0,0,0,0.20103986135182,0.024263431542461,0.0346620450606586,0,0.00346620450606586,0.00173310225303293,0.0155979202772964,0,0,0.0138648180242634,0.00866551126516464,0.0155979202772964,0.0519930675909879,0.00519930675909879,0,0.00173310225303293,0.10051993067591,0,0,0,0.0121317157712305,0.246100519930676,0.0398613518197574,0,0.00866551126516464,0,0,0,0,0,0,0.00173310225303293,0,0,0,0.0103986135181976,0,0,0
365,5391,0,0,0,0.0116504854368932,0,0.0310679611650485,0,0.0058252427184466,0,0.0893203883495146,0,0.0310679611650485,0,0,0,0,0,0.186407766990291,0.0213592233009709,0.0310679611650485,0,0.00388349514563107,0.00194174757281553,0.0252427184466019,0,0,0.00970873786407767,0.0058252427184466,0.00194174757281553,0.0466019417475728,0.0116504854368932,0,0.00388349514563107,0.149514563106796,0,0,0,0.00388349514563107,0.289320388349515,0.0213592233009709,0,0.00388349514563107,0,0,0,0,0.00776699029126214,0,0.00388349514563107,0,0,0,0.00194174757281553,0,0,0
373.5,5513,0.00185528756957328,0,0.00185528756957328,0.00371057513914657,0,0.0352504638218924,0.00556586270871985,0.00742115027829314,0.00185528756957328,0.0946196660482375,0,0.0538033395176252,0,0,0,0,0,0.163265306122449,0.0204081632653061,0.0241187384044527,0,0.00371057513914657,0.00185528756957328,0.025974025974026,0,0,0.00556586270871985,0.00556586270871985,0.00556586270871985,0.0241187384044527,0.00556586270871985,0,0.00556586270871985,0.185528756957328,0,0,0,0.00927643784786642,0.24860853432282,0.0426716141001855,0,0.00185528756957328,0,0,0,0,0,0,0.00371057513914657,0,0,0,0.00927643784786642,0.00185528756957328,0,0
385,5679,0.0119047619047619,0,0.00396825396825397,0.00396825396825397,0,0.0218253968253968,0.00992063492063492,0.00198412698412698,0.00396825396825397,0.0753968253968254,0,0.0515873015873016,0,0.00198412698412698,0.0119047619047619,0,0,0.214285714285714,0.0238095238095238,0.0376984126984127,0,0.00396825396825397,0.00595238095238095,0.0238095238095238,0,0,0.0178571428571429,0.00198412698412698,0.0119047619047619,0.0178571428571429,0.00793650793650794,0,0.0119047619047619,0.162698412698413,0.00396825396825397,0,0,0.00595238095238095,0.206349206349206,0.0297619047619048,0.00198412698412698,0,0,0,0,0,0.00198412698412698,0,0,0.00595238095238095,0,0,0.00396825396825397,0,0,0
405,5967,0.0019723865877712,0,0.0019723865877712,0.0138067061143984,0,0.0216962524654832,0.0019723865877712,0.00788954635108481,0.00591715976331361,0.0710059171597633,0,0.0788954635108481,0,0.0019723865877712,0.0019723865877712,0,0,0.242603550295858,0.0256410256410256,0.0216962524654832,0,0.00394477317554241,0.0019723865877712,0.00986193293885602,0,0,0.00986193293885602,0.0019723865877712,0.00986193293885602,0.0433925049309665,0.0019723865877712,0,0.00394477317554241,0.128205128205128,0.0019723865877712,0,0,0.0138067061143984,0.220907297830375,0.0355029585798817,0,0.0019723865877712,0,0,0,0,0.00394477317554241,0,0.0019723865877712,0,0,0,0.00591715976331361,0,0,0
425,6256,0.00185528756957328,0,0,0.00556586270871985,0,0.025974025974026,0.00371057513914657,0.00556586270871985,0.00185528756957328,0.0760667903525046,0,0.038961038961039,0,0,0.00371057513914657,0,0,0.24860853432282,0.0111317254174397,0.012987012987013,0,0.00556586270871985,0,0.0333951762523191,0,0,0.00927643784786642,0.0111317254174397,0.00927643784786642,0.0556586270871985,0.00742115027829314,0,0.00927643784786642,0.0760667903525046,0,0,0,0.0111317254174397,0.282003710575139,0.0445269016697588,0,0.00556586270871985,0,0,0,0,0,0,0.00185528756957328,0,0,0,0.00185528756957328,0,0,0
435,6851,0.00576923076923077,0,0,0.00961538461538462,0,0.0384615384615385,0.00961538461538462,0.00961538461538462,0.00192307692307692,0.0576923076923077,0,0.0423076923076923,0,0,0,0,0,0.173076923076923,0.0307692307692308,0.0192307692307692,0,0.00961538461538462,0.00576923076923077,0.0230769230769231,0,0,0.0134615384615385,0.00576923076923077,0.00961538461538462,0.0538461538461538,0.00192307692307692,0,0.00769230769230769,0.138461538461538,0.00384615384615385,0,0,0.00769230769230769,0.257692307692308,0.05,0,0,0,0,0,0,0.00576923076923077,0,0.00192307692307692,0.00192307692307692,0,0,0.00192307692307692,0.00192307692307692,0,0
445,6972,0.00191938579654511,0,0.00191938579654511,0.00959692898272553,0,0.0153550863723608,0.00383877159309021,0.00575815738963532,0.00191938579654511,0.0786948176583493,0,0.053742802303263,0,0,0,0,0,0.224568138195777,0.0134357005758157,0.0230326295585413,0,0.00191938579654511,0,0.017274472168906,0,0,0.00575815738963532,0.00767754318618042,0.00191938579654511,0.0422264875239923,0.00191938579654511,0,0.00191938579654511,0.119001919385797,0.00767754318618042,0,0,0.00767754318618042,0.307101727447217,0.0326295585412668,0,0,0,0,0,0,0,0,0.00383877159309021,0.00383877159309021,0,0,0.00383877159309021,0,0,0
455,7093,0.00373831775700935,0,0,0.0168224299065421,0,0.0224299065420561,0.00186915887850467,0.00560747663551402,0,0.085981308411215,0,0.0411214953271028,0,0,0.00186915887850467,0,0,0.196261682242991,0.0168224299065421,0.0261682242990654,0,0.00373831775700935,0,0.0205607476635514,0,0,0.0280373831775701,0.00560747663551402,0.00186915887850467,0.0523364485981308,0.00560747663551402,0,0.00747663551401869,0.110280373831776,0.00373831775700935,0.00186915887850467,0,0.00560747663551402,0.280373831775701,0.0373831775700935,0,0.00373831775700935,0,0,0,0,0.00186915887850467,0,0.00373831775700935,0.00186915887850467,0,0,0.00373831775700935,0,0,0.00186915887850467
465,7214,0.0113207547169811,0,0,0.0132075471698113,0,0.0132075471698113,0,0.00566037735849057,0,0.0641509433962264,0,0.060377358490566,0,0,0.00188679245283019,0,0,0.258490566037736,0.0226415094339623,0.00754716981132075,0,0.00188679245283019,0,0.0169811320754717,0,0,0.00566037735849057,0.00943396226415094,0.0207547169811321,0.0320754716981132,0.00188679245283019,0,0.00566037735849057,0.0716981132075472,0.00188679245283019,0,0,0.00754716981132075,0.315094339622641,0.0471698113207547,0,0,0,0,0,0,0,0,0,0.00188679245283019,0,0,0.00188679245283019,0,0,0
474,7323,0.00183150183150183,0,0,0.0201465201465201,0,0.00732600732600733,0,0.00366300366300366,0,0.0714285714285714,0,0.0567765567765568,0,0,0.00366300366300366,0,0,0.267399267399267,0.021978021978022,0.0164835164835165,0,0.00366300366300366,0,0.0238095238095238,0,0,0.0146520146520147,0,0.00732600732600733,0.0586080586080586,0.0146520146520147,0,0.00549450549450549,0.137362637362637,0.00183150183150183,0,0,0.010989010989011,0.216117216117216,0.0201465201465201,0,0.00366300366300366,0,0,0,0,0.00366300366300366,0,0.00366300366300366,0,0,0,0.00366300366300366,0,0,0
485,7456,0.00581395348837209,0,0,0.00193798449612403,0.00193798449612403,0.0232558139534884,0.00775193798449612,0.00193798449612403,0.00387596899224806,0.0542635658914729,0,0.0465116279069767,0,0,0,0,0,0.248062015503876,0.00968992248062015,0.0135658914728682,0,0.00387596899224806,0,0.0213178294573643,0,0,0.0116279069767442,0.0116279069767442,0.00968992248062015,0.0813953488372093,0.00581395348837209,0,0,0.0949612403100775,0.00193798449612403,0,0,0.00581395348837209,0.288759689922481,0.0387596899224806,0,0.00193798449612403,0,0,0,0,0.00193798449612403,0,0,0,0,0,0.00193798449612403,0,0,0
493.5,7559,0,0,0,0,0,0.00954198473282443,0,0.00572519083969466,0,0.0591603053435115,0,0.049618320610687,0.00572519083969466,0,0,0,0,0.181297709923664,0.0152671755725191,0.017175572519084,0,0.0114503816793893,0.00572519083969466,0.017175572519084,0,0,0.00572519083969466,0.00381679389312977,0.00763358778625954,0.0706106870229008,0.00190839694656489,0,0.00572519083969466,0.129770992366412,0,0,0,0.00763358778625954,0.349236641221374,0.0362595419847328,0,0,0,0,0,0,0.00190839694656489,0,0.00190839694656489,0,0,0,0,0,0,0
530,8001,0,0,0,0.00968992248062015,0,0.00968992248062015,0,0.00193798449612403,0,0.063953488372093,0,0.0116279069767442,0,0,0,0,0,0.156976744186047,0.0348837209302326,0.0348837209302326,0,0.00193798449612403,0,0.0193798449612403,0,0,0.0271317829457364,0.00193798449612403,0.00193798449612403,0.0968992248062016,0.00387596899224806,0,0.00387596899224806,0.162790697674419,0.00193798449612403,0,0,0.0116279069767442,0.302325581395349,0.0348837209302326,0,0,0,0,0,0,0.00193798449612403,0,0.00193798449612403,0,0,0,0.00193798449612403,0,0,0
540,8122,0.00446428571428571,0,0,0.0111607142857143,0,0.0245535714285714,0.00669642857142857,0.00669642857142857,0,0.0758928571428571,0,0.00892857142857143,0,0,0,0,0,0.183035714285714,0.0290178571428571,0.0223214285714286,0,0,0,0.0334821428571429,0,0,0.0223214285714286,0.00446428571428571,0.0133928571428571,0.09375,0.00892857142857143,0,0.00892857142857143,0.0245535714285714,0.00223214285714286,0,0,0.015625,0.348214285714286,0.0424107142857143,0,0.00223214285714286,0,0,0,0,0.00223214285714286,0,0.00223214285714286,0,0.00223214285714286,0,0,0,0,0
548,8219,0.00391389432485323,0,0.00391389432485323,0.00782778864970646,0,0.025440313111546,0.00195694716242661,0.00587084148727984,0,0.0567514677103718,0,0.0136986301369863,0,0,0,0,0,0.211350293542074,0.00978473581213307,0.0293542074363992,0,0.00195694716242661,0,0.0215264187866928,0,0,0.0332681017612524,0.0156555772994129,0.0176125244618395,0.123287671232877,0.00978473581213307,0,0.0156555772994129,0.166340508806262,0,0,0,0.00978473581213307,0.181996086105675,0.0273972602739726,0,0,0,0,0,0,0,0,0.00195694716242661,0,0,0,0.00391389432485323,0,0,0
569,8473,0.00187265917602996,0,0,0.0168539325842697,0,0.0205992509363296,0,0.00374531835205993,0.00187265917602996,0.0449438202247191,0,0.0205992509363296,0,0,0.00187265917602996,0,0,0.211610486891386,0.0205992509363296,0.0299625468164794,0,0.00749063670411985,0,0.0131086142322097,0,0,0.0411985018726592,0.00374531835205993,0.00561797752808989,0.123595505617978,0.00749063670411985,0,0.00561797752808989,0.191011235955056,0.00187265917602996,0,0.00374531835205993,0.0187265917602996,0.162921348314607,0.0187265917602996,0.00374531835205993,0.00187265917602996,0,0,0,0,0.00749063670411985,0,0.00187265917602996,0.00374531835205993,0,0,0.00187265917602996,0,0,0
580,8607,0,0,0,0.01364522417154,0,0.0175438596491228,0.00194931773879142,0.00194931773879142,0.00194931773879142,0.0565302144249513,0.00194931773879142,0.0584795321637427,0,0,0,0,0,0.202729044834308,0.0155945419103314,0.0233918128654971,0,0.00389863547758285,0,0.01364522417154,0,0,0.0155945419103314,0.00389863547758285,0.00194931773879142,0.105263157894737,0.00584795321637427,0,0,0.124756335282651,0.00389863547758285,0,0,0.0116959064327485,0.272904483430799,0.0311890838206628,0,0,0,0,0,0,0.00194931773879142,0,0.00194931773879142,0,0.00389863547758285,0,0.00194931773879142,0,0,0
589,8716,0.00180831826401447,0,0,0.0144665461121157,0,0.0253164556962025,0.00180831826401447,0.0126582278481013,0.00180831826401447,0.0596745027124774,0,0.0614828209764919,0,0,0,0,0,0.155515370705244,0.0180831826401447,0.027124773960217,0,0.0126582278481013,0.00180831826401447,0.0415913200723327,0,0,0.0144665461121157,0.00361663652802893,0.00361663652802893,0.08499095840868,0.00361663652802893,0,0.00904159132007233,0.166365280289331,0.00361663652802893,0,0,0.0054249547920434,0.231464737793852,0.0235081374321881,0,0.00180831826401447,0,0,0,0,0.00361663652802893,0.00180831826401447,0.00361663652802893,0,0.00361663652802893,0,0,0,0,0
625,9152,0,0,0,0.00552486187845304,0,0.0220994475138122,0,0.00736648250460405,0,0.0441988950276243,0,0.00736648250460405,0,0,0.00184162062615101,0,0,0.160220994475138,0.0165745856353591,0.0294659300184162,0,0.00184162062615101,0,0.0313075506445672,0,0,0.0202578268876611,0.00920810313075507,0.00368324125230203,0.130755064456722,0.00184162062615101,0,0.00736648250460405,0.147329650092081,0.00368324125230203,0,0,0,0.324125230202578,0.0147329650092081,0,0.00368324125230203,0,0,0,0,0.00552486187845304,0,0,0,0,0,0,0,0,0
645,9394,0.00392927308447937,0,0,0.00196463654223969,0,0.0275049115913556,0,0,0,0.0471512770137525,0,0.00392927308447937,0,0,0,0,0,0.0667976424361493,0.0117878192534381,0.0275049115913556,0,0,0,0.0412573673870334,0,0,0.0176817288801572,0.0255402750491159,0.0255402750491159,0.202357563850688,0.00196463654223969,0,0,0.243614931237721,0.00196463654223969,0,0,0.00392927308447937,0.208251473477407,0.0333988212180747,0,0,0,0,0,0,0.00392927308447937,0,0,0,0,0,0,0,0,0
653,9491,0.00568181818181818,0,0,0.00757575757575758,0,0.0321969696969697,0.00189393939393939,0.00378787878787879,0,0.0397727272727273,0,0,0,0,0,0,0,0.15719696969697,0.0113636363636364,0.0151515151515152,0,0,0,0.0359848484848485,0,0,0.0378787878787879,0.0208333333333333,0.0189393939393939,0.214015151515152,0,0,0.00378787878787879,0.176136363636364,0,0,0,0.00946969696969697,0.185606060606061,0.0208333333333333,0,0,0,0,0,0,0,0.00189393939393939,0,0,0,0,0,0,0,0
657,9539,0.00183823529411765,0,0,0.00367647058823529,0.00183823529411765,0.03125,0.00183823529411765,0.00367647058823529,0,0.0257352941176471,0,0.00183823529411765,0.00367647058823529,0,0,0,0,0.099264705882353,0.0110294117647059,0.0183823529411765,0,0,0,0.0404411764705882,0,0,0.0275735294117647,0.0275735294117647,0.0330882352941176,0.305147058823529,0,0,0,0.152573529411765,0.00551470588235294,0,0,0.00919117647058824,0.163602941176471,0.0257352941176471,0.00183823529411765,0.00183823529411765,0,0,0,0,0.00183823529411765,0,0,0,0,0,0,0,0,0
677,9781,0.00596421471172962,0,0,0.0099403578528827,0,0.0159045725646123,0.00198807157057654,0,0,0.0357852882703777,0,0,0,0,0.00198807157057654,0.00198807157057654,0,0.0238568588469185,0.0099403578528827,0.0357852882703777,0,0.00596421471172962,0,0.0278330019880716,0,0,0.0437375745526839,0.00795228628230616,0.00596421471172962,0.332007952286282,0.00397614314115308,0,0,0.184890656063618,0.0119284294234592,0,0,0.00596421471172962,0.170974155069582,0.0238568588469185,0,0.0099403578528827,0,0,0,0,0,0.00198807157057654,0.00397614314115308,0,0,0.00397614314115308,0.0119284294234592,0,0,0
685,9878,0.00196078431372549,0,0,0.00392156862745098,0,0.0196078431372549,0.00196078431372549,0.00392156862745098,0,0.0156862745098039,0,0.00196078431372549,0.00196078431372549,0,0,0.00392156862745098,0,0.0333333333333333,0.0176470588235294,0.0156862745098039,0,0.00196078431372549,0.00196078431372549,0.0392156862745098,0,0,0.0549019607843137,0.00392156862745098,0.0176470588235294,0.315686274509804,0.00196078431372549,0,0.00392156862745098,0.262745098039216,0.00588235294117647,0,0,0.0117647058823529,0.119607843137255,0.0176470588235294,0,0,0,0,0,0.0117647058823529,0,0,0.00196078431372549,0,0.00196078431372549,0,0.00392156862745098,0,0,0
697,10023,0.0036036036036036,0,0,0.0126126126126126,0,0.0162162162162162,0.00540540540540541,0.0036036036036036,0,0.0396396396396396,0,0.0018018018018018,0,0,0,0.0036036036036036,0,0.0162162162162162,0.0216216216216216,0.009009009009009,0,0.0018018018018018,0,0.0216216216216216,0,0,0.0288288288288288,0.0378378378378378,0.0072072072072072,0.326126126126126,0,0,0,0.172972972972973,0.0108108108108108,0.0018018018018018,0.0018018018018018,0.0144144144144144,0.187387387387387,0.036036036036036,0,0.0036036036036036,0,0,0,0,0,0,0.009009009009009,0.0036036036036036,0,0,0.0018018018018018,0,0,0
717,10266,0.00184842883548983,0,0,0.00924214417744917,0,0.00924214417744917,0.00184842883548983,0.0055452865064695,0,0.0147874306839187,0,0.00369685767097967,0,0,0,0,0,0.00184842883548983,0.0314232902033272,0.0055452865064695,0,0,0,0.0351201478743068,0,0,0.0277264325323475,0.0129390018484288,0.0129390018484288,0.55822550831793,0.00184842883548983,0,0.00924214417744917,0.140480591497227,0.00369685767097967,0.00184842883548983,0.00369685767097967,0.00924214417744917,0.0850277264325323,0.0129390018484288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
