"sample.depths","sample.ages","Abies.balsamea","Acer.negundo","Acer.pensylvanicum","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.spicatum","Alnus.incana","Alnus.viridis.subsp..crispa","Betula.undiff.","Betula..corroded.","Carya.ovata","Castanea.dentata","Cephalanthus","Cornus","Corylus.cornuta","Ericaceae","Fagus.grandifolia","Fraxinus.americana","Fraxinus.nigra","Ilex.Nemopanthus","Juglans.cinerea","Juglans.nigra","Larix.laricina","Myrica.gale","Nyssa","Ostrya.Carpinus","Picea.glauca","Picea.mariana","Pinus","Platanus","Populus.balsamifera","Populus.tremuloides","Quercus","Salix","Sambucus","Thuja","Tilia.americana","Tsuga.canadensis","Ulmus","Vitis.riparia","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Carex","Chenopodiaceae.undiff.","Cyperaceae.undiff.","Dryas","Galium","Plantago","Poaceae","Rosaceae.undiff.","Rumex","Saxifraga","Stachys","Suaeda"
145,1728,0.00695652173913044,0,0,0.00869565217391304,0,0.0226086956521739,0.00695652173913044,0.0104347826086957,0.00173913043478261,0.0991304347826087,0.0104347826086957,0.0434782608695652,0.00347826086956522,0,0,0.00521739130434783,0,0.156521739130435,0.0243478260869565,0.0382608695652174,0,0.00173913043478261,0,0.0226086956521739,0,0.0208695652173913,0.00347826086956522,0.00695652173913044,0.0278260869565217,0.0834782608695652,0.00521739130434783,0,0,0.12,0,0.00695652173913044,0,0.00695652173913044,0.2,0.0295652173913043,0,0.00173913043478261,0,0,0,0,0.00347826086956522,0,0,0,0,0,0.0208695652173913,0,0,0
155,1896,0.0114503816793893,0,0,0.0190839694656489,0,0.017175572519084,0.00190839694656489,0.00572519083969466,0.00763358778625954,0.0896946564885496,0.00381679389312977,0.0534351145038168,0.00190839694656489,0,0,0.00190839694656489,0,0.152671755725191,0.0190839694656489,0.0248091603053435,0,0,0,0.00763358778625954,0,0.0190839694656489,0.00190839694656489,0.0114503816793893,0.0477099236641221,0.0648854961832061,0.00572519083969466,0,0,0.143129770992366,0,0.00572519083969466,0,0.0267175572519084,0.213740458015267,0.0229007633587786,0,0,0,0,0,0,0.00954198473282443,0,0,0,0,0,0.00954198473282443,0,0,0
165,2065,0.00198807157057654,0,0.00198807157057654,0.0516898608349901,0,0.0298210735586481,0.00596421471172962,0.0198807157057654,0,0.101391650099404,0.00198807157057654,0.0417495029821074,0.00198807157057654,0.0099403578528827,0,0,0,0.170974155069582,0.00795228628230616,0.0437375745526839,0,0.00198807157057654,0,0.00397614314115308,0,0.0099403578528827,0.0139165009940358,0.0139165009940358,0.0298210735586481,0.0974155069582505,0,0,0,0.139165009940358,0,0,0,0.0139165009940358,0.145129224652087,0.0178926441351889,0.00795228628230616,0.00198807157057654,0.00198807157057654,0,0,0,0.00795228628230616,0,0,0,0,0,0.00198807157057654,0,0,0
175,2234,0.00568181818181818,0,0,0.0454545454545455,0,0.0132575757575758,0.00568181818181818,0.0151515151515152,0,0.107954545454545,0,0.0378787878787879,0,0,0.00568181818181818,0,0.00189393939393939,0.159090909090909,0.0170454545454545,0.0265151515151515,0,0,0.00189393939393939,0.00378787878787879,0,0,0.00568181818181818,0.00757575757575758,0.0397727272727273,0.128787878787879,0.00189393939393939,0,0,0.117424242424242,0,0,0,0.0189393939393939,0.185606060606061,0.0378787878787879,0,0,0,0,0,0,0.00757575757575758,0,0,0,0,0,0.00189393939393939,0,0,0
195,2571,0.005859375,0,0,0.0234375,0,0.021484375,0,0,0,0.060546875,0,0.029296875,0,0,0,0,0,0.259765625,0.015625,0.025390625,0,0,0,0.033203125,0,0,0.005859375,0,0,0.23046875,0.001953125,0,0,0.123046875,0,0,0,0.00390625,0.134765625,0.015625,0,0,0,0,0,0,0.001953125,0,0,0.00390625,0,0,0.00390625,0,0,0
225,3078,0.00421940928270042,0,0,0.00843881856540084,0,0.0253164556962025,0,0.0126582278481013,0,0.0759493670886076,0,0.0189873417721519,0,0,0,0,0,0.223628691983122,0.0105485232067511,0.0253164556962025,0,0.00632911392405063,0,0.0189873417721519,0,0,0,0.00421940928270042,0,0.149789029535865,0,0,0,0.130801687763713,0,0,0,0.00632911392405063,0.248945147679325,0.0232067510548523,0,0,0,0,0,0,0,0,0,0,0,0,0.00632911392405063,0,0,0
235,3246,0.00769230769230769,0,0,0.0230769230769231,0,0.00384615384615385,0,0.0134615384615385,0.00192307692307692,0.0576923076923077,0,0.0596153846153846,0,0,0,0,0,0.269230769230769,0.00192307692307692,0.0153846153846154,0,0.00384615384615385,0,0.00769230769230769,0,0,0.00576923076923077,0.00384615384615385,0,0.155769230769231,0.00192307692307692,0,0.00576923076923077,0.132692307692308,0.00384615384615385,0,0,0.00192307692307692,0.192307692307692,0.0115384615384615,0,0.00384615384615385,0,0,0,0,0.00384615384615385,0,0.00961538461538462,0,0,0,0,0.00192307692307692,0,0
254,3567,0.001953125,0,0,0.009765625,0,0.013671875,0.001953125,0.005859375,0,0.080078125,0,0.03515625,0,0,0.001953125,0,0,0.298828125,0.01171875,0.0234375,0,0.009765625,0,0.091796875,0,0,0.01953125,0.005859375,0,0.173828125,0.001953125,0,0.001953125,0.087890625,0,0.001953125,0,0.0078125,0.076171875,0.0234375,0,0,0,0,0,0,0,0,0.01171875,0,0,0,0,0.001953125,0,0
265,3753,0.00587084148727984,0,0,0.0352250489236791,0.00195694716242661,0.00391389432485323,0,0.0195694716242661,0,0.13894324853229,0.00391389432485323,0.0391389432485323,0.00195694716242661,0.00195694716242661,0,0,0,0.203522504892368,0.0293542074363992,0.025440313111546,0,0.00391389432485323,0.00195694716242661,0.00391389432485323,0,0,0.00782778864970646,0.00391389432485323,0.00782778864970646,0.187866927592955,0,0,0.00195694716242661,0.154598825831703,0,0,0,0.0136986301369863,0.0645792563600783,0.0352250489236791,0,0,0,0,0,0,0,0,0.00195694716242661,0,0,0,0,0,0,0
278.5,3980,0.00194552529182879,0,0.00194552529182879,0.0272373540856031,0,0.00583657587548638,0,0.0175097276264591,0.00583657587548638,0.103112840466926,0.00194552529182879,0.0739299610894942,0,0.00389105058365759,0,0,0,0.243190661478599,0.0350194552529183,0.00972762645914397,0,0,0.00194552529182879,0.0116731517509728,0,0.00389105058365759,0.0175097276264591,0.00778210116731518,0.0175097276264591,0.178988326848249,0,0,0,0.114785992217899,0,0,0,0.00972762645914397,0.0778210116731518,0.0233463035019455,0,0,0,0,0.00194552529182879,0,0,0,0,0,0,0,0.00194552529182879,0,0,0
