"depth","best.age","min.age","max.age"
0,11,-62,89
0,11,-62,89
25,253,177,330
28,282,198,365
31,311,218,401
35,419,330,506
45,862,764,949
55,1318,1181,1436
65,1811,1683,1923
75,2304,2181,2417
82,2649,2526,2768
101,3586,3428,3724
105,3783,3606,3928
115,4277,4049,4438
125,4770,4501,4948
135,5263,4954,5462
145,5639,5344,5832
155,5976,5710,6160
165,6313,6082,6489
175,6650,6458,6817
185,6987,6811,7153
191,7190,7022,7358
205,7662,7504,7836
215,7999,7841,8181
225,8336,8168,8525
235,8673,8493,8873
245,9010,8815,9224
255,9270,9076,9483
265,9414,9242,9603
275,9558,9401,9732
285,9701,9548,9870
293,9817,9651,9983
305,9989,9771,10173
315,10133,9854,10350
325,10339,10041,10568
335,10842,10633,11044
345,11344,11073,11630
355,11846,11462,12232
365,12335,11997,12687
375,12818,12571,13068
380,13059,12839,13280
385,13300,13082,13516
390,13541,13300,13779
393,NA,NA,NA
428,NA,NA,NA
