"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae.Taxaceae","Ericaceae","Fagus","Fraxinus","Ilex","Juglans","Liquidambar","Liriodendron","Magnolia","Myrica","Nyssa","Ostrya.Carpinus","Picea","Pinus","Platanus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Lamiaceae","Malvaceae","Onagraceae","Plantago","Poaceae","Polygonum"
229,939,0,0,0,0.002873563,0.060344828,0,0,0,0,0.002873563,0,0,0.002873563,0,0,0,0.017241379,0,0,0,0,0,0.00862069,0.635057471,0,0.247126437,0,0.002873563,0,0,0,0,0,0,0,0,0,0.020114943,0,0,0,0,0,0
239,1172,0,0,0.002932551,0.005865103,0.085043988,0,0,0,0,0,0.002932551,0,0,0,0,0.002932551,0.014662757,0,0,0,0,0.002932551,0.008797654,0.501466276,0,0.360703812,0,0,0,0,0,0.002932551,0,0,0,0,0,0.002932551,0,0,0,0,0.005865103,0
249,1406,0,0.003125,0,0.009375,0.071875,0,0,0,0,0,0.009375,0,0,0,0,0,0.0125,0,0,0,0,0,0.00625,0.41875,0,0.43125,0,0,0.003125,0,0,0,0,0,0.003125,0,0.00625,0.01875,0,0,0,0,0.00625,0
259,1639,0,0,0,0.006329114,0.060126582,0,0,0,0,0,0.015822785,0,0,0,0,0.009493671,0.028481013,0,0,0,0,0,0.003164557,0.42721519,0,0.417721519,0,0,0.015822785,0,0,0,0,0,0.003164557,0,0,0,0,0,0,0,0.012658228,0
269,1873,0,0.003003003,0.003003003,0.006006006,0.06006006,0,0,0,0,0.006006006,0.015015015,0,0,0,0,0.003003003,0.009009009,0,0,0,0.003003003,0,0.003003003,0.351351351,0,0.507507508,0,0,0,0.003003003,0,0.003003003,0,0,0.003003003,0,0.003003003,0.012012012,0,0,0,0,0.006006006,0
279,2107,0,0,0,0.012698413,0.085714286,0,0,0,0,0.012698413,0.031746032,0,0,0,0,0.003174603,0.015873016,0,0,0,0,0,0.003174603,0.380952381,0,0.428571429,0,0,0.006349206,0,0,0.006349206,0,0,0.006349206,0,0.003174603,0,0,0,0,0.003174603,0,0
299,2574,0,0.005780347,0.005780347,0.00867052,0.080924855,0,0,0,0,0,0.020231214,0,0,0,0,0.002890173,0.01734104,0.002890173,0,0,0.005780347,0,0.00867052,0.352601156,0,0.456647399,0,0.002890173,0,0.002890173,0,0.011560694,0,0,0.002890173,0,0.005780347,0,0,0,0,0,0.005780347,0
309,2807,0,0,0,0.022435897,0.070512821,0.003205128,0,0,0,0.003205128,0.003205128,0,0,0.003205128,0,0,0.025641026,0,0,0,0.003205128,0.009615385,0,0.387820513,0,0.429487179,0,0,0.009615385,0,0,0.009615385,0,0,0.003205128,0,0.012820513,0,0,0,0,0,0.003205128,0
319,3041,0,0,0,0.011730205,0.06744868,0,0,0,0,0.017595308,0.008797654,0,0.002932551,0.002932551,0,0,0.008797654,0,0,0,0.008797654,0,0,0.343108504,0,0.48973607,0,0,0.005865103,0,0,0.002932551,0,0,0.005865103,0,0.005865103,0.011730205,0,0,0,0,0.005865103,0
329,3275,0,0,0,0.014925373,0.080597015,0,0,0,0,0.008955224,0.011940299,0,0,0.002985075,0,0.002985075,0.020895522,0,0,0,0.005970149,0.002985075,0.005970149,0.397014925,0,0.420895522,0,0,0.002985075,0.002985075,0,0.005970149,0,0,0.002985075,0,0.005970149,0,0,0,0,0,0.002985075,0
339,3508,0,0.003134796,0.003134796,0.006269592,0.084639498,0.003134796,0,0,0,0.006269592,0.006269592,0,0,0,0,0.003134796,0.012539185,0,0,0,0.006269592,0.003134796,0.003134796,0.351097179,0,0.451410658,0,0,0.009404389,0.003134796,0,0.006269592,0,0,0,0,0.009404389,0.006269592,0,0,0,0,0.021943574,0
349,3742,0,0,0,0.008746356,0.104956268,0,0,0,0,0,0.005830904,0,0,0,0,0.005830904,0.014577259,0,0,0,0.005830904,0.005830904,0,0.349854227,0,0.475218659,0,0.002915452,0.005830904,0,0,0.002915452,0,0,0.005830904,0,0.005830904,0,0,0,0,0,0,0
359,3975,0,0,0.002898551,0.008695652,0.069565217,0,0,0,0,0,0.014492754,0,0.002898551,0.002898551,0,0.005797101,0.011594203,0.002898551,0,0.002898551,0.008695652,0.002898551,0.008695652,0.257971014,0,0.556521739,0,0,0,0,0,0.008695652,0,0,0,0,0.011594203,0,0,0,0,0,0.020289855,0
369,4209,0,0.003164557,0.003164557,0.003164557,0.098101266,0,0,0,0,0.006329114,0.003164557,0,0,0.006329114,0,0,0.012658228,0,0,0,0,0,0.003164557,0.401898734,0,0.424050633,0,0,0.006329114,0.006329114,0,0,0,0,0.009493671,0,0.006329114,0.006329114,0,0,0,0,0,0
375,4349,0,0,0.003164557,0.003164557,0.101265823,0,0,0,0,0,0,0,0.003164557,0.003164557,0,0.006329114,0.022151899,0,0,0,0.003164557,0,0.012658228,0.265822785,0,0.547468354,0,0,0.003164557,0.003164557,0,0.006329114,0,0,0,0,0.003164557,0.009493671,0,0,0,0,0.003164557,0
379,4443,0,0,0,0,0.095975232,0,0,0,0,0,0.003095975,0,0.00619195,0,0,0.003095975,0.015479876,0,0,0,0,0,0.003095975,0.495356037,0,0.362229102,0,0,0.009287926,0,0,0,0,0,0,0,0,0.003095975,0,0,0,0.003095975,0,0
385,4583,0,0,0,0.003267974,0.104575163,0,0,0,0,0,0,0,0.013071895,0,0,0,0.019607843,0,0,0,0.006535948,0.003267974,0.003267974,0.326797386,0,0.493464052,0,0,0.003267974,0.003267974,0,0.006535948,0,0,0.003267974,0,0,0.003267974,0,0,0,0,0.006535948,0
389,4645,0,0.003215434,0.009646302,0.003215434,0.067524116,0,0,0,0,0.019292605,0.012861736,0,0,0,0,0,0.003215434,0,0,0,0.003215434,0.006430868,0.006430868,0.302250804,0,0.485530547,0,0,0.003215434,0.006430868,0,0.01607717,0,0,0.006430868,0,0.006430868,0,0,0,0,0,0.038585209,0
395,4660,0,0,0.003205128,0.003205128,0.115384615,0,0,0,0,0,0,0,0.009615385,0.003205128,0,0.003205128,0.016025641,0,0,0,0,0,0.003205128,0.352564103,0,0.455128205,0,0.003205128,0.006410256,0,0,0,0,0,0.006410256,0,0.003205128,0,0,0,0,0,0.016025641,0
397,4665,0,0,0.003257329,0.003257329,0.100977199,0,0,0,0,0,0.003257329,0,0,0,0,0,0.019543974,0,0,0,0.006514658,0,0.003257329,0.338762215,0,0.51465798,0,0,0.003257329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003257329,0
399,4670,0,0,0,0.006269592,0.115987461,0,0,0,0,0,0.009404389,0,0.003134796,0,0,0,0.018808777,0,0,0,0.006269592,0.003134796,0.012539185,0.498432602,0,0.297805643,0,0,0.003134796,0,0,0,0,0,0,0,0,0.009404389,0,0,0,0,0.015673981,0
405,4685,0,0.003184713,0,0.00955414,0.070063694,0,0,0,0,0.003184713,0.003184713,0,0.006369427,0,0,0.003184713,0.01910828,0,0,0,0.003184713,0,0.012738854,0.308917197,0,0.535031847,0,0,0.00955414,0,0,0.003184713,0,0,0,0,0,0.003184713,0,0,0,0,0.006369427,0
409,4695,0,0,0.006134969,0,0.076687117,0,0,0,0,0.003067485,0.015337423,0,0.003067485,0.003067485,0,0.009202454,0.006134969,0,0,0,0.003067485,0,0.003067485,0.27607362,0,0.582822086,0,0,0,0.003067485,0,0,0,0,0,0,0.006134969,0,0,0,0,0,0.003067485,0
415,4711,0,0.00660066,0,0.00330033,0.105610561,0,0,0,0,0,0,0,0,0.00330033,0,0.00330033,0.01650165,0,0,0,0.00330033,0,0.00660066,0.356435644,0,0.462046205,0,0,0.00330033,0,0,0.00660066,0,0,0,0,0.00330033,0.00330033,0,0,0,0.00330033,0.01320132,0
419,4721,0,0.003174603,0,0.006349206,0.079365079,0,0,0,0,0,0,0,0,0,0,0.003174603,0.012698413,0,0,0,0.003174603,0,0.006349206,0.39047619,0,0.466666667,0,0,0.003174603,0,0,0,0,0,0,0,0.006349206,0.00952381,0,0,0,0,0.00952381,0
425,4736,0,0.006389776,0.003194888,0.015974441,0.047923323,0,0,0,0,0.003194888,0.009584665,0,0,0.003194888,0,0.003194888,0.019169329,0,0,0,0,0,0.006389776,0.217252396,0,0.619808307,0,0,0.003194888,0.003194888,0,0,0,0,0.003194888,0,0.009584665,0.012779553,0,0,0,0,0.012779553,0
429,4746,0,0.006369427,0.00955414,0.006369427,0.066878981,0,0,0,0,0,0.006369427,0,0.003184713,0,0,0,0.01910828,0,0,0,0.006369427,0.006369427,0.003184713,0.308917197,0,0.51910828,0,0,0.006369427,0.003184713,0,0.012738854,0,0,0.003184713,0,0,0,0,0,0,0,0.012738854,0
434,4759,0,0,0,0,0.070063694,0,0,0,0,0,0,0,0.003184713,0,0,0.003184713,0.00955414,0,0,0,0,0.003184713,0.003184713,0.369426752,0,0.496815287,0,0,0.00955414,0,0,0,0,0,0.006369427,0,0.006369427,0.00955414,0,0,0,0,0.00955414,0
439,4771,0,0,0,0.011461318,0.080229226,0,0,0,0,0.005730659,0,0,0.00286533,0,0,0,0.014326648,0,0,0,0,0,0.008595989,0.444126074,0,0.418338109,0,0,0.00286533,0,0,0,0,0,0,0,0,0.00286533,0,0,0,0,0.008595989,0
441,4776,0,0.012738854,0.006369427,0.006369427,0.070063694,0,0,0,0,0,0.015923567,0,0.006369427,0,0,0,0.025477707,0,0,0,0,0,0.003184713,0.219745223,0,0.605095541,0,0,0,0,0,0,0,0,0.012738854,0,0.00955414,0,0,0,0,0,0.006369427,0
443,4781,0,0,0.009677419,0.006451613,0.05483871,0,0,0,0,0.003225806,0.016129032,0,0,0,0,0,0.019354839,0,0,0,0,0,0.003225806,0.2,0,0.638709677,0,0,0.003225806,0.006451613,0,0.006451613,0,0,0.006451613,0,0,0.012903226,0,0,0,0,0.012903226,0
445,4786,0,0,0,0,0.097178683,0,0,0,0,0.003134796,0,0,0,0,0,0,0.018808777,0,0,0,0,0,0.003134796,0.294670846,0,0.554858934,0,0,0.003134796,0,0,0,0,0,0.009404389,0,0.006269592,0.006269592,0,0,0,0,0.003134796,0
447,4791,0,0,0,0.012987013,0.042207792,0,0,0,0,0.012987013,0.003246753,0,0,0,0,0,0.029220779,0,0,0,0,0.003246753,0.003246753,0.243506494,0,0.597402597,0,0,0,0,0,0.003246753,0,0,0.006493506,0,0.00974026,0.012987013,0,0,0,0,0.019480519,0
449,4796,0,0.002941176,0.008823529,0.002941176,0.064705882,0,0,0,0,0.011764706,0.017647059,0,0,0,0,0,0.008823529,0,0,0,0.002941176,0.008823529,0,0.297058824,0,0.538235294,0,0,0.008823529,0,0,0.005882353,0,0,0.005882353,0,0,0,0,0,0,0,0.014705882,0
451,4802,0,0,0.00310559,0.01552795,0.080745342,0,0,0,0,0.01242236,0,0,0.01242236,0,0,0.00621118,0.01552795,0,0,0,0,0.00310559,0.00621118,0.226708075,0,0.580745342,0,0,0.00621118,0,0,0.00621118,0,0,0.00621118,0,0.00931677,0,0,0,0,0,0.00931677,0
453,4807,0,0,0,0.009677419,0.093548387,0,0,0,0,0,0.006451613,0,0.009677419,0,0,0,0.009677419,0,0,0,0.006451613,0.003225806,0.012903226,0.267741935,0,0.541935484,0,0.003225806,0.009677419,0.003225806,0,0,0,0,0.003225806,0,0,0.006451613,0,0,0,0.003225806,0.009677419,0
455,4812,0,0,0.003125,0.00625,0.096875,0,0,0,0,0,0,0,0.003125,0,0,0,0.01875,0,0,0,0,0,0.003125,0.359375,0,0.490625,0,0,0.003125,0,0,0,0,0,0.003125,0,0.003125,0.003125,0,0,0,0,0.00625,0
457,4817,0,0,0.003225806,0.003225806,0.064516129,0,0,0,0,0,0.006451613,0,0.009677419,0,0,0.003225806,0.035483871,0,0,0,0.003225806,0.003225806,0.006451613,0.261290323,0,0.564516129,0,0,0.003225806,0.006451613,0,0.003225806,0,0,0,0,0.003225806,0.006451613,0,0,0,0.003225806,0.009677419,0
459,4822,0,0.005698006,0,0.008547009,0.07977208,0,0,0,0,0.002849003,0.002849003,0,0.002849003,0,0,0,0.034188034,0,0,0,0.002849003,0.011396011,0.008547009,0.287749288,0,0.521367521,0.002849003,0,0.002849003,0,0,0.002849003,0,0,0.005698006,0,0.002849003,0.002849003,0,0,0,0,0.011396011,0
459.1,4822,0,0,0,0.002793296,0.094972067,0,0,0,0,0.002793296,0.008379888,0,0,0.002793296,0,0.002793296,0.019553073,0,0,0,0.002793296,0.008379888,0.002793296,0.290502793,0,0.527932961,0,0,0.005586592,0.002793296,0,0.008379888,0,0,0.002793296,0,0.002793296,0.005586592,0,0,0,0,0.005586592,0
461,4827,0,0,0.003194888,0.003194888,0.073482428,0,0,0,0,0.006389776,0.003194888,0,0.003194888,0,0,0,0.025559105,0,0,0,0.003194888,0,0.003194888,0.265175719,0,0.568690096,0,0.003194888,0.003194888,0.003194888,0,0.003194888,0,0,0.006389776,0,0.003194888,0.006389776,0,0,0,0,0.012779553,0
463,4832,0,0,0,0.006410256,0.092948718,0,0,0,0,0.003205128,0.003205128,0,0,0,0,0,0.025641026,0,0,0,0,0,0.006410256,0.307692308,0,0.532051282,0,0.003205128,0.003205128,0,0,0,0,0,0,0,0.003205128,0.003205128,0,0,0,0,0.009615385,0
465,4837,0,0.00619195,0.003095975,0.00619195,0.099071207,0,0,0,0,0.003095975,0,0,0,0,0,0,0.030959752,0,0,0,0,0,0.00619195,0.356037152,0,0.46130031,0,0,0.00619195,0.003095975,0,0,0,0,0.003095975,0,0.00619195,0.009287926,0,0,0,0,0,0
467,4842,0,0.006389776,0,0.015974441,0.083067093,0,0,0,0,0,0,0,0,0,0,0,0.025559105,0,0,0,0.003194888,0,0.009584665,0.361022364,0,0.479233227,0,0,0.006389776,0,0,0,0,0,0,0,0.006389776,0,0,0,0,0,0.003194888,0
469,4847,0,0,0.003225806,0.038709677,0.035483871,0.003225806,0,0,0,0.006451613,0.025806452,0,0.006451613,0,0,0,0.003225806,0,0,0,0.003225806,0,0.003225806,0.312903226,0,0.541935484,0,0,0,0,0,0.006451613,0,0,0.003225806,0,0,0,0,0,0,0,0.006451613,0
471,4852,0,0,0.003460208,0,0.020761246,0,0,0,0,0.003460208,0,0,0.003460208,0,0,0,0.017301038,0,0,0,0.017301038,0,0.010380623,0.332179931,0,0.557093426,0,0,0.017301038,0.006920415,0,0,0,0,0,0,0,0,0,0,0,0.003460208,0.006920415,0
473,4857,0,0.003225806,0,0.009677419,0.116129032,0,0,0,0,0,0,0,0.009677419,0,0,0.003225806,0.032258065,0,0,0,0.006451613,0,0.012903226,0.387096774,0,0.406451613,0,0,0.006451613,0,0,0,0,0,0,0,0.003225806,0.003225806,0,0,0,0,0,0
475,4862,0,0,0,0.003174603,0.076190476,0,0,0,0,0,0.003174603,0,0.006349206,0,0,0.006349206,0.006349206,0,0,0,0,0,0.012698413,0.336507937,0,0.520634921,0,0,0,0,0,0.006349206,0,0,0,0,0.006349206,0.00952381,0,0,0,0,0.006349206,0
477,4867,0,0,0,0.003125,0.14375,0,0,0,0,0,0,0,0.003125,0,0,0,0.021875,0,0,0,0,0.003125,0.003125,0.3125,0,0.4625,0,0,0.00625,0.00625,0,0.003125,0,0,0.003125,0,0.003125,0.0125,0,0,0,0.003125,0.009375,0
479,4872,0,0,0.005602241,0.014005602,0.084033613,0,0,0,0,0.008403361,0.025210084,0,0,0.00280112,0,0,0.011204482,0,0,0,0.00280112,0.00280112,0.00280112,0.25210084,0,0.543417367,0,0,0.00280112,0.00280112,0,0.00280112,0,0,0.00280112,0,0.008403361,0.008403361,0,0,0,0,0.016806723,0
479.1,4872.5,0,0.003125,0.00625,0.01875,0.053125,0,0,0,0,0,0.003125,0,0.003125,0,0,0,0.00625,0,0,0,0,0.003125,0.00625,0.284375,0,0.58125,0,0,0.00625,0.003125,0,0,0,0,0.003125,0,0.003125,0,0,0,0,0.003125,0.0125,0
481,4877,0,0,0,0.009646302,0.080385852,0,0,0,0,0.003215434,0,0,0.006430868,0,0,0,0.025723473,0,0,0,0,0,0.01607717,0.337620579,0,0.491961415,0,0,0.009646302,0,0,0,0,0,0,0,0.006430868,0,0,0,0,0,0.012861736,0
489,4898,0,0,0.006430868,0.009646302,0.067524116,0,0,0,0,0,0.01607717,0,0.019292605,0,0,0,0.01607717,0,0,0,0,0.006430868,0.003215434,0.340836013,0,0.463022508,0,0,0.003215434,0.003215434,0,0.012861736,0,0,0.009646302,0,0.009646302,0,0,0,0,0.003215434,0.009646302,0
499,4923,0,0,0,0.009259259,0.12345679,0,0,0,0,0.00308642,0.015432099,0,0,0,0,0.00308642,0.015432099,0,0,0,0,0.00617284,0.00308642,0.37654321,0,0.413580247,0,0.00308642,0,0.00617284,0,0,0,0,0.00308642,0,0.00308642,0.00308642,0,0,0,0,0.012345679,0
509,4948,0,0.006451613,0.003225806,0.012903226,0.087096774,0,0,0,0,0.003225806,0.006451613,0,0,0,0,0.003225806,0.016129032,0,0,0,0,0,0.003225806,0.316129032,0,0.506451613,0,0.003225806,0.006451613,0.009677419,0,0.003225806,0,0,0,0,0,0.012903226,0,0,0,0,0,0
519,4973,0,0.002994012,0.005988024,0.017964072,0.056886228,0.002994012,0,0,0.011976048,0.01497006,0,0,0,0,0,0,0.017964072,0,0,0,0.005988024,0,0.002994012,0.260479042,0,0.556886228,0,0,0.002994012,0.002994012,0,0,0,0,0.005988024,0,0.01497006,0,0,0,0,0,0.01497006,0
529,4999,0,0,0.003164557,0.006329114,0.050632911,0.006329114,0,0,0.006329114,0.006329114,0,0,0,0.003164557,0,0,0.006329114,0,0,0,0.003164557,0.003164557,0,0.332278481,0,0.528481013,0,0,0.009493671,0.006329114,0,0.009493671,0,0,0.006329114,0,0.006329114,0,0,0,0,0,0.006329114,0
539,5024,0,0.009493671,0.006329114,0.006329114,0.091772152,0,0,0,0,0.006329114,0.018987342,0,0,0.003164557,0,0.003164557,0.022151899,0,0,0,0.006329114,0,0.003164557,0.243670886,0,0.5,0,0,0.003164557,0.006329114,0,0.003164557,0,0,0.015822785,0,0,0.022151899,0,0,0,0,0.028481013,0
549,5049,0,0.003115265,0.003115265,0.018691589,0.080996885,0.003115265,0,0,0,0,0.00623053,0,0,0,0,0,0.009345794,0,0,0,0.003115265,0.003115265,0.003115265,0.320872274,0,0.529595016,0,0,0,0,0,0.009345794,0,0,0,0,0.003115265,0.003115265,0,0,0,0,0,0
559,5074,0,0.002762431,0.005524862,0.008287293,0.110497238,0,0,0,0,0.002762431,0.002762431,0,0,0,0,0,0.022099448,0,0,0,0.002762431,0,0.008287293,0.342541436,0,0.430939227,0,0.002762431,0.008287293,0.002762431,0,0,0,0,0.002762431,0,0.011049724,0.008287293,0,0,0,0,0.024861878,0
569,5100,0,0,0.003003003,0.006006006,0.054054054,0.003003003,0,0,0,0.003003003,0.018018018,0,0,0,0,0,0.015015015,0,0,0,0,0.003003003,0,0.294294294,0,0.558558559,0,0,0,0.003003003,0,0.015015015,0,0,0.003003003,0,0.006006006,0,0,0,0,0.003003003,0.012012012,0
579,5121,0,0,0.006153846,0.012307692,0.089230769,0,0,0,0,0.003076923,0.003076923,0,0.006153846,0.003076923,0,0,0.015384615,0,0,0,0,0.003076923,0,0.233846154,0,0.581538462,0,0,0,0.003076923,0,0.006153846,0,0,0.003076923,0,0.003076923,0.015384615,0,0,0,0,0.012307692,0
589,5139,0,0,0,0.006006006,0.126126126,0,0,0,0,0.006006006,0.006006006,0,0.006006006,0,0,0.006006006,0.015015015,0,0,0,0,0.003003003,0.003003003,0.324324324,0,0.456456456,0,0,0.018018018,0.003003003,0,0.006006006,0,0,0,0,0.009009009,0,0,0,0,0,0.006006006,0
609,5175,0,0,0.008595989,0.017191977,0.094555874,0,0,0,0,0.028653295,0.014326648,0,0,0,0,0,0.011461318,0,0,0,0,0,0.005730659,0.272206304,0,0.498567335,0,0,0.00286533,0.00286533,0,0.011461318,0,0,0.00286533,0,0.005730659,0.005730659,0,0,0,0,0.017191977,0
619,5192,0,0,0,0.006535948,0.124183007,0,0,0,0,0.003267974,0.003267974,0,0.003267974,0,0,0.003267974,0.026143791,0,0,0,0,0,0.003267974,0.31372549,0,0.477124183,0,0,0.019607843,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0.006535948,0
625,5203,0,0,0,0.009803922,0.111111111,0,0,0,0,0.003267974,0.009803922,0,0,0,0,0,0.019607843,0,0,0,0,0,0.009803922,0.336601307,0,0.477124183,0,0,0.006535948,0,0,0,0,0,0,0,0.003267974,0.003267974,0,0,0,0.003267974,0.006535948,0
629,5210,0,0.003134796,0,0.018808777,0.131661442,0,0,0,0,0,0.015673981,0,0.003134796,0,0,0,0.021943574,0,0,0,0.003134796,0,0.012539185,0.344827586,0,0.407523511,0,0,0.009404389,0,0,0,0,0,0.003134796,0,0.003134796,0.012539185,0,0,0,0,0.009404389,0
635,5221,0,0.003184713,0,0.003184713,0.108280255,0,0,0,0,0,0.003184713,0,0.003184713,0.003184713,0,0.003184713,0.041401274,0,0,0.003184713,0,0,0.012738854,0.280254777,0,0.525477707,0,0,0,0.003184713,0,0,0,0,0,0,0,0,0,0,0,0,0.006369427,0
639,5228,0,0.003215434,0,0.009646302,0.083601286,0.003215434,0,0,0.009646302,0,0,0,0.003215434,0.003215434,0,0,0.025723473,0,0,0,0,0.003215434,0,0.270096463,0,0.540192926,0,0,0.006430868,0.003215434,0,0.006430868,0,0,0,0,0.009646302,0,0,0,0,0,0.019292605,0
645,5239,0,0,0,0.009615385,0.105769231,0,0,0,0,0.006410256,0.003205128,0,0.003205128,0,0,0,0.012820513,0,0,0,0.006410256,0.006410256,0.006410256,0.211538462,0,0.58974359,0,0,0.006410256,0.006410256,0,0.006410256,0,0,0,0,0.006410256,0.006410256,0,0,0,0,0.006410256,0
649,5246,0,0,0,0.014204545,0.127840909,0,0,0,0,0.005681818,0.005681818,0,0,0,0,0.005681818,0.034090909,0,0,0,0.008522727,0,0.011363636,0.357954545,0,0.389204545,0,0,0.005681818,0,0,0.008522727,0,0,0,0,0.005681818,0.005681818,0,0,0,0,0.014204545,0
655,5257,0,0,0,0.006430868,0.102893891,0,0,0,0,0.003215434,0.003215434,0,0.003215434,0,0,0,0.003215434,0,0,0.003215434,0,0,0.009646302,0.221864952,0,0.620578778,0,0,0.003215434,0.003215434,0,0.003215434,0,0,0,0,0,0.006430868,0,0,0,0,0.006430868,0
659,5264,0,0.003215434,0.003215434,0.01607717,0.106109325,0,0,0,0,0.003215434,0.012861736,0,0.009646302,0,0,0.003215434,0.038585209,0,0,0,0.003215434,0.003215434,0,0.40192926,0,0.356913183,0,0,0.012861736,0.006430868,0,0.009646302,0,0,0,0,0.003215434,0.006430868,0,0,0,0,0,0
665,5275,0,0,0.003267974,0.006535948,0.08496732,0,0,0,0,0,0,0,0.013071895,0.003267974,0,0.003267974,0.016339869,0,0,0,0.006535948,0.003267974,0.006535948,0.310457516,0,0.519607843,0,0,0.006535948,0.003267974,0,0,0,0,0,0,0,0.013071895,0,0,0,0,0,0
669,5282,0,0.003174603,0.003174603,0.012698413,0.073015873,0,0,0,0,0.00952381,0,0,0,0.00952381,0,0.003174603,0.012698413,0,0,0,0.003174603,0.003174603,0.003174603,0.215873016,0,0.549206349,0,0,0.003174603,0.006349206,0,0.00952381,0,0,0.006349206,0,0.012698413,0.038095238,0,0,0,0,0.022222222,0
679,5300,0,0,0,0.012861736,0.054662379,0.003215434,0,0,0.006430868,0.003215434,0,0,0,0,0,0,0.012861736,0,0,0,0,0,0,0.295819936,0,0.581993569,0,0,0.009646302,0,0,0.003215434,0,0,0.003215434,0,0,0.006430868,0,0,0,0,0.006430868,0
689,5344,0,0.003144654,0,0.018867925,0.056603774,0,0,0,0,0.003144654,0.006289308,0,0,0.003144654,0,0,0.028301887,0,0,0,0,0.003144654,0,0.289308176,0,0.540880503,0,0,0.003144654,0.006289308,0,0.003144654,0,0,0.012578616,0,0.003144654,0.003144654,0,0,0,0,0.01572327,0
699,5535,0,0.003194888,0.006389776,0.019169329,0.079872204,0,0,0,0,0.003194888,0.006389776,0,0.012779553,0.003194888,0,0,0.009584665,0,0,0,0.003194888,0.006389776,0.003194888,0.284345048,0,0.523961661,0,0,0.003194888,0.012779553,0,0.009584665,0,0,0,0,0.003194888,0,0,0,0,0,0.006389776,0
709,5727,0,0,0.00310559,0.01863354,0.077639752,0.00310559,0,0,0,0,0.00621118,0,0,0,0,0,0.02484472,0,0,0,0,0,0,0.273291925,0,0.555900621,0,0,0.00310559,0,0,0.00310559,0,0,0.01242236,0,0.00310559,0,0,0,0,0,0.01552795,0
719,5918,0,0,0.003115265,0.024922118,0.093457944,0,0,0,0,0.00623053,0,0,0.009345794,0,0,0.003115265,0.024922118,0,0,0,0.003115265,0.00623053,0,0.292834891,0,0.495327103,0,0.003115265,0.009345794,0.003115265,0,0.00623053,0,0,0,0,0,0.00623053,0,0,0,0,0.009345794,0
729,6109,0,0,0,0.017045455,0.088068182,0,0,0,0,0,0.002840909,0,0,0,0,0,0.014204545,0,0,0,0,0.005681818,0.002840909,0.224431818,0,0.607954545,0,0,0.005681818,0.002840909,0,0.005681818,0,0,0.005681818,0,0.002840909,0,0,0,0,0,0.014204545,0
739,6301,0,0.003003003,0,0.003003003,0.075075075,0.003003003,0,0,0,0,0.009009009,0,0.006006006,0,0,0,0.009009009,0,0,0,0,0.003003003,0,0.213213213,0,0.618618619,0,0,0.024024024,0.003003003,0,0.003003003,0,0,0,0,0.006006006,0.009009009,0,0,0,0,0.012012012,0
749,6492,0,0.003154574,0,0.009463722,0.09148265,0.006309148,0,0,0.003154574,0.009463722,0,0,0,0,0,0,0.012618297,0,0,0,0.003154574,0,0,0.305993691,0,0.498422713,0,0,0.009463722,0,0,0.018927445,0,0,0.003154574,0,0.006309148,0.006309148,0,0,0,0,0.012618297,0
759,6683,0,0.003184713,0,0.006369427,0.082802548,0,0,0,0,0,0,0,0.003184713,0,0,0.003184713,0.01910828,0,0,0,0.003184713,0,0,0.267515924,0,0.573248408,0,0,0.02866242,0,0,0.006369427,0,0,0.003184713,0,0,0,0,0,0,0,0,0
769,6875,0,0.003067485,0.003067485,0.012269939,0.058282209,0.006134969,0,0,0.006134969,0.003067485,0,0,0,0,0,0,0.039877301,0,0,0,0.006134969,0.006134969,0.006134969,0.214723926,0,0.588957055,0,0,0.006134969,0.006134969,0,0.003067485,0,0,0.009202454,0,0.009202454,0.003067485,0,0,0,0,0.009202454,0
779,7039,0,0.006514658,0,0.006514658,0.094462541,0,0,0,0,0.003257329,0.003257329,0,0.009771987,0,0,0,0.03257329,0,0,0,0,0.003257329,0,0.182410423,0,0.618892508,0,0,0.019543974,0,0,0.003257329,0,0,0,0,0,0,0,0,0,0,0.016286645,0
789,7095,0,0.003134796,0.006269592,0.003134796,0.087774295,0,0,0,0,0.009404389,0,0,0,0.003134796,0,0,0.009404389,0,0,0,0.003134796,0,0,0.219435737,0,0.60815047,0,0,0.006269592,0.003134796,0,0.003134796,0,0,0,0,0.009404389,0.012539185,0,0,0,0,0.012539185,0
799,7151,0,0,0,0.003134796,0.078369906,0,0,0,0,0.003134796,0.003134796,0,0,0,0,0,0.012539185,0,0,0,0.003134796,0,0,0.282131661,0,0.554858934,0,0,0.021943574,0,0,0.009404389,0,0,0.006269592,0,0.009404389,0,0,0,0,0,0.012539185,0
809,7208,0,0,0.00295858,0.014792899,0.082840237,0,0,0,0,0.00295858,0.00591716,0,0,0,0,0.00295858,0.038461538,0,0,0,0,0,0.00295858,0.213017751,0,0.588757396,0,0.00591716,0.00887574,0,0,0.00295858,0,0,0.00887574,0,0.00295858,0,0,0,0,0,0.014792899,0
