"sample.depths","sample.ages","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Cyperaceae","Picea","Salix","Asteraceae.subf..Asteroideae.undiff.","Pinus","Larix.laricina","Caryophyllaceae","Ericaceae","Poaceae","Abies.balsamea","Sanguisorba.canadensis","Populus","Epilobium","Myrica.gale","Quercus","Sarcobatus.vermiculatus","Rumex","Brassicaceae","Tsuga"
1380,45,0.238095238095238,0.00892857142857143,0.00297619047619048,0.220238095238095,0.00595238095238095,0.056547619047619,0.413690476190476,0.00297619047619048,0.00892857142857143,0.0357142857142857,0.00595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,201,0.270194986072423,0.011142061281337,0.00557103064066852,0.214484679665738,0,0.103064066852368,0.325905292479109,0.00557103064066852,0.00557103064066852,0.0362116991643454,0.00278551532033426,0.00278551532033426,0.00278551532033426,0.00835654596100279,0.00278551532033426,0.00278551532033426,0,0,0,0,0,0,0,0
1395,513,0.155487804878049,0.00304878048780488,0,0.207317073170732,0,0.0365853658536585,0.527439024390244,0,0,0.0335365853658537,0.00914634146341463,0,0.0182926829268293,0.00914634146341463,0,0,0,0,0,0,0,0,0,0
1405,824,0.193877551020408,0.0102040816326531,0.0102040816326531,0.272108843537415,0,0.0612244897959184,0.374149659863946,0.00340136054421769,0,0.0340136054421769,0,0,0.0170068027210884,0.0136054421768707,0.00680272108843537,0,0.00340136054421769,0,0,0,0,0,0,0
1415,1135,0.122324159021407,0.00305810397553517,0,0.211009174311927,0,0.0275229357798165,0.568807339449541,0,0,0.036697247706422,0,0,0.00305810397553517,0.0091743119266055,0.0122324159021407,0.00305810397553517,0,0.00305810397553517,0,0,0,0,0,0
1425,1451,0.176039119804401,0.00244498777506112,0,0.220048899755501,0,0.0293398533007335,0.52078239608802,0.00244498777506112,0.00244498777506112,0.0293398533007335,0,0,0.00488997555012225,0.0122249388753056,0,0,0,0,0,0,0,0,0,0
1435,1777,0.167213114754098,0,0.00327868852459016,0.118032786885246,0,0.0229508196721311,0.639344262295082,0.00327868852459016,0,0.0295081967213115,0.00327868852459016,0,0,0.00327868852459016,0.0098360655737705,0,0,0,0,0,0,0,0,0
1445,2103,0.122507122507123,0.00284900284900285,0,0.193732193732194,0.00284900284900285,0.0113960113960114,0.62962962962963,0,0.00284900284900285,0.0142450142450142,0,0,0,0.00854700854700855,0.00854700854700855,0,0,0,0.00284900284900285,0,0,0,0,0
1455,2429,0.150170648464164,0,0.00341296928327645,0.119453924914676,0,0.0238907849829352,0.679180887372014,0,0,0.0068259385665529,0.0068259385665529,0,0,0.00341296928327645,0.00341296928327645,0,0,0,0,0.00341296928327645,0,0,0,0
1465,2755,0.22189349112426,0,0.00591715976331361,0.165680473372781,0,0.0325443786982249,0.535502958579882,0.00591715976331361,0.0029585798816568,0.014792899408284,0.0029585798816568,0,0.0029585798816568,0.00591715976331361,0,0,0,0,0,0,0.0029585798816568,0,0,0
