"sample.depths","sample.ages","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Cyperaceae","Picea","Salix","Asteraceae.subf..Asteroideae.undiff.","Pinus","Larix.laricina","Caryophyllaceae","Ericaceae","Poaceae","Abies.balsamea","Sanguisorba.canadensis","Populus","Epilobium","Myrica.gale","Quercus","Sarcobatus.vermiculatus","Rumex","Brassicaceae","Tsuga"
1475,3038,0.178787878787879,0.00303030303030303,0.00303030303030303,0.118181818181818,0,0.0242424242424242,0.642424242424242,0.00303030303030303,0,0.0121212121212121,0,0,0.00303030303030303,0.00303030303030303,0.00909090909090909,0,0,0,0,0,0,0,0,0
1505,3504,0.148264984227129,0,0,0.126182965299685,0,0.0157728706624606,0.65615141955836,0,0,0.0220820189274448,0,0,0.00315457413249211,0.00946372239747634,0.0126182965299685,0,0,0,0,0.00315457413249211,0,0.00315457413249211,0,0
1515,3659,0.121301775147929,0.0029585798816568,0.00591715976331361,0.118343195266272,0,0.00591715976331361,0.71301775147929,0.0029585798816568,0.0029585798816568,0.00887573964497041,0,0,0,0,0.014792899408284,0,0,0,0,0.0029585798816568,0,0,0,0
1525,3861,0.172205438066465,0,0,0.0996978851963746,0,0,0.688821752265861,0,0,0.0181268882175227,0,0,0,0.00906344410876133,0.0120845921450151,0,0,0,0,0,0,0,0,0
1535,4200,0.170491803278689,0,0,0.236065573770492,0,0,0.537704918032787,0.00327868852459016,0,0.0131147540983607,0.00655737704918033,0,0,0,0.0327868852459016,0,0,0,0,0,0,0,0,0
1545,4539,0.1875,0.003125,0,0.15,0,0.00625,0.609375,0.003125,0,0.009375,0,0,0,0.0125,0.015625,0,0,0,0,0.003125,0,0,0,0
1555,4878,0.0954907161803713,0,0,0.127320954907162,0,0.00530503978779841,0.742705570291777,0,0,0.00530503978779841,0,0,0.00530503978779841,0,0.0159151193633952,0,0,0,0,0,0,0,0.0026525198938992,0
1565,5218,0.243119266055046,0,0,0.194954128440367,0,0.0160550458715596,0.493119266055046,0.00229357798165138,0,0.0137614678899083,0.00688073394495413,0,0.00229357798165138,0,0.0275229357798165,0,0,0,0,0,0,0,0,0
1575,5549,0.28042328042328,0.00264550264550265,0,0.283068783068783,0,0.0132275132275132,0.383597883597884,0.00264550264550265,0,0.00793650793650794,0.0132275132275132,0,0,0.00793650793650794,0.00264550264550265,0,0,0,0.00264550264550265,0,0,0,0,0
1585,5859,0.278606965174129,0.00497512437810945,0,0.286069651741294,0,0,0.378109452736318,0.00248756218905473,0,0.00746268656716418,0.0174129353233831,0,0.0099502487562189,0.00248756218905473,0.0099502487562189,0,0.00248756218905473,0,0,0,0,0,0,0
1595,6168,0.471204188481675,0,0.00261780104712042,0.308900523560209,0,0.0183246073298429,0.159685863874346,0.00261780104712042,0,0.0209424083769634,0,0,0.00261780104712042,0.00523560209424084,0.00785340314136126,0,0,0,0,0,0,0,0,0
1605,6477,0.431095406360424,0,0,0.300353356890459,0.00353356890459364,0.0176678445229682,0.201413427561837,0.00706713780918728,0,0.0141342756183746,0.00353356890459364,0,0.00353356890459364,0.00353356890459364,0.00706713780918728,0,0,0,0.00706713780918728,0,0,0,0,0
1615,6787,0.730769230769231,0,0,0.201923076923077,0,0.00641025641025641,0.0416666666666667,0.00641025641025641,0.00320512820512821,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,6941,0.621451104100946,0,0,0.255520504731861,0,0.0504731861198738,0.0410094637223975,0.00946372239747634,0,0.00630914826498423,0,0,0.00315457413249211,0.00630914826498423,0.00315457413249211,0,0.00315457413249211,0,0,0,0,0,0,0
1630,7251,0.303108808290155,0,0.00259067357512953,0.339378238341969,0.00259067357512953,0.113989637305699,0.106217616580311,0.0181347150259067,0,0.0699481865284974,0,0,0.0284974093264249,0.00518134715025907,0.00518134715025907,0,0,0,0,0.00518134715025907,0,0,0,0
1635,7405,0.352760736196319,0,0,0.447852760736196,0.00920245398773006,0.0644171779141104,0.0521472392638037,0.0184049079754601,0,0.0184049079754601,0,0,0.00613496932515337,0.0153374233128834,0.00920245398773006,0,0,0,0,0.00306748466257669,0,0,0,0.00306748466257669
1645,NA,0.269129287598945,0.00527704485488127,0,0.406332453825858,0.00263852242744063,0.0712401055408971,0.176781002638522,0.0237467018469657,0,0.0316622691292876,0,0,0.00527704485488127,0.00527704485488127,0,0,0,0,0,0,0,0,0.00263852242744063,0
