"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.undiff.","Betula","Caryophyllaceae","Cupressaceae","Ericaceae","Larix","Ostrya.Carpinus","Pinus.undiff.","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.viridis","Myrica","Amaranthaceae","Pinus.strobus","Spiraea","Tsuga.canadensis","Picea.undiff.","Fraxinus.nigra","Populus.balsamifera","Picea.mariana","Acer.spicatum","Castanea","Cyperaceae","Poaceae","Acer.saccharum","Artemisia","Epilobium","Juglans.cinerea","Pinus.banksiana.type","Potentilla","Fraxinus.americana","Picea.glauca","Alnus.undiff.","Corylus","Rosaceae.undiff.","Alnus.incana","Ambrosia","Fagus","Thalictrum","Apiaceae","Rumex.Oxyria.digyna","Carya","Shepherdia.canadensis","Cornus.sericea","Saxifraga.oppositifolia.type"
681,NA,0.00872093023255814,0.00290697674418605,0.00290697674418605,0.453488372093023,0.00290697674418605,0.00290697674418605,0.00290697674418605,0.00581395348837209,0.00581395348837209,0.0784883720930233,0.0697674418604651,0.00290697674418605,0.00872093023255814,0.00872093023255814,0.0290697674418605,0.0319767441860465,0.00290697674418605,0.215116279069767,0.00290697674418605,0.00581395348837209,0.0174418604651163,0.00290697674418605,0.00872093023255814,0.0261627906976744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,NA,0.0134680134680135,0,0,0.336700336700337,0,0,0.00673400673400673,0.0168350168350168,0.0134680134680135,0.037037037037037,0.114478114478114,0.00336700336700337,0.0134680134680135,0.00673400673400673,0.0134680134680135,0.101010101010101,0,0.127946127946128,0.00673400673400673,0,0.0606060606060606,0.00673400673400673,0.0134680134680135,0.0875420875420875,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.00673400673400673,0.00336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,NA,0,0,0,0.434027777777778,0,0.0138888888888889,0.00347222222222222,0.0243055555555556,0.00347222222222222,0.0173611111111111,0.0277777777777778,0.0104166666666667,0.00694444444444444,0.00694444444444444,0.0208333333333333,0.114583333333333,0,0.0659722222222222,0.0104166666666667,0,0.0763888888888889,0.00694444444444444,0.0138888888888889,0.0868055555555556,0,0,0.00694444444444444,0.0104166666666667,0,0.00347222222222222,0.00347222222222222,0.00347222222222222,0.00347222222222222,0.00694444444444444,0.00347222222222222,0.0138888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0
702,NA,0,0,0,0.320652173913043,0,0.016304347826087,0,0.016304347826087,0.0108695652173913,0.0407608695652174,0.0679347826086956,0.00815217391304348,0.00543478260869565,0.00815217391304348,0,0.144021739130435,0,0.0407608695652174,0,0,0.152173913043478,0.00815217391304348,0,0.078804347826087,0,0,0.00271739130434783,0.016304347826087,0,0.00271739130434783,0,0,0.00543478260869565,0,0,0.0353260869565217,0.016304347826087,0.00271739130434783,0,0,0,0,0,0,0,0,0,0,0
708,NA,0.0075187969924812,0,0.0037593984962406,0.289473684210526,0,0.0150375939849624,0.0112781954887218,0,0.0037593984962406,0.0300751879699248,0.0601503759398496,0.056390977443609,0.0112781954887218,0,0.0075187969924812,0.233082706766917,0.0037593984962406,0.0413533834586466,0.0075187969924812,0.0037593984962406,0.0977443609022556,0.0075187969924812,0.0037593984962406,0.0075187969924812,0,0.0037593984962406,0,0.0601503759398496,0,0,0,0,0.0075187969924812,0.0037593984962406,0.0037593984962406,0.0150375939849624,0,0,0.0037593984962406,0,0,0,0,0,0,0,0,0,0
716,NA,0.00431034482758621,0,0,0.405172413793103,0,0.0172413793103448,0.0258620689655172,0.00431034482758621,0,0.0431034482758621,0.0172413793103448,0.0689655172413793,0.0172413793103448,0,0.0258620689655172,0.0862068965517241,0,0.0474137931034483,0,0.00431034482758621,0.0517241379310345,0.00862068965517241,0.00431034482758621,0,0,0,0.021551724137931,0.0732758620689655,0,0.00431034482758621,0,0,0.00431034482758621,0,0,0.0603448275862069,0.00431034482758621,0,0,0,0,0,0,0,0,0,0,0,0
720,NA,0,0,0,0.482889733840304,0,0,0.0380228136882129,0,0,0.064638783269962,0.0342205323193916,0.0608365019011407,0.0114068441064639,0,0.0304182509505703,0.0874524714828897,0,0.0190114068441065,0,0,0.0456273764258555,0.00380228136882129,0.00380228136882129,0.00760456273764259,0,0,0.0190114068441065,0.0380228136882129,0,0.00380228136882129,0,0,0.0228136882129278,0,0,0.0114068441064639,0.00380228136882129,0,0,0.00760456273764259,0.00380228136882129,0,0,0,0,0,0,0,0
722,NA,0,0,0,0.528125,0,0.009375,0.053125,0.015625,0.003125,0.06875,0.01875,0.06875,0.009375,0,0,0.03125,0,0.0125,0,0.009375,0.03125,0.003125,0.003125,0.00625,0,0,0.03125,0.034375,0,0,0.003125,0,0.028125,0,0,0.00625,0.00625,0,0,0.009375,0,0.003125,0.003125,0.003125,0,0,0,0,0
725,NA,0,0,0,0.543478260869565,0,0,0.0253623188405797,0,0.0036231884057971,0.101449275362319,0.0108695652173913,0.0579710144927536,0.0072463768115942,0,0.0434782608695652,0.0615942028985507,0,0.0144927536231884,0,0,0.0326086956521739,0,0,0.0072463768115942,0,0,0.0652173913043478,0.0108695652173913,0,0,0,0,0.0108695652173913,0,0,0,0,0,0,0,0,0,0,0,0.0036231884057971,0,0,0,0
727,NA,0.00378787878787879,0,0,0.537878787878788,0,0,0.0265151515151515,0,0.00757575757575758,0.0681818181818182,0,0.0227272727272727,0.0151515151515152,0.00757575757575758,0.0416666666666667,0.0378787878787879,0,0,0,0,0.0113636363636364,0,0,0.0113636363636364,0,0,0.132575757575758,0.0340909090909091,0,0.00757575757575758,0.00378787878787879,0,0,0,0,0,0.00757575757575758,0,0,0,0.0113636363636364,0,0.00757575757575758,0,0,0.00378787878787879,0,0,0
729,NA,0,0,0,0.487179487179487,0,0.00320512820512821,0.00961538461538462,0,0.00641025641025641,0.0961538461538462,0.00320512820512821,0.0512820512820513,0.016025641025641,0.00641025641025641,0.0352564102564103,0.0448717948717949,0,0.0192307692307692,0,0.00320512820512821,0.0288461538461538,0,0,0.00961538461538462,0,0,0.108974358974359,0.0384615384615385,0,0.00320512820512821,0,0,0.00641025641025641,0,0,0.00320512820512821,0.00320512820512821,0,0,0.00961538461538462,0,0,0,0,0.00641025641025641,0,0,0,0
730,NA,0,0,0,0.533783783783784,0,0.00337837837837838,0.0168918918918919,0,0.0101351351351351,0.111486486486486,0.00337837837837838,0.0304054054054054,0.0101351351351351,0.00337837837837838,0.0337837837837838,0.0506756756756757,0,0.0168918918918919,0,0,0.0202702702702703,0.00675675675675676,0,0.00675675675675676,0,0,0.0912162162162162,0.0168918918918919,0,0.0101351351351351,0,0,0.00337837837837838,0,0,0,0.0101351351351351,0,0,0.00337837837837838,0,0,0.00675675675675676,0,0,0,0,0,0
734,NA,0.00224719101123596,0,0,0.431460674157303,0,0.00224719101123596,0.0157303370786517,0,0.00449438202247191,0.0898876404494382,0.00224719101123596,0.0606741573033708,0.0134831460674157,0,0,0.0831460674157303,0,0.0112359550561798,0,0,0.0247191011235955,0.00224719101123596,0,0.00449438202247191,0,0,0.110112359550562,0.0337078651685393,0.00224719101123596,0.0157303370786517,0,0,0.0247191011235955,0,0,0.0112359550561798,0.0202247191011236,0,0,0.0247191011235955,0.00449438202247191,0,0.00224719101123596,0,0.00224719101123596,0,0,0,0
738,NA,0,0,0,0.423580786026201,0,0.00436681222707424,0.0174672489082969,0,0.00436681222707424,0.074235807860262,0.00873362445414847,0.0698689956331878,0.0218340611353712,0.00873362445414847,0.0524017467248908,0.100436681222707,0,0.0131004366812227,0,0,0.0305676855895196,0,0,0.00873362445414847,0,0,0.100436681222707,0.0349344978165939,0.00436681222707424,0.00436681222707424,0,0,0.00436681222707424,0,0,0,0,0,0,0,0.00436681222707424,0,0.00436681222707424,0,0.00436681222707424,0,0,0,0
742,NA,0,0,0,0.423592493297587,0,0,0.0160857908847185,0,0.00268096514745308,0.0750670241286863,0,0.0375335120643432,0.0160857908847185,0,0.0294906166219839,0.144772117962467,0,0.0134048257372654,0,0.00268096514745308,0.0241286863270777,0,0,0.00268096514745308,0,0.00268096514745308,0.13941018766756,0.0402144772117962,0,0.00268096514745308,0.00268096514745308,0,0.00536193029490617,0,0,0,0,0,0,0.00536193029490617,0.00268096514745308,0,0.00268096514745308,0,0.00804289544235925,0,0,0,0
747,NA,0.00347222222222222,0,0,0.388888888888889,0.00694444444444444,0.0104166666666667,0.0104166666666667,0.00347222222222222,0,0.0659722222222222,0,0.0173611111111111,0.0243055555555556,0,0,0.170138888888889,0,0.00694444444444444,0,0.00694444444444444,0.0902777777777778,0,0,0.0104166666666667,0,0,0.0555555555555556,0.0451388888888889,0,0.00347222222222222,0.00347222222222222,0,0.0416666666666667,0,0,0.0138888888888889,0,0,0,0.0104166666666667,0.00347222222222222,0,0,0,0.00347222222222222,0,0.00347222222222222,0,0
748,NA,0,0,0,0.260416666666667,0,0.00520833333333333,0.0364583333333333,0,0,0.0833333333333333,0,0.0520833333333333,0.015625,0.00520833333333333,0.0208333333333333,0.28125,0,0.0208333333333333,0,0,0.046875,0,0,0.015625,0,0,0.0833333333333333,0.0572916666666667,0,0,0,0,0.00520833333333333,0,0,0.0104166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
749,NA,0.00458715596330275,0,0,0.307339449541284,0,0.00458715596330275,0.0321100917431193,0,0.00458715596330275,0.0779816513761468,0.00458715596330275,0.0412844036697248,0.0229357798165138,0,0.0137614678899083,0.178899082568807,0.00458715596330275,0.00458715596330275,0,0,0.100917431192661,0,0,0.0137614678899083,0,0,0.0871559633027523,0.055045871559633,0,0.00458715596330275,0.00458715596330275,0,0.018348623853211,0,0,0.00458715596330275,0.00458715596330275,0,0,0,0,0,0,0,0.00458715596330275,0,0,0,0
751,NA,0,0,0,0.193430656934307,0,0.00364963503649635,0.0145985401459854,0,0.0072992700729927,0.0802919708029197,0,0.0364963503649635,0.0364963503649635,0.00364963503649635,0.0364963503649635,0.222627737226277,0.00364963503649635,0.00364963503649635,0,0,0.0912408759124088,0,0.00364963503649635,0.0182481751824818,0,0,0.0875912408759124,0.105839416058394,0,0.0072992700729927,0,0,0.0182481751824818,0,0,0.0145985401459854,0,0,0,0.0072992700729927,0.00364963503649635,0,0,0,0,0,0,0,0
753,12535,0,0,0,0.232824427480916,0,0.00763358778625954,0.0229007633587786,0,0.00381679389312977,0.0687022900763359,0.0114503816793893,0.0305343511450382,0.0152671755725191,0,0.0267175572519084,0.190839694656489,0,0.0114503816793893,0,0,0.156488549618321,0,0,0.0229007633587786,0,0,0.0381679389312977,0.083969465648855,0,0.00763358778625954,0,0,0.0229007633587786,0,0,0.0381679389312977,0,0,0,0.00381679389312977,0.00381679389312977,0,0,0,0,0,0,0,0
754,12576,0,0,0,0.204460966542751,0,0.00743494423791822,0.0148698884758364,0,0.0148698884758364,0.0743494423791822,0.0185873605947955,0.0223048327137546,0.0185873605947955,0,0.0185873605947955,0.174721189591078,0,0.00743494423791822,0,0,0.215613382899628,0.00371747211895911,0,0.033457249070632,0,0,0.033457249070632,0.0594795539033457,0,0.00371747211895911,0,0,0.0371747211895911,0,0,0.0223048327137546,0,0,0,0,0,0.00371747211895911,0.00371747211895911,0,0,0.00371747211895911,0,0.00371747211895911,0
756,12659,0,0,0,0.232628398791541,0.00302114803625378,0.00604229607250755,0.00604229607250755,0,0.0302114803625378,0.0574018126888218,0.0211480362537764,0.00604229607250755,0.0120845921450151,0,0.00906344410876133,0.157099697885196,0,0,0,0.00302114803625378,0.253776435045317,0,0.0211480362537764,0.027190332326284,0,0,0.0362537764350453,0.0422960725075529,0,0.00302114803625378,0.00302114803625378,0,0.0151057401812689,0.00604229607250755,0,0.0392749244712991,0,0,0,0,0,0.00302114803625378,0,0,0,0.00604229607250755,0,0,0
758,12742,0,0,0,0.168253968253968,0,0.0380952380952381,0.00634920634920635,0,0.0158730158730159,0.0285714285714286,0.0349206349206349,0.0222222222222222,0.019047619047619,0.00317460317460317,0.00317460317460317,0.19047619047619,0,0.00317460317460317,0,0,0.292063492063492,0.00634920634920635,0.00952380952380952,0.0507936507936508,0,0,0.0222222222222222,0.0476190476190476,0,0.00317460317460317,0,0,0.00952380952380952,0,0.00317460317460317,0.00952380952380952,0,0,0,0,0.00317460317460317,0.00317460317460317,0.00317460317460317,0,0,0.00317460317460317,0,0,0
