"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.undiff.","Alnus","Betula","Carya","Castanea","Cornus","Corylus","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Ilex.Nemopanthus","Juniperus.Thuja","Larix","Ostrya.Carpinus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.subg..Pinus.undiff.","Pinus.subg..Strobus.undiff.","Pinus.undiff.","Populus","Quercus","Rhamnus","Salix","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Brassicaceae","Cannabaceae","Chenopodiaceae","Cyperaceae","Epilobium","Eupatorium.type","Hypericum.type","Poaceae","Rosaceae","Rumex","Saxifraga.type"
8,579,0.00795755968169761,0,0.140583554376658,0.0159151193633952,0.0954907161803713,0,0,0,0,0.00530503978779841,0,0,0.0026525198938992,0.0106100795755968,0,0.0026525198938992,0,0.355437665782493,0.0742705570291777,0.00530503978779841,0.13262599469496,0.0106100795755968,0.0636604774535809,0,0.0318302387267905,0,0,0,0.013262599469496,0.0026525198938992,0.0026525198938992,0.0185676392572944,0,0,0,0,0,0,0,0,0,0,0.0026525198938992,0.00530503978779841,0,0
10,735,0.00598802395209581,0,0.00598802395209581,0.17564870259481,0.38622754491018,0.000998003992015968,0.000998003992015968,0,0,0.00499001996007984,0.00399201596806387,0.00598802395209581,0.000998003992015968,0.00199600798403194,0,0,0.0029940119760479,0.0698602794411178,0.00698602794411178,0.0149700598802395,0.0159680638722555,0.031936127744511,0.0259481037924152,0.00898203592814371,0.00399201596806387,0,0.00598802395209581,0.000998003992015968,0.00898203592814371,0.000998003992015968,0.00399201596806387,0.0279441117764471,0,0.00798403193612774,0.00199600798403194,0,0,0.000998003992015968,0.110778443113772,0,0.000998003992015968,0.0279441117764471,0.0139720558882236,0.0109780439121756,0,0
12,891,0.009375,0,0.034375,0.096875,0.19375,0,0,0,0,0,0.003125,0,0,0.034375,0,0.00625,0.009375,0.18125,0.028125,0.025,0.08125,0.075,0.1,0,0.025,0,0,0,0.003125,0.003125,0.021875,0.040625,0,0.003125,0,0,0,0,0.00625,0,0.00625,0,0.009375,0,0,0.003125
14,1046,0.00288184438040346,0,0.0115273775216138,0.155619596541787,0.351585014409222,0,0,0,0.00288184438040346,0.00288184438040346,0.00288184438040346,0,0,0.0518731988472622,0,0,0.00288184438040346,0.0893371757925072,0.0115273775216138,0.0144092219020173,0.0461095100864553,0.0576368876080692,0.0778097982708934,0,0.0172910662824208,0,0.00288184438040346,0,0,0.00576368876080692,0.0259365994236311,0.0403458213256484,0,0.0115273775216138,0,0,0,0,0.00576368876080692,0,0,0,0,0.00576368876080692,0.00288184438040346,0
15,1124,0.00394477317554241,0,0.00986193293885602,0.252465483234714,0.353057199211045,0,0.0019723865877712,0,0.00591715976331361,0.0019723865877712,0,0.0019723865877712,0,0.0335305719921105,0.0019723865877712,0.00394477317554241,0,0.0788954635108481,0.00394477317554241,0.00591715976331361,0.019723865877712,0.029585798816568,0.0394477317554241,0,0.0157790927021696,0,0,0,0.00394477317554241,0.0019723865877712,0.0236686390532544,0.0355029585798817,0,0.0335305719921105,0.0019723865877712,0,0,0,0.00394477317554241,0.00591715976331361,0,0.0019723865877712,0.00788954635108481,0.0157790927021696,0,0
16,1202,0.00286532951289398,0,0.0143266475644699,0.232091690544413,0.283667621776504,0,0,0,0,0.00286532951289398,0.00286532951289398,0.00573065902578797,0.00286532951289398,0.0257879656160458,0.00286532951289398,0.00859598853868195,0.00573065902578797,0.0573065902578797,0.00573065902578797,0.0200573065902579,0.0200573065902579,0.0573065902578797,0.0487106017191977,0,0.0343839541547278,0,0.0114613180515759,0,0.00286532951289398,0,0.0200573065902579,0.0315186246418338,0.00286532951289398,0.0114613180515759,0,0,0,0,0.0171919770773639,0,0.0143266475644699,0,0.0257879656160458,0.0229226361031519,0.00573065902578797,0
17,1280,0.00616016427104723,0,0.0082135523613963,0.308008213552361,0.262833675564682,0,0.00205338809034908,0,0,0.00205338809034908,0.00410677618069815,0,0,0.00616016427104723,0,0,0.00205338809034908,0.0451745379876797,0.00616016427104723,0.0082135523613963,0.0246406570841889,0.0369609856262834,0.0451745379876797,0,0.0246406570841889,0,0.00205338809034908,0,0,0,0.0205338809034908,0.0246406570841889,0,0.0677618069815195,0,0.026694045174538,0,0,0.0082135523613963,0,0,0,0.0246406570841889,0.0328542094455852,0,0
18,1358,0,0,0.00625978090766823,0.564945226917058,0.103286384976526,0,0.00156494522691706,0,0,0,0.00625978090766823,0.00156494522691706,0,0.00156494522691706,0,0.00156494522691706,0.00782472613458529,0.0453834115805947,0.00469483568075117,0.00469483568075117,0.0156494522691706,0.0156494522691706,0.0234741784037559,0,0.0109546165884194,0,0.00312989045383412,0,0.00312989045383412,0.00156494522691706,0.0109546165884194,0.0156494522691706,0,0.0594679186228482,0.00156494522691706,0,0,0,0.0219092331768388,0.00312989045383412,0.0422535211267606,0,0.00938967136150235,0.0125195618153365,0,0
19,1436,0.00529100529100529,0,0.0158730158730159,0,0.222222222222222,0,0.00529100529100529,0.00529100529100529,0,0,0.00529100529100529,0,0,0,0,0,0,0.126984126984127,0.0105820105820106,0.0105820105820106,0.0634920634920635,0.0476190476190476,0.0952380952380952,0,0.0211640211640212,0,0.0105820105820106,0,0.00529100529100529,0,0.0211640211640212,0.0264550264550265,0,0.248677248677249,0,0,0,0,0.00529100529100529,0.0211640211640212,0,0,0.0105820105820106,0.00529100529100529,0.0105820105820106,0
20,1514,0.0138888888888889,0,0.0178571428571429,0.0238095238095238,0.134920634920635,0,0.00198412698412698,0,0,0.00992063492063492,0.0297619047619048,0.00198412698412698,0,0.00793650793650794,0,0,0.00396825396825397,0.349206349206349,0.0218253968253968,0.0476190476190476,0.0376984126984127,0.0813492063492064,0.0496031746031746,0,0.0297619047619048,0,0,0,0.0257936507936508,0.00396825396825397,0.0793650793650794,0,0,0,0,0,0.00396825396825397,0,0.00793650793650794,0,0.00992063492063492,0,0.00595238095238095,0,0,0
21,1592,0,0,0.008130081300813,0.272357723577236,0.184959349593496,0,0,0,0.00203252032520325,0.0040650406504065,0,0,0,0.00203252032520325,0,0.0040650406504065,0.0121951219512195,0.182926829268293,0.00203252032520325,0.0121951219512195,0.016260162601626,0.08130081300813,0.08130081300813,0,0.016260162601626,0,0,0.0040650406504065,0.0203252032520325,0,0.008130081300813,0.008130081300813,0,0.0467479674796748,0,0,0,0,0.00203252032520325,0.0101626016260163,0.00609756097560976,0,0.00609756097560976,0.00609756097560976,0,0
21.5,1631,0.00647948164146868,0,0.00647948164146868,0.222462203023758,0.298056155507559,0.00431965442764579,0,0,0.00647948164146868,0.00215982721382289,0.0129589632829374,0,0,0.0151187904967603,0,0,0,0.146868250539957,0.0172786177105832,0.00647948164146868,0.0734341252699784,0.0280777537796976,0.0777537796976242,0,0.00863930885529158,0,0,0,0.0172786177105832,0,0.00863930885529158,0,0,0.0215982721382289,0,0,0,0,0.00215982721382289,0.00431965442764579,0,0.00215982721382289,0.00215982721382289,0.00863930885529158,0,0
22,1670,0.00576368876080692,0,0.0259365994236311,0.14985590778098,0.293948126801153,0,0,0,0,0.00288184438040346,0.00864553314121038,0,0,0.0749279538904899,0,0,0.0172910662824208,0.155619596541787,0.0172910662824208,0.00864553314121038,0.069164265129683,0.0345821325648415,0.0749279538904899,0.00288184438040346,0.00864553314121038,0,0.00576368876080692,0,0.0201729106628242,0,0.0115273775216138,0.00288184438040346,0,0.00288184438040346,0,0,0,0,0.00288184438040346,0,0,0,0,0.00288184438040346,0,0
23,1748,0.00764818355640535,0.00191204588910134,0.0286806883365201,0.0401529636711281,0.193116634799235,0,0.011472275334608,0.00191204588910134,0,0.0095602294455067,0.0229445506692161,0.0095602294455067,0,0.011472275334608,0.00191204588910134,0,0.00382409177820268,0.237093690248566,0.0191204588910134,0.0630975143403442,0.0267686424474187,0.0898661567877629,0.0344168260038241,0,0.0535372848948375,0.0095602294455067,0,0,0.0229445506692161,0.00191204588910134,0.0420650095602294,0,0,0,0,0,0.00382409177820268,0,0.0095602294455067,0,0.0229445506692161,0,0.0095602294455067,0.0095602294455067,0,0
23.5,1787,0.00506756756756757,0,0.0152027027027027,0.209459459459459,0.273648648648649,0,0,0,0.00506756756756757,0.00675675675675676,0.0118243243243243,0.00168918918918919,0,0.0912162162162162,0.00168918918918919,0.00168918918918919,0.00506756756756757,0.101351351351351,0.0135135135135135,0.00337837837837838,0.0777027027027027,0.0236486486486486,0.0844594594594595,0,0.0135135135135135,0,0,0.00168918918918919,0.0202702702702703,0,0.0101351351351351,0,0,0.00844594594594595,0,0,0,0,0.00337837837837838,0.00506756756756757,0,0,0,0.00506756756756757,0,0
25,1904,0.00295420974889217,0,0.00443131462333826,0.146233382570162,0.17725258493353,0.00147710487444609,0.00590841949778434,0,0.00295420974889217,0.00295420974889217,0.0398818316100443,0.00147710487444609,0,0.0251107828655835,0,0,0.00886262924667651,0.171344165435746,0.0192023633677991,0.0428360413589365,0.0324963072378139,0.0723781388478582,0.0443131462333826,0,0.0324963072378139,0,0.00443131462333826,0,0.0531757754800591,0.00147710487444609,0.0221565731166913,0,0,0,0.00147710487444609,0,0,0,0.0132939438700148,0,0,0.0576070901033973,0.00295420974889217,0.00886262924667651,0,0
27,2060,0,0,0,0.109090909090909,0.436363636363636,0,0,0,0,0,0.0181818181818182,0,0,0.0181818181818182,0,0.0363636363636364,0,0.145454545454545,0.0181818181818182,0,0.0727272727272727,0,0.0545454545454545,0,0,0,0,0,0.0363636363636364,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0,0.0363636363636364,0,0,0
