"depth","best.age","min.age","max.age"
1,-17,-36,1
5,-4,-23,14
9,9,-11,28
13,21,-1,42
17,34,9,58
21,47,19,75
25,59,28,91
29,72,37,108
33,85,46,125
37,98,54,142
41,110,63,160
43,117,66,167
45,123,71,176
47,130,75,185
49,136,79,193
53,149,87,210
55,155,91,219
59,168,99,236
63,181,108,254
67,193,116,271
71,206,124,288
75,219,132,305
79,231,140,323
83,244,149,341
87,269,174,364
91,306,218,395
95,343,260,426
99,380,302,460
103,416,341,495
107,453,380,532
111,490,418,571
115,527,457,614
119,564,494,657
123,601,531,701
125,619,549,724
131,674,598,798
135,711,630,846
139,748,661,893
143,784,700,923
147,819,740,946
149,837,759,958
155,890,813,995
159,925,845,1024
163,960,875,1053
167,995,905,1084
171,1031,935,1117
175,1066,965,1152
179,1101,994,1189
183,1137,1022,1228
187,1172,1048,1268
