"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Celtis","Corylus","Fagus","Fraxinus","Juglans","Juniperus","Larix","Myrica","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Platanus","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Ambrosia","Artemisia","Asteraceae.undiff.","Chenopodium","Cyperaceae","Poaceae","Rubus","Castanea","Planera.aquatica","Mitella","Geranium","Urtica","Rhamnus","Brassicaceae","Plantago","Menispermaceae","Polygonum","Eupatorium","Thalictrum","Oxalis","Aquifoliaceae","Epilobium","Stellaria","Nyssa","Cornus"
426,2946,0.00448430493273543,0.00896860986547085,0.00448430493273543,0.0179372197309417,0,0,0.00448430493273543,0,0.0358744394618834,0.00448430493273543,0.0134529147982063,0.0358744394618834,0,0.0134529147982063,0,0.062780269058296,0.0762331838565022,0,0.0134529147982063,0.376681614349776,0.0134529147982063,0,0.00448430493273543,0.0358744394618834,0.0179372197309417,0.0493273542600897,0.0448430493273543,0.00896860986547085,0.0448430493273543,0.10762331838565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,3072,0,0,0.0129310344827586,0.0517241379310345,0.0258620689655172,0,0.00431034482758621,0.021551724137931,0.021551724137931,0.00431034482758621,0.00862068965517241,0,0,0.0258620689655172,0,0.107758620689655,0.129310344827586,0,0.00431034482758621,0.413793103448276,0,0,0,0.0258620689655172,0.0129310344827586,0.00431034482758621,0.0258620689655172,0,0.00862068965517241,0.0603448275862069,0.00862068965517241,0.0172413793103448,0,0.00431034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,3201,0.00337837837837838,0.00337837837837838,0.00675675675675676,0.0337837837837838,0.0135135135135135,0.00337837837837838,0.0101351351351351,0.0101351351351351,0.0304054054054054,0.00337837837837838,0.00675675675675676,0.0202702702702703,0,0.0202702702702703,0.00337837837837838,0.0337837837837838,0.101351351351351,0,0.00675675675675676,0.503378378378378,0,0,0,0.0439189189189189,0.0135135135135135,0.0304054054054054,0.0405405405405405,0.0101351351351351,0.0135135135135135,0.0304054054054054,0,0,0,0.00337837837837838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,3333,0.00749063670411985,0.0149812734082397,0.0262172284644195,0.052434456928839,0.0187265917602996,0,0.0224719101123595,0.0112359550561798,0.0224719101123595,0.00749063670411985,0.00749063670411985,0.00374531835205993,0,0.0337078651685393,0,0.104868913857678,0.0861423220973783,0,0.00374531835205993,0.404494382022472,0,0.00749063670411985,0.00374531835205993,0.0411985018726592,0.0112359550561798,0.0149812734082397,0.0299625468164794,0.00374531835205993,0.0187265917602996,0.0374531835205993,0,0,0,0,0,0,0,0,0,0,0,0,0.00374531835205993,0,0,0,0,0,0
466,3470,0.00373134328358209,0.00373134328358209,0.00746268656716418,0.0186567164179104,0.0111940298507463,0,0.0111940298507463,0.0149253731343284,0.0223880597014925,0.00373134328358209,0.0186567164179104,0.0149253731343284,0,0.00746268656716418,0.00746268656716418,0.082089552238806,0.0597014925373134,0,0.00373134328358209,0.507462686567164,0,0.00373134328358209,0.00746268656716418,0.0261194029850746,0.00746268656716418,0.0149253731343284,0.0373134328358209,0.00373134328358209,0.0186567164179104,0.0746268656716418,0,0.00373134328358209,0.00373134328358209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,3610,0,0.0155642023346304,0,0.0272373540856031,0.00389105058365759,0,0,0.0272373540856031,0.0155642023346304,0,0.0272373540856031,0.0311284046692607,0,0.0155642023346304,0,0.0466926070038911,0.202334630350195,0,0,0.389105058365759,0,0,0.00778210116731518,0.0116731517509728,0.0233463035019455,0.0194552529182879,0.0194552529182879,0,0.0428015564202335,0.0739299610894942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,3755,0,0,0.01171875,0.03515625,0.00390625,0,0.0078125,0,0.03125,0.00390625,0.01171875,0.00390625,0,0.015625,0,0.1328125,0.0859375,0,0,0.4453125,0,0.00390625,0,0.04296875,0.02734375,0.0078125,0.03515625,0.0078125,0.01953125,0.0625,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,3829,0,0.0149812734082397,0.0187265917602996,0.0786516853932584,0.0112359550561798,0,0.00374531835205993,0,0.0262172284644195,0,0.00374531835205993,0.0262172284644195,0,0.00749063670411985,0,0.00749063670411985,0.183520599250936,0,0,0.322097378277154,0.0149812734082397,0,0.00374531835205993,0.0337078651685393,0.0149812734082397,0.0187265917602996,0.0187265917602996,0.0374531835205993,0.0299625468164794,0.0898876404494382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299625468164794,0.00374531835205993,0,0,0
496,3903,0,0.00346020761245675,0.00346020761245675,0.027681660899654,0.0069204152249135,0,0.00346020761245675,0,0.0242214532871972,0.0069204152249135,0.0069204152249135,0.00346020761245675,0,0.013840830449827,0,0.107266435986159,0.0449826989619377,0,0.013840830449827,0.633217993079585,0.00346020761245675,0,0,0.0173010380622837,0.0103806228373702,0.0069204152249135,0.0069204152249135,0.0069204152249135,0.00346020761245675,0.041522491349481,0,0,0,0.00346020761245675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,4056,0.00364963503649635,0.00364963503649635,0.00364963503649635,0.0218978102189781,0.0145985401459854,0,0.0109489051094891,0.0218978102189781,0.0218978102189781,0.00364963503649635,0.0182481751824818,0.0291970802919708,0,0.0182481751824818,0,0.0328467153284672,0.160583941605839,0,0.00364963503649635,0.408759124087591,0,0.00364963503649635,0.00364963503649635,0.0255474452554745,0.0145985401459854,0.0145985401459854,0.0474452554744526,0.00364963503649635,0.0072992700729927,0.102189781021898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,4213,0,0.00757575757575758,0.0189393939393939,0.0113636363636364,0.0189393939393939,0,0,0.00757575757575758,0.0265151515151515,0.00757575757575758,0,0.00378787878787879,0,0.0227272727272727,0,0.109848484848485,0.109848484848485,0,0.00757575757575758,0.518939393939394,0,0,0,0.0189393939393939,0.00757575757575758,0.0113636363636364,0.0265151515151515,0.0113636363636364,0.00378787878787879,0.0416666666666667,0,0.00757575757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,4374,0,0.025830258302583,0.007380073800738,0.003690036900369,0.007380073800738,0,0,0,0.040590405904059,0,0,0.022140221402214,0,0,0,0.099630996309963,0.114391143911439,0,0.014760147601476,0.487084870848708,0.018450184501845,0,0,0.014760147601476,0.014760147601476,0.03690036900369,0.018450184501845,0.025830258302583,0.011070110701107,0.03690036900369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,4540,0,0.00823045267489712,0.00823045267489712,0.00411522633744856,0.00823045267489712,0.00411522633744856,0,0.00823045267489712,0.0246913580246914,0.00411522633744856,0,0.0123456790123457,0,0.00411522633744856,0,0.127572016460905,0.230452674897119,0,0,0.358024691358025,0,0.00411522633744856,0,0.00411522633744856,0.0329218106995885,0.0246913580246914,0.0288065843621399,0.0123456790123457,0.0123456790123457,0.0534979423868313,0,0.0246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,4710,0,0.00289855072463768,0.00579710144927536,0.0173913043478261,0.0144927536231884,0,0.00579710144927536,0.00579710144927536,0.0347826086956522,0.0115942028985507,0.00289855072463768,0.0173913043478261,0,0.00579710144927536,0,0.228985507246377,0.0869565217391304,0,0.00579710144927536,0.36231884057971,0,0.00289855072463768,0.00289855072463768,0.0202898550724638,0.0318840579710145,0.00289855072463768,0.0231884057971014,0.0115942028985507,0.0173913043478261,0.0666666666666667,0,0,0.00579710144927536,0,0.00579710144927536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
