"sample.depths","sample.ages","Abies","Acer.rubrum","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Ostrya.Carpinus","Picea","Quercus","Salix","Sarcobatus.vermiculatus","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Fraxinus.americana.type","Populus","Poaceae","Iva.xanthifolia","Acer.saccharum","Pinus.strobus","Pinus.banksiana.P..resinosa","Fraxinus.nigra","Impatiens","Larix","Rumex","Iva.annua","Urtica","Thalictrum","Plantago","Platanus","Tsuga","Amorpha","Carya","Juglans.nigra","Xanthium","Dalea.purpurea","Polygonum.persicaria.type","Apiaceae","Rosaceae","Celtis","Humulus","Pinus.undiff.","Acer.negundo","Asteraceae.subf..Cichorioideae","Fagus","Juglans.cinerea","Dalea.candida.type","Shepherdia.canadensis","Vitis","Ericaceae"
100,1436,0.00783289817232376,0,0.0130548302872063,0.16710182767624,0.00261096605744125,0.00783289817232376,0.0234986945169713,0.00522193211488251,0.00783289817232376,0.010443864229765,0.0496083550913838,0,0.00522193211488251,0,0.00783289817232376,0.0130548302872063,0.0522193211488251,0.0156657963446475,0,0.00522193211488251,0.0287206266318538,0,0.00522193211488251,0.368146214099217,0.190600522193211,0.00522193211488251,0,0.00522193211488251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0,0,0,0
115,1643,0.00804289544235925,0,0.0214477211796247,0.14745308310992,0.00536193029490617,0.00268096514745308,0.0268096514745308,0.00804289544235925,0.00804289544235925,0.00536193029490617,0.0509383378016086,0.00268096514745308,0,0,0.00268096514745308,0.0107238605898123,0.0375335120643432,0.00804289544235925,0.00268096514745308,0.0160857908847185,0.0375335120643432,0,0,0.257372654155496,0.327077747989276,0,0,0.00804289544235925,0,0,0.00268096514745308,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1983,0.00280112044817927,0.00280112044817927,0.0224089635854342,0.168067226890756,0.00280112044817927,0.00280112044817927,0.00840336134453781,0.00560224089635854,0.00840336134453781,0.0168067226890756,0.0560224089635854,0,0,0,0,0.00560224089635854,0.0280112044817927,0.0196078431372549,0,0.00280112044817927,0.00840336134453781,0,0.00280112044817927,0.473389355742297,0.148459383753501,0,0,0.0112044817927171,0,0,0,0,0,0,0,0,0,0,0,0.00280112044817927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2248,0.00294117647058824,0,0.0088235294117647,0.158823529411765,0.00294117647058824,0,0,0.0088235294117647,0.00588235294117647,0.00294117647058824,0.0647058823529412,0,0.00588235294117647,0.00294117647058824,0.00588235294117647,0.00588235294117647,0.0441176470588235,0.0117647058823529,0.00294117647058824,0,0.0323529411764706,0,0.00588235294117647,0.308823529411765,0.308823529411765,0,0,0.0088235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2507,0,0,0.0062111801242236,0.0900621118012422,0.0062111801242236,0,0,0.0062111801242236,0.0124223602484472,0.0031055900621118,0.077639751552795,0,0,0,0.0031055900621118,0.0093167701863354,0.015527950310559,0.0062111801242236,0,0,0.0062111801242236,0,0,0.416149068322981,0.322981366459627,0,0,0.0186335403726708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2758,0.00869565217391304,0,0.0144927536231884,0.11304347826087,0,0.00579710144927536,0,0.0144927536231884,0.00289855072463768,0.0115942028985507,0.0318840579710145,0.00579710144927536,0,0.00289855072463768,0.00579710144927536,0.0144927536231884,0.0463768115942029,0.00869565217391304,0,0,0.0115942028985507,0.00289855072463768,0,0.356521739130435,0.327536231884058,0.00579710144927536,0,0.00869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,3001,0.0159151193633952,0,0.0185676392572944,0.129973474801061,0,0.0026525198938992,0,0.00530503978779841,0.013262599469496,0.013262599469496,0.0450928381962865,0.0026525198938992,0,0.0026525198938992,0.0026525198938992,0.013262599469496,0.0212201591511936,0.00530503978779841,0,0.00530503978779841,0.0159151193633952,0,0.0026525198938992,0.384615384615385,0.278514588859416,0.00530503978779841,0,0.0159151193633952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,3234,0.00738916256157635,0,0.0270935960591133,0.0911330049261084,0.00492610837438424,0.00738916256157635,0.00492610837438424,0.0172413793103448,0.0172413793103448,0.00246305418719212,0.0369458128078818,0,0,0.00492610837438424,0.0123152709359606,0.00738916256157635,0.0369458128078818,0.0123152709359606,0,0.00738916256157635,0.0221674876847291,0,0,0.416256157635468,0.253694581280788,0.00246305418719212,0,0.00246305418719212,0,0.00246305418719212,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,3458,0.0028328611898017,0,0.0113314447592068,0.130311614730878,0.0056657223796034,0.0084985835694051,0.0028328611898017,0,0.0169971671388102,0,0.0424929178470255,0,0,0,0.0084985835694051,0.0141643059490085,0.0339943342776204,0.0141643059490085,0,0,0.0113314447592068,0,0,0.524079320113314,0.1671388101983,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,3671,0.00286532951289398,0.00286532951289398,0.0143266475644699,0.108882521489971,0.00286532951289398,0.00859598853868195,0,0.00573065902578797,0.0229226361031519,0.00573065902578797,0.0744985673352436,0.00286532951289398,0,0.00573065902578797,0,0.0143266475644699,0.0487106017191977,0.0171919770773639,0.00286532951289398,0,0.0171919770773639,0,0,0.541547277936963,0.0744985673352436,0.0143266475644699,0,0.00573065902578797,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0
290,3773,0,0,0.0284237726098191,0.113695090439276,0.00775193798449612,0.0103359173126615,0.00258397932816537,0.0284237726098191,0.041343669250646,0.00258397932816537,0.0904392764857881,0.00258397932816537,0,0,0,0.00775193798449612,0.0232558139534884,0.0129198966408269,0,0.00258397932816537,0.020671834625323,0,0.00258397932816537,0.472868217054264,0.111111111111111,0.0129198966408269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258397932816537,0.00258397932816537,0,0,0,0,0,0,0,0,0,0
300,3872,0,0,0.0206185567010309,0.201030927835052,0.00257731958762887,0.0103092783505155,0.00515463917525773,0.0077319587628866,0.0257731958762887,0.00515463917525773,0.121134020618557,0.00257731958762887,0.00257731958762887,0.00515463917525773,0.0154639175257732,0.00257731958762887,0.0670103092783505,0.0335051546391753,0,0.00257731958762887,0.0206185567010309,0,0.00515463917525773,0.275773195876289,0.154639175257732,0.00257731958762887,0,0.0077319587628866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0
310,3968,0,0,0.0420792079207921,0.136138613861386,0.00742574257425743,0.0123762376237624,0.0099009900990099,0.0297029702970297,0.0396039603960396,0.00247524752475248,0.175742574257426,0.00742574257425743,0.00247524752475248,0.00495049504950495,0.0321782178217822,0.0123762376237624,0.094059405940594,0.0371287128712871,0.0123762376237624,0,0.0321782178217822,0,0,0.126237623762376,0.160891089108911,0.00495049504950495,0,0.00742574257425743,0,0.00495049504950495,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,4061,0,0,0.042713567839196,0.158291457286432,0.00753768844221105,0.0226130653266332,0.00251256281407035,0.0226130653266332,0.0251256281407035,0,0.150753768844221,0.0150753768844221,0,0.00251256281407035,0.0226130653266332,0.0125628140703518,0.085427135678392,0.0402010050251256,0.00753768844221105,0.0100502512562814,0.0402010050251256,0,0,0.0753768844221105,0.21356783919598,0.0100502512562814,0,0.0251256281407035,0,0.00251256281407035,0,0.00251256281407035,0,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,4152,0.00213675213675214,0,0.0512820512820513,0.11965811965812,0.00427350427350427,0.0128205128205128,0,0.0299145299145299,0.032051282051282,0.00213675213675214,0.177350427350427,0.00427350427350427,0,0.00427350427350427,0.0106837606837607,0.0192307692307692,0.0726495726495727,0.0427350427350427,0.00427350427350427,0.00641025641025641,0.196581196581197,0,0,0,0,0.0170940170940171,0,0.00854700854700855,0,0.00213675213675214,0,0.00213675213675214,0,0,0,0.00213675213675214,0,0,0,0,0,0,0,0,0,0.175213675213675,0,0,0,0,0,0,0,0
340,4240,0.00204081632653061,0,0.0551020408163265,0.110204081632653,0.0142857142857143,0.00612244897959184,0.00612244897959184,0.0326530612244898,0.026530612244898,0,0.153061224489796,0.0163265306122449,0,0.0102040816326531,0.0163265306122449,0.0142857142857143,0.0469387755102041,0.0306122448979592,0.00204081632653061,0.0122448979591837,0.157142857142857,0,0,0.112244897959184,0.140816326530612,0.0122448979591837,0,0.0142857142857143,0,0,0,0,0,0,0,0.00204081632653061,0,0,0,0,0,0,0.00204081632653061,0,0,0,0.00204081632653061,0.00204081632653061,0,0,0,0,0,0
360,4410,0,0,0.08207343412527,0.114470842332613,0.0237580993520518,0.00647948164146868,0.00431965442764579,0.0259179265658747,0.0172786177105832,0.00431965442764579,0.103671706263499,0.0107991360691145,0.00215982721382289,0.00647948164146868,0.0259179265658747,0.0129589632829374,0.0885529157667387,0.0323974082073434,0.00215982721382289,0,0.0691144708423326,0,0.00215982721382289,0.0885529157667387,0.220302375809935,0.0302375809935205,0,0.00863930885529158,0,0.00647948164146868,0,0.00647948164146868,0,0,0,0.00215982721382289,0,0,0,0.00215982721382289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,4575,0.00245700245700246,0,0.0638820638820639,0.117936117936118,0.027027027027027,0.00245700245700246,0.0147420147420147,0.0147420147420147,0.0319410319410319,0.00737100737100737,0.228501228501229,0.00982800982800983,0,0.00245700245700246,0.00737100737100737,0.0245700245700246,0.0884520884520884,0.0294840294840295,0.00491400491400491,0,0.0442260442260442,0,0,0,0,0.0122850122850123,0,0.00737100737100737,0,0.00491400491400491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248157248157248,0,0,0.00245700245700246,0.00245700245700246,0,0,0,0
400,4738,0,0,0.0671462829736211,0.0839328537170264,0.0119904076738609,0.0167865707434053,0.00959232613908873,0.0311750599520384,0.0167865707434053,0,0.254196642685851,0.0143884892086331,0,0.00239808153477218,0.0215827338129496,0.0167865707434053,0.052757793764988,0.0239808153477218,0.00479616306954436,0.00719424460431655,0.0815347721822542,0,0,0,0,0.0119904076738609,0,0.00959232613908873,0,0.00479616306954436,0,0,0,0,0,0,0,0.00479616306954436,0,0,0,0,0,0,0,0.247002398081535,0,0,0,0,0.00479616306954436,0,0,0
410,4819,0,0,0.0769230769230769,0.0678733031674208,0.0203619909502262,0.0135746606334842,0,0.0361990950226244,0.0429864253393665,0.00226244343891403,0.237556561085973,0.0113122171945701,0,0.00678733031674208,0.0248868778280543,0.0113122171945701,0.0678733031674208,0.0429864253393665,0.00452488687782805,0.00452488687782805,0.0927601809954751,0,0.00226244343891403,0,0,0.0135746606334842,0,0.00226244343891403,0,0,0,0.00452488687782805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208144796380091,0.00226244343891403,0,0,0,0,0.00226244343891403,0,0
420,4901,0.00236406619385343,0,0.0638297872340425,0.113475177304965,0.0189125295508274,0.0118203309692671,0.00709219858156028,0.0189125295508274,0.0803782505910166,0.00472813238770686,0.153664302600473,0.0118203309692671,0,0.016548463356974,0.00709219858156028,0.0591016548463357,0.0354609929078014,0.0401891252955083,0.0118203309692671,0.00472813238770686,0.0638297872340425,0,0.00709219858156028,0,0,0.0141843971631206,0,0.0141843971631206,0,0,0,0.00236406619385343,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0,0.234042553191489,0,0,0,0,0,0,0,0
430,4984,0.00256410256410256,0,0.0538461538461538,0.11025641025641,0.0153846153846154,0.0102564102564103,0,0.00769230769230769,0.164102564102564,0,0.235897435897436,0.0102564102564103,0,0.0102564102564103,0.0102564102564103,0.0794871794871795,0.0307692307692308,0.0205128205128205,0.00256410256410256,0.00256410256410256,0.0384615384615385,0,0.00512820512820513,0,0,0.0333333333333333,0,0.0230769230769231,0,0,0,0,0,0,0.00256410256410256,0.00256410256410256,0,0,0,0.00256410256410256,0,0,0,0,0,0.125641025641026,0,0,0,0,0,0,0,0
440,5067,0.00247524752475248,0,0.0396039603960396,0.101485148514851,0.0173267326732673,0.0123762376237624,0,0.0321782178217822,0.141089108910891,0,0.207920792079208,0.00247524752475248,0.00247524752475248,0.00742574257425743,0.0123762376237624,0.051980198019802,0.0222772277227723,0.0297029702970297,0.0371287128712871,0.0099009900990099,0.051980198019802,0,0,0,0,0.0420792079207921,0,0.00247524752475248,0,0,0,0.00247524752475248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165841584158416,0,0,0,0,0.00495049504950495,0,0,0
450,5152,0,0,0.0668316831683168,0.103960396039604,0,0.0222772277227723,0.00247524752475248,0.0247524752475248,0.200495049504951,0.00247524752475248,0.146039603960396,0.0123762376237624,0.00495049504950495,0.0297029702970297,0.0099009900990099,0.056930693069307,0.0321782178217822,0.0346534653465347,0.00742574257425743,0.00247524752475248,0.047029702970297,0,0,0,0,0.0346534653465347,0,0.00495049504950495,0,0,0,0.00247524752475248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148514851485149,0,0,0,0,0,0,0.00247524752475248,0
460,5239,0,0,0.0346666666666667,0.064,0.0106666666666667,0.00533333333333333,0.0106666666666667,0.0213333333333333,0.181333333333333,0,0.336,0.00533333333333333,0,0.0506666666666667,0.0133333333333333,0.04,0.0293333333333333,0.0266666666666667,0.0106666666666667,0.008,0.0106666666666667,0,0.00266666666666667,0,0,0.0213333333333333,0,0,0,0.00266666666666667,0,0,0,0,0,0.00266666666666667,0,0,0,0.00266666666666667,0,0,0,0,0,0.109333333333333,0,0,0,0,0,0,0,0
470,5328,0,0,0.0677966101694915,0.089588377723971,0.00968523002421308,0.0314769975786925,0.00484261501210654,0.0290556900726392,0.162227602905569,0.00242130750605327,0.26634382566586,0.00968523002421308,0,0.00968523002421308,0.00726392251815981,0.0314769975786925,0.026634382566586,0.0556900726392252,0.00242130750605327,0.00484261501210654,0.0411622276029056,0,0.00242130750605327,0,0,0.00726392251815981,0,0.00242130750605327,0,0,0,0.00242130750605327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128329297820823,0,0,0,0.00242130750605327,0.00242130750605327,0,0,0
480,5419,0,0,0.0749464668094218,0.0749464668094218,0.019271948608137,0.0171306209850107,0,0.0214132762312634,0.0471092077087794,0.00214132762312634,0.289079229122056,0.0107066381156317,0.00214132762312634,0.00428265524625268,0.0256959314775161,0.0406852248394004,0.0214132762312634,0.0856531049250535,0.0107066381156317,0.00428265524625268,0.0428265524625268,0.00428265524625268,0,0,0,0.0171306209850107,0,0.00214132762312634,0,0,0,0.00428265524625268,0,0,0,0.00214132762312634,0,0,0,0,0,0,0,0,0,0.173447537473233,0,0,0.00214132762312634,0,0,0,0,0
500,5610,0,0,0.132275132275132,0.0317460317460317,0.0299823633156966,0.00881834215167548,0.00529100529100529,0.0564373897707231,0.0388007054673721,0,0.155202821869489,0.017636684303351,0,0.00705467372134039,0.0229276895943563,0.017636684303351,0.0458553791887125,0.0617283950617284,0.00529100529100529,0.0017636684303351,0.132275132275132,0.0017636684303351,0.0017636684303351,0,0,0.0194003527336861,0,0,0,0,0,0.0017636684303351,0,0.0017636684303351,0,0.00881834215167548,0,0,0,0,0,0.0017636684303351,0,0,0,0.18694885361552,0,0.0017636684303351,0,0,0.0017636684303351,0,0.0017636684303351,0
520,5815,0,0,0.0988235294117647,0.0447058823529412,0.0141176470588235,0.00235294117647059,0.0117647058823529,0.0282352941176471,0.0541176470588235,0,0.254117647058824,0.0117647058823529,0.00235294117647059,0.00705882352941176,0.0235294117647059,0.0211764705882353,0.0329411764705882,0.0564705882352941,0.00705882352941176,0,0.0823529411764706,0,0,0,0,0.00705882352941176,0,0,0,0,0,0.00235294117647059,0,0.00235294117647059,0,0.00705882352941176,0,0,0,0,0,0,0.00235294117647059,0,0,0.225882352941176,0,0,0,0,0,0,0,0
540,6037,0,0,0.0723981900452489,0.0565610859728507,0.0135746606334842,0.0158371040723982,0.00452488687782805,0.0429864253393665,0.079185520361991,0,0.219457013574661,0.0135746606334842,0.00452488687782805,0.00226244343891403,0.0180995475113122,0.0271493212669683,0.0339366515837104,0.0361990950226244,0.00226244343891403,0.00678733031674208,0.0565610859728507,0,0,0,0,0.00452488687782805,0,0.00226244343891403,0,0.00452488687782805,0,0.00226244343891403,0,0,0,0.00226244343891403,0,0,0,0,0,0.00226244343891403,0,0,0,0.276018099547511,0,0,0,0,0,0,0,0
560,6278,0,0,0.0678733031674208,0.115384615384615,0.0248868778280543,0.0203619909502262,0,0.0429864253393665,0.0610859728506787,0.00452488687782805,0.219457013574661,0.0180995475113122,0,0.00678733031674208,0.0135746606334842,0.0294117647058824,0.0180995475113122,0.0384615384615385,0.00678733031674208,0.00904977375565611,0.0746606334841629,0.00226244343891403,0,0,0,0.0113122171945701,0,0,0,0,0,0.00226244343891403,0,0,0,0,0.00226244343891403,0,0,0,0,0,0,0,0,0.205882352941176,0.00226244343891403,0.00226244343891403,0,0,0,0,0,0
580,6541,0,0,0.096096096096096,0.0990990990990991,0.027027027027027,0.027027027027027,0.006006006006006,0.015015015015015,0.06006006006006,0.006006006006006,0.219219219219219,0.015015015015015,0.003003003003003,0.003003003003003,0.015015015015015,0.045045045045045,0.027027027027027,0.024024024024024,0.003003003003003,0.003003003003003,0.0540540540540541,0,0,0,0,0.018018018018018,0,0,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0.228228228228228,0.003003003003003,0,0,0,0,0,0,0
600,6829,0.00252525252525253,0,0.0984848484848485,0.113636363636364,0.0353535353535354,0.0202020202020202,0,0.0404040404040404,0.090909090909091,0,0.184343434343434,0.0176767676767677,0.00757575757575758,0.00757575757575758,0.00757575757575758,0.0252525252525253,0.0328282828282828,0.0404040404040404,0.00505050505050505,0.0126262626262626,0.053030303030303,0,0.00252525252525253,0,0,0.00757575757575758,0,0,0,0,0,0.00252525252525253,0,0,0,0.00252525252525253,0.00252525252525253,0,0,0,0,0,0,0,0,0.184343434343434,0,0,0,0,0.00252525252525253,0,0,0
620,7144,0,0,0.0714285714285714,0.0892857142857143,0.0267857142857143,0.015625,0,0.0290178571428571,0.0758928571428571,0,0.272321428571429,0.00669642857142857,0,0,0.00892857142857143,0.0424107142857143,0.0267857142857143,0.0714285714285714,0.0133928571428571,0.015625,0.0357142857142857,0,0.00223214285714286,0,0,0.0133928571428571,0,0,0,0.00892857142857143,0,0,0,0,0,0,0.00223214285714286,0,0,0,0,0,0,0,0,0.169642857142857,0.00223214285714286,0,0,0,0,0,0,0
640,7490,0,0,0.107305936073059,0.0410958904109589,0.0296803652968037,0.0296803652968037,0,0.0251141552511416,0.0136986301369863,0,0.301369863013699,0.00228310502283105,0.0045662100456621,0,0.0136986301369863,0.04337899543379,0.0136986301369863,0.093607305936073,0.00684931506849315,0.0159817351598174,0.0844748858447489,0,0,0,0,0.00684931506849315,0,0,0,0.00228310502283105,0,0.00228310502283105,0,0,0,0,0.00228310502283105,0,0.00228310502283105,0,0,0,0,0,0,0.157534246575342,0,0,0,0,0,0,0,0
660,7868,0,0,0.099601593625498,0.0358565737051793,0.0258964143426295,0.0398406374501992,0.00597609561752988,0.0298804780876494,0.0159362549800797,0,0.330677290836653,0.00398406374501992,0.00597609561752988,0,0.0219123505976096,0.047808764940239,0.0139442231075697,0.0896414342629482,0.0179282868525896,0.00199203187250996,0.0816733067729084,0.00199203187250996,0.00199203187250996,0.0099601593625498,0.099601593625498,0.00398406374501992,0,0,0,0.00796812749003984,0,0,0,0,0,0,0,0,0,0,0,0,0.00199203187250996,0.00199203187250996,0,0,0,0,0,0,0,0,0.00199203187250996,0
670,8071,0,0,0.107861060329068,0.036563071297989,0.0457038391224863,0.0182815356489945,0.00548446069469835,0.0329067641681901,0.0219378427787934,0.00182815356489945,0.250457038391225,0.0164533820840951,0.00182815356489945,0,0.0164533820840951,0.0329067641681901,0.0146252285191956,0.127970749542962,0.0109689213893967,0.0182815356489945,0.0822669104204753,0,0,0,0,0.00548446069469835,0,0,0,0.0182815356489945,0,0,0,0,0,0,0,0,0.00182815356489945,0,0,0,0,0,0,0.127970749542962,0,0,0,0.0036563071297989,0,0,0,0
680,8282,0,0,0.0812720848056537,0.0229681978798587,0.0547703180212014,0.0318021201413428,0.00176678445229682,0.019434628975265,0.0106007067137809,0,0.247349823321555,0.0106007067137809,0,0,0.019434628975265,0.0424028268551237,0.0247349823321555,0.171378091872792,0.00353356890459364,0.00706713780918728,0.0547703180212014,0.00176678445229682,0.00353356890459364,0.0141342756183746,0.134275618374558,0.00353356890459364,0,0,0,0.0335689045936396,0,0,0,0,0,0,0,0,0.00353356890459364,0,0,0,0,0,0,0,0.00176678445229682,0,0,0,0,0,0,0
