"depth","best.age","min.age","max.age"
0,-40,-42,-38
10,60,54,67
20,162,149,176
30,264,243,284
40,365,339,393
50,467,433,501
60,568,527,609
70,670,622,718
80,771,717,827
90,873,811,935
100,974,906,1044
110,1076,1000,1152
120,1177,1095,1261
130,1279,1190,1370
140,1380,1284,1478
150,1482,1379,1587
160,1583,1473,1695
170,1685,1568,1804
185,1837,1709,1966
195,1938,1805,2076
205,2040,1899,2184
215,2141,1994,2293
225,2243,2088,2401
235,2344,2183,2510
245,2446,2278,2619
255,2547,2372,2727
270,2700,2514,2890
280,2801,2609,2999
290,2903,2703,3107
301,3049,2880,3230
311,3257,3036,3450
320,3417,3211,3599
330,3594,3400,3770
338,3736,3549,3913
350,3950,3759,4129
360,4127,3926,4313
370,4305,4086,4499
380,4483,4240,4685
390,4660,4394,4875
400,4838,4545,5069
407,4962,4649,5206
413,5069,4737,5325
415,5104,4766,5364
418,5158,4810,5424
422,5229,4868,5504
437,NA,NA,NA
