"sample.depths","sample.ages","Ambrosia.type","Artemisia","Bidens.type","Cyperaceae","Pinus.undiff.","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Liliaceae","Juglans","Populus","Amaranthaceae","Poaceae","Stachys.type","Pinus.banksiana.type","Eupatorium.type","Iva.type","Polygonum.cf..P..scandens","Apiaceae","Chamaecrista.type","Juniperus.type","Brassica","Opuntia","Ranunculus","Lactuca.type","Celtis","Ephedra","Rosaceae","Cornus.cf..C..sericea","Eriogonum","Dalea","Vitis","Centaurea.type","Helianthus.type","Picea","Salix","Mentha.type","Acer.negundo.type","Solanaceae.type","Xanthium.type","Polygonum.cf..P..lapathifolium","Alnus","Betula","Carya","Corylus","Carpinus.type","Rumex","Shepherdia","Plantago","Fraxinus.cf..F..nigra","Elaeagnus","Onagraceae","Rhamnus","Sambucus.type","Morus.type","Amorpha","Limonium.cf..L..limbatum","cf..Nemopanthus","Calystegia","Thalictrum","Caryophyllaceae","Urtica","Larix","Abies"
1017,31533,0.108958837772397,0.246973365617433,0,0.0920096852300242,0.0314769975786925,0.0193704600484262,0.0242130750605327,0,0,0,0.0290556900726392,0.0702179176755448,0.225181598062954,0.00242130750605327,0.036319612590799,0.00726392251815981,0.00726392251815981,0.00726392251815981,0.00484261501210654,0,0.00968523002421308,0,0,0.00242130750605327,0,0,0,0,0,0.00242130750605327,0,0,0.00968523002421308,0.00726392251815981,0.00968523002421308,0.00242130750605327,0,0.00484261501210654,0,0.00726392251815981,0,0.00484261501210654,0.0193704600484262,0,0,0.00242130750605327,0,0,0,0.00242130750605327,0,0,0,0,0,0,0.00242130750605327,0,0,0,0,0,0,0
1032,31582,0.0846394984326019,0.275862068965517,0,0.0815047021943574,0.0564263322884013,0.0188087774294671,0.0250783699059561,0,0,0,0.0250783699059561,0.0940438871473354,0.169278996865204,0.00313479623824451,0.0532915360501567,0.0125391849529781,0.00940438871473354,0.00313479623824451,0.00626959247648903,0,0.0250783699059561,0,0,0,0,0.00313479623824451,0,0.00313479623824451,0.00313479623824451,0,0,0,0,0.00313479623824451,0.00626959247648903,0.00940438871473354,0,0.00313479623824451,0.00313479623824451,0,0,0.00313479623824451,0.0156739811912226,0,0,0,0,0,0,0.00313479623824451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,31612,0.0949720670391061,0.220670391061453,0.00279329608938547,0.0977653631284916,0.053072625698324,0.0391061452513966,0.0279329608938547,0,0.00558659217877095,0,0.0363128491620112,0.0921787709497207,0.173184357541899,0.00558659217877095,0.0391061452513966,0.0111731843575419,0.0139664804469274,0,0.00558659217877095,0,0.0139664804469274,0,0,0,0.00279329608938547,0.00558659217877095,0,0.00558659217877095,0.00558659217877095,0,0,0,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00837988826815642,0.00279329608938547,0,0,0,0.00279329608938547,0.00279329608938547,0.00279329608938547,0,0,0.00279329608938547,0,0,0,0.00558659217877095,0,0,0,0,0,0.00279329608938547,0,0,0,0,0,0,0,0
1056,31661,0.0826210826210826,0.307692307692308,0,0.0655270655270655,0.037037037037037,0.0341880341880342,0.0284900284900285,0,0,0,0.0227920227920228,0.0598290598290598,0.193732193732194,0.0056980056980057,0.0227920227920228,0.00854700854700855,0.0056980056980057,0.0056980056980057,0.0056980056980057,0.00284900284900285,0.0113960113960114,0.0056980056980057,0,0,0,0.00284900284900285,0,0.00284900284900285,0.00284900284900285,0,0.00284900284900285,0,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.0056980056980057,0.00284900284900285,0.0056980056980057,0,0.0056980056980057,0.00284900284900285,0.00284900284900285,0.0199430199430199,0,0.00284900284900285,0,0.00284900284900285,0,0,0,0,0,0,0,0,0.00284900284900285,0.00284900284900285,0,0,0,0,0,0,0
1071,31711,0.0737704918032787,0.35792349726776,0.00546448087431694,0.092896174863388,0.0355191256830601,0.0136612021857923,0.0109289617486339,0,0,0,0.0245901639344262,0.046448087431694,0.183060109289617,0.00546448087431694,0.0355191256830601,0.0136612021857923,0.0163934426229508,0.00819672131147541,0.00273224043715847,0,0.0163934426229508,0,0,0,0,0,0,0,0,0.00273224043715847,0,0,0.00819672131147541,0,0.00819672131147541,0.00273224043715847,0.00273224043715847,0.00546448087431694,0,0,0.00273224043715847,0.00273224043715847,0.0109289617486339,0,0.00273224043715847,0.00273224043715847,0.00273224043715847,0,0,0,0,0,0,0,0,0,0.00273224043715847,0,0,0,0,0,0,0
1086,31760,0.07,0.3225,0,0.1175,0.0475,0.025,0.03,0,0.0025,0,0.0225,0.05,0.1725,0.0075,0.0375,0.015,0.0025,0.01,0.005,0,0.005,0,0,0,0,0,0,0,0,0.0025,0,0,0,0.0075,0.0075,0.01,0.0025,0.005,0,0,0,0.005,0.01,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0
1101,31810,0.0668058455114822,0.296450939457203,0.00208768267223382,0.106471816283925,0.0438413361169102,0.0250521920668058,0.0250521920668058,0.00208768267223382,0,0,0.0250521920668058,0.0292275574112735,0.22964509394572,0.00626304801670146,0.0417536534446764,0.0104384133611691,0.00208768267223382,0.00626304801670146,0.00417536534446764,0,0.0104384133611691,0.00417536534446764,0,0,0,0,0,0,0,0,0,0,0.00626304801670146,0.0146137787056367,0.0125260960334029,0.00417536534446764,0,0.00626304801670146,0,0,0,0,0.0146137787056367,0,0.00208768267223382,0,0,0,0,0.00208768267223382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,31912,0.0650887573964497,0.227810650887574,0,0.115384615384615,0.0562130177514793,0.0473372781065089,0.0207100591715976,0,0.0029585798816568,0,0.0266272189349112,0.0532544378698225,0.189349112426035,0.00591715976331361,0.0532544378698225,0.0118343195266272,0.00591715976331361,0.0118343195266272,0.00887573964497041,0,0.00591715976331361,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0,0.014792899408284,0.0118343195266272,0.0118343195266272,0.0029585798816568,0.014792899408284,0,0,0.00591715976331361,0.0029585798816568,0.014792899408284,0,0,0.0029585798816568,0.0029585798816568,0,0,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,31985,0.07847533632287,0.309417040358744,0,0.0829596412556054,0.0717488789237668,0.031390134529148,0.00896860986547085,0,0,0,0.031390134529148,0.047085201793722,0.190582959641256,0.00448430493273543,0.0403587443946188,0.0134529147982063,0.00672645739910314,0,0.00448430493273543,0,0.00896860986547085,0,0,0,0,0,0,0,0,0,0,0,0.00224215246636771,0.00672645739910314,0.015695067264574,0.0112107623318386,0.00224215246636771,0.00672645739910314,0,0,0,0.00224215246636771,0.015695067264574,0,0.00224215246636771,0.00224215246636771,0,0,0,0.00224215246636771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,32051,0.0822622107969152,0.251928020565553,0.0025706940874036,0.0925449871465296,0.0591259640102828,0.0282776349614396,0.025706940874036,0,0,0,0.0308483290488432,0.0334190231362468,0.208226221079692,0.0077120822622108,0.0462724935732648,0.0179948586118252,0.0025706940874036,0.0077120822622108,0.0077120822622108,0,0.0102827763496144,0.0025706940874036,0,0,0.0051413881748072,0,0,0,0,0,0,0.0025706940874036,0,0.0025706940874036,0.0154241645244216,0.0025706940874036,0.0025706940874036,0.012853470437018,0,0,0,0.0025706940874036,0.0231362467866324,0,0,0.0025706940874036,0,0,0,0.0051413881748072,0,0.0051413881748072,0,0,0,0,0,0,0,0,0,0,0,0
1194,32116,0.0871934604904632,0.23433242506812,0.00817438692098093,0.114441416893733,0.0408719346049046,0.0408719346049046,0.00817438692098093,0.00272479564032698,0,0,0.0408719346049046,0.0435967302452316,0.223433242506812,0.00272479564032698,0.0217983651226158,0.0217983651226158,0.0136239782016349,0,0,0,0.0163487738419619,0,0,0.00272479564032698,0,0,0,0,0,0.00272479564032698,0.00272479564032698,0,0,0.00272479564032698,0.00544959128065395,0.00544959128065395,0,0.00544959128065395,0,0,0.00272479564032698,0.0108991825613079,0.0163487738419619,0,0,0.00544959128065395,0.00544959128065395,0.00272479564032698,0,0,0,0,0,0,0,0,0.00272479564032698,0.00272479564032698,0.00272479564032698,0,0,0,0,0
1204,32155,0.126404494382022,0.286516853932584,0,0.0786516853932584,0.0393258426966292,0.0365168539325843,0.0196629213483146,0,0,0,0.0308988764044944,0.0421348314606742,0.188202247191011,0.00280898876404494,0.0308988764044944,0.00842696629213483,0.00842696629213483,0.0140449438202247,0.00561797752808989,0.00842696629213483,0.0140449438202247,0,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0.00280898876404494,0.00842696629213483,0.00842696629213483,0.00280898876404494,0.00842696629213483,0,0,0,0.00561797752808989,0.0140449438202247,0,0,0.00280898876404494,0,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,32200,0.102409638554217,0.204819277108434,0.00301204819277108,0.0933734939759036,0.102409638554217,0.0180722891566265,0.0271084337349398,0,0,0,0.0240963855421687,0.0421686746987952,0.162650602409639,0.00301204819277108,0.0210843373493976,0.0421686746987952,0.00602409638554217,0.0120481927710843,0.00903614457831325,0,0.00903614457831325,0.00301204819277108,0,0,0.00301204819277108,0,0.00301204819277108,0,0,0.00602409638554217,0,0,0.00602409638554217,0.00301204819277108,0.0572289156626506,0.00301204819277108,0,0.00301204819277108,0,0,0,0,0.0210843373493976,0,0,0,0.00301204819277108,0,0,0,0,0.00301204819277108,0,0,0,0,0,0,0,0.00301204819277108,0,0,0,0
1225,32235,0.197969543147208,0.302030456852792,0,0.0609137055837563,0.050761421319797,0.0203045685279188,0.0126903553299492,0,0,0,0.00761421319796954,0.065989847715736,0.16497461928934,0,0.0177664974619289,0.032994923857868,0.0050761421319797,0,0,0,0.00761421319796954,0,0,0,0,0,0,0,0,0,0,0,0.00253807106598985,0.0050761421319797,0.0177664974619289,0.00761421319796954,0,0.0050761421319797,0,0,0.00761421319796954,0,0.00761421319796954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,32311,0.147398843930636,0.164739884393064,0,0.069364161849711,0.11849710982659,0.0346820809248555,0.0260115606936416,0,0,0,0.0260115606936416,0.0491329479768786,0.170520231213873,0,0.0664739884393064,0.0260115606936416,0.0115606936416185,0.00867052023121387,0.00289017341040462,0.00289017341040462,0.0144508670520231,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0.00289017341040462,0.00289017341040462,0.0260115606936416,0.00289017341040462,0,0.0144508670520231,0,0,0,0.00289017341040462,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,32383,0.195965417867435,0.268011527377522,0.00864553314121038,0.0489913544668588,0.0432276657060519,0.031700288184438,0.0144092219020173,0,0,0,0.0230547550432277,0.0576368876080692,0.15850144092219,0.00288184438040346,0.0432276657060519,0.0172910662824208,0.00288184438040346,0.00576368876080692,0.00288184438040346,0,0.0115273775216138,0,0,0.00288184438040346,0.00288184438040346,0,0,0,0,0,0,0,0,0,0.0201729106628242,0.00576368876080692,0,0.0115273775216138,0,0,0,0.00288184438040346,0.0172910662824208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,32460,0.227011494252874,0.241379310344828,0,0.0344827586206897,0.074712643678161,0.028735632183908,0.0201149425287356,0,0,0,0.014367816091954,0.0632183908045977,0.114942528735632,0.0028735632183908,0.0574712643678161,0.0258620689655172,0.0114942528735632,0.00574712643678161,0.0028735632183908,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0.0344827586206897,0.0028735632183908,0.00574712643678161,0.00574712643678161,0,0,0,0,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574712643678161,0.0028735632183908,0,0,0
1294,32498,0.211382113821138,0.205962059620596,0,0.0596205962059621,0.056910569105691,0.048780487804878,0.010840108401084,0,0.002710027100271,0,0.02710027100271,0.0596205962059621,0.124661246612466,0.00542005420054201,0.0542005420054201,0.024390243902439,0.010840108401084,0.002710027100271,0,0,0.013550135501355,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0.00542005420054201,0.037940379403794,0.008130081300813,0.00542005420054201,0.00542005420054201,0,0,0,0.00542005420054201,0.010840108401084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,32536,0.176,0.269333333333333,0.00533333333333333,0.0346666666666667,0.0826666666666667,0.0453333333333333,0.016,0,0,0,0.0213333333333333,0.0426666666666667,0.133333333333333,0,0.0853333333333333,0.008,0.00533333333333333,0.008,0.00266666666666667,0,0.008,0,0,0.00266666666666667,0,0,0,0,0,0,0,0,0,0,0.0293333333333333,0.00533333333333333,0.00266666666666667,0.00266666666666667,0,0,0,0,0.0106666666666667,0,0,0,0,0,0.00266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,32612,0.182065217391304,0.255434782608696,0,0.0271739130434783,0.0543478260869565,0.0353260869565217,0.0217391304347826,0,0,0,0.0190217391304348,0.0679347826086956,0.176630434782609,0.00271739130434783,0.078804347826087,0.0108695652173913,0.00815217391304348,0.00815217391304348,0,0,0.00815217391304348,0,0,0,0,0,0.00271739130434783,0,0,0,0,0,0.00271739130434783,0.00271739130434783,0.0135869565217391,0.00543478260869565,0,0.00543478260869565,0,0,0,0,0.0108695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,32689,0.177165354330709,0.18503937007874,0.0078740157480315,0.0511811023622047,0.0669291338582677,0.0590551181102362,0.015748031496063,0,0.00393700787401575,0,0.0236220472440945,0.0866141732283465,0.114173228346457,0.00393700787401575,0.0866141732283465,0,0.0118110236220472,0.0118110236220472,0,0,0.0078740157480315,0,0,0,0.00393700787401575,0,0,0,0,0,0,0,0,0.00393700787401575,0.0393700787401575,0.0078740157480315,0,0.0078740157480315,0,0,0,0,0.015748031496063,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,32727,0.163265306122449,0.154518950437318,0,0.0641399416909621,0.087463556851312,0.043731778425656,0.0145772594752187,0,0,0,0.0262390670553936,0.0699708454810496,0.166180758017493,0,0.0991253644314869,0.00291545189504373,0.00583090379008746,0.00583090379008746,0,0,0.0087463556851312,0,0,0,0,0,0,0,0,0,0,0,0.00291545189504373,0.00583090379008746,0.032069970845481,0.00583090379008746,0,0.0116618075801749,0,0,0,0.00291545189504373,0.0233236151603499,0,0,0,0,0,0.00291545189504373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,32765,0.102325581395349,0.211627906976744,0,0.0558139534883721,0.0767441860465116,0.0511627906976744,0.0116279069767442,0,0,0,0.0348837209302326,0.111627906976744,0.127906976744186,0.00465116279069767,0.102325581395349,0.00465116279069767,0.00465116279069767,0.00465116279069767,0.00465116279069767,0,0.0116279069767442,0,0,0,0,0,0,0,0,0,0.00232558139534884,0,0,0.00232558139534884,0.0348837209302326,0.00930232558139535,0.00232558139534884,0.0116279069767442,0,0,0,0,0.0116279069767442,0,0,0,0,0.00232558139534884,0,0,0,0,0,0,0,0,0.00232558139534884,0,0,0,0,0,0,0
1376,32811,0.0856269113149847,0.180428134556575,0,0.0458715596330275,0.137614678899083,0.0581039755351682,0.018348623853211,0.00305810397553517,0.00305810397553517,0,0.0122324159021407,0.0489296636085627,0.180428134556575,0.00305810397553517,0.125382262996942,0,0.00611620795107034,0.00611620795107034,0,0,0.00611620795107034,0,0,0.00305810397553517,0,0,0,0,0,0.00305810397553517,0,0,0,0.00611620795107034,0.0336391437308868,0.00611620795107034,0.00611620795107034,0.00611620795107034,0,0,0,0,0.0122324159021407,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,32841,0.0813648293963255,0.257217847769029,0.0026246719160105,0.036745406824147,0.110236220472441,0.0236220472440945,0.015748031496063,0,0.0026246719160105,0,0.015748031496063,0.152230971128609,0.0918635170603675,0.005249343832021,0.0918635170603675,0,0.0078740157480315,0.0131233595800525,0,0,0.0131233595800525,0,0,0,0,0,0,0,0,0,0,0,0.0026246719160105,0.005249343832021,0.0551181102362205,0.005249343832021,0,0,0,0,0,0.0026246719160105,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,32917,0.146179401993355,0.3421926910299,0.00332225913621262,0.0299003322259136,0.0598006644518272,0.026578073089701,0.0166112956810631,0,0,0,0.0166112956810631,0.142857142857143,0.102990033222591,0.00332225913621262,0.0431893687707641,0,0.00996677740863787,0.00664451827242525,0,0,0.00996677740863787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166112956810631,0.00332225913621262,0,0.00332225913621262,0.00332225913621262,0,0,0,0.00996677740863787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0,0
1420,32978,0.192837465564738,0.377410468319559,0,0.0220385674931129,0.0330578512396694,0.0275482093663912,0.0137741046831956,0,0,0,0.0165289256198347,0.0991735537190083,0.0826446280991736,0,0.0550964187327824,0,0.0192837465564738,0.00275482093663912,0.00275482093663912,0,0.0110192837465565,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0.0110192837465565,0.00275482093663912,0,0.0137741046831956,0,0,0,0,0.0110192837465565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0
1440,33055,0.182989690721649,0.293814432989691,0.00515463917525773,0.0360824742268041,0.0618556701030928,0.038659793814433,0.0103092783505155,0,0.00257731958762887,0,0.0257731958762887,0.0670103092783505,0.108247422680412,0.00257731958762887,0.0541237113402062,0,0.0154639175257732,0.0154639175257732,0.00257731958762887,0,0.0103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0.00515463917525773,0.0206185567010309,0.0103092783505155,0,0.0077319587628866,0,0.00257731958762887,0.00257731958762887,0.00515463917525773,0.0103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0
1460,33131,0.11484593837535,0.34453781512605,0.00280112044817927,0.0364145658263305,0.0476190476190476,0.030812324929972,0.0196078431372549,0,0,0,0.00840336134453781,0.109243697478992,0.128851540616246,0.00840336134453781,0.0812324929971989,0.00280112044817927,0.00560224089635854,0,0.00280112044817927,0,0.00560224089635854,0,0,0,0,0,0,0,0,0,0,0,0.0112044817927171,0.00560224089635854,0.0168067226890756,0.00560224089635854,0,0.00560224089635854,0,0,0,0,0.00280112044817927,0.00280112044817927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,33207,0.0987341772151899,0.29873417721519,0.00253164556962025,0.0708860759493671,0.0582278481012658,0.0253164556962025,0.0227848101265823,0.00253164556962025,0.00506329113924051,0,0.030379746835443,0.0860759493670886,0.126582278481013,0.0151898734177215,0.0481012658227848,0.00506329113924051,0.010126582278481,0.00759493670886076,0.00253164556962025,0,0.010126582278481,0,0,0.00253164556962025,0.00253164556962025,0.00506329113924051,0.00253164556962025,0.00506329113924051,0.00506329113924051,0,0.00253164556962025,0,0,0.00759493670886076,0.010126582278481,0.010126582278481,0,0.00506329113924051,0,0,0,0.00506329113924051,0.00506329113924051,0.00253164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253164556962025,0,0
1495,33264,0.107816711590297,0.269541778975741,0,0.045822102425876,0.0512129380053908,0.0539083557951483,0.0215633423180593,0,0.00539083557951483,0,0.0188679245283019,0.0404312668463612,0.185983827493261,0.0161725067385445,0.0808625336927224,0.00808625336927224,0.0215633423180593,0.00269541778975741,0,0,0.00808625336927224,0.00269541778975741,0,0,0.00269541778975741,0,0,0,0,0,0.00269541778975741,0,0,0.00269541778975741,0.0134770889487871,0.00539083557951483,0,0.00539083557951483,0,0,0,0,0.0107816711590297,0,0,0.00269541778975741,0,0,0.00808625336927224,0,0,0,0,0,0,0,0.00269541778975741,0,0,0,0,0.00269541778975741,0,0
1500,33284,0.130081300813008,0.289972899728997,0,0.040650406504065,0.02710027100271,0.029810298102981,0.029810298102981,0,0,0,0.010840108401084,0.043360433604336,0.200542005420054,0.013550135501355,0.097560975609756,0.002710027100271,0.010840108401084,0.002710027100271,0.008130081300813,0,0.010840108401084,0,0,0,0.002710027100271,0.002710027100271,0,0.002710027100271,0.002710027100271,0,0,0,0.00542005420054201,0.010840108401084,0.00542005420054201,0,0,0.010840108401084,0.002710027100271,0,0,0,0.002710027100271,0,0,0,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,33360,0.128048780487805,0.259146341463415,0,0.0640243902439024,0.0548780487804878,0.0457317073170732,0.024390243902439,0,0,0,0.0213414634146341,0.0365853658536585,0.219512195121951,0.00609756097560976,0.0548780487804878,0.00914634146341463,0.0182926829268293,0.00609756097560976,0.00304878048780488,0,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0.00609756097560976,0.00914634146341463,0.00609756097560976,0,0.00609756097560976,0,0,0,0,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304878048780488,0,0,0,0,0,0,0
1540,33436,0.174,0.256,0.002,0.04,0.044,0.032,0.028,0.002,0,0,0.016,0.058,0.25,0.002,0.048,0,0.006,0.002,0.006,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.004,0,0.006,0,0,0,0,0.006,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0
1560,33512,0.151057401812689,0.311178247734139,0,0.0453172205438066,0.0302114803625378,0.0211480362537764,0.0302114803625378,0,0,0,0.0181268882175227,0.0392749244712991,0.220543806646526,0.00604229607250755,0.0392749244712991,0.0120845921450151,0.00604229607250755,0.00604229607250755,0.00302114803625378,0,0.00906344410876133,0,0,0.00302114803625378,0,0,0,0,0,0.00302114803625378,0,0,0,0.00604229607250755,0.00604229607250755,0.00604229607250755,0,0.00302114803625378,0,0,0,0,0.0151057401812689,0,0.00302114803625378,0,0,0,0,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0.00302114803625378,0,0,0
1580,33589,0.0906735751295337,0.292746113989637,0.00259067357512953,0.0414507772020725,0.0414507772020725,0.0310880829015544,0.0336787564766839,0,0,0,0.0233160621761658,0.0336787564766839,0.238341968911917,0.0077720207253886,0.0621761658031088,0.0077720207253886,0.00518134715025907,0.00518134715025907,0,0,0.0077720207253886,0,0,0,0,0,0.00259067357512953,0,0,0,0.00259067357512953,0,0,0.00518134715025907,0.0077720207253886,0.0155440414507772,0,0.0103626943005181,0.00259067357512953,0,0,0.00259067357512953,0.0129533678756477,0,0,0.00259067357512953,0,0,0,0.00518134715025907,0,0,0,0,0,0,0,0,0,0.00518134715025907,0,0,0,0
1600,33665,0.131403118040089,0.253897550111359,0.0022271714922049,0.0467706013363029,0.0601336302895323,0.0356347438752784,0.0178173719376392,0,0,0,0.0200445434298441,0.0512249443207127,0.242761692650334,0.0022271714922049,0.0378619153674833,0.0089086859688196,0.0044543429844098,0.0044543429844098,0.0044543429844098,0,0.0111358574610245,0.0022271714922049,0,0,0,0,0,0,0,0,0,0,0.0066815144766147,0.0111358574610245,0.0066815144766147,0.0044543429844098,0,0.0066815144766147,0,0,0,0,0.0089086859688196,0,0,0.0044543429844098,0,0,0,0.0044543429844098,0,0,0,0,0,0.0022271714922049,0,0,0,0.0066815144766147,0,0,0,0
1618,33734,0.0829145728643216,0.281407035175879,0.00251256281407035,0.0552763819095477,0.0628140703517588,0.042713567839196,0.00753768844221105,0,0,0,0.0251256281407035,0.0577889447236181,0.178391959798995,0,0.0829145728643216,0.00753768844221105,0.0100502512562814,0.00251256281407035,0,0,0.0100502512562814,0.00251256281407035,0,0,0.00251256281407035,0.00251256281407035,0,0.00251256281407035,0.00251256281407035,0,0,0,0,0.0050251256281407,0.0100502512562814,0.0050251256281407,0,0.00753768844221105,0.00251256281407035,0,0.00251256281407035,0.0201005025125628,0.0050251256281407,0.00251256281407035,0.00251256281407035,0.00251256281407035,0,0,0,0,0,0.00251256281407035,0.00251256281407035,0.00251256281407035,0.00251256281407035,0,0,0,0,0,0.00251256281407035,0,0,0
1620,33741,0.085427135678392,0.35678391959799,0.0050251256281407,0.0326633165829146,0.0402010050251256,0.0251256281407035,0.0402010050251256,0,0,0.00251256281407035,0.0276381909547739,0.0376884422110553,0.183417085427136,0.00251256281407035,0.0477386934673367,0.0100502512562814,0.0050251256281407,0.0050251256281407,0.0050251256281407,0.00251256281407035,0.00753768844221105,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0,0.0050251256281407,0.0100502512562814,0.0150753768844221,0,0.0100502512562814,0,0.0050251256281407,0,0,0.0125628140703518,0,0,0.0050251256281407,0,0,0,0.00251256281407035,0,0,0,0,0,0.00251256281407035,0,0,0,0.0050251256281407,0,0,0,0.00251256281407035
1640,33817,0.0746268656716418,0.375266524520256,0,0.0362473347547974,0.0426439232409382,0.0298507462686567,0.0277185501066098,0,0.00213219616204691,0,0.0213219616204691,0.0319829424307036,0.170575692963753,0.00639658848614072,0.0895522388059701,0.0106609808102345,0.00213219616204691,0,0,0,0.00639658848614072,0.00213219616204691,0,0,0,0,0,0,0,0.00213219616204691,0,0,0,0.00639658848614072,0.00852878464818763,0.0127931769722814,0,0.0106609808102345,0,0.00213219616204691,0,0.00426439232409382,0.0149253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0.00213219616204691,0,0,0,0.00213219616204691,0,0,0.00213219616204691,0.00213219616204691
1661,33898,0.125,0.341463414634146,0,0.024390243902439,0.0548780487804878,0.0274390243902439,0.0152439024390244,0.00304878048780488,0,0,0.0213414634146341,0.0792682926829268,0.134146341463415,0.00609756097560976,0.0548780487804878,0.00914634146341463,0.00914634146341463,0.0152439024390244,0.00609756097560976,0,0.00914634146341463,0,0,0,0,0,0,0,0,0,0.00609756097560976,0,0,0.00304878048780488,0.0152439024390244,0.00304878048780488,0.00304878048780488,0.0121951219512195,0,0,0,0,0.00609756097560976,0,0,0,0.00304878048780488,0,0,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0.00304878048780488,0.00304878048780488
1681,33974,0.117948717948718,0.266666666666667,0,0.0615384615384615,0.0615384615384615,0.0717948717948718,0.0128205128205128,0,0,0,0.0179487179487179,0.0615384615384615,0.156410256410256,0.00769230769230769,0.0641025641025641,0.0102564102564103,0.00769230769230769,0.0102564102564103,0.00769230769230769,0,0.0205128205128205,0,0,0,0,0.00256410256410256,0,0.00256410256410256,0.00256410256410256,0,0,0,0,0.00256410256410256,0.00769230769230769,0,0,0.00769230769230769,0,0,0,0,0.0102564102564103,0,0,0.00512820512820513,0.00256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,34050,0.222910216718266,0.247678018575851,0.00928792569659443,0.0309597523219814,0.0340557275541796,0.0464396284829721,0.0123839009287926,0,0,0,0.0340557275541796,0.0464396284829721,0.151702786377709,0.00309597523219814,0.0773993808049536,0,0.00619195046439629,0.00928792569659443,0.00309597523219814,0,0.0154798761609907,0,0,0,0,0,0,0,0,0,0.00309597523219814,0,0.00309597523219814,0,0.00309597523219814,0.00619195046439629,0,0.0154798761609907,0,0,0,0,0.0123839009287926,0,0,0,0,0,0,0.00619195046439629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
