"sample.depths","sample.ages","Abies","Betula","Carya","Fagus","Larix","Ostrya.Carpinus","Picea","Quercus","Salix","Tsuga","Ulmus","Alnus","Ambrosia","Pinus","Populus","Amaranthaceae","Poaceae","Acer.saccharum","Fraxinus.nigra","Fraxinus.americana","Cyperaceae","Tilia","Asteraceae.subf..Asteroideae.undiff.","Vitis","Caryophyllaceae","Cupressaceae","Juglans.nigra","Apiaceae","Ephedra.torreyana.type","Rumex","Brassicaceae","Artemisia","Juglans.cinerea","Acer.rubrum","Corylus","Iva.annua","Acer.negundo","Platanus"
1,-25,0.018348623853211,0.055045871559633,0.018348623853211,0.0091743119266055,0.0091743119266055,0.091743119266055,0.0091743119266055,0.137614678899083,0.0091743119266055,0.018348623853211,0.0275229357798165,0.018348623853211,0.100917431192661,0.201834862385321,0.0091743119266055,0.0091743119266055,0.211009174311927,0.0091743119266055,0.0275229357798165,0.0091743119266055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,155,0,0.0652173913043478,0.036231884057971,0.036231884057971,0,0.0217391304347826,0.0217391304347826,0.072463768115942,0.0072463768115942,0.0217391304347826,0.0507246376811594,0.0072463768115942,0.108695652173913,0.253623188405797,0.0072463768115942,0.0072463768115942,0.231884057971014,0.0072463768115942,0.0072463768115942,0,0.0144927536231884,0.0072463768115942,0.0072463768115942,0.0072463768115942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,250,0.00714285714285714,0.05,0.0142857142857143,0.0428571428571429,0,0.0428571428571429,0.0142857142857143,0.114285714285714,0.00714285714285714,0.0357142857142857,0.0142857142857143,0.0214285714285714,0.0142857142857143,0.3,0.00714285714285714,0,0.2,0.0142857142857143,0.0285714285714286,0,0.0285714285714286,0.00714285714285714,0,0,0.00714285714285714,0.00714285714285714,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0,0,0,0,0,0,0,0
50,440,0,0.0425531914893617,0.0159574468085106,0.0106382978723404,0,0.0159574468085106,0.0265957446808511,0.074468085106383,0,0.0319148936170213,0.0159574468085106,0.0106382978723404,0.00531914893617021,0.303191489361702,0,0,0.393617021276596,0.0159574468085106,0.00531914893617021,0,0.00531914893617021,0,0,0,0,0,0,0,0,0.0106382978723404,0.0159574468085106,0,0,0,0,0,0,0
80,725,0.00568181818181818,0.0397727272727273,0.00568181818181818,0.0454545454545455,0,0.0227272727272727,0.00568181818181818,0.164772727272727,0,0.0397727272727273,0.0227272727272727,0.0170454545454545,0,0.335227272727273,0,0,0.255681818181818,0.0113636363636364,0.0113636363636364,0.0170454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,916,0,0.0526315789473684,0,0.0526315789473684,0.0105263157894737,0.0157894736842105,0.0105263157894737,0.110526315789474,0,0.0263157894736842,0.0210526315789474,0.0157894736842105,0,0.236842105263158,0.00526315789473684,0,0.410526315789474,0.0105263157894737,0.0105263157894737,0,0.00526315789473684,0.00526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1106,0,0.0884353741496599,0.0272108843537415,0.0612244897959184,0,0.0408163265306122,0.00680272108843537,0.197278911564626,0,0.0340136054421769,0.00680272108843537,0.0136054421768707,0,0.251700680272109,0.00680272108843537,0,0.244897959183673,0.00680272108843537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00680272108843537,0.00680272108843537,0,0,0,0,0
150,1391,0.00740740740740741,0.0962962962962963,0.0222222222222222,0.0222222222222222,0,0.0444444444444444,0.00740740740740741,0.177777777777778,0,0.0222222222222222,0,0.00740740740740741,0,0.362962962962963,0,0,0.155555555555556,0.0296296296296296,0,0,0.0222222222222222,0.00740740740740741,0,0,0,0,0,0,0,0,0,0,0,0.00740740740740741,0.00740740740740741,0,0,0
180,1676,0,0.038961038961039,0.012987012987013,0.0974025974025974,0.0064935064935065,0.0649350649350649,0.0064935064935065,0.194805194805195,0,0.038961038961039,0.0194805194805195,0.0064935064935065,0.0064935064935065,0.214285714285714,0,0.0064935064935065,0.246753246753247,0.0194805194805195,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064935064935065,0,0,0
200,1866,0,0.0625,0.03125,0.046875,0,0.0390625,0.0078125,0.1171875,0,0.03125,0.046875,0,0,0.171875,0.015625,0,0.375,0.015625,0.0078125,0,0,0,0,0,0,0.015625,0.0078125,0,0,0.0078125,0,0,0,0,0,0,0,0
220,2056,0,0.0173410404624277,0.0346820809248555,0.0635838150289017,0,0.0289017341040462,0,0.167630057803468,0.00578034682080925,0.0173410404624277,0.0635838150289017,0.00578034682080925,0,0.138728323699422,0,0,0.404624277456647,0.0115606936416185,0.0115606936416185,0,0.0173410404624277,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00578034682080925,0,0
250,2341,0,0.016260162601626,0.008130081300813,0.073170731707317,0,0.065040650406504,0.008130081300813,0.105691056910569,0.008130081300813,0.032520325203252,0.016260162601626,0.024390243902439,0.016260162601626,0.170731707317073,0,0,0.365853658536585,0.008130081300813,0.032520325203252,0,0,0.016260162601626,0.008130081300813,0,0,0,0,0,0,0.008130081300813,0,0.008130081300813,0,0,0,0,0.008130081300813,0
280,2627,0.00684931506849315,0.047945205479452,0,0.0684931506849315,0,0.0410958904109589,0,0.136986301369863,0,0.0136986301369863,0.047945205479452,0.0273972602739726,0,0.226027397260274,0,0,0.328767123287671,0.0273972602739726,0.00684931506849315,0,0,0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00684931506849315
