"depth","best.age","min.age","max.age"
1295,-5,-55,37
1300,47,-1,89
1305,99,49,157
1315,211,126,323
1325,327,211,478
1345,560,399,765
1365,792,602,1007
1400,1200,1009,1394
1440,1676,1498,1842
1500,2426,2256,2586
1538,2909,2734,3080
1600,3603,3416,3799
1640,3923,3760,4101
1700,4350,4199,4552
1740,4924,4729,5183
1800,6261,5910,6593
1860,7576,7177,7921
1898,8084,7821,8379
1918,8215,8020,8593
1958,8438,8158,8759
2000,8792,8484,9194
2020,9067,8760,9485
2040,9441,9146,9846
2060,9939,9667,10313
2080,10583,10318,10911
2100,11334,11086,11597
2120,12098,11875,12326
2140,12869,12669,13075
2175,NA,NA,NA
2220,NA,NA,NA
2262,NA,NA,NA
