"sample.depths","sample.ages","Artemisia","Betula","Carya","Cephalanthus","Amaranthaceae.undiff.","Corylus","Cyperaceae","Larix","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Rhus","Thalictrum","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Alnus.viridis","Populus","Poaceae","Pinus.strobus","Pinus.subg..Pinus.undiff.","Fraxinus.nigra","Pinus.banksiana","Pinus.resinosa","Abies","Acer.rubrum","Salix","Sarcobatus.vermiculatus","Fagus","Platanus","Apiaceae","Acer.saccharum","Rhamnus","Juglans.cinerea","Juniperus.Thuja","Saxifragaceae.undiff.","Fraxinus.pennsylvanica","Acer.undiff.","Celtis","Ericaceae","Juglans.nigra","Iva.annua","Polygonaceae.undiff.","Arceuthobium","Urtica","Polygonum","Mentha.type","Rosaceae","Solanaceae","Acer.nigrum","Acer.saccharinum","Vitis","Dalea","Iva.xanthifolia","Amorpha","Dicentra","Ranunculus","Primulaceae","Lamiaceae.undiff.","Caryophyllaceae","Ephedra","Parnassia","Viburnum","Cornus.undiff.","Acer.negundo","Rumex","Asteraceae.subf..Cichorioideae","Fabaceae.undiff.","Cornus.canadensis","Shepherdia.canadensis"
665,910,0.0472636815920398,0.0895522388059701,0.0099502487562189,0.00248756218905473,0.00746268656716418,0.00248756218905473,0.0422885572139304,0.00248756218905473,0.00497512437810945,0.00746268656716418,0.291044776119403,0.238805970149254,0.00248756218905473,0.00248756218905473,0.00248756218905473,0.00248756218905473,0.0348258706467662,0.0199004975124378,0.027363184079602,0.0248756218905473,0.00497512437810945,0.00248756218905473,0.0472636815920398,0.0497512437810945,0.0223880597014925,0.00248756218905473,0.00248756218905473,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,1224,0.0582750582750583,0.0559440559440559,0,0,0.00466200466200466,0.00233100233100233,0.048951048951049,0.00932400932400932,0.00932400932400932,0.0116550116550117,0.107226107226107,0.31002331002331,0,0.00233100233100233,0.00466200466200466,0.00233100233100233,0.0163170163170163,0.013986013986014,0.0442890442890443,0.0303030303030303,0.00466200466200466,0.00466200466200466,0.118881118881119,0.0862470862470862,0.0372960372960373,0,0,0.00233100233100233,0.006993006993007,0.00233100233100233,0.00233100233100233,0.00233100233100233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,1940,0.0467289719626168,0.0467289719626168,0.00233644859813084,0,0.00700934579439252,0.00700934579439252,0.058411214953271,0.00467289719626168,0.00467289719626168,0.00700934579439252,0.147196261682243,0.324766355140187,0,0.00467289719626168,0.00233644859813084,0,0.0233644859813084,0.014018691588785,0.0257009345794393,0.0116822429906542,0.00233644859813084,0.00233644859813084,0.100467289719626,0.0864485981308411,0.0373831775700935,0.00700934579439252,0.00233644859813084,0,0,0,0.00700934579439252,0.00233644859813084,0.00233644859813084,0.00233644859813084,0.00233644859813084,0.00467289719626168,0.00233644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,2925,0.076036866359447,0.0599078341013825,0.00460829493087558,0,0.0161290322580645,0.0115207373271889,0.0460829493087558,0,0.0161290322580645,0.00921658986175115,0.0967741935483871,0.232718894009217,0.00230414746543779,0,0.00691244239631336,0,0.043778801843318,0.0230414746543779,0.043778801843318,0.0230414746543779,0.00921658986175115,0.00230414746543779,0.115207373271889,0.0944700460829493,0.032258064516129,0.00921658986175115,0,0,0,0.00230414746543779,0,0,0,0.00230414746543779,0,0.00460829493087558,0.00230414746543779,0.00460829493087558,0.00230414746543779,0.00460829493087558,0.00230414746543779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,3821,0.0794979079497908,0.0460251046025105,0.0104602510460251,0,0.00627615062761506,0,0.098326359832636,0,0.0313807531380753,0.00627615062761506,0.0774058577405858,0.225941422594142,0,0,0.0146443514644351,0,0.0397489539748954,0.0334728033472803,0.0230125523012552,0.0334728033472803,0.00418410041841004,0.00209205020920502,0.094142259414226,0.110878661087866,0.0188284518828452,0.0125523012552301,0.00209205020920502,0.00418410041841004,0,0,0.00209205020920502,0.00209205020920502,0,0,0,0.00418410041841004,0,0.00209205020920502,0.00209205020920502,0,0,0.00209205020920502,0.00209205020920502,0.00209205020920502,0.00418410041841004,0.00209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,4179,0.0997506234413965,0.0623441396508728,0.00498753117206983,0,0.0124688279301746,0.00498753117206983,0.0698254364089776,0,0.0124688279301746,0.00498753117206983,0.149625935162095,0.234413965087282,0,0,0.00498753117206983,0,0.0399002493765586,0.0149625935162095,0.0374064837905237,0.0149625935162095,0,0.00249376558603491,0.127182044887781,0.0199501246882793,0.0174563591022444,0.0199501246882793,0,0,0.00249376558603491,0,0.0174563591022444,0,0,0,0,0.00249376558603491,0,0.00748129675810474,0.0124688279301746,0,0,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,4358,0.105154639175258,0.045360824742268,0.00412371134020619,0,0.00618556701030928,0.00412371134020619,0.0783505154639175,0,0.0144329896907217,0.00618556701030928,0.0783505154639175,0.224742268041237,0.00206185567010309,0.00206185567010309,0.00412371134020619,0,0.0494845360824742,0.0247422680412371,0.0329896907216495,0.0309278350515464,0.0164948453608247,0.00412371134020619,0.138144329896907,0.0577319587628866,0.022680412371134,0.0123711340206186,0,0.00206185567010309,0,0,0.00824742268041237,0.00206185567010309,0,0.00412371134020619,0,0.00412371134020619,0,0,0.00206185567010309,0,0.00206185567010309,0.00206185567010309,0.00206185567010309,0,0,0.00206185567010309,0,0.00206185567010309,0.00206185567010309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,4537,0.118604651162791,0.0558139534883721,0,0,0.0162790697674419,0.00465116279069767,0.0511627906976744,0,0.00465116279069767,0.00697674418604651,0.158139534883721,0.262790697674419,0,0,0.00930232558139535,0,0.0302325581395349,0.0162790697674419,0.027906976744186,0.0488372093023256,0,0.00232558139534884,0.130232558139535,0.0116279069767442,0.00930232558139535,0.00697674418604651,0,0,0.00465116279069767,0,0.00465116279069767,0.00232558139534884,0,0,0,0.00697674418604651,0,0.00465116279069767,0,0,0,0,0,0,0,0,0,0,0,0.00232558139534884,0.00232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,4716,0.0825471698113208,0.0754716981132075,0.00471698113207547,0,0.0259433962264151,0,0.0683962264150943,0.00235849056603774,0.0117924528301887,0.0070754716981132,0.129716981132075,0.268867924528302,0,0.00471698113207547,0.00471698113207547,0,0.0306603773584906,0.0259433962264151,0.0259433962264151,0.0660377358490566,0,0.00235849056603774,0.108490566037736,0.0117924528301887,0.0212264150943396,0.00235849056603774,0,0,0,0,0.00943396226415094,0,0,0,0,0.00235849056603774,0,0.00235849056603774,0,0,0,0,0,0,0,0.00235849056603774,0,0,0,0,0,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,4895,0.126732673267327,0.0435643564356436,0.00198019801980198,0,0.0237623762376238,0.00792079207920792,0.0376237623762376,0,0.0356435643564356,0.0118811881188119,0.134653465346535,0.215841584158416,0,0,0.00594059405940594,0,0.0376237623762376,0.0356435643564356,0.0257425742574257,0.0792079207920792,0,0,0.134653465346535,0,0.0138613861386139,0.0178217821782178,0,0,0,0,0.00198019801980198,0,0,0,0,0.00198019801980198,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198019801980198,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
