"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Larix","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Populus.undiff.","Quercus","Rumex","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Rosaceae.undiff.","Poaceae","Iva.xanthifolia","Plantago","Potentilla","Pinus.det..P..banksiana.P..resinosa","Pinus.det..P..strobus","Sarcobatus.vermiculatus","Vitis","Humulus","Acer.saccharum","Rubiaceae","Ostrya","Tilia","Tsuga","Populus.tremuloides.type","Iva.annua","Apiaceae","Carya","Juniperus.type","Juglans.cinerea","Taxus","Juglans.undiff.","Urticaceae","Populus.balsamifera","Epilobium","Platanus","Xanthium","Lamiaceae","Ephedra.trifurca.type","Dalea.purpurea","Thalictrum","Fraxinus.pennsylvanica","Polygonum","Juglans.nigra","Rhus","Castanea","Ranunculus","Ephedra.viridis.type","Brassicaceae","Asteraceae.subf..Cichorioideae","Zanthoxylum","Parthenocissus","Comptonia.peregrina","Viburnum","Fabaceae.undiff.","Cornus"
220,984,0.0114285714285714,0.00857142857142857,0,0.02,0.137142857142857,0,0,0.0142857142857143,0.00571428571428571,0,0.00571428571428571,0.00285714285714286,0.0285714285714286,0.0285714285714286,0.114285714285714,0,0.0485714285714286,0,0,0.00285714285714286,0.00285714285714286,0.0285714285714286,0.00571428571428571,0,0.0171428571428571,0,0,0,0.102857142857143,0.405714285714286,0,0,0,0,0,0.00857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1075,0.0142857142857143,0,0.00285714285714286,0.00285714285714286,0.14,0,0.00285714285714286,0.0371428571428571,0.00571428571428571,0,0.00857142857142857,0.00571428571428571,0.0257142857142857,0.0342857142857143,0.108571428571429,0,0.0542857142857143,0,0,0.00285714285714286,0.00571428571428571,0.0314285714285714,0,0.00285714285714286,0.0142857142857143,0.00571428571428571,0,0,0.117142857142857,0.365714285714286,0,0,0,0.00285714285714286,0,0.00857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1166,0.0200573065902579,0,0,0.00286532951289398,0.0687679083094556,0.00286532951289398,0,0.0171919770773639,0.00573065902578797,0,0.00286532951289398,0.00286532951289398,0.0114613180515759,0.0171919770773639,0.126074498567335,0,0.00859598853868195,0,0,0,0,0.0114613180515759,0.00286532951289398,0,0.00286532951289398,0,0,0,0.0802292263610315,0.598853868194842,0,0,0,0.00286532951289398,0,0.00286532951289398,0.00573065902578797,0,0,0.00286532951289398,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,1257,0.0172910662824208,0.00576368876080692,0,0.00576368876080692,0.144092219020173,0.00288184438040346,0.00288184438040346,0.0144092219020173,0.00288184438040346,0,0.00288184438040346,0.00576368876080692,0.00864553314121038,0.0115273775216138,0.132564841498559,0,0.0461095100864553,0.00288184438040346,0,0,0.00288184438040346,0.0230547550432277,0.00864553314121038,0,0.00864553314121038,0,0,0,0.0432276657060519,0.489913544668588,0,0,0,0.00288184438040346,0,0.0144092219020173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,1348,0.00857142857142857,0,0,0,0.128571428571429,0.00285714285714286,0.00285714285714286,0.00571428571428571,0.00285714285714286,0,0.00285714285714286,0.02,0.00285714285714286,0.0314285714285714,0.111428571428571,0,0.0257142857142857,0,0,0,0,0.0142857142857143,0,0,0.00857142857142857,0,0,0,0.137142857142857,0.48,0,0,0,0.00571428571428571,0,0.00571428571428571,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,1440,0.00571428571428571,0.00571428571428571,0.00285714285714286,0.00857142857142857,0.142857142857143,0.00285714285714286,0,0.00285714285714286,0,0,0.00285714285714286,0.00857142857142857,0.00857142857142857,0.0171428571428571,0.125714285714286,0,0.0457142857142857,0,0,0,0,0.0285714285714286,0.00285714285714286,0,0.00857142857142857,0,0,0,0.0685714285714286,0.508571428571429,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,1531,0.00892857142857143,0,0,0.00669642857142857,0.0736607142857143,0,0.00223214285714286,0.0111607142857143,0.00223214285714286,0,0.00892857142857143,0.00669642857142857,0.00892857142857143,0.0357142857142857,0.0758928571428571,0,0.0446428571428571,0,0.00223214285714286,0.00446428571428571,0,0.0133928571428571,0.00892857142857143,0,0.0133928571428571,0,0,0,0.212053571428571,0.450892857142857,0,0,0,0,0,0.00446428571428571,0.00223214285714286,0,0,0,0,0,0,0,0,0.00223214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1622,0.00862068965517241,0.0028735632183908,0,0.00862068965517241,0.0804597701149425,0,0.0028735632183908,0.0114942528735632,0,0,0,0.00862068965517241,0.0114942528735632,0.0431034482758621,0.100574712643678,0,0.0431034482758621,0,0.0028735632183908,0.00574712643678161,0,0.0201149425287356,0.0114942528735632,0,0.00574712643678161,0,0,0,0.183908045977011,0.42816091954023,0,0,0,0.0028735632183908,0,0.00574712643678161,0,0.0028735632183908,0.00574712643678161,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1713,0.0114613180515759,0,0,0.00859598853868195,0.0916905444126074,0.00286532951289398,0.00573065902578797,0.0200573065902579,0,0,0,0,0.00859598853868195,0.0286532951289398,0.114613180515759,0,0.0343839541547278,0,0.00573065902578797,0,0.00573065902578797,0.0257879656160458,0.00573065902578797,0.00286532951289398,0,0,0,0,0.123209169054441,0.487106017191977,0,0.00286532951289398,0,0.00286532951289398,0,0,0.00286532951289398,0.00286532951289398,0,0,0,0,0,0,0,0,0.00286532951289398,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1804,0.00571428571428571,0,0.00285714285714286,0.0114285714285714,0.105714285714286,0.00285714285714286,0.00285714285714286,0.0314285714285714,0,0,0.00285714285714286,0.0142857142857143,0.00571428571428571,0.02,0.122857142857143,0,0.0514285714285714,0,0,0.00285714285714286,0.00571428571428571,0.0142857142857143,0.00857142857142857,0,0.0171428571428571,0,0,0,0.0771428571428571,0.48,0,0,0,0,0,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1896,0.00571428571428571,0,0.00285714285714286,0.0114285714285714,0.105714285714286,0.00285714285714286,0.00285714285714286,0.0114285714285714,0,0.00285714285714286,0,0.00571428571428571,0,0.02,0.122857142857143,0.00285714285714286,0.0485714285714286,0,0.00285714285714286,0.00285714285714286,0.00571428571428571,0.0342857142857143,0.00285714285714286,0,0.00857142857142857,0,0,0,0.08,0.497142857142857,0,0,0.00285714285714286,0,0,0.0171428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,1987,0.00857142857142857,0,0,0.00857142857142857,0.0714285714285714,0,0,0.00285714285714286,0,0,0.00571428571428571,0.0142857142857143,0.00857142857142857,0.0114285714285714,0.131428571428571,0,0.0314285714285714,0,0,0,0.00285714285714286,0.0114285714285714,0.00285714285714286,0,0.00571428571428571,0,0,0,0.0542857142857143,0.62,0,0,0,0,0,0.00571428571428571,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2078,0.0142857142857143,0.00285714285714286,0,0.0142857142857143,0.108571428571429,0.00285714285714286,0,0,0,0,0.00571428571428571,0.00571428571428571,0.00571428571428571,0.0314285714285714,0.111428571428571,0.00285714285714286,0.0485714285714286,0,0,0.00571428571428571,0.00285714285714286,0.0171428571428571,0,0,0.0114285714285714,0,0,0,0.131428571428571,0.468571428571429,0,0,0,0.00571428571428571,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,2169,0.00859598853868195,0,0,0.00286532951289398,0.0802292263610315,0,0,0.0114613180515759,0,0,0.00286532951289398,0,0.00573065902578797,0.00859598853868195,0.134670487106017,0,0.0515759312320917,0,0,0.00573065902578797,0.00859598853868195,0.0286532951289398,0.00859598853868195,0,0.0143266475644699,0,0,0,0.0372492836676218,0.584527220630373,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,2260,0.0114613180515759,0,0.00286532951289398,0.0114613180515759,0.120343839541547,0.00286532951289398,0,0.0143266475644699,0,0,0.00286532951289398,0.00286532951289398,0.00286532951289398,0.0315186246418338,0.111747851002865,0.00573065902578797,0.0343839541547278,0,0,0,0.00573065902578797,0.0257879656160458,0.00573065902578797,0.00286532951289398,0.00573065902578797,0,0,0,0.128939828080229,0.455587392550143,0,0,0,0,0,0.00573065902578797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0.00286532951289398,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2443,0.0028735632183908,0,0,0.00862068965517241,0.0948275862068965,0.0028735632183908,0.0028735632183908,0.0028735632183908,0,0,0.0028735632183908,0.0028735632183908,0.00862068965517241,0.0316091954022989,0.112068965517241,0.0028735632183908,0.0344827586206897,0,0,0.00574712643678161,0.00862068965517241,0.0545977011494253,0.00574712643678161,0,0.014367816091954,0.0028735632183908,0,0,0.126436781609195,0.451149425287356,0,0,0,0.00574712643678161,0,0.00862068965517241,0.0028735632183908,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2534,0.00579710144927536,0,0,0.00289855072463768,0.0898550724637681,0.00289855072463768,0,0.0144927536231884,0,0,0.00579710144927536,0.00869565217391304,0.0144927536231884,0.0144927536231884,0.130434782608696,0.00579710144927536,0.0492753623188406,0,0.00289855072463768,0.00289855072463768,0.00289855072463768,0.0376811594202899,0.00579710144927536,0,0.0144927536231884,0,0,0.00289855072463768,0.0550724637681159,0.501449275362319,0,0,0,0.00579710144927536,0,0.0115942028985507,0.00289855072463768,0,0,0.00289855072463768,0,0,0,0,0,0,0,0.00579710144927536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,2625,0.0111111111111111,0.00222222222222222,0.00222222222222222,0.02,0.124444444444444,0.00666666666666667,0.00666666666666667,0.0155555555555556,0,0,0.00444444444444444,0.00444444444444444,0.0133333333333333,0.0155555555555556,0.0955555555555556,0,0.0644444444444444,0,0,0.00222222222222222,0.00888888888888889,0.0333333333333333,0.00888888888888889,0,0.00666666666666667,0,0,0,0.0755555555555556,0.468888888888889,0,0.00222222222222222,0,0,0,0.00444444444444444,0,0,0,0,0,0,0,0,0,0.00222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2716,0.00579710144927536,0.00289855072463768,0.00289855072463768,0.0115942028985507,0.063768115942029,0,0,0.0231884057971014,0,0,0,0.0144927536231884,0.00579710144927536,0.0115942028985507,0.133333333333333,0,0.0463768115942029,0,0,0.00289855072463768,0.00579710144927536,0.0318840579710145,0.0144927536231884,0,0.0144927536231884,0.00289855072463768,0,0,0.0463768115942029,0.547826086956522,0,0,0,0,0,0.00869565217391304,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2807,0.00573065902578797,0,0,0.0143266475644699,0.103151862464183,0.00573065902578797,0.00286532951289398,0.0200573065902579,0,0,0.00859598853868195,0.00286532951289398,0.00573065902578797,0.00859598853868195,0.134670487106017,0.00286532951289398,0.0229226361031519,0,0,0.00573065902578797,0.00859598853868195,0.0229226361031519,0.00573065902578797,0,0.0200573065902579,0.00286532951289398,0,0,0.0343839541547278,0.544412607449857,0.00286532951289398,0,0,0.00286532951289398,0,0.00573065902578797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,2899,0.0115606936416185,0.00289017341040462,0.00578034682080925,0.00578034682080925,0.0664739884393064,0.00289017341040462,0.00867052023121387,0.00867052023121387,0,0,0,0.00867052023121387,0.0115606936416185,0.0260115606936416,0.11849710982659,0,0.0202312138728324,0,0,0.00289017341040462,0,0.0144508670520231,0.0115606936416185,0,0.0115606936416185,0,0,0,0.11849710982659,0.53757225433526,0,0,0,0,0,0.00289017341040462,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,2990,0.00285714285714286,0,0,0.00285714285714286,0.0371428571428571,0,0.00285714285714286,0.00857142857142857,0.00285714285714286,0,0.00285714285714286,0,0,0.0228571428571429,0.12,0,0.0171428571428571,0,0.00285714285714286,0,0,0.02,0.00285714285714286,0,0.00571428571428571,0,0,0,0.12,0.622857142857143,0,0,0,0,0,0.00285714285714286,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,3127,0.00857142857142857,0,0,0,0.06,0.00285714285714286,0.00571428571428571,0.00857142857142857,0,0,0.00571428571428571,0.00285714285714286,0.00285714285714286,0.0285714285714286,0.114285714285714,0,0.0314285714285714,0,0,0.00857142857142857,0.00857142857142857,0.0285714285714286,0.00571428571428571,0,0,0,0,0,0.134285714285714,0.531428571428571,0,0,0,0,0,0.00857142857142857,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,3218,0.0114285714285714,0,0,0.00285714285714286,0.0514285714285714,0,0,0.00285714285714286,0,0,0.00285714285714286,0.00857142857142857,0.0114285714285714,0.0114285714285714,0.131428571428571,0,0.0342857142857143,0,0.00285714285714286,0,0,0.0228571428571429,0.00571428571428571,0,0.00857142857142857,0,0,0,0.0542857142857143,0.631428571428571,0,0,0,0,0,0.00571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,3309,0.00571428571428571,0.00285714285714286,0.00285714285714286,0.0142857142857143,0.0657142857142857,0.00285714285714286,0.0142857142857143,0.00571428571428571,0,0,0.00571428571428571,0.0142857142857143,0.00857142857142857,0.0342857142857143,0.108571428571429,0,0.0628571428571429,0,0,0,0.00285714285714286,0.0371428571428571,0.00285714285714286,0,0.0114285714285714,0,0,0,0.134285714285714,0.42,0.00285714285714286,0,0,0.00571428571428571,0,0.0285714285714286,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,3400,0.00571428571428571,0,0,0.00571428571428571,0.0457142857142857,0,0,0.00571428571428571,0,0,0.00857142857142857,0.00285714285714286,0.00285714285714286,0.0257142857142857,0.117142857142857,0,0.00857142857142857,0,0.00285714285714286,0.00285714285714286,0.00857142857142857,0.04,0.00857142857142857,0,0.0114285714285714,0,0,0,0.122857142857143,0.562857142857143,0,0,0,0.00285714285714286,0,0.00857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,3491,0.00854700854700855,0.00284900284900285,0.00284900284900285,0.0056980056980057,0.0883190883190883,0.00284900284900285,0,0.0227920227920228,0,0,0.0056980056980057,0.00854700854700855,0,0.0113960113960114,0.131054131054131,0,0.0626780626780627,0,0,0.0056980056980057,0.0256410256410256,0.0256410256410256,0,0,0.0170940170940171,0,0,0,0.0455840455840456,0.512820512820513,0,0,0,0,0,0.00284900284900285,0.00284900284900285,0,0,0,0,0.00284900284900285,0.00284900284900285,0,0,0,0,0,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,3583,0.00285714285714286,0,0,0.00285714285714286,0.0628571428571429,0,0.00571428571428571,0,0,0,0.00285714285714286,0.00571428571428571,0.00571428571428571,0.00571428571428571,0.137142857142857,0.00285714285714286,0.0457142857142857,0,0,0.00285714285714286,0.00857142857142857,0.02,0.00285714285714286,0,0,0.00285714285714286,0,0,0.0257142857142857,0.648571428571429,0,0,0,0.00571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,3674,0.0114285714285714,0,0,0,0.0571428571428571,0.00285714285714286,0,0.0228571428571429,0,0,0.00857142857142857,0,0.00285714285714286,0.0171428571428571,0.125714285714286,0,0.0314285714285714,0,0.00285714285714286,0,0,0.0342857142857143,0.00571428571428571,0,0.00857142857142857,0,0,0.00285714285714286,0.0771428571428571,0.574285714285714,0,0,0,0,0,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,3765,0.0142857142857143,0,0,0.00857142857142857,0.117142857142857,0.00285714285714286,0.00285714285714286,0.0114285714285714,0,0,0.00285714285714286,0.00285714285714286,0.00857142857142857,0.00285714285714286,0.14,0.00285714285714286,0.02,0,0.00285714285714286,0.00285714285714286,0.0114285714285714,0.0314285714285714,0.00285714285714286,0,0.0114285714285714,0.00285714285714286,0,0,0.0114285714285714,0.562857142857143,0,0,0,0,0,0.00857142857142857,0.00285714285714286,0,0,0,0,0.00285714285714286,0.00285714285714286,0,0,0,0,0.00571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,3856,0.00285714285714286,0,0.00285714285714286,0.0142857142857143,0.0571428571428571,0,0,0.0114285714285714,0,0,0,0.00285714285714286,0.00857142857142857,0.0228571428571429,0.12,0,0.0228571428571429,0,0,0.00285714285714286,0,0.02,0.00857142857142857,0,0.00857142857142857,0.00571428571428571,0,0,0.108571428571429,0.571428571428571,0,0,0,0.00285714285714286,0,0.00285714285714286,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,3947,0,0.00289855072463768,0,0.0231884057971014,0.0956521739130435,0.00579710144927536,0,0.0173913043478261,0,0,0.00579710144927536,0.00869565217391304,0.0144927536231884,0.0318840579710145,0.11304347826087,0,0.0463768115942029,0,0.00289855072463768,0.00579710144927536,0.00579710144927536,0.0231884057971014,0.0231884057971014,0,0.0463768115942029,0.00289855072463768,0,0,0.11304347826087,0.4,0,0,0,0,0,0.00579710144927536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289855072463768,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
