"depth","best.age","min.age","max.age"
3,-26,-31,-21
11,18,11,24
15,38,31,46
19,87,79,98
32.5,425,391,473
37.5,550,505,615
45,737,675,827
55,987,903,1110
65,1237,1129,1392
75,1487,1356,1674
85,NA,NA,NA
94,NA,NA,NA
