"sample.depths","sample.ages","Ambrosia.type","Betula","Carya","Amaranthaceae.undiff.","Clethra","Cyrilla.racemiflora","Ericaceae","Fraxinus.undiff.","Gordonia","Ilex","Iva.xanthifolia.type","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.undiff.","Planera.aquatica","Quercus","Rumex","Sambucus","Taxodium","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Alnus","Myrica","Populus","Poaceae","Cyperaceae.undiff.","Iva.frutescens.type","Cupressaceae.undiff.","Pinus.subg..Pinus.undiff.","Artemisia","Celtis","Cephalanthus","Platanus","Sapindus","Serenoa","Liliaceae","Fagus","Polygonum.amphibium","Salix","Thalictrum","Acer.undiff.","Castanea","Lechea","Urtica.type","Xanthium","Rosaceae","Primula","Rhus","Symplocos","Apiaceae.undiff.","Anacardiaceae.undiff.","Betulaceae.undiff.","Moraceae","Hypericum","Juglans.nigra","Mimosaceae","Rutaceae","Combretaceae.Melastomataceae","Styloceras","Rhamnaceae.undiff.","Phoradendron","Chamaecrista.type","Arecaceae.undiff.","Acer.negundo","Pinus.clausa.type","Polygonella.fimbriata.type","Corylus","Myrtaceae.undiff.","Osmanthus","Brassicaceae","Malvaceae","Polygonella.polygama.type","Eugenia","Viburnum","Tilia","Cornus.sericea.type","Magnolia","Caryophyllaceae","Ranunculaceae.undiff.","Dodonaea","Lamiaceae","Pistacia","Liriodendron","Acer.saccharum.type","Urticaceae","Plantago","Pinaceae.undiff.","Picea","Pinus.subg..Strobus","Acer.rubrum","Asteraceae.subf..Cichorioideae","Tsuga","Urticales.undiff.","Viscaceae.undiff.","Itea","Rubiaceae.undiff.","Gomphrena.type","Fraxinus.nigra.type","Galium","Campanulaceae","Dalea","Parthenocissus","Myrsine","Sisyrinchium","Ceanothus","Onagraceae","Euphorbia","Ceratiola.ericoides.type","Fabaceae.undiff.","Solanaceae","Abies","Araliaceae","Eriogonum"
441,22,0.0126182965299685,0.00157728706624606,0.026813880126183,0.00157728706624606,0.00157728706624606,0.00788643533123028,0.00630914826498423,0.0141955835962145,0.00157728706624606,0.00315457413249211,0.00157728706624606,0.0441640378548896,0.00473186119873817,0.00946372239747634,0.474763406940063,0.00157728706624606,0.162460567823344,0.00157728706624606,0.00157728706624606,0.0378548895899054,0.0126182965299685,0.0141955835962145,0.00315457413249211,0.00630914826498423,0.0315457413249211,0.00157728706624606,0.028391167192429,0.00315457413249211,0.00315457413249211,0.00157728706624606,0.0772870662460568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,565,0.0240295748613678,0.00184842883548983,0.0184842883548983,0.00369685767097967,0,0.00369685767097967,0.00369685767097967,0.0203327171903882,0.00184842883548983,0.0055452865064695,0,0.0425138632162662,0.00369685767097967,0.00924214417744917,0,0,0.195933456561922,0,0,0.0573012939001848,0.011090573012939,0.0055452865064695,0.00184842883548983,0.00184842883548983,0.0314232902033272,0,0.0351201478743068,0.00369685767097967,0.00369685767097967,0,0.495378927911275,0.00369685767097967,0.00184842883548983,0.00369685767097967,0.00184842883548983,0.00184842883548983,0.00369685767097967,0.00184842883548983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,1109,0.0155131264916468,0.00238663484486874,0.0178997613365155,0,0.00477326968973747,0.0071599045346062,0.00596658711217184,0.00596658711217184,0,0.00596658711217184,0,0.0692124105011933,0.00477326968973747,0.0155131264916468,0.440334128878282,0.00477326968973747,0.176610978520286,0,0,0.0322195704057279,0.0071599045346062,0.0167064439140811,0.00119331742243437,0.00596658711217184,0.0405727923627685,0,0.0202863961813842,0.00119331742243437,0,0.00119331742243437,0.0871121718377088,0,0.00119331742243437,0,0,0,0,0,0.00477326968973747,0.00119331742243437,0.00119331742243437,0.00119331742243437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,1652,0.002,0.004,0.004,0,0.004,0.02,0.01,0.02,0,0.002,0,0.034,0.004,0.01,0,0,0.142,0,0,0.046,0.006,0.016,0.006,0.01,0.024,0.002,0.032,0.002,0.002,0.004,0.57,0.002,0.002,0,0.004,0,0.002,0,0.002,0,0.002,0,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2196,0,0.00714285714285714,0.00952380952380952,0.00238095238095238,0,0.00952380952380952,0.00476190476190476,0.0166666666666667,0,0,0,0.0476190476190476,0.00238095238095238,0.0119047619047619,0,0.00238095238095238,0.178571428571429,0,0,0.0595238095238095,0.0119047619047619,0.00714285714285714,0,0.00476190476190476,0.0380952380952381,0,0.0333333333333333,0,0.00238095238095238,0.00476190476190476,0.528571428571429,0.00238095238095238,0,0,0.00238095238095238,0,0,0,0.00238095238095238,0,0,0,0.00238095238095238,0,0.00238095238095238,0,0,0.00238095238095238,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,2739,0.00476190476190476,0.00476190476190476,0.00952380952380952,0.00476190476190476,0,0.0206349206349206,0.00317460317460317,0.00317460317460317,0,0.00317460317460317,0,0.0238095238095238,0.0158730158730159,0.00476190476190476,0,0.00317460317460317,0.141269841269841,0,0,0.0476190476190476,0.00952380952380952,0.0158730158730159,0,0.00317460317460317,0.0365079365079365,0,0.0317460317460317,0.00476190476190476,0.00158730158730159,0.00952380952380952,0.577777777777778,0.00317460317460317,0,0,0.00158730158730159,0,0.00158730158730159,0,0.00476190476190476,0,0.00158730158730159,0,0,0,0,0.00158730158730159,0,0,0,0.00158730158730159,0.00158730158730159,0.00158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,3011,0.00436681222707424,0.00436681222707424,0.0196506550218341,0.00436681222707424,0,0.0196506550218341,0,0.0109170305676856,0,0.00655021834061135,0,0.0480349344978166,0.00218340611353712,0.0218340611353712,0,0.00218340611353712,0.187772925764192,0,0.00218340611353712,0.0545851528384279,0.00655021834061135,0.0174672489082969,0,0.00218340611353712,0.0283842794759825,0,0.0480349344978166,0.00436681222707424,0.00218340611353712,0,0.489082969432314,0.00655021834061135,0,0,0,0,0,0,0.00655021834061135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,3554,0,0.00248756218905473,0.0248756218905473,0,0,0.0149253731343284,0.0149253731343284,0.0099502487562189,0,0,0,0.0323383084577114,0.00248756218905473,0.0174129353233831,0,0.00248756218905473,0.196517412935323,0,0,0.0646766169154229,0.00497512437810945,0.00248756218905473,0.00746268656716418,0.00497512437810945,0.0398009950248756,0,0.0572139303482587,0,0,0,0.492537313432836,0,0,0,0.00248756218905473,0,0.00248756218905473,0,0,0,0,0,0,0.00248756218905473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,3826,0.00675675675675676,0.0118243243243243,0.027027027027027,0,0,0.00844594594594595,0.00506756756756757,0.0118243243243243,0,0.00337837837837838,0,0.0337837837837838,0.0168918918918919,0.00675675675675676,0.435810810810811,0,0.14527027027027,0,0,0.114864864864865,0.0152027027027027,0.0152027027027027,0.00168918918918919,0.00168918918918919,0.0304054054054054,0,0.0439189189189189,0.00337837837837838,0,0.00168918918918919,0.0456081081081081,0.00168918918918919,0.00506756756756757,0,0,0,0,0.00168918918918919,0.00168918918918919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168918918918919,0.00168918918918919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,4098,0.00383141762452107,0.00191570881226054,0.0153256704980843,0,0,0.0134099616858238,0.00574712643678161,0.00766283524904215,0,0.00191570881226054,0,0.0421455938697318,0.0134099616858238,0.00766283524904215,0,0.00957854406130268,0.149425287356322,0,0,0.0651340996168582,0.00766283524904215,0.0191570881226054,0.00574712643678161,0.00574712643678161,0.0325670498084291,0,0.0651340996168582,0.00191570881226054,0.00191570881226054,0.00383141762452107,0.503831417624521,0.00191570881226054,0.00191570881226054,0,0,0,0.00383141762452107,0,0,0,0.00383141762452107,0,0.00191570881226054,0,0,0,0,0,0,0,0,0,0,0,0.00191570881226054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
