"sample.depths","sample.ages","Ambrosia.type","Betula","Carya","Amaranthaceae.undiff.","Clethra","Cyrilla.racemiflora","Ericaceae","Fraxinus.undiff.","Gordonia","Ilex","Iva.xanthifolia.type","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.undiff.","Planera.aquatica","Quercus","Rumex","Sambucus","Taxodium","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Alnus","Myrica","Populus","Poaceae","Cyperaceae.undiff.","Iva.frutescens.type","Cupressaceae.undiff.","Pinus.subg..Pinus.undiff.","Artemisia","Celtis","Cephalanthus","Platanus","Sapindus","Serenoa","Liliaceae","Fagus","Polygonum.amphibium","Salix","Thalictrum","Acer.undiff.","Castanea","Lechea","Urtica.type","Xanthium","Rosaceae","Primula","Rhus","Symplocos","Apiaceae.undiff.","Anacardiaceae.undiff.","Betulaceae.undiff.","Moraceae","Hypericum","Juglans.nigra","Mimosaceae","Rutaceae","Combretaceae.Melastomataceae","Styloceras","Rhamnaceae.undiff.","Phoradendron","Chamaecrista.type","Arecaceae.undiff.","Acer.negundo","Pinus.clausa.type","Polygonella.fimbriata.type","Corylus","Myrtaceae.undiff.","Osmanthus","Brassicaceae","Malvaceae","Polygonella.polygama.type","Eugenia","Viburnum","Tilia","Cornus.sericea.type","Magnolia","Caryophyllaceae","Ranunculaceae.undiff.","Dodonaea","Lamiaceae","Pistacia","Liriodendron","Acer.saccharum.type","Urticaceae","Plantago","Pinaceae.undiff.","Picea","Pinus.subg..Strobus","Acer.rubrum","Asteraceae.subf..Cichorioideae","Tsuga","Urticales.undiff.","Viscaceae.undiff.","Itea","Rubiaceae.undiff.","Gomphrena.type","Fraxinus.nigra.type","Galium","Campanulaceae","Dalea","Parthenocissus","Myrsine","Sisyrinchium","Ceanothus","Onagraceae","Euphorbia","Ceratiola.ericoides.type","Fabaceae.undiff.","Solanaceae","Abies","Araliaceae","Eriogonum"
458,4641,0.00474683544303797,0.00474683544303797,0.0174050632911392,0,0,0.0110759493670886,0.00474683544303797,0.0079113924050633,0,0.00474683544303797,0,0.0316455696202532,0.0110759493670886,0.00949367088607595,0,0.0079113924050633,0.129746835443038,0,0,0.0585443037974684,0.0110759493670886,0.0079113924050633,0.00316455696202532,0.00158227848101266,0.0348101265822785,0,0.0537974683544304,0.00158227848101266,0,0.00158227848101266,0.57120253164557,0.00158227848101266,0,0,0.00158227848101266,0,0.00158227848101266,0,0.00158227848101266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158227848101266,0.00158227848101266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,5728,0.0113851992409867,0.00569259962049336,0.00569259962049336,0,0,0.00569259962049336,0,0.0094876660341556,0,0,0,0.0170777988614801,0.00569259962049336,0.0132827324478178,0,0,0.138519924098672,0,0,0.094876660341556,0.0113851992409867,0.00379506641366224,0.00189753320683112,0.00759013282732448,0.0227703984819734,0.00189753320683112,0.0759013282732448,0.00189753320683112,0,0,0.550284629981025,0,0.00379506641366224,0,0,0,0,0,0.00379506641366224,0,0.00189753320683112,0,0,0.00189753320683112,0.00189753320683112,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,6271,0.00559701492537313,0.00186567164179104,0.00932835820895522,0,0,0.0111940298507463,0,0.0279850746268657,0,0,0,0.0205223880597015,0.00373134328358209,0.0130597014925373,0,0.00186567164179104,0.158582089552239,0,0,0.041044776119403,0.0111940298507463,0.00559701492537313,0,0.00932835820895522,0.0167910447761194,0.00186567164179104,0.0727611940298507,0.00373134328358209,0,0,0.559701492537313,0.00373134328358209,0.00186567164179104,0,0.00186567164179104,0,0.00559701492537313,0,0.00186567164179104,0,0.00373134328358209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186567164179104,0.00186567164179104,0.00186567164179104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,6815,0,0.0043731778425656,0.0145772594752187,0,0,0.0043731778425656,0,0.00583090379008746,0,0,0,0.021865889212828,0.00583090379008746,0.0116618075801749,0,0.0087463556851312,0.104956268221574,0,0,0.0597667638483965,0.0233236151603499,0.0102040816326531,0,0.0043731778425656,0.0102040816326531,0,0.0583090379008746,0.00145772594752187,0,0,0.638483965014577,0,0.00145772594752187,0,0.00145772594752187,0,0.00145772594752187,0.00145772594752187,0,0,0.00145772594752187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145772594752187,0.00145772594752187,0.00145772594752187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,7358,0.0033167495854063,0.00497512437810945,0.0165837479270315,0,0,0.0033167495854063,0,0.0033167495854063,0,0.00165837479270315,0,0.0116086235489221,0.00497512437810945,0.00829187396351575,0,0.0066334991708126,0.117744610281924,0,0,0.0447761194029851,0.0132669983416252,0.00165837479270315,0.00165837479270315,0.0033167495854063,0.0099502487562189,0,0.0646766169154229,0,0,0,0.66832504145937,0,0.00165837479270315,0,0.00165837479270315,0,0,0,0.00165837479270315,0,0,0,0,0,0.00165837479270315,0,0,0.00165837479270315,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,7630,0.00175746924428822,0.0070298769771529,0.0123022847100176,0.00351493848857645,0,0.00351493848857645,0,0.0070298769771529,0,0,0,0.0175746924428823,0.00175746924428822,0.0123022847100176,0,0,0.105448154657293,0,0,0.0386643233743409,0.0105448154657293,0.0123022847100176,0.00351493848857645,0.00351493848857645,0.0123022847100176,0,0.0667838312829526,0.00351493848857645,0,0,0.664323374340949,0,0,0,0,0,0,0.00175746924428822,0.00175746924428822,0,0,0,0,0,0,0,0,0,0,0,0,0.00175746924428822,0,0,0,0,0.00175746924428822,0,0,0.00175746924428822,0,0,0.00175746924428822,0.00175746924428822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,7901,0.00352733686067019,0.00352733686067019,0.00705467372134039,0.0017636684303351,0,0.0017636684303351,0,0.0105820105820106,0,0,0,0.0158730158730159,0.00705467372134039,0.0105820105820106,0,0.00352733686067019,0.149911816578483,0,0,0.0246913580246914,0.0317460317460317,0.00705467372134039,0,0.0017636684303351,0.00705467372134039,0,0.054673721340388,0.00881834215167548,0.0017636684303351,0,0.645502645502645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017636684303351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,8445,0,0.00190839694656489,0.0133587786259542,0,0.00190839694656489,0.00381679389312977,0,0.00381679389312977,0,0,0,0.00763358778625954,0.00190839694656489,0.00954198473282443,0,0,0.16793893129771,0,0,0.0477099236641221,0.00763358778625954,0,0,0.00190839694656489,0.017175572519084,0,0.0209923664122137,0.00572519083969466,0,0,0.683206106870229,0.00190839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,8852,0.00206611570247934,0,0.0103305785123967,0.00206611570247934,0,0,0,0,0,0.00206611570247934,0,0.00413223140495868,0.00206611570247934,0.00619834710743802,0,0.00413223140495868,0.12396694214876,0,0,0.0371900826446281,0.0206611570247934,0.00826446280991736,0,0.00206611570247934,0.00826446280991736,0,0.0413223140495868,0.00619834710743802,0,0,0.708677685950413,0,0,0,0,0.00206611570247934,0,0,0.00619834710743802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206611570247934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,9124,0.00311526479750779,0.00623052959501558,0.00778816199376947,0.00311526479750779,0,0,0.00155763239875389,0.0124610591900312,0,0.00155763239875389,0,0.00934579439252336,0.00934579439252336,0.00778816199376947,0.529595015576324,0.00155763239875389,0.149532710280374,0,0,0.0389408099688473,0.014018691588785,0.0124610591900312,0.00155763239875389,0.00311526479750779,0.00934579439252336,0,0.043613707165109,0.00623052959501558,0,0.00311526479750779,0.109034267912773,0,0,0,0,0,0,0,0.00467289719626168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155763239875389,0,0,0,0,0.00311526479750779,0.00311526479750779,0.00155763239875389,0.00155763239875389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,11527,0.00970873786407767,0,0.0509708737864078,0,0,0,0,0.00970873786407767,0,0.00242718446601942,0,0.00970873786407767,0.00485436893203883,0.075242718446602,0,0.00242718446601942,0.385922330097087,0,0,0.00970873786407767,0.0631067961165049,0.00485436893203883,0,0,0.00728155339805825,0.00485436893203883,0.00728155339805825,0.00970873786407767,0,0.0388349514563107,0.266990291262136,0.00728155339805825,0,0,0.00242718446601942,0,0,0,0.0218446601941748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242718446601942,0.00242718446601942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,11598,0.00837988826815642,0,0.0279329608938547,0,0,0,0,0.00837988826815642,0,0,0,0.00558659217877095,0.0111731843575419,0.0363128491620112,0,0,0.388268156424581,0,0,0.0614525139664804,0.00558659217877095,0.0139664804469274,0.00279329608938547,0,0.00279329608938547,0,0.0195530726256983,0.00558659217877095,0,0.00837988826815642,0.377094972067039,0,0,0,0,0,0,0,0.00837988826815642,0,0,0,0.00279329608938547,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,11692,0.00761421319796954,0.00253807106598985,0.0304568527918782,0,0,0,0,0.00253807106598985,0,0.00253807106598985,0,0.0152284263959391,0.00253807106598985,0.050761421319797,0,0,0.347715736040609,0,0,0.00761421319796954,0.00253807106598985,0.0050761421319797,0.00253807106598985,0,0.0050761421319797,0,0.0126903553299492,0.0812182741116751,0,0.0126903553299492,0.373096446700508,0.00253807106598985,0,0,0,0,0,0,0.032994923857868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,11786,0.0119402985074627,0,0.026865671641791,0.00298507462686567,0,0.00298507462686567,0,0.00597014925373134,0,0,0,0.017910447761194,0.0119402985074627,0.017910447761194,0,0,0.31044776119403,0,0,0.00597014925373134,0.00895522388059702,0.00597014925373134,0,0.00298507462686567,0.00298507462686567,0,0.026865671641791,0.017910447761194,0,0,0.444776119402985,0,0,0,0,0,0,0,0.0626865671641791,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00597014925373134,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,11881,0.0229885057471264,0.0028735632183908,0.0344827586206897,0,0,0.00574712643678161,0,0,0,0,0,0.0114942528735632,0.0028735632183908,0.0459770114942529,0,0,0.244252873563218,0,0,0.00862068965517241,0.0229885057471264,0.0114942528735632,0.00862068965517241,0,0,0,0.112068965517241,0.0459770114942529,0,0.0402298850574713,0.327586206896552,0,0,0,0,0,0,0,0.0201149425287356,0,0,0,0,0.0316091954022989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,11975,0.00710900473933649,0,0.042654028436019,0,0,0,0,0.0023696682464455,0,0,0,0.014218009478673,0.0023696682464455,0.0734597156398104,0,0,0.225118483412322,0,0,0.009478672985782,0.028436018957346,0.00710900473933649,0,0,0.0023696682464455,0,0.075829383886256,0.04739336492891,0,0.0521327014218009,0.35781990521327,0.0023696682464455,0.0023696682464455,0,0,0,0,0,0.0260663507109005,0,0,0,0,0.0165876777251185,0,0.0023696682464455,0,0,0,0,0,0,0.0023696682464455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,12069,0.0119904076738609,0,0.0311750599520384,0,0,0.00239808153477218,0,0.00239808153477218,0,0.00239808153477218,0,0.0143884892086331,0.00719424460431655,0.0479616306954436,0,0,0.223021582733813,0,0,0.0287769784172662,0.026378896882494,0.0167865707434053,0.00239808153477218,0,0.00239808153477218,0,0.0767386091127098,0.00719424460431655,0,0.00239808153477218,0.45083932853717,0,0,0,0,0,0,0,0.0359712230215827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239808153477218,0,0,0,0,0,0.00239808153477218,0,0,0,0,0,0,0,0,0,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,12210,0.00465116279069767,0,0.0372093023255814,0,0,0,0,0,0,0,0,0.00232558139534884,0,0.0511627906976744,0,0.00232558139534884,0.337209302325581,0,0,0.00697674418604651,0.0116279069767442,0.00697674418604651,0.00232558139534884,0.00465116279069767,0.00232558139534884,0,0.0744186046511628,0.00232558139534884,0.00465116279069767,0.0534883720930233,0.365116279069767,0,0.00232558139534884,0,0,0,0,0,0.0209302325581395,0,0,0,0,0.00232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232558139534884,0,0,0,0,0,0,0,0,0.00232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,12352,0.0164835164835165,0,0.0274725274725275,0,0,0,0,0.00274725274725275,0,0,0,0.0137362637362637,0,0.0741758241758242,0,0,0.313186813186813,0,0,0.010989010989011,0.0137362637362637,0.00824175824175824,0.00274725274725275,0,0.00549450549450549,0,0.115384615384615,0.021978021978022,0.00274725274725275,0.0302197802197802,0.28021978021978,0,0.00274725274725275,0,0,0,0,0,0.0521978021978022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274725274725275,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,12399,0.0160771704180064,0.00321543408360129,0.045016077170418,0,0,0.00321543408360129,0,0.0128617363344051,0,0,0,0.022508038585209,0.00964630225080386,0.0385852090032154,0.254019292604502,0,0.292604501607717,0,0,0.0128617363344051,0.0128617363344051,0.0192926045016077,0,0,0,0,0.0707395498392283,0.0321543408360129,0.00321543408360129,0.00964630225080386,0.090032154340836,0.00321543408360129,0,0,0,0,0,0,0.0192926045016077,0,0,0.00321543408360129,0,0,0,0,0,0,0,0.022508038585209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
