"sample.depths","sample.ages","Acer.rubrum","Ambrosia.type","Betula","Carya","Clethra","Cyperaceae","Ericaceae","Herbs.undiff.","Ilex","Liquidambar","Magnolia","Nyssa","Pinus.undiff.","Platanus","Quercus","Saxifragaceae","Ulmus","Alnus","Fraxinus","Amaranthaceae","Cupressaceae.undiff.","Corylus","Poaceae.undiff.","Juglans.nigra","Ostrya.Carpinus","Tilia","Vitis","Myrica","Viburnum","Acer.saccharum.type","Castanea","Fagus","Picea","Rhus","Salix","Shrubs.undiff.","Taxodium","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Juglans.cinerea","Apiaceae","Cornus","Acer.saccharinum.type","Caryophyllaceae","Cephalanthus","Thalictrum","Campanulaceae","Asteraceae.subf..Cichorioideae","Liriodendron","Artemisia","Celtis","Lamiaceae","Ranunculus","Gentianaceae","Sambucus","Rumex","Pinus.subg..Strobus","Abies","Plantago","Polygonum","Larix","Sanguisorba","Onagraceae","Arceuthobium","Armeria","Elymus","Rosaceae.undiff.","Cistaceae","Liliaceae","Polygonaceae.undiff.","Brassicaceae","Parthenocissus","Urtica.type"
155,8430,0.00118063754427391,0.00826446280991736,0.00354191263282172,0.0306965761511216,0,0.00472255017709563,0.00826446280991736,0.0613931523022432,0,0.0247933884297521,0,0.0649350649350649,0.139315230224321,0.00354191263282172,0.376623376623377,0.00118063754427391,0.00472255017709563,0.00944510035419126,0.00590318772136954,0,0.220779220779221,0.00472255017709563,0.00354191263282172,0,0.00236127508854782,0,0.00118063754427391,0.00236127508854782,0,0.00236127508854782,0,0.00590318772136954,0,0,0,0.00118063754427391,0,0.00118063754427391,0.00472255017709563,0,0,0,0,0,0,0,0,0,0,0,0.00118063754427391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,8828,0.00623700623700624,0.00831600831600832,0.00415800415800416,0.0478170478170478,0,0.0124740124740125,0.00207900207900208,0.0893970893970894,0,0.0249480249480249,0,0.0124740124740125,0.182952182952183,0.00623700623700624,0.467775467775468,0,0.00623700623700624,0.00831600831600832,0.00415800415800416,0,0.0914760914760915,0,0.00831600831600832,0,0.00623700623700624,0,0,0.00207900207900208,0,0,0.00207900207900208,0.00207900207900208,0,0,0,0,0,0,0,0,0.00207900207900208,0,0,0,0,0,0,0,0.00207900207900208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,9524,0,0.00195694716242661,0.00782778864970646,0.0410958904109589,0,0.0332681017612524,0.00195694716242661,0.0391389432485323,0,0.0215264187866928,0,0.0136986301369863,0.117416829745597,0.00391389432485323,0.512720156555773,0,0,0.00587084148727984,0.00195694716242661,0,0.095890410958904,0.00587084148727984,0.00587084148727984,0,0.00978473581213307,0,0,0,0,0,0,0.0156555772994129,0.00195694716242661,0,0,0,0,0.00978473581213307,0.0371819960861057,0.00195694716242661,0.00978473581213307,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,10220,0.00415800415800416,0.0103950103950104,0.00831600831600832,0.0353430353430353,0.00415800415800416,0.00415800415800416,0,0.00207900207900208,0,0.0187110187110187,0.00207900207900208,0.00207900207900208,0.118503118503119,0.0145530145530146,0.665280665280665,0,0,0.0166320166320166,0,0,0.0415800415800416,0.00831600831600832,0.0166320166320166,0,0,0,0,0,0,0,0,0.00623700623700624,0,0,0,0.00207900207900208,0,0.00623700623700624,0.00207900207900208,0,0.00415800415800416,0,0,0,0,0.00207900207900208,0,0,0,0,0,0.00207900207900208,0.00207900207900208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,11015,0.00159744408945687,0.012779552715655,0.00798722044728434,0.023961661341853,0.00479233226837061,0.0223642172523962,0,0.00798722044728434,0,0.0175718849840256,0,0.00159744408945687,0.097444089456869,0,0.626198083067093,0,0.012779552715655,0.00638977635782748,0.00638977635782748,0,0.0718849840255591,0.00319488817891374,0.0255591054313099,0,0.00798722044728434,0,0,0,0,0,0.00159744408945687,0.00798722044728434,0,0,0,0,0,0.00798722044728434,0.0111821086261981,0.00159744408945687,0.00319488817891374,0,0,0,0,0,0,0,0,0.00159744408945687,0.00159744408945687,0,0,0.00319488817891374,0.00159744408945687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,11662,0.00129032258064516,0.0129032258064516,0.0219354838709677,0.0232258064516129,0,0.00387096774193548,0.00129032258064516,0,0.00258064516129032,0,0,0.0206451612903226,0.16258064516129,0.00129032258064516,0.476129032258065,0,0.00516129032258065,0.04,0.00258064516129032,0,0.0258064516129032,0.0193548387096774,0.00516129032258065,0,0.0464516129032258,0,0.00129032258064516,0,0,0.00129032258064516,0,0.0412903225806452,0.0541935483870968,0.00129032258064516,0,0,0,0.00129032258064516,0.0141935483870968,0,0.00903225806451613,0,0,0,0.00258064516129032,0,0,0,0,0,0,0,0,0,0,0.00129032258064516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,12159,0.00284495021337127,0.0113798008534851,0.00995732574679943,0.0184921763869132,0,0.00142247510668563,0,0,0,0.00711237553342817,0.00142247510668563,0,0.108108108108108,0,0.597439544807966,0,0.00711237553342817,0.00568990042674253,0.00142247510668563,0.00142247510668563,0.13371266002845,0.0042674253200569,0.0355618776671408,0,0.00711237553342817,0,0.00142247510668563,0,0,0,0.00142247510668563,0.0085348506401138,0.00284495021337127,0,0,0,0,0.0284495021337127,0.00284495021337127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,12557,0.00390243902439024,0.00780487804878049,0.0126829268292683,0.0234146341463415,0,0.0107317073170732,0,0.00097560975609756,0.00292682926829268,0.0253658536585366,0,0.00097560975609756,0.0839024390243902,0.00292682926829268,0.669268292682927,0,0.00878048780487805,0.00682926829268293,0.00292682926829268,0,0.0585365853658537,0.00292682926829268,0.0282926829268293,0,0.00682926829268293,0,0.00292682926829268,0,0,0.00097560975609756,0.00097560975609756,0.00878048780487805,0,0,0.00195121951219512,0.00097560975609756,0,0.00780487804878049,0.0117073170731707,0.00097560975609756,0,0,0,0,0,0,0,0,0,0,0.00195121951219512,0,0,0,0,0,0.00097560975609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,13539,0.0007380073800738,0.0095940959409594,0.0287822878228782,0.0125461254612546,0,0.0199261992619926,0.0014760147601476,0,0.00664206642066421,0.0007380073800738,0,0.0029520295202952,0.283394833948339,0.0029520295202952,0.375645756457565,0,0.007380073800738,0.0280442804428044,0.0059040590405904,0,0.0132841328413284,0.0125461254612546,0.0140221402214022,0.0014760147601476,0.0634686346863469,0,0.0007380073800738,0.0007380073800738,0.0007380073800738,0.0022140221402214,0,0.0081180811808118,0.0656826568265683,0,0,0,0,0.0014760147601476,0.0162361623616236,0,0.007380073800738,0,0,0,0,0.0007380073800738,0,0,0,0.0014760147601476,0,0,0.0007380073800738,0,0,0,0.0007380073800738,0.0007380073800738,0.0007380073800738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,14076,0,0.0054421768707483,0.019047619047619,0.00272108843537415,0,0.0244897959183673,0.00408163265306122,0,0,0,0,0.00136054421768707,0.604081632653061,0,0.073469387755102,0,0.00136054421768707,0.0217687074829932,0.00680272108843537,0,0.00816326530612245,0.00408163265306122,0.017687074829932,0,0.017687074829932,0,0,0.00272108843537415,0,0.00136054421768707,0,0.00272108843537415,0.156462585034014,0,0.00136054421768707,0,0,0,0.0163265306122449,0,0,0,0,0.00136054421768707,0,0.00272108843537415,0,0,0,0.00136054421768707,0,0,0,0,0,0,0,0.00136054421768707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,14433,0,0.00197628458498024,0,0.00197628458498024,0,0.0454545454545455,0.00395256916996047,0,0,0,0,0,0.523715415019763,0,0.00592885375494071,0,0,0.00988142292490119,0.00197628458498024,0,0,0.0217391304347826,0.0276679841897233,0,0.00197628458498024,0,0,0.00395256916996047,0,0,0.00197628458498024,0,0.314229249011858,0,0,0,0,0,0.0217391304347826,0,0,0,0,0.00197628458498024,0,0,0,0,0,0.00395256916996047,0,0.00197628458498024,0,0,0,0,0,0.00197628458498024,0,0.00197628458498024,0,0,0,0,0,0,0,0,0,0,0,0,0
295,14791,0,0.003125,0,0.0015625,0,0.0203125,0.0015625,0,0,0,0,0,0.6453125,0.0015625,0.00625,0,0,0.021875,0,0,0.0015625,0,0.0125,0,0.003125,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.0203125,0,0,0,0,0,0,0.003125,0,0,0,0.0015625,0,0,0,0,0,0,0.0046875,0.0015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,15149,0,0.00143061516452074,0,0,0,0.0386266094420601,0.00429184549356223,0,0,0.00143061516452074,0,0,0.646638054363376,0.00143061516452074,0.011444921316166,0,0,0.011444921316166,0.00143061516452074,0,0,0.00858369098712446,0.0200286123032904,0,0.00143061516452074,0,0,0.00286123032904149,0,0,0,0,0.21173104434907,0,0.00143061516452074,0,0,0,0.0171673819742489,0,0,0,0,0,0,0.00715307582260372,0,0,0,0.00143061516452074,0.00143061516452074,0,0,0,0,0.00143061516452074,0,0.00286123032904149,0,0,0.00143061516452074,0.00286123032904149,0,0,0,0,0,0,0,0,0,0,0
320,15685,0,0.00317796610169492,0.00105932203389831,0.00105932203389831,0,0.0434322033898305,0.00211864406779661,0,0,0,0,0,0.548728813559322,0,0.0148305084745763,0,0,0.0180084745762712,0.00105932203389831,0,0,0.00529661016949153,0.0148305084745763,0,0.00423728813559322,0,0,0.00423728813559322,0,0,0,0,0.305084745762712,0,0.00105932203389831,0,0,0,0.0105932203389831,0,0.00317796610169492,0,0,0,0.00105932203389831,0.00317796610169492,0,0,0,0.00317796610169492,0,0,0,0,0,0,0,0.00635593220338983,0,0,0.00211864406779661,0.00211864406779661,0,0,0,0,0,0,0,0,0,0,0
330,16764,0,0.00258732212160414,0.00517464424320828,0.00129366106080207,0,0.0323415265200517,0.00258732212160414,0,0,0,0,0,0.583441138421734,0,0.019404915912031,0,0,0.019404915912031,0.00129366106080207,0,0,0.00776196636481242,0.0116429495472186,0,0.00129366106080207,0,0,0.00388098318240621,0.00258732212160414,0,0.00129366106080207,0,0.274256144890039,0,0,0,0,0,0.0206985769728331,0,0.00129366106080207,0,0,0,0,0,0,0,0,0.00129366106080207,0,0,0,0.00129366106080207,0,0,0,0.00129366106080207,0,0,0.00129366106080207,0.00129366106080207,0.00129366106080207,0,0,0,0,0,0,0,0,0,0
335,17394,0,0.00922722029988466,0.00230680507497117,0.00115340253748558,0,0.0507497116493656,0,0,0.00115340253748558,0,0,0,0.472895040369089,0,0.0173010380622837,0,0,0.0334486735870819,0,0.00115340253748558,0.00346020761245675,0.0161476355247982,0.0207612456747405,0,0.00230680507497117,0,0,0.0069204152249135,0,0.00115340253748558,0,0,0.288350634371396,0,0,0,0,0,0.0322952710495963,0,0.00115340253748558,0,0,0.00115340253748558,0,0.0103806228373702,0,0.00230680507497117,0,0.00576701268742791,0,0,0.00576701268742791,0,0,0.00230680507497117,0,0.00576701268742791,0,0,0,0.00115340253748558,0,0.00230680507497117,0.00115340253748558,0,0,0,0,0,0,0,0
355,19871,0,0.0044762757385855,0.0017905102954342,0,0,0.0393912264995524,0.0017905102954342,0,0,0,0,0,0.686660698299015,0.0017905102954342,0.0223813786929275,0,0,0.0071620411817368,0.0017905102954342,0,0.0008952551477171,0.0071620411817368,0.0098478066248881,0,0.0035810205908684,0,0,0.0053715308863026,0,0,0,0,0.167412712623098,0.0008952551477171,0,0,0,0,0.0125335720680394,0,0.0008952551477171,0,0,0.0008952551477171,0.0008952551477171,0.0071620411817368,0,0,0,0.0035810205908684,0,0,0.0017905102954342,0,0,0,0,0.0053715308863026,0,0,0.0017905102954342,0.0008952551477171,0,0,0,0.0008952551477171,0.0008952551477171,0,0,0,0,0,0
370,21132,0,0.00476190476190476,0.00476190476190476,0.00238095238095238,0,0.0464285714285714,0.00357142857142857,0,0,0,0,0.00119047619047619,0.753571428571429,0.00238095238095238,0.0166666666666667,0,0,0.019047619047619,0.00238095238095238,0,0.00833333333333333,0.00952380952380952,0.0214285714285714,0,0.00476190476190476,0,0,0.00476190476190476,0,0,0,0,0.0523809523809524,0,0,0.00119047619047619,0,0,0.0178571428571429,0,0,0,0,0,0,0.00714285714285714,0,0.00119047619047619,0,0.00357142857142857,0,0,0,0,0,0,0,0.00714285714285714,0,0,0,0.00119047619047619,0,0.00119047619047619,0,0,0,0.00119047619047619,0,0,0,0,0
380,22151,0,0.00141043723554302,0.00141043723554302,0,0,0.0465444287729196,0.00423131170662906,0,0.00141043723554302,0,0,0,0.653032440056417,0,0.0183356840620592,0,0,0.0253878702397743,0.00282087447108604,0.00282087447108604,0,0.0155148095909732,0.0155148095909732,0,0,0,0,0.00564174894217207,0.00141043723554302,0,0,0,0.153737658674189,0,0,0,0,0,0.00846262341325811,0,0.00282087447108604,0,0,0,0,0.00705218617771509,0,0,0,0.00705218617771509,0,0.00141043723554302,0.00141043723554302,0,0,0,0,0.0197461212976023,0,0,0,0,0,0.00282087447108604,0,0,0,0,0,0,0,0,0
390,24774,0,0.0048661800486618,0,0.00121654501216545,0,0.0364963503649635,0.0072992700729927,0,0.00121654501216545,0,0,0,0.708029197080292,0.00121654501216545,0.01338199513382,0,0.00121654501216545,0.0182481751824818,0.00121654501216545,0,0.0048661800486618,0.0048661800486618,0.0194647201946472,0,0.00364963503649635,0,0,0.0024330900243309,0,0.00121654501216545,0,0,0.119221411192214,0,0,0.00121654501216545,0,0,0.0255474452554745,0,0.00121654501216545,0,0,0.00121654501216545,0,0.0048661800486618,0,0.00121654501216545,0,0.0048661800486618,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0,0,0.00121654501216545,0,0.00121654501216545,0,0,0,0
400,27398,0,0.00409416581371546,0.00409416581371546,0.00204708290685773,0,0.0214943705220061,0.0266120777891505,0,0.00102354145342886,0,0,0,0.637666325486182,0,0.0358239508700102,0,0,0.0163766632548618,0.00204708290685773,0,0.133060388945752,0.00409416581371546,0.0245649948822927,0,0.00204708290685773,0,0,0.00614124872057318,0.00614124872057318,0,0,0,0.0286591606960082,0,0,0,0,0,0.0255885363357216,0,0,0,0,0.00204708290685773,0,0.00511770726714432,0,0.00102354145342886,0,0.00102354145342886,0,0,0,0,0,0.00102354145342886,0,0.00204708290685773,0,0.00102354145342886,0.00102354145342886,0.00102354145342886,0,0,0,0,0.00102354145342886,0,0,0.00102354145342886,0.00102354145342886,0,0
404,28447,0,0.00371057513914657,0.015460729746444,0,0,0.0791589363017935,0.0333951762523191,0.000618429189857761,0.00742115027829314,0,0,0,0.292517006802721,0.00309214594928881,0.0630797773654917,0,0.000618429189857761,0.0550401978973408,0.00123685837971552,0.000618429189857761,0.270871985157699,0.00309214594928881,0.0451453308596166,0,0.00432900432900433,0,0.000618429189857761,0.00247371675943105,0.00494743351886209,0,0.00123685837971552,0,0.0111317254174397,0,0.000618429189857761,0,0.000618429189857761,0.000618429189857761,0.0791589363017935,0,0.00247371675943105,0,0,0,0.000618429189857761,0.00309214594928881,0,0,0,0.00494743351886209,0,0,0,0,0.000618429189857761,0,0.00494743351886209,0,0.000618429189857761,0,0,0,0.000618429189857761,0,0,0,0,0,0,0.000618429189857761,0,0.000618429189857761,0
410,30021,0,0.00723684210526316,0.0125,0.00197368421052632,0.000657894736842105,0.0486842105263158,0.0210526315789474,0.000657894736842105,0.00460526315789474,0,0,0,0.339473684210526,0.00131578947368421,0.075,0,0.000657894736842105,0.0526315789473684,0.00328947368421053,0.000657894736842105,0.307236842105263,0.00723684210526316,0.0394736842105263,0,0.00197368421052632,0,0.000657894736842105,0.00723684210526316,0.00263157894736842,0,0.00131578947368421,0.00131578947368421,0.00723684210526316,0,0.00197368421052632,0,0,0,0.0427631578947368,0,0.00197368421052632,0,0,0,0.00131578947368421,0.00131578947368421,0,0,0,0.000657894736842105,0,0,0,0,0,0,0.00131578947368421,0,0,0,0,0.000657894736842105,0,0,0,0,0,0,0,0.000657894736842105,0,0.000657894736842105,0
418,32120,0,0.00798175598631699,0.0250855188141391,0.00228050171037628,0,0.072976054732041,0.0250855188141391,0.00114025085518814,0.00228050171037628,0,0,0,0.362599771949829,0,0.0627137970353478,0,0.00114025085518814,0.0706955530216648,0.00228050171037628,0.00114025085518814,0.152793614595211,0.00798175598631699,0.0763968072976055,0,0.0136830102622577,0,0.00228050171037628,0.00684150513112885,0,0,0,0,0.0148232611174458,0,0.00114025085518814,0,0,0.00114025085518814,0.0535917901938426,0,0.00456100342075257,0.00114025085518814,0,0.00114025085518814,0.00114025085518814,0.00456100342075257,0,0,0,0.00912200684150513,0,0,0,0,0,0,0.00912200684150513,0,0,0,0,0,0,0,0,0,0,0,0,0.00114025085518814,0,0,0
433,NA,0,0.00242571255306246,0.0139478471801092,0.00363856882959369,0.000606428138265616,0.047301394784718,0.00970285021224985,0.000606428138265616,0.00121285627653123,0,0,0,0.108550636749545,0.000606428138265616,0.149787750151607,0,0.000606428138265616,0.0624620982413584,0.00303214069132808,0.000606428138265616,0.475439660400243,0.00909642207398423,0.0448756822316555,0,0.00848999393571862,0,0,0.00303214069132808,0.00121285627653123,0,0.00121285627653123,0,0.0200121285627653,0.000606428138265616,0,0.000606428138265616,0,0,0.015767131594906,0,0.00424499696785931,0,0,0.000606428138265616,0.000606428138265616,0.00303214069132808,0,0,0,0.00181928441479685,0.000606428138265616,0.000606428138265616,0.000606428138265616,0,0,0.000606428138265616,0,0.000606428138265616,0,0.000606428138265616,0,0,0,0,0,0,0,0,0.000606428138265616,0,0,0,0
455,NA,0,0.00295566502463054,0.0226600985221675,0.00591133004926108,0,0.141871921182266,0.00985221674876847,0,0.00394088669950739,0,0,0.000985221674876847,0.207881773399015,0.00394088669950739,0.188177339901478,0,0.000985221674876847,0.114285714285714,0.00394088669950739,0.00197044334975369,0.083743842364532,0.0147783251231527,0.0660098522167488,0,0.00788177339901478,0,0,0.0118226600985222,0.00492610837438424,0.00197044334975369,0.00197044334975369,0.000985221674876847,0.0197044334975369,0.00197044334975369,0,0.000985221674876847,0,0,0.0423645320197044,0,0.00295566502463054,0,0,0.000985221674876847,0,0.0118226600985222,0.000985221674876847,0,0,0.00492610837438424,0,0,0,0,0,0.00295566502463054,0,0.000985221674876847,0,0,0,0.00197044334975369,0,0.000985221674876847,0,0,0,0.000985221674876847,0,0,0,0.000985221674876847,0.000985221674876847
