"sample.depths","sample.ages","Acer.rubrum","Ambrosia.type","Betula","Carya","Clethra","Cyperaceae","Ericaceae","Herbs.undiff.","Ilex","Liquidambar","Magnolia","Nyssa","Pinus.undiff.","Platanus","Quercus","Saxifragaceae","Ulmus","Alnus","Fraxinus","Amaranthaceae","Cupressaceae.undiff.","Corylus","Poaceae.undiff.","Juglans.nigra","Ostrya.Carpinus","Tilia","Vitis","Myrica","Viburnum","Acer.saccharum.type","Castanea","Fagus","Picea","Rhus","Salix","Shrubs.undiff.","Taxodium","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Juglans.cinerea","Apiaceae","Cornus","Acer.saccharinum.type","Caryophyllaceae","Cephalanthus","Thalictrum","Campanulaceae","Asteraceae.subf..Cichorioideae","Liriodendron","Artemisia","Celtis","Lamiaceae","Ranunculus","Gentianaceae","Sambucus","Rumex","Pinus.subg..Strobus","Abies","Plantago","Polygonum","Larix","Sanguisorba","Onagraceae","Arceuthobium","Armeria","Elymus","Rosaceae.undiff.","Cistaceae","Liliaceae","Polygonaceae.undiff.","Brassicaceae","Parthenocissus","Urtica.type"
10,60,0.0176056338028169,0.0809859154929577,0.00704225352112676,0.00352112676056338,0.0176056338028169,0.00704225352112676,0.0246478873239437,0.0211267605633803,0.0140845070422535,0.028169014084507,0.0563380281690141,0.0950704225352113,0.366197183098592,0.00352112676056338,0.119718309859155,0.00352112676056338,0.0105633802816901,0.00352112676056338,0.00352112676056338,0.00352112676056338,0.112676056338028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,120,0.0253292806484296,0.00506585612968592,0.00405268490374873,0.0172239108409321,0.0101317122593718,0.00405268490374873,0.0405268490374873,0.00405268490374873,0.0202634245187437,0.0141843971631206,0.0151975683890578,0.135764944275583,0.409321175278622,0.00303951367781155,0.181357649442756,0.0192502532928065,0.00202634245187437,0.00810536980749747,0.00405268490374873,0,0.0425531914893617,0.011144883485309,0.00101317122593718,0.00101317122593718,0.00405268490374873,0.00101317122593718,0.0060790273556231,0.00810536980749747,0.00202634245187437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,470,0.030902945436987,0.000482858522452921,0.00386286817962337,0.012554321583776,0.00386286817962337,0,0.0106228874939643,0,0.000965717044905843,0.00965717044905843,0.0212457749879285,0.252052148720425,0.25784645098986,0.00193143408981169,0.160791887976823,0.0140028971511347,0.00482858522452921,0.00627716079188798,0.00386286817962337,0.000482858522452921,0.18010622887494,0.00386286817962337,0.00144857556735876,0.00144857556735876,0.00386286817962337,0,0.00289715113471753,0.00144857556735876,0,0.00144857556735876,0.000965717044905843,0.00241429261226461,0.000482858522452921,0.000482858522452921,0.000482858522452921,0.000482858522452921,0.000965717044905843,0.000482858522452921,0.000482858522452921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1110,0.0119122257053292,0.00188087774294671,0.00313479623824451,0.019435736677116,0.00125391849529781,0.000626959247648903,0.013166144200627,0.00125391849529781,0.000626959247648903,0.0206896551724138,0.0169278996865204,0.26833855799373,0.217554858934169,0,0.267084639498433,0.0188087774294671,0.00501567398119122,0.00815047021943574,0.00188087774294671,0.000626959247648903,0.0858934169278997,0.00752351097178683,0.00125391849529781,0.000626959247648903,0.00752351097178683,0.000626959247648903,0.00188087774294671,0.00188087774294671,0.00438871473354232,0.000626959247648903,0.000626959247648903,0.00250783699059561,0.000626959247648903,0,0,0,0,0.00188087774294671,0.000626959247648903,0.000626959247648903,0.00188087774294671,0.000626959247648903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2390,0.0311787072243346,0,0.00456273764258555,0.0106463878326996,0.00836501901140684,0,0.0121673003802281,0.000760456273764259,0.00152091254752852,0.0152091254752852,0.0197718631178707,0.214448669201521,0.298859315589354,0.00152091254752852,0.180228136882129,0.0311787072243346,0.00532319391634981,0.00532319391634981,0.00532319391634981,0,0.122433460076046,0.00684410646387833,0.00152091254752852,0,0.00304182509505703,0,0.00304182509505703,0.00456273764258555,0,0,0,0.00380228136882129,0,0.00228136882129278,0,0,0,0.000760456273764259,0.00152091254752852,0,0,0,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.00152091254752852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3031,0.0243433696348495,0.0025624599615631,0.000640614990390775,0.0153747597693786,0.000640614990390775,0.00128122998078155,0.011531069827034,0.00128122998078155,0,0.0140935297885971,0.019859064702114,0.32222934016656,0.265855221012172,0,0.149263292761051,0.0192184497117233,0.00704676489429853,0.0076873798846893,0.000640614990390775,0,0.096732863549007,0.00576553491351698,0.00128122998078155,0.000640614990390775,0.00320307495195388,0,0,0.0025624599615631,0,0,0.00192184497117233,0.00128122998078155,0,0,0,0,0.00384368994234465,0,0,0,0,0,0,0,0,0.000640614990390775,0.0185778347213325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,4311,0.0195694716242661,0.000978473581213307,0.00146771037181996,0.0151663405088063,0.00391389432485323,0.00489236790606654,0.0151663405088063,0.0190802348336595,0.00146771037181996,0.00978473581213307,0.0337573385518591,0.0851272015655577,0.229941291585127,0.000489236790606654,0.203033268101761,0.0215264187866928,0.00293542074363992,0.00391389432485323,0.00293542074363992,0.000978473581213307,0.295499021526419,0.00293542074363992,0.00244618395303327,0,0.00342465753424658,0,0,0.00244618395303327,0.00244618395303327,0.000489236790606654,0,0.00440313111545988,0,0,0.000489236790606654,0.00146771037181996,0.00342465753424658,0,0.00146771037181996,0,0,0,0.000978473581213307,0,0,0.000489236790606654,0,0.000978473581213307,0.000489236790606654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,5079,0.0156062424969988,0.00120048019207683,0.00480192076830732,0.0132052821128451,0.000600240096038415,0.00240096038415366,0.0150060024009604,0.00420168067226891,0.00480192076830732,0.0138055222088836,0.0114045618247299,0.347539015606243,0.164465786314526,0,0.255102040816327,0.0120048019207683,0.00360144057623049,0.00180072028811525,0.00300120048019208,0,0.0978391356542617,0.00480192076830732,0.00360144057623049,0,0.00420168067226891,0,0,0,0.00900360144057623,0,0.00120048019207683,0.00360144057623049,0,0,0.00120048019207683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6232,0.00640204865556978,0,0.00512163892445583,0.0230473751600512,0.00512163892445583,0.00768245838668374,0.0153649167733675,0.0179257362355954,0.00256081946222791,0.0230473751600512,0.00640204865556978,0.199743918053777,0.137003841229193,0,0.345710627400768,0.00768245838668374,0.0089628681177977,0.0115236875800256,0.00384122919334187,0,0.147247119078105,0,0.00256081946222791,0,0.00640204865556978,0,0.00384122919334187,0.00256081946222791,0,0.00128040973111396,0.00128040973111396,0.00512163892445583,0,0,0,0,0.00128040973111396,0,0,0,0,0,0,0,0,0,0,0,0.00128040973111396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,6680,0.0120300751879699,0.00902255639097744,0,0.0240601503759399,0,0.00300751879699248,0.0270676691729323,0.0075187969924812,0.00601503759398496,0.0315789473684211,0.00601503759398496,0.174436090225564,0.177443609022556,0,0.323308270676692,0.0075187969924812,0.00601503759398496,0.00601503759398496,0.00601503759398496,0,0.147368421052632,0.00601503759398496,0.00150375939849624,0,0.00300751879699248,0,0,0.00150375939849624,0,0,0.00150375939849624,0.00451127819548872,0,0,0,0,0,0,0.00451127819548872,0,0.00150375939849624,0,0,0,0,0,0,0,0,0.00150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
