"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.undiff.","Alnus.viridis.subsp..crispa","Betula..small.","Betula.undiff.","Betulaceae.undiff.","Carya","Castanea","Cephalanthus","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Prunus","Quercus","Salix","Sarcobatus.vermiculatus","Tilia","Tsuga","Ulmus","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae.undiff.","Cyperaceae","Iva.annua.type","Iva.xanthifolia","Plantago","Poaceae.undiff.","Polygonum.lapathifolium","Rosaceae.undiff.","Rumex","Thalictrum","Urtica","Xanthium","Zea"
1,-31,0,0,0,0.00390625,0.013671875,0.00390625,0.001953125,0,0.00390625,0,0.20703125,0.01171875,0.0078125,0.0546875,0,0,0.0078125,0,0.001953125,0.02734375,0.001953125,0.01171875,0.005859375,0.033203125,0,0,0,0,0,0,0.013671875,0,0.00390625,0.00390625,0.0234375,0.01953125,0.10546875,0,0.001953125,0,0.216796875,0,0,0,0.044921875,0.005859375,0.08203125,0,0,0.00390625,0,0,0,0,0.00390625,0.052734375,0,0,0.01953125,0,0,0,0
3,-6,0,0,0.00315955766192733,0.00157977883096367,0.0157977883096366,0,0.009478672985782,0,0,0.0110584518167457,0.18957345971564,0.00157977883096367,0.009478672985782,0.0616113744075829,0,0,0.00157977883096367,0,0.00157977883096367,0.0221169036334913,0.00157977883096367,0,0.00631911532385466,0.009478672985782,0,0,0.00157977883096367,0,0,0,0.00631911532385466,0,0.0110584518167457,0.009478672985782,0.0221169036334913,0.009478672985782,0.116903633491311,0,0,0,0.241706161137441,0,0,0,0.0268562401263823,0.014218009478673,0.0932069510268562,0,0,0,0,0.00315955766192733,0,0,0.00157977883096367,0.0695102685624013,0,0,0.0268562401263823,0,0,0,0
5,20,0,0,0.00316455696202532,0,0.0126582278481013,0.00158227848101266,0.00474683544303797,0,0.00316455696202532,0,0.186708860759494,0.00158227848101266,0.0158227848101266,0.0632911392405063,0,0,0,0.00158227848101266,0,0.0443037974683544,0.00474683544303797,0,0.00158227848101266,0.00632911392405063,0,0.00316455696202532,0,0,0,0,0.0126582278481013,0,0.00632911392405063,0.00949367088607595,0.0253164556962025,0.0189873417721519,0.129746835443038,0.00316455696202532,0.00158227848101266,0,0.218354430379747,0.00158227848101266,0,0,0.0395569620253165,0.00474683544303797,0.069620253164557,0,0.00158227848101266,0,0,0.00158227848101266,0,0,0,0.0474683544303797,0,0,0.0537974683544304,0,0,0,0
7,45,0,0,0.00401606425702811,0,0.0180722891566265,0,0.00401606425702811,0,0.00803212851405622,0.00200803212851406,0.14859437751004,0.00200803212851406,0.00803212851405622,0.0883534136546185,0.00200803212851406,0,0.00401606425702811,0,0,0.0240963855421687,0,0,0.00200803212851406,0.00200803212851406,0,0,0,0,0,0,0.0100401606425703,0,0,0.0140562248995984,0.0441767068273092,0.0160642570281124,0.118473895582329,0.00803212851405622,0.0160642570281124,0,0.186746987951807,0,0,0,0.0421686746987952,0.0100401606425703,0.0963855421686747,0,0.00200803212851406,0,0,0.00200803212851406,0,0,0,0.072289156626506,0,0,0.0401606425702811,0,0.00200803212851406,0,0.00200803212851406
9,70,0,0,0.00316455696202532,0.00474683544303797,0.0268987341772152,0.00158227848101266,0.0079113924050633,0,0,0,0.129746835443038,0,0.00949367088607595,0.0775316455696203,0,0,0.00316455696202532,0.00158227848101266,0,0.0395569620253165,0.00316455696202532,0.00158227848101266,0,0,0,0.00316455696202532,0,0,0,0,0.00949367088607595,0.00158227848101266,0.00316455696202532,0.0189873417721519,0.0379746835443038,0.0126582278481013,0.128164556962025,0.00158227848101266,0.00632911392405063,0,0.224683544303797,0,0,0,0.0474683544303797,0.00632911392405063,0.0680379746835443,0,0.00316455696202532,0,0,0.0079113924050633,0,0,0,0.0490506329113924,0,0,0.0585443037974684,0,0,0,0.00158227848101266
11,95,0,0,0,0,0.0064935064935065,0,0.0064935064935065,0,0.00162337662337662,0,0.181818181818182,0.00324675324675325,0.00811688311688312,0.0487012987012987,0,0,0.00162337662337662,0,0,0.0357142857142857,0.00324675324675325,0,0,0.00324675324675325,0,0.00162337662337662,0,0,0,0,0.00162337662337662,0.00162337662337662,0.0064935064935065,0.0113636363636364,0.025974025974026,0.0178571428571429,0.173701298701299,0,0.0064935064935065,0,0.228896103896104,0,0,0,0.051948051948052,0.00811688311688312,0.0405844155844156,0,0.0064935064935065,0,0,0.0064935064935065,0,0,0,0.0568181818181818,0,0,0.0535714285714286,0,0,0,0
13,120,0,0,0,0.00158478605388273,0.00950871632329636,0,0.00158478605388273,0,0.0063391442155309,0,0.152139461172742,0,0.0142630744849445,0.0618066561014263,0,0.00158478605388273,0,0,0,0.0507131537242472,0.00475435816164818,0,0,0.00316957210776545,0,0.00316957210776545,0,0,0,0,0.00316957210776545,0,0.00316957210776545,0.0158478605388273,0.0475435816164818,0.0126782884310618,0.182250396196513,0,0.00475435816164818,0,0.22662440570523,0.00316957210776545,0,0,0.0412044374009509,0.00475435816164818,0.0380348652931854,0.00316957210776545,0.00316957210776545,0,0,0.00158478605388273,0,0,0,0.0586370839936609,0,0,0.0380348652931854,0,0,0.00158478605388273,0
15,145,0.00165562913907285,0,0,0.00165562913907285,0.00993377483443709,0,0.0033112582781457,0,0.00496688741721854,0,0.188741721854305,0.00165562913907285,0.00993377483443709,0.0562913907284768,0,0,0,0,0,0.076158940397351,0,0,0.00165562913907285,0.00496688741721854,0,0.0033112582781457,0,0,0,0,0.00827814569536424,0,0.00662251655629139,0.00993377483443709,0.0397350993377483,0.0115894039735099,0.160596026490066,0.0033112582781457,0,0,0.225165562913907,0,0,0.00165562913907285,0.0562913907284768,0.00993377483443709,0.0281456953642384,0,0.00165562913907285,0,0,0.00165562913907285,0,0,0,0.0529801324503311,0,0,0.0182119205298013,0,0,0,0
17,170,0,0,0.00182815356489945,0.00182815356489945,0.0109689213893967,0.00182815356489945,0.0036563071297989,0,0,0.00182815356489945,0.186471663619744,0.0036563071297989,0.0255941499085923,0.0420475319926874,0,0,0.00548446069469835,0.00182815356489945,0,0.0347349177330896,0,0.020109689213894,0.0036563071297989,0.00182815356489945,0,0.0036563071297989,0,0,0,0,0.00914076782449726,0,0.00182815356489945,0.0255941499085923,0.0292504570383912,0.0109689213893967,0.182815356489945,0.00731261425959781,0.00182815356489945,0,0.226691042047532,0,0,0,0.0639853747714808,0.0109689213893967,0.0164533820840951,0.00182815356489945,0.00548446069469835,0,0,0,0,0,0,0.0347349177330896,0,0,0.020109689213894,0,0,0,0
19,195,0,0,0.00353356890459364,0.00176678445229682,0.00353356890459364,0,0.0106007067137809,0,0,0,0.167844522968198,0,0.0159010600706714,0.0459363957597173,0,0,0,0,0.00176678445229682,0.0565371024734982,0.0106007067137809,0,0.00706713780918728,0.00353356890459364,0,0,0,0,0,0,0.0159010600706714,0,0.0088339222614841,0.0106007067137809,0.0547703180212014,0.0282685512367491,0.164310954063604,0.00706713780918728,0,0,0.242049469964664,0.00176678445229682,0,0.00176678445229682,0.0441696113074205,0.00706713780918728,0.0247349823321555,0,0.00176678445229682,0,0,0,0,0,0,0.0300353356890459,0,0,0.0265017667844523,0.00176678445229682,0,0,0
