"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.undiff.","Alnus.viridis.subsp..crispa","Betula..small.","Betula.undiff.","Betulaceae.undiff.","Carya","Castanea","Cephalanthus","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Prunus","Quercus","Salix","Sarcobatus.vermiculatus","Tilia","Tsuga","Ulmus","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae.undiff.","Cyperaceae","Iva.annua.type","Iva.xanthifolia","Plantago","Poaceae.undiff.","Polygonum.lapathifolium","Rosaceae.undiff.","Rumex","Thalictrum","Urtica","Xanthium","Zea"
21,219,0,0,0,0,0.0186567164179104,0,0,0,0.00186567164179104,0,0.167910447761194,0.00186567164179104,0.00746268656716418,0.0578358208955224,0,0,0.00186567164179104,0,0,0.0615671641791045,0.00373134328358209,0,0,0,0,0.00186567164179104,0,0,0,0,0.00373134328358209,0,0.00373134328358209,0.0130597014925373,0.0354477611940298,0.00559701492537313,0.19589552238806,0,0,0,0.277985074626866,0.00186567164179104,0,0.00186567164179104,0.0746268656716418,0.0130597014925373,0.0149253731343284,0,0,0,0,0,0,0,0,0.0242537313432836,0,0,0.00746268656716418,0.00186567164179104,0,0,0
23,240,0,0,0,0,0.0166666666666667,0,0.00925925925925926,0,0,0,0.172222222222222,0,0.0166666666666667,0.062962962962963,0,0,0.00185185185185185,0,0,0.0481481481481481,0.00185185185185185,0.0037037037037037,0,0.00185185185185185,0,0.0037037037037037,0,0,0,0.00185185185185185,0.00740740740740741,0,0.00925925925925926,0.00925925925925926,0.0240740740740741,0.0203703703703704,0.196296296296296,0.00185185185185185,0,0,0.27037037037037,0.00185185185185185,0,0.0037037037037037,0.05,0.0185185185185185,0.0148148148148148,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0.012962962962963,0,0,0,0
25,261,0.00182481751824818,0,0,0,0.00912408759124088,0.00182481751824818,0.0072992700729927,0,0.00912408759124088,0,0.178832116788321,0,0.0145985401459854,0.0529197080291971,0,0,0.00182481751824818,0,0,0.0711678832116788,0.0109489051094891,0.00364963503649635,0.00182481751824818,0,0,0.00364963503649635,0,0,0,0,0.00912408759124088,0,0.0072992700729927,0.00912408759124088,0.0291970802919708,0.0072992700729927,0.187956204379562,0.00182481751824818,0.00547445255474453,0,0.266423357664234,0,0,0,0.0547445255474453,0.0127737226277372,0.0164233576642336,0.00182481751824818,0,0,0,0.00182481751824818,0.00182481751824818,0,0,0.0145985401459854,0,0,0.00364963503649635,0,0,0,0
27,282,0.00191570881226054,0,0,0.00191570881226054,0.00957854406130268,0,0.0172413793103448,0,0.00574712643678161,0,0.159003831417625,0.00383141762452107,0.0114942528735632,0.0708812260536398,0,0,0.00191570881226054,0.00191570881226054,0,0.053639846743295,0,0.0172413793103448,0.00191570881226054,0.00957854406130268,0,0.00383141762452107,0.00191570881226054,0,0,0,0.00574712643678161,0,0.00766283524904215,0.00766283524904215,0.0421455938697318,0.0229885057471264,0.157088122605364,0.00574712643678161,0.00383141762452107,0,0.266283524904215,0,0,0.00191570881226054,0.0574712643678161,0.0114942528735632,0.0114942528735632,0,0,0.00191570881226054,0,0,0,0,0,0.00957854406130268,0,0,0.0134099616858238,0,0,0,0
29,304,0.00382409177820268,0,0,0,0.0152963671128107,0,0.00764818355640535,0,0.00191204588910134,0,0.162523900573614,0.00382409177820268,0.0152963671128107,0.0669216061185468,0,0,0,0,0,0.0630975143403442,0.00191204588910134,0,0.00764818355640535,0.00382409177820268,0,0,0,0,0,0,0.0095602294455067,0,0.00191204588910134,0.011472275334608,0.0229445506692161,0.0095602294455067,0.145315487571702,0.00573613766730402,0,0,0.319311663479924,0,0,0.00191204588910134,0.0707456978967495,0.00764818355640535,0.0152963671128107,0,0.00191204588910134,0.00382409177820268,0,0,0,0,0,0.017208413001912,0,0,0,0.00191204588910134,0,0,0
31,325,0,0,0,0.00181488203266788,0.0217785843920145,0,0.014519056261343,0,0.00544464609800363,0,0.188747731397459,0,0.0072595281306715,0.0526315789473684,0,0,0.00362976406533575,0,0,0.0526315789473684,0.00362976406533575,0.0072595281306715,0.00181488203266788,0.00362976406533575,0,0,0,0,0,0,0.00544464609800363,0,0.00907441016333938,0.00362976406533575,0.0508166969147005,0.0199637023593466,0.159709618874773,0,0,0,0.283121597096189,0,0,0,0.0544464609800363,0.0181488203266788,0,0,0.00181488203266788,0,0,0,0,0,0,0.0254083484573503,0,0,0.00181488203266788,0.00181488203266788,0,0,0
33,346,0,0,0.00202429149797571,0,0.0263157894736842,0.00404858299595142,0.00404858299595142,0,0.00202429149797571,0,0.165991902834008,0.00607287449392713,0.0182186234817814,0.048582995951417,0,0,0.00202429149797571,0.00202429149797571,0,0.0404858299595142,0.00809716599190283,0.0121457489878543,0.00202429149797571,0.0161943319838057,0,0.00809716599190283,0,0,0,0,0.00404858299595142,0,0.00809716599190283,0.0101214574898785,0.0607287449392713,0.0384615384615385,0.176113360323887,0.00809716599190283,0.00202429149797571,0,0.228744939271255,0.00404858299595142,0,0,0.0668016194331984,0.0101214574898785,0.00202429149797571,0,0,0.00202429149797571,0,0,0,0,0,0.00809716599190283,0,0,0.00202429149797571,0,0,0,0
35,368,0.00362976406533575,0.00181488203266788,0.00181488203266788,0,0.0127041742286751,0.00544464609800363,0.0108892921960073,0,0.00181488203266788,0,0.17967332123412,0,0.0326678765880218,0.0362976406533575,0,0.00181488203266788,0.00362976406533575,0,0,0.0617059891107078,0.00181488203266788,0.00362976406533575,0.00181488203266788,0.00181488203266788,0,0.00181488203266788,0,0,0,0,0.0254083484573503,0,0.00907441016333938,0.00907441016333938,0.0671506352087114,0.0217785843920145,0.11978221415608,0.00181488203266788,0,0,0.279491833030853,0.00181488203266788,0,0.00181488203266788,0.0671506352087114,0.0108892921960073,0.0108892921960073,0,0,0,0,0,0,0,0,0.0072595281306715,0,0,0.00181488203266788,0,0,0,0
37,389,0.00191570881226054,0,0.00191570881226054,0,0.0210727969348659,0.00191570881226054,0.00766283524904215,0,0.00191570881226054,0,0.181992337164751,0,0.0229885057471264,0.0459770114942529,0,0,0.00383141762452107,0,0,0.0517241379310345,0.00383141762452107,0.00957854406130268,0.00383141762452107,0.00191570881226054,0,0,0,0,0,0,0.00957854406130268,0,0.00766283524904215,0.0153256704980843,0.0632183908045977,0.0153256704980843,0.195402298850575,0.00383141762452107,0,0,0.235632183908046,0,0,0.00191570881226054,0.0517241379310345,0.00957854406130268,0.00383141762452107,0.00191570881226054,0.00574712643678161,0,0,0,0,0,0,0.0153256704980843,0,0,0.00191570881226054,0,0,0,0
39,410,0,0,0,0.00354609929078014,0.00531914893617021,0,0.00709219858156028,0,0,0,0.202127659574468,0.00354609929078014,0.0159574468085106,0.049645390070922,0,0.00177304964539007,0,0,0,0.0531914893617021,0.00177304964539007,0.00709219858156028,0.00177304964539007,0,0,0,0,0,0.00177304964539007,0,0.0159574468085106,0,0.00709219858156028,0.0141843971631206,0.0478723404255319,0.0124113475177305,0.177304964539007,0.00177304964539007,0.00177304964539007,0,0.265957446808511,0,0,0,0.0656028368794326,0.00531914893617021,0.00354609929078014,0.00177304964539007,0.00531914893617021,0,0,0,0,0,0,0.0195035460992908,0,0,0,0,0,0,0
41,431,0,0,0,0.00371057513914657,0.00742115027829314,0,0.00556586270871985,0,0,0,0.179962894248609,0.00185528756957328,0.00556586270871985,0.0463821892393321,0,0,0,0,0,0.0500927643784787,0,0.00371057513914657,0.012987012987013,0.00742115027829314,0,0.00371057513914657,0,0,0,0,0.00927643784786642,0,0.00556586270871985,0.00742115027829314,0.0890538033395176,0.0241187384044527,0.174397031539889,0.00371057513914657,0.00185528756957328,0.00185528756957328,0.257884972170686,0,0,0.00185528756957328,0.0538033395176252,0.00927643784786642,0.00556586270871985,0,0.00185528756957328,0,0.00185528756957328,0.00556586270871985,0,0,0,0.012987012987013,0,0,0.00371057513914657,0,0,0,0
43,453,0,0,0,0,0.0112994350282486,0.00188323917137476,0.00564971751412429,0,0.00376647834274953,0,0.146892655367232,0.00188323917137476,0.00941619585687382,0.0546139359698682,0,0,0,0,0,0.0489642184557439,0,0.00376647834274953,0.00753295668549906,0.00564971751412429,0,0,0,0,0,0,0.0150659133709981,0,0.0112994350282486,0.0225988700564972,0.0828625235404896,0.0112994350282486,0.222222222222222,0.00188323917137476,0,0,0.235404896421846,0,0,0.00188323917137476,0.0677966101694915,0.00376647834274953,0.00564971751412429,0,0.00188323917137476,0,0,0.00376647834274953,0,0,0,0.00941619585687382,0,0,0.00188323917137476,0,0,0,0
45,474,0,0,0,0,0.0164533820840951,0.0036563071297989,0.0146252285191956,0,0,0,0.149908592321755,0.00182815356489945,0.0255941499085923,0.0493601462522852,0,0,0.00182815356489945,0,0.00182815356489945,0.076782449725777,0.0036563071297989,0.00914076782449726,0.00548446069469835,0.00182815356489945,0,0.00182815356489945,0,0,0,0,0.020109689213894,0,0.00548446069469835,0.0146252285191956,0.0877513711151737,0.0127970749542962,0.184643510054845,0.00182815356489945,0.00182815356489945,0,0.224862888482633,0,0,0,0.0639853747714808,0.00548446069469835,0,0.00182815356489945,0,0,0,0,0,0,0,0.00731261425959781,0.00182815356489945,0.00182815356489945,0,0,0,0,0
47,495,0,0.00191204588910134,0,0,0.0133843212237094,0.00382409177820268,0.00573613766730402,0.00191204588910134,0.00191204588910134,0,0.145315487571702,0.00382409177820268,0.0152963671128107,0.0650095602294455,0,0,0,0,0,0.0764818355640535,0,0.00573613766730402,0.00191204588910134,0.00764818355640535,0,0.00191204588910134,0,0,0,0,0.00573613766730402,0,0.00573613766730402,0.011472275334608,0.0936902485659656,0.0191204588910134,0.137667304015296,0.00191204588910134,0.00191204588910134,0,0.258126195028681,0,0,0.00191204588910134,0.0726577437858509,0.00764818355640535,0.0095602294455067,0.00191204588910134,0.00191204588910134,0,0,0,0,0,0,0.017208413001912,0,0,0,0,0,0,0
49,517,0,0,0,0.00201612903225806,0.0161290322580645,0,0.00806451612903226,0,0.00201612903225806,0,0.1875,0,0.030241935483871,0.0826612903225806,0,0,0,0,0,0,0.00201612903225806,0.0100806451612903,0.00806451612903226,0,0,0.00201612903225806,0,0,0,0,0.00806451612903226,0.00201612903225806,0.0221774193548387,0.0120967741935484,0.0665322580645161,0.00806451612903226,0.153225806451613,0,0,0,0.254032258064516,0,0,0,0.0766129032258065,0.00806451612903226,0.00201612903225806,0.00201612903225806,0.0100806451612903,0,0,0.00201612903225806,0,0,0,0.0120967741935484,0,0.00403225806451613,0.00604838709677419,0,0,0,0
51,538,0,0,0.00185185185185185,0,0.00925925925925926,0,0.00925925925925926,0,0.00185185185185185,0,0.161111111111111,0,0.0222222222222222,0.0666666666666667,0,0,0,0,0,0.0648148148148148,0.0037037037037037,0,0.0037037037037037,0,0,0.00740740740740741,0,0,0,0,0.0111111111111111,0,0.0037037037037037,0.0111111111111111,0.062962962962963,0.0148148148148148,0.183333333333333,0.0037037037037037,0.00185185185185185,0,0.288888888888889,0,0,0,0.0444444444444444,0.0111111111111111,0,0,0,0,0,0.00185185185185185,0,0,0,0.00925925925925926,0,0,0,0,0,0,0
53,559,0,0,0,0,0.0176817288801572,0.00589390962671906,0.00196463654223969,0.00196463654223969,0,0,0.165029469548134,0.00785854616895874,0.0176817288801572,0.0432220039292731,0,0,0.00196463654223969,0,0,0.0766208251473477,0.00392927308447937,0.00196463654223969,0.00196463654223969,0.00392927308447937,0,0.00196463654223969,0,0,0.00196463654223969,0,0.00196463654223969,0,0.00589390962671906,0.00785854616895874,0.0609037328094303,0.0353634577603143,0.168958742632613,0.00196463654223969,0,0,0.253438113948919,0,0,0,0.0766208251473477,0.0137524557956778,0.00196463654223969,0,0.00196463654223969,0,0,0.00196463654223969,0,0,0,0.00982318271119843,0,0,0,0.00196463654223969,0,0,0
55,580,0,0.00369685767097967,0,0.00369685767097967,0.0166358595194085,0,0.00184842883548983,0,0,0,0.170055452865065,0.00369685767097967,0.0295748613678373,0.0314232902033272,0,0,0,0,0.00184842883548983,0.0905730129390018,0.00369685767097967,0.0055452865064695,0,0.00184842883548983,0,0,0,0,0.00184842883548983,0,0.00924214417744917,0,0.0055452865064695,0.00739371534195933,0.0702402957486137,0.0277264325323475,0.177449168207024,0.00184842883548983,0,0,0.260628465804067,0.00184842883548983,0,0,0.055452865064695,0.00739371534195933,0.00184842883548983,0,0.00184842883548983,0,0,0,0,0,0,0.00369685767097967,0,0,0,0.00184842883548983,0,0,0
57,602,0,0,0,0,0.0166051660516605,0,0.007380073800738,0,0,0,0.16789667896679,0,0.018450184501845,0.033210332103321,0,0.0018450184501845,0,0,0,0.0682656826568266,0.0055350553505535,0.0018450184501845,0.003690036900369,0.0055350553505535,0,0,0,0,0,0,0.0166051660516605,0,0.003690036900369,0.011070110701107,0.055350553505535,0.0166051660516605,0.171586715867159,0,0,0,0.284132841328413,0,0,0,0.0719557195571956,0.0055350553505535,0.003690036900369,0.0018450184501845,0,0,0,0.003690036900369,0,0,0,0.018450184501845,0,0.003690036900369,0.0018450184501845,0,0,0,0
59,623,0.00185873605947955,0,0.00371747211895911,0.00185873605947955,0.0148698884758364,0,0.00371747211895911,0,0.00557620817843866,0,0.178438661710037,0.00557620817843866,0.0204460966542751,0.050185873605948,0,0.00185873605947955,0,0,0.00185873605947955,0.08364312267658,0.00557620817843866,0,0,0.00557620817843866,0,0.00557620817843866,0,0,0,0,0.0130111524163569,0,0.00743494423791822,0.0130111524163569,0.0408921933085502,0.0130111524163569,0.185873605947955,0,0,0,0.239776951672862,0,0,0,0.0631970260223048,0.00557620817843866,0.00185873605947955,0,0.00557620817843866,0,0,0,0,0,0,0.0185873605947955,0,0,0,0.00185873605947955,0,0,0
61,644,0,0,0,0.00184842883548983,0.0184842883548983,0,0.0055452865064695,0,0.00184842883548983,0,0.190388170055453,0,0.022181146025878,0.0369685767097967,0,0,0.00184842883548983,0,0,0.0499075785582255,0.00184842883548983,0.00184842883548983,0,0,0,0.00184842883548983,0,0,0.00184842883548983,0,0.00739371534195933,0,0.00924214417744917,0.011090573012939,0.0739371534195934,0.0147874306839187,0.155268022181146,0.00184842883548983,0,0,0.245841035120148,0,0,0.00184842883548983,0.0942698706099815,0.00924214417744917,0.0055452865064695,0,0.00184842883548983,0,0,0.00184842883548983,0,0,0,0.022181146025878,0,0.00184842883548983,0,0.0055452865064695,0,0,0
63,666,0,0,0,0.00191204588910134,0.0210325047801147,0.00191204588910134,0.00573613766730402,0,0,0,0.164435946462715,0,0.0229445506692161,0.0478011472275335,0,0,0.00191204588910134,0,0,0.0764818355640535,0,0.00191204588910134,0.00191204588910134,0.00382409177820268,0,0.00382409177820268,0,0,0,0,0.0152963671128107,0.00573613766730402,0.011472275334608,0.0095602294455067,0.0936902485659656,0.0191204588910134,0.152963671128107,0.00764818355640535,0,0,0.195028680688337,0.00191204588910134,0,0,0.0994263862332696,0.00764818355640535,0.00191204588910134,0,0.00382409177820268,0,0,0.00191204588910134,0,0,0,0.0152963671128107,0,0.00191204588910134,0,0,0,0,0
65,687,0,0,0,0,0.0115384615384615,0,0.00769230769230769,0,0.00192307692307692,0,0.175,0,0.0115384615384615,0.05,0,0,0,0.00192307692307692,0,0.0673076923076923,0.00576923076923077,0.00192307692307692,0.00192307692307692,0.00769230769230769,0,0,0,0,0,0,0.0134615384615385,0.00192307692307692,0.00384615384615385,0.00769230769230769,0.0826923076923077,0.0192307692307692,0.192307692307692,0.00384615384615385,0,0,0.230769230769231,0.00192307692307692,0,0.00384615384615385,0.0692307692307692,0.00961538461538462,0,0,0,0,0,0.00192307692307692,0,0,0,0.00769230769230769,0,0.00192307692307692,0.00384615384615385,0,0,0,0
67,745,0,0,0,0,0.0147874306839187,0.00184842883548983,0,0,0,0.0055452865064695,0.192236598890943,0.00184842883548983,0.0147874306839187,0.0351201478743068,0,0,0.00184842883548983,0.00369685767097967,0,0.0757855822550832,0.00184842883548983,0.00924214417744917,0.00369685767097967,0.00369685767097967,0.00184842883548983,0.00184842883548983,0,0,0,0,0.00924214417744917,0,0.011090573012939,0.011090573012939,0.0850277264325323,0.0277264325323475,0.158964879852126,0.0055452865064695,0.00184842883548983,0,0.181146025878004,0,0,0,0.088724584103512,0.0147874306839187,0.0055452865064695,0,0.00369685767097967,0,0,0,0,0,0,0.0258780036968577,0,0,0,0,0,0,0
69,804,0,0,0,0,0.0281425891181989,0,0.00938086303939963,0,0.00187617260787992,0,0.157598499061914,0,0.0225140712945591,0.0694183864915572,0,0,0,0,0,0.097560975609756,0.0075046904315197,0.00375234521575985,0.00187617260787992,0,0,0.00562851782363977,0,0,0,0,0.0112570356472795,0,0.00187617260787992,0.0112570356472795,0.0694183864915572,0.0168855534709193,0.181988742964353,0.00375234521575985,0,0,0.223264540337711,0,0,0,0.0637898686679174,0.00375234521575985,0,0,0,0,0,0.00375234521575985,0,0,0,0,0,0.00375234521575985,0,0,0,0,0
71,862,0,0,0.00185873605947955,0,0.00929368029739777,0,0.00743494423791822,0,0.00557620817843866,0.00185873605947955,0.178438661710037,0,0.00929368029739777,0.0464684014869888,0,0,0,0,0,0.0910780669144981,0.00371747211895911,0.00185873605947955,0,0.00557620817843866,0,0.00557620817843866,0,0,0.00185873605947955,0,0.016728624535316,0,0.00743494423791822,0.00743494423791822,0.0576208178438662,0.0278810408921933,0.174721189591078,0.00185873605947955,0,0,0.252788104089219,0,0,0,0.0724907063197026,0.00557620817843866,0,0.00185873605947955,0.00185873605947955,0,0,0,0,0,0,0.00185873605947955,0,0,0,0,0,0,0
73,920,0.00191570881226054,0,0.00383141762452107,0.00191570881226054,0.00957854406130268,0,0.0172413793103448,0,0,0.00383141762452107,0.17816091954023,0,0.0134099616858238,0.074712643678161,0,0,0,0,0.00383141762452107,0.0613026819923372,0.00191570881226054,0.00383141762452107,0.00574712643678161,0.00191570881226054,0,0,0.00383141762452107,0,0,0,0.0134099616858238,0,0.00574712643678161,0.00383141762452107,0.0440613026819923,0.0459770114942529,0.149425287356322,0.00574712643678161,0.00574712643678161,0,0.254789272030651,0,0,0,0.0593869731800766,0.0114942528735632,0,0.00191570881226054,0.00191570881226054,0,0,0.00191570881226054,0,0,0,0.00766283524904215,0,0,0,0,0,0,0
75,979,0,0,0.00385356454720617,0,0.0173410404624277,0,0.00578034682080925,0,0,0,0.190751445086705,0,0.0192678227360308,0.0520231213872832,0,0,0.00192678227360308,0,0,0.102119460500963,0.00578034682080925,0,0,0.00385356454720617,0,0.00192678227360308,0,0,0.00192678227360308,0,0.0134874759152216,0,0.00192678227360308,0.00770712909441233,0.0539499036608863,0.0327552986512524,0.157996146435453,0,0,0,0.262042389210019,0.00192678227360308,0,0,0.046242774566474,0.00963391136801541,0,0,0,0,0,0,0,0,0,0,0,0.00192678227360308,0.00192678227360308,0.00192678227360308,0,0,0
77,1037,0,0,0,0,0.0159574468085106,0,0.00886524822695036,0,0,0.00709219858156028,0.179078014184397,0,0.0124113475177305,0.0638297872340425,0,0,0.00177304964539007,0.00354609929078014,0,0.0868794326241135,0.00354609929078014,0.00177304964539007,0.00177304964539007,0.00531914893617021,0,0.00177304964539007,0,0,0,0,0.00354609929078014,0,0.00709219858156028,0.00354609929078014,0.0656028368794326,0.0691489361702128,0.109929078014184,0,0,0,0.24468085106383,0.00177304964539007,0,0,0.0868794326241135,0.00354609929078014,0.00354609929078014,0,0.00177304964539007,0,0,0,0,0,0,0.00177304964539007,0,0,0,0.00354609929078014,0,0,0
