"depth","best.age","min.age","max.age"
1,64,24,105
17,1911,1210,2615
37,3078,2240,3917
57,3757,3077,4438
77,4436,3917,4969
97,5114,4740,5506
117,5793,5532,6060
137,6472,6256,6711
157,7208,7017,7410
177,7959,7772,8147
197,8710,8504,8926
217,9460,9208,9728
237,NA,NA,NA
257,NA,NA,NA
277,NA,NA,NA
297,NA,NA,NA
317,NA,NA,NA
337,NA,NA,NA
357,NA,NA,NA
377,NA,NA,NA
397,NA,NA,NA
437,NA,NA,NA
477,NA,NA,NA
497,NA,NA,NA
557,NA,NA,NA
577,NA,NA,NA
617,NA,NA,NA
637,NA,NA,NA
677,NA,NA,NA
737,NA,NA,NA
797,NA,NA,NA
857,NA,NA,NA
917,NA,NA,NA
977,NA,NA,NA
1037,NA,NA,NA
1057,NA,NA,NA
