"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.negundo","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Populus","Poaceae","Acer.rubrum","Juglans.nigra","Asteraceae.subf..Cichorioideae","Pinus.undiff.","Platanus","Castanea","Caryophyllaceae","Herbs.undiff.","Rosaceae","Thalictrum","Sarcobatus.vermiculatus","Ephedra","Celtis","Iva.annua.type","Ericaceae"
160,747,0,0.106707317073171,0,0.00304878048780488,0,0.106707317073171,0.0152439024390244,0,0.00304878048780488,0.0396341463414634,0.0335365853658537,0.170731707317073,0.0182926829268293,0.0152439024390244,0.00304878048780488,0,0.0457317073170732,0,0,0,0.0914634146341463,0,0,0.0274390243902439,0.149390243902439,0,0.0945121951219512,0.0182926829268293,0,0.00914634146341463,0,0,0,0.0457317073170732,0.00304878048780488,0,0,0,0,0,0,0,0,0,0
180,944,0,0.074404761904762,0,0.00595238095238095,0,0.101190476190476,0.0119047619047619,0,0,0.0148809523809524,0.0595238095238095,0.238095238095238,0.0119047619047619,0.0238095238095238,0.00595238095238095,0,0.0386904761904762,0.00297619047619048,0,0,0.0327380952380952,0,0.00297619047619048,0.0238095238095238,0.139880952380952,0.00297619047619048,0.142857142857143,0.0119047619047619,0.00297619047619048,0.00297619047619048,0,0,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0
200,1160,0,0.113756613756614,0,0.00264550264550265,0,0.0767195767195767,0.00529100529100529,0.00264550264550265,0.00264550264550265,0.0211640211640212,0.044973544973545,0.21957671957672,0.0185185185185185,0.0158730158730159,0.00529100529100529,0,0.0529100529100529,0.00529100529100529,0,0,0.0529100529100529,0,0,0.0105820105820106,0.164021164021164,0.00264550264550265,0.08994708994709,0.0132275132275132,0,0.00529100529100529,0,0,0,0.0740740740740741,0,0,0,0,0,0,0,0,0,0,0
220,1393,0,0.136498516320475,0,0,0,0.0741839762611276,0.00890207715133531,0.0029673590504451,0,0.0356083086053412,0.0534124629080119,0.189910979228487,0.00890207715133531,0.0029673590504451,0,0.0029673590504451,0.0445103857566766,0.00593471810089021,0,0,0.056379821958457,0,0,0.0207715133531157,0.14540059347181,0.0029673590504451,0.0979228486646884,0.0029673590504451,0.0029673590504451,0.0118694362017804,0,0,0,0.0919881305637982,0,0,0,0,0,0,0,0,0,0,0
240,1640,0.00276243093922652,0.0966850828729282,0,0.00276243093922652,0.00276243093922652,0.132596685082873,0.0110497237569061,0.00276243093922652,0,0.0386740331491713,0.0359116022099447,0.259668508287293,0.0138121546961326,0.0138121546961326,0.00276243093922652,0,0.0276243093922652,0.00276243093922652,0,0,0.0497237569060773,0,0,0.0110497237569061,0.0856353591160221,0.00552486187845304,0.135359116022099,0,0,0.0110497237569061,0,0.00276243093922652,0,0.0469613259668508,0.00552486187845304,0,0,0,0,0,0,0,0,0,0
260,1901,0,0.106628242074928,0,0.00576368876080692,0,0.132564841498559,0.00864553314121038,0,0.00288184438040346,0.0403458213256484,0.0345821325648415,0.221902017291066,0.0172910662824208,0.0172910662824208,0,0.00288184438040346,0.0576368876080692,0.00288184438040346,0,0,0.0605187319884726,0,0.00288184438040346,0.00864553314121038,0.0778097982708934,0.00576368876080692,0.121037463976945,0.00864553314121038,0,0.0230547550432277,0,0,0,0.0288184438040346,0.00864553314121038,0.00288184438040346,0,0,0,0,0,0,0,0,0
280,2174,0,0.114035087719298,0,0,0,0.0994152046783626,0.0116959064327485,0.00584795321637427,0.00292397660818713,0.0555555555555556,0.0555555555555556,0.216374269005848,0.0204678362573099,0.0146198830409357,0,0,0.043859649122807,0.00292397660818713,0,0,0.0701754385964912,0,0.00292397660818713,0.0087719298245614,0.0964912280701754,0.00292397660818713,0.0760233918128655,0.0116959064327485,0,0.00584795321637427,0.00292397660818713,0,0,0.0730994152046784,0.00292397660818713,0,0,0,0,0.00292397660818713,0,0,0,0,0
300,2455,0.00840336134453781,0.142857142857143,0,0.00560224089635854,0.00560224089635854,0.0980392156862745,0.0140056022408964,0,0,0.0364145658263305,0.0532212885154062,0.215686274509804,0.0196078431372549,0.0112044817927171,0,0.00280112044817927,0.0224089635854342,0.00560224089635854,0,0,0.0560224089635854,0,0,0.0112044817927171,0.0784313725490196,0,0.092436974789916,0,0.00280112044817927,0.0168067226890756,0,0,0,0.0952380952380952,0.00280112044817927,0.00280112044817927,0,0,0,0,0,0,0,0,0
320,2745,0.00497512437810945,0.106965174129353,0,0,0,0.146766169154229,0.0174129353233831,0.00248756218905473,0,0.0472636815920398,0.0348258706467662,0.18407960199005,0.0223880597014925,0.0223880597014925,0.00248756218905473,0,0.0248756218905473,0.00248756218905473,0,0,0.0771144278606965,0,0,0.0124378109452736,0.072139303482587,0,0.129353233830846,0,0.00248756218905473,0.00248756218905473,0,0,0,0.072139303482587,0.0124378109452736,0,0,0,0,0,0,0,0,0,0
340,3040,0,0.114551083591331,0,0.00309597523219814,0,0.0804953560371517,0.00619195046439629,0,0.00309597523219814,0.0773993808049536,0.0464396284829721,0.210526315789474,0.0154798761609907,0.0154798761609907,0.0123839009287926,0.00619195046439629,0.0402476780185759,0.00309597523219814,0,0,0.0557275541795666,0,0,0.00928792569659443,0.0959752321981424,0.0123839009287926,0.108359133126935,0.00619195046439629,0,0.00928792569659443,0.00309597523219814,0,0,0.0619195046439628,0,0.00309597523219814,0,0,0,0,0,0,0,0,0
360,3340,0,0.1,0,0,0.00625,0.1125,0.003125,0,0,0.05,0.03125,0.259375,0.0125,0.028125,0,0.003125,0.0375,0.00625,0,0,0.059375,0,0,0.0125,0.08125,0,0.103125,0.003125,0,0,0,0,0,0.090625,0,0,0,0,0,0,0,0,0,0,0
380,3642,0,0.151785714285714,0,0.00297619047619048,0,0.125,0.0267857142857143,0,0.00297619047619048,0.0208333333333333,0.0386904761904762,0.229166666666667,0.00595238095238095,0.00892857142857143,0.00297619047619048,0,0.0238095238095238,0,0,0,0.0714285714285714,0,0,0.0178571428571429,0.0833333333333333,0.00297619047619048,0.107142857142857,0.00297619047619048,0,0.00297619047619048,0,0,0,0.068452380952381,0,0,0,0,0,0,0.00297619047619048,0,0,0,0
400,3944,0,0.121301775147929,0,0,0.00591715976331361,0.162721893491124,0.00591715976331361,0,0,0.029585798816568,0.029585798816568,0.168639053254438,0.0236686390532544,0.0443786982248521,0.0029585798816568,0,0.0502958579881657,0.00591715976331361,0,0,0.0887573964497041,0,0,0.00887573964497041,0.0325443786982249,0,0.109467455621302,0.00887573964497041,0,0.0029585798816568,0,0,0,0.091715976331361,0.00591715976331361,0,0,0,0,0,0,0,0,0,0
420,4244,0,0.146579804560261,0,0,0,0.123778501628664,0.0195439739413681,0.00651465798045603,0,0.00325732899022801,0.00977198697068404,0.267100977198697,0.00977198697068404,0.0162866449511401,0.00651465798045603,0,0.0293159609120521,0,0,0,0.0716612377850163,0,0.00651465798045603,0.0162866449511401,0.0228013029315961,0,0.127035830618893,0.00977198697068404,0.00651465798045603,0.00325732899022801,0.00325732899022801,0,0,0.0944625407166124,0,0,0,0,0,0,0,0,0,0,0
440,4541,0.00284900284900285,0.0968660968660969,0,0.00284900284900285,0,0.185185185185185,0.0170940170940171,0,0,0.037037037037037,0.0170940170940171,0.199430199430199,0.0113960113960114,0.0256410256410256,0.00854700854700855,0,0.0598290598290598,0.0056980056980057,0,0,0.094017094017094,0,0.00284900284900285,0.0199430199430199,0.0199430199430199,0,0.094017094017094,0.00284900284900285,0,0.00284900284900285,0,0,0,0.0911680911680912,0,0,0,0,0,0,0,0.00284900284900285,0,0,0
460,4834,0,0.112469437652812,0,0.00733496332518337,0,0.156479217603912,0.019559902200489,0,0.00244498777506112,0.0244498777506112,0.0122249388753056,0.293398533007335,0.0122249388753056,0.0122249388753056,0.0146699266503667,0,0.0366748166259169,0.00244498777506112,0,0,0.0268948655256724,0,0,0.019559902200489,0.0268948655256724,0.00244498777506112,0.139364303178484,0.00488997555012225,0,0.00244498777506112,0,0.00244498777506112,0,0.0635696821515892,0.00244498777506112,0,0,0,0,0,0.00244498777506112,0,0,0,0
480,5119,0,0.08,0,0.0025,0,0.195,0.0075,0,0,0.0275,0.015,0.275,0.01,0.035,0.0075,0.0025,0.0275,0,0,0,0.0825,0,0,0.01,0.0375,0,0.09,0,0.005,0,0,0,0,0.0775,0.0125,0,0,0,0,0,0,0,0,0,0
500,5396,0,0.092948717948718,0,0.00641025641025641,0.00320512820512821,0.166666666666667,0.0128205128205128,0,0,0.016025641025641,0.0192307692307692,0.201923076923077,0.00961538461538462,0.0384615384615385,0.00320512820512821,0.00320512820512821,0.0224358974358974,0.00641025641025641,0,0,0.0673076923076923,0,0,0.0224358974358974,0.0769230769230769,0.00320512820512821,0.0801282051282051,0.00320512820512821,0,0.00641025641025641,0,0,0,0.134615384615385,0.00320512820512821,0,0,0,0,0,0,0,0,0,0
520,5665,0,0.0886850152905199,0,0.00305810397553517,0,0.091743119266055,0.0091743119266055,0,0,0.0122324159021407,0.0091743119266055,0.152905198776758,0.018348623853211,0.0305810397553517,0,0.00305810397553517,0.0336391437308868,0.0091743119266055,0,0,0.0703363914373089,0,0.00305810397553517,0.0152905198776758,0.198776758409786,0.00611620795107034,0.055045871559633,0.00611620795107034,0,0.00305810397553517,0,0,0,0.162079510703364,0.0152905198776758,0,0,0,0,0.00305810397553517,0,0,0,0,0
540,5927,0.00278551532033426,0.108635097493036,0,0,0,0.0696378830083565,0.00278551532033426,0,0,0.011142061281337,0.011142061281337,0.259052924791086,0.0139275766016713,0.0167130919220056,0,0,0.011142061281337,0,0,0,0.0668523676880223,0,0.00278551532033426,0,0.214484679665738,0.00278551532033426,0.0696378830083565,0.00278551532033426,0,0,0,0.00278551532033426,0,0.125348189415042,0.00557103064066852,0,0,0,0,0,0,0,0,0,0
560,6184,0,0.0742857142857143,0,0.00571428571428571,0.00285714285714286,0.08,0.00857142857142857,0,0,0.0114285714285714,0.00571428571428571,0.182857142857143,0.00571428571428571,0.0114285714285714,0.00571428571428571,0,0.00571428571428571,0.00285714285714286,0,0,0.0542857142857143,0,0.00285714285714286,0.00857142857142857,0.34,0,0.0885714285714286,0.00285714285714286,0,0,0,0.00285714285714286,0,0.0914285714285714,0.00285714285714286,0,0,0,0,0,0,0,0.00285714285714286,0,0
580,6436,0,0.0485933503836317,0,0,0,0.107416879795396,0.010230179028133,0,0,0.0051150895140665,0,0.214833759590793,0.0127877237851662,0.0051150895140665,0.0051150895140665,0.00255754475703325,0.00767263427109974,0,0,0,0.020460358056266,0,0.00255754475703325,0.00767263427109974,0.406649616368286,0.00255754475703325,0.0664961636828645,0.00255754475703325,0,0.00255754475703325,0,0,0,0.061381074168798,0.00767263427109974,0,0,0,0,0,0,0,0,0,0
620,6931,0,0.0687679083094556,0,0.00573065902578797,0,0.106017191977077,0.00859598853868195,0.00286532951289398,0,0,0.00859598853868195,0.257879656160458,0.0114613180515759,0.00286532951289398,0,0,0.0143266475644699,0,0,0,0.0343839541547278,0,0,0.0200573065902579,0.300859598853868,0.00573065902578797,0.0744985673352436,0,0,0.00286532951289398,0,0.00286532951289398,0,0.0687679083094556,0.00286532951289398,0,0,0,0,0,0,0,0,0,0
640,7176,0,0.0691964285714286,0,0,0.00669642857142857,0.0714285714285714,0.00446428571428571,0,0.00223214285714286,0.0245535714285714,0.00669642857142857,0.160714285714286,0.015625,0.0111607142857143,0,0,0.0424107142857143,0.00223214285714286,0,0,0.0669642857142857,0,0,0.015625,0.299107142857143,0,0.0669642857142857,0.00223214285714286,0.00223214285714286,0,0.00223214285714286,0,0,0.120535714285714,0.00446428571428571,0,0,0,0,0,0,0,0.00223214285714286,0,0
660,7420,0,0.0668380462724936,0,0,0.0025706940874036,0.0719794344473008,0,0,0.0025706940874036,0.0205655526992288,0.012853470437018,0.190231362467866,0.0154241645244216,0.0154241645244216,0,0.0025706940874036,0.0411311053984576,0.0025706940874036,0,0,0.0719794344473008,0,0,0.0154241645244216,0.246786632390745,0.0025706940874036,0.0874035989717224,0.0025706940874036,0,0,0,0.0051413881748072,0,0.110539845758355,0.012853470437018,0,0,0,0,0,0,0,0,0,0
680,7665,0,0.0696378830083565,0,0.00557103064066852,0,0.0724233983286908,0.00557103064066852,0,0,0.0250696378830084,0.0222841225626741,0.178272980501393,0.011142061281337,0.00835654596100279,0.00278551532033426,0.00278551532033426,0.0278551532033426,0.00278551532033426,0,0,0.064066852367688,0,0,0.00835654596100279,0.245125348189415,0,0.0752089136490251,0,0.00557103064066852,0.00278551532033426,0,0.00278551532033426,0,0.155988857938719,0.00557103064066852,0,0,0,0,0,0,0,0,0,0
700,7911,0,0.114906832298137,0,0,0.0031055900621118,0.046583850931677,0.0031055900621118,0,0,0.0341614906832298,0.0093167701863354,0.217391304347826,0.0217391304347826,0.031055900621118,0,0,0.0341614906832298,0,0.0434782608695652,0.0962732919254658,0.0559006211180124,0,0,0.0186335403726708,0.170807453416149,0,0.0652173913043478,0.0093167701863354,0,0,0.0031055900621118,0,0,0,0.0186335403726708,0,0.0031055900621118,0,0,0,0,0,0,0,0
720,8161,0,0.0914127423822715,0,0,0,0.0304709141274238,0.00554016620498615,0,0,0.038781163434903,0.0138504155124654,0.202216066481994,0.0249307479224377,0.0166204986149584,0,0,0.0443213296398892,0.00277008310249307,0.0304709141274238,0.119113573407202,0.0831024930747922,0,0,0.0110803324099723,0.207756232686981,0,0.0498614958448753,0.00277008310249307,0,0.00277008310249307,0,0,0,0,0.0221606648199446,0,0,0,0,0,0,0,0,0,0
740,8414,0,0.0802292263610315,0,0.00573065902578797,0,0.0114613180515759,0,0,0.00286532951289398,0.0315186246418338,0.0171919770773639,0.209169054441261,0.0257879656160458,0.0143266475644699,0,0,0.0286532951289398,0,0.0429799426934097,0.212034383954155,0.0343839541547278,0,0.00286532951289398,0.0143266475644699,0.174785100286533,0,0.0687679083094556,0.00286532951289398,0,0.00286532951289398,0,0,0,0.00573065902578797,0.0114613180515759,0,0,0,0,0,0,0,0,0,0
760,8672,0,0.0764872521246459,0,0.0028328611898017,0.0028328611898017,0.028328611898017,0.0056657223796034,0.0028328611898017,0,0.0424929178470255,0.0084985835694051,0.1671388101983,0.0169971671388102,0.0254957507082153,0,0,0.0339943342776204,0,0.0141643059490085,0.152974504249292,0.0679886685552408,0,0.0028328611898017,0.0028328611898017,0.260623229461756,0,0.0736543909348442,0,0,0.0113314447592068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,8936,0.00303951367781155,0.060790273556231,0,0.0060790273556231,0,0.0151975683890578,0.00303951367781155,0,0,0.033434650455927,0.0121580547112462,0.142857142857143,0.033434650455927,0.0121580547112462,0.00303951367781155,0,0.027355623100304,0,0.0182370820668693,0.218844984802432,0.088145896656535,0,0.0060790273556231,0.0121580547112462,0.227963525835866,0,0.0638297872340425,0.0060790273556231,0,0,0,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0.00303951367781155,0,0
800,9207,0.00294117647058824,0.0588235294117647,0,0.00294117647058824,0,0.0147058823529412,0.00588235294117647,0.00294117647058824,0,0.0176470588235294,0.00588235294117647,0.147058823529412,0.0264705882352941,0.00588235294117647,0.00588235294117647,0,0.0264705882352941,0,0.0676470588235294,0.267647058823529,0.0764705882352941,0,0.00294117647058824,0.00294117647058824,0.15,0.00588235294117647,0.0705882352941176,0.00294117647058824,0.00588235294117647,0.0117647058823529,0.00294117647058824,0,0,0,0.0088235294117647,0,0,0,0,0,0,0,0,0,0
820,9485,0.00606060606060606,0.0666666666666667,0,0.00303030303030303,0,0.0121212121212121,0.00909090909090909,0.00303030303030303,0,0.0424242424242424,0.0212121212121212,0.151515151515152,0.0333333333333333,0.0333333333333333,0.00303030303030303,0,0.0515151515151515,0,0.0303030303030303,0.257575757575758,0.0848484848484849,0,0,0.00909090909090909,0.139393939393939,0,0.0363636363636364,0.00303030303030303,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,9773,0.0056980056980057,0.0398860398860399,0,0.0056980056980057,0,0.00284900284900285,0.00284900284900285,0.00284900284900285,0.00284900284900285,0.0142450142450142,0.0113960113960114,0.136752136752137,0.0113960113960114,0.0170940170940171,0,0,0.037037037037037,0,0.0256410256410256,0.307692307692308,0.0740740740740741,0,0,0.0170940170940171,0.219373219373219,0,0.0484330484330484,0,0,0.00284900284900285,0,0,0,0,0.0113960113960114,0,0,0,0,0,0,0,0,0.00284900284900285,0
860,10071,0.00785340314136126,0.0418848167539267,0,0.00785340314136126,0.00523560209424084,0.00523560209424084,0.00261780104712042,0.00261780104712042,0,0.0366492146596859,0.0130890052356021,0.081151832460733,0.0157068062827225,0.0157068062827225,0,0.0104712041884817,0.049738219895288,0,0.0183246073298429,0.272251308900524,0.117801047120419,0,0,0.00785340314136126,0.217277486910995,0.00261780104712042,0.0523560209424084,0.00523560209424084,0,0,0,0,0,0,0.0104712041884817,0,0,0,0,0,0,0,0,0,0
880,10380,0.018970189701897,0.040650406504065,0,0,0,0.032520325203252,0.002710027100271,0,0,0.02710027100271,0.010840108401084,0.029810298102981,0.013550135501355,0.035230352303523,0.002710027100271,0.002710027100271,0.065040650406504,0,0.02710027100271,0.322493224932249,0.16260162601626,0,0,0.02710027100271,0.10840108401084,0,0.0542005420054201,0.002710027100271,0,0.00542005420054201,0,0,0,0,0.00542005420054201,0,0,0,0,0,0,0.002710027100271,0,0,0
900,10701,0.0237388724035608,0.0415430267062315,0,0.0029673590504451,0,0.0178041543026706,0.00593471810089021,0,0,0.029673590504451,0.00593471810089021,0.0148367952522255,0.029673590504451,0.0178041543026706,0,0.0029673590504451,0.0771513353115727,0.0029673590504451,0.0504451038575668,0.370919881305638,0.148367952522255,0,0,0.00890207715133531,0.056379821958457,0.00593471810089021,0.056379821958457,0,0,0.0118694362017804,0,0.0029673590504451,0,0,0.0148367952522255,0,0,0,0,0,0,0,0,0,0
910,10867,0.0166666666666667,0.05,0,0.00238095238095238,0.00238095238095238,0.019047619047619,0.00714285714285714,0.00238095238095238,0,0.0285714285714286,0.0119047619047619,0.00952380952380952,0.0214285714285714,0.019047619047619,0,0.00714285714285714,0.0619047619047619,0.00238095238095238,0.0285714285714286,0.44047619047619,0.15,0,0,0.00714285714285714,0.0380952380952381,0.00238095238095238,0.0666666666666667,0,0.00238095238095238,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,11036,0.0104166666666667,0.0442708333333333,0,0.00260416666666667,0.00260416666666667,0.0338541666666667,0.00520833333333333,0.00260416666666667,0,0.0338541666666667,0.015625,0.0182291666666667,0.0286458333333333,0.015625,0.00260416666666667,0.00520833333333333,0.0651041666666667,0,0.0885416666666667,0.348958333333333,0.143229166666667,0,0,0.0182291666666667,0.0286458333333333,0.00260416666666667,0.046875,0,0.00520833333333333,0.0078125,0,0,0,0,0.0182291666666667,0,0,0,0,0.00520833333333333,0,0,0,0,0
930,11208,0.00533333333333333,0.0453333333333333,0,0.00266666666666667,0,0.04,0.00533333333333333,0,0.00266666666666667,0.00266666666666667,0.008,0.016,0.00533333333333333,0.0106666666666667,0,0.008,0.048,0.00533333333333333,0.0373333333333333,0.429333333333333,0.189333333333333,0,0.00533333333333333,0.0106666666666667,0.0293333333333333,0,0.08,0.00266666666666667,0,0.00533333333333333,0.00266666666666667,0,0,0,0.00266666666666667,0,0,0,0,0,0,0,0,0,0
940,11385,0.0225,0.0025,0,0.0075,0.005,0.1225,0,0,0,0.01,0.015,0.005,0.025,0.005,0.0025,0.0225,0.03,0.035,0.475,0.09,0.075,0,0,0,0.005,0.0025,0.0275,0,0.005,0.005,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0
950,11564,0.0497076023391813,0.00292397660818713,0,0.00292397660818713,0.00292397660818713,0.178362573099415,0,0,0.0087719298245614,0.0087719298245614,0.0175438596491228,0,0.00584795321637427,0,0,0.0321637426900585,0.0233918128654971,0.0584795321637427,0.394736842105263,0.0526315789473684,0.0818713450292398,0,0,0,0,0.00584795321637427,0.0321637426900585,0,0.0321637426900585,0.00292397660818713,0,0,0,0,0,0,0,0,0,0.00292397660818713,0,0,0.00292397660818713,0,0
960,11745,0.0245901639344262,0.00546448087431694,0,0.00546448087431694,0.00546448087431694,0.0382513661202186,0.00546448087431694,0,0.00273224043715847,0.0191256830601093,0.0546448087431694,0.00273224043715847,0.0218579234972678,0.00273224043715847,0.00546448087431694,0.0765027322404372,0.0573770491803279,0.240437158469945,0.177595628415301,0.0437158469945355,0.098360655737705,0,0,0,0.0109289617486339,0,0.0273224043715847,0.0109289617486339,0.0519125683060109,0.00819672131147541,0,0,0,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0
970,NA,0.00526315789473684,0,0,0.00789473684210526,0.0263157894736842,0.05,0,0.00263157894736842,0,0.00789473684210526,0.0763157894736842,0,0.00263157894736842,0,0,0.00263157894736842,0.00263157894736842,0.592105263157895,0.115789473684211,0.0131578947368421,0.0315789473684211,0,0.00526315789473684,0,0.00789473684210526,0.00263157894736842,0.00263157894736842,0.0105263157894737,0.00263157894736842,0.0184210526315789,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0
