"sample.depths","sample.ages","Acer.negundo","Ambrosia.type","Amorpha.type","Artemisia","Betula","Amaranthaceae.undiff.","Cyperaceae","Fraxinus.nigra.type","Fraxinus.undiff.","Poaceae.undiff.","Iva.xanthifolia.type","Asteraceae.subf..Cichorioideae","Quercus","Rumex","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Pinus","Rubiaceae","Corylus","Thalictrum","Tilia","Urtica.type","Alnus","Ranunculus","Iva.annua.type","Elymus","Juglans.cinerea","Ostrya.Carpinus","Picea","Sarcobatus.vermiculatus","Populus","Dalea.candida","Dalea.purpurea","Abies","Lamiaceae","Cupressaceae","Platanus","Plantago","Rhamnaceae.Vitaceae.undiff.","Acer.saccharum.type","Carya","Ericaceae","Rosaceae","Cornus","Polygonum","Apiaceae","Larix","Humulus","Ephedra","Malvaceae","Parthenocissus","Shepherdia.canadensis","Epilobium.type","Juglans.nigra","Brassicaceae","Fagus","Shepherdia.argentea","Caryophyllaceae"
680,7178,0,0.12624584717608,0.00664451827242525,0.20265780730897,0.0166112956810631,0.0897009966777409,0.119601328903654,0,0,0.166112956810631,0,0,0.0598006644518272,0,0,0.0498338870431894,0.0299003322259136,0.0431893687707641,0,0.00332225913621262,0.00332225913621262,0,0,0.0166112956810631,0.00332225913621262,0,0.00664451827242525,0,0,0.053156146179402,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,7325,0,0.187919463087248,0,0.184563758389262,0.0201342281879195,0.13758389261745,0.100671140939597,0,0,0.110738255033557,0,0,0.0838926174496644,0,0,0.0134228187919463,0.0167785234899329,0.0738255033557047,0,0,0.00335570469798658,0,0,0.00335570469798658,0.00335570469798658,0,0,0,0,0.0436241610738255,0.0100671140939597,0,0.00335570469798658,0,0,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,7471,0,0.143790849673203,0.00326797385620915,0.166666666666667,0.0359477124183007,0.143790849673203,0.0718954248366013,0,0,0.0947712418300654,0,0,0.088235294117647,0,0,0.0163398692810458,0.0130718954248366,0.0816993464052288,0,0,0,0,0,0.0130718954248366,0.0065359477124183,0,0.0065359477124183,0,0,0.0915032679738562,0.00326797385620915,0,0,0,0.0065359477124183,0,0,0,0,0,0.00326797385620915,0,0,0,0,0.0065359477124183,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0
710,7618,0.00338983050847458,0.138983050847458,0,0.169491525423729,0.0169491525423729,0.149152542372881,0.0508474576271186,0.00338983050847458,0,0.132203389830508,0,0,0.0677966101694915,0,0,0.0440677966101695,0.0101694915254237,0.132203389830508,0,0,0.00677966101694915,0,0,0.00338983050847458,0.00338983050847458,0.00338983050847458,0,0,0,0.0474576271186441,0,0,0,0,0,0,0,0.00338983050847458,0,0.00338983050847458,0,0.00338983050847458,0,0,0.00338983050847458,0,0,0,0,0,0,0.00338983050847458,0,0,0,0,0,0,0
720,7764,0,0.168316831683168,0.0066006600660066,0.191419141914191,0.0099009900990099,0.108910891089109,0.0462046204620462,0.0033003300330033,0,0.158415841584158,0,0,0.0825082508250825,0,0,0.033003300330033,0.0132013201320132,0.0924092409240924,0,0.0033003300330033,0,0.0033003300330033,0,0.0066006600660066,0.0066006600660066,0.0066006600660066,0.0165016501650165,0,0,0.0264026402640264,0.0033003300330033,0,0,0.0066006600660066,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033003300330033,0,0,0
730,7911,0,0.131313131313131,0.00336700336700337,0.191919191919192,0.037037037037037,0.111111111111111,0.0572390572390572,0,0,0.107744107744108,0,0,0.158249158249158,0,0,0.0336700336700337,0.0235690235690236,0.0976430976430976,0,0.00336700336700337,0,0.00336700336700337,0,0.00673400673400673,0,0,0,0,0,0.0202020202020202,0.0101010101010101,0,0,0,0,0,0.00336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,8057,0,0.10738255033557,0,0.208053691275168,0.0100671140939597,0.0805369127516778,0.11744966442953,0,0.00335570469798658,0.187919463087248,0,0.00671140939597315,0.0973154362416107,0,0,0.023489932885906,0.0302013422818792,0.0469798657718121,0,0.00335570469798658,0,0,0,0.0167785234899329,0.00335570469798658,0,0.00335570469798658,0,0,0.0402684563758389,0.00671140939597315,0,0,0.00335570469798658,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,8204,0,0.183333333333333,0,0.183333333333333,0.0166666666666667,0.113333333333333,0.0633333333333333,0,0,0.0533333333333333,0,0.00333333333333333,0.0833333333333333,0.00333333333333333,0,0.0233333333333333,0.01,0.0766666666666667,0,0.0133333333333333,0,0,0,0,0.00333333333333333,0,0,0,0,0.156666666666667,0.00666666666666667,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0
760,8350,0,0.123333333333333,0,0.17,0.02,0.126666666666667,0.0866666666666667,0,0,0.09,0,0.00333333333333333,0.133333333333333,0,0,0.0166666666666667,0.0533333333333333,0.0666666666666667,0,0.0166666666666667,0,0,0,0.01,0,0,0.01,0,0,0.0633333333333333,0.00333333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,8497,0,0.256666666666667,0,0.18,0.00666666666666667,0.106666666666667,0.0366666666666667,0,0,0.0933333333333333,0,0,0.0966666666666667,0,0,0.0266666666666667,0.0433333333333333,0.06,0,0.00666666666666667,0,0,0,0.00333333333333333,0.00666666666666667,0,0.00333333333333333,0,0,0.0633333333333333,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,8643,0,0.175496688741722,0,0.158940397350993,0.0529801324503311,0.132450331125828,0.0562913907284768,0,0,0.152317880794702,0.00662251655629139,0,0.0794701986754967,0,0,0.0231788079470199,0.0198675496688742,0.0298013245033113,0,0,0,0,0,0.00662251655629139,0.00993377483443709,0,0.00662251655629139,0,0,0.0728476821192053,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0.00993377483443709,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,8789,0,0.231543624161074,0,0.147651006711409,0.0302013422818792,0.0838926174496644,0.0536912751677852,0,0,0.11744966442953,0,0,0.11744966442953,0,0,0.023489932885906,0.0201342281879195,0.0436241610738255,0,0.00335570469798658,0,0,0,0.0100671140939597,0.0134228187919463,0,0.00335570469798658,0,0,0.0838926174496644,0.00671140939597315,0,0,0,0.00671140939597315,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,8936,0,0.0794701986754967,0,0.122516556291391,0.0033112582781457,0.102649006622517,0.149006622516556,0,0,0.178807947019868,0,0,0.155629139072848,0,0,0.0198675496688742,0.033112582781457,0.0695364238410596,0,0.0033112582781457,0,0,0,0.0165562913907285,0.0033112582781457,0,0.0132450331125828,0,0,0.0463576158940397,0,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,9082,0,0.0827814569536424,0,0.132450331125828,0.0397350993377483,0.0960264900662252,0.0827814569536424,0,0,0.162251655629139,0,0.0033112582781457,0.0927152317880795,0,0,0.0165562913907285,0.0463576158940397,0.102649006622517,0,0.0033112582781457,0,0,0,0.00662251655629139,0.0033112582781457,0.0033112582781457,0.0033112582781457,0,0,0.112582781456954,0,0,0,0,0.00662251655629139,0,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,9229,0,0.115131578947368,0,0.157894736842105,0.0263157894736842,0.0855263157894737,0.0657894736842105,0,0,0.108552631578947,0,0,0.131578947368421,0,0,0.0263157894736842,0.0394736842105263,0.0953947368421053,0,0.00657894736842105,0,0,0,0.0164473684210526,0,0,0.0164473684210526,0,0,0.0822368421052632,0,0,0,0,0.00328947368421053,0.00328947368421053,0,0,0,0,0.00328947368421053,0.00328947368421053,0,0,0,0,0,0.00657894736842105,0,0,0,0,0,0,0.00657894736842105,0,0,0,0
830,9382,0,0.13,0,0.11,0.03,0.0733333333333333,0.0333333333333333,0,0,0.15,0,0.00333333333333333,0.15,0.00333333333333333,0,0.0333333333333333,0.0833333333333333,0.126666666666667,0,0.00666666666666667,0,0,0,0.00333333333333333,0.00333333333333333,0.00666666666666667,0.00333333333333333,0.00333333333333333,0,0.0466666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,9534,0,0.0313588850174216,0,0.125435540069686,0.0209059233449477,0.0627177700348432,0.13588850174216,0.00348432055749129,0,0.212543554006969,0,0,0.121951219512195,0,0,0.0209059233449477,0.0696864111498258,0.10801393728223,0,0.00348432055749129,0.00348432055749129,0,0,0.0104529616724739,0,0,0,0,0,0.0452961672473868,0.00348432055749129,0.00348432055749129,0,0,0.00696864111498258,0,0,0,0,0,0.00696864111498258,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,9687,0,0.0933333333333333,0,0.133333333333333,0.0366666666666667,0.0533333333333333,0.04,0,0,0.17,0.00333333333333333,0,0.16,0,0.0133333333333333,0.0166666666666667,0.1,0.103333333333333,0,0.02,0.00333333333333333,0,0,0.00666666666666667,0,0,0,0,0.00333333333333333,0.03,0.00666666666666667,0,0,0,0,0,0,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,9840,0.00336700336700337,0.0808080808080808,0,0.188552188552189,0.0437710437710438,0.0606060606060606,0.0437710437710438,0,0,0.212121212121212,0,0,0.0942760942760943,0,0,0.00336700336700337,0.101010101010101,0.090909090909091,0,0.00336700336700337,0.0101010101010101,0,0,0.0202020202020202,0,0,0.00673400673400673,0.00336700336700337,0.00673400673400673,0.0202020202020202,0,0,0,0,0.00336700336700337,0,0,0,0,0,0,0.00336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,9992,0,0.0505050505050505,0,0.0740740740740741,0.063973063973064,0.0269360269360269,0.0740740740740741,0.0134680134680135,0,0.178451178451178,0,0,0.141414141414141,0,0.0101010101010101,0.00673400673400673,0.188552188552189,0.0740740740740741,0,0.0336700336700337,0,0,0,0.00336700336700337,0,0,0.00336700336700337,0,0,0.0336700336700337,0,0.00336700336700337,0,0,0.00336700336700337,0,0,0,0,0,0,0.00673400673400673,0,0,0.00673400673400673,0,0,0,0,0,0,0,0,0,0,0,0,0.00336700336700337,0
880,10145,0,0.0468227424749164,0,0.107023411371237,0.0234113712374582,0.0367892976588629,0.173913043478261,0.00334448160535117,0,0.157190635451505,0,0,0.0501672240802676,0,0.020066889632107,0.0167224080267559,0.117056856187291,0.117056856187291,0,0.0167224080267559,0,0,0,0.0133779264214047,0,0,0.00668896321070234,0,0.00334448160535117,0.0702341137123746,0.00334448160535117,0.00334448160535117,0,0,0.0100334448160535,0,0,0,0,0,0,0,0,0,0,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0
890,10298,0.00338983050847458,0.0406779661016949,0,0.0440677966101695,0.0203389830508475,0.0338983050847458,0.152542372881356,0.0135593220338983,0,0.277966101694915,0,0,0.0847457627118644,0.00338983050847458,0.00338983050847458,0.0101694915254237,0.115254237288136,0.0779661016949153,0,0.023728813559322,0,0,0,0.023728813559322,0,0.00338983050847458,0.00338983050847458,0,0.0101694915254237,0.0406779661016949,0,0,0,0,0,0,0,0,0,0,0.00677966101694915,0.00677966101694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,10450,0.00347222222222222,0.0416666666666667,0,0.0798611111111111,0.0763888888888889,0.0243055555555556,0.0833333333333333,0.00347222222222222,0,0.184027777777778,0,0,0.0902777777777778,0,0.0138888888888889,0.0208333333333333,0.149305555555556,0.107638888888889,0,0.0173611111111111,0,0,0,0.00694444444444444,0,0.00347222222222222,0,0,0.00347222222222222,0.0659722222222222,0,0,0,0,0,0,0,0,0,0,0.0104166666666667,0.00347222222222222,0,0,0,0,0,0.00694444444444444,0,0,0,0,0,0,0.00347222222222222,0,0,0,0
910,10603,0,0.02,0,0.0333333333333333,0.0733333333333333,0.0333333333333333,0.0933333333333333,0.02,0,0.14,0,0,0.09,0,0.01,0.00333333333333333,0.24,0.13,0,0.0233333333333333,0.00666666666666667,0,0,0.00666666666666667,0.01,0,0,0,0.0133333333333333,0.0233333333333333,0,0.00333333333333333,0,0,0.01,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.00333333333333333,0,0,0,0
920,10756,0,0,0,0.0503597122302158,0.0863309352517986,0.0251798561151079,0.118705035971223,0,0,0.201438848920863,0,0,0.0971223021582734,0,0.0143884892086331,0.00359712230215827,0.158273381294964,0.140287769784173,0,0.00359712230215827,0,0,0,0.0179856115107914,0,0,0,0,0.00359712230215827,0.0503597122302158,0.00359712230215827,0.00719424460431655,0,0,0.00719424460431655,0,0,0,0,0,0.00359712230215827,0.00359712230215827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00359712230215827,0
930,10909,0,0.0374149659863946,0,0.0238095238095238,0.112244897959184,0.0340136054421769,0.0714285714285714,0,0,0.112244897959184,0,0,0.142857142857143,0,0.00340136054421769,0.0136054421768707,0.156462585034014,0.163265306122449,0,0.0204081632653061,0.00680272108843537,0,0,0.0272108843537415,0,0,0,0,0.0102040816326531,0.0442176870748299,0.00340136054421769,0.00340136054421769,0,0,0.00340136054421769,0,0,0,0,0,0.00680272108843537,0.00340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,10970,0,0.0472972972972973,0,0.0506756756756757,0.097972972972973,0.0405405405405405,0.0371621621621622,0.0168918918918919,0,0.097972972972973,0,0,0.108108108108108,0,0.0202702702702703,0.0168918918918919,0.158783783783784,0.189189189189189,0,0.0236486486486486,0,0,0,0.0135135135135135,0,0,0,0,0,0.0506756756756757,0.00337837837837838,0,0,0,0.00675675675675676,0,0.00337837837837838,0,0.00337837837837838,0,0.0135135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,11031,0,0.037037037037037,0,0.0336700336700337,0.101010101010101,0.0101010101010101,0.0437710437710438,0,0,0.0875420875420875,0,0.00336700336700337,0.104377104377104,0,0,0.0101010101010101,0.191919191919192,0.191919191919192,0,0.0168350168350168,0,0,0,0.0269360269360269,0,0,0,0,0,0.0976430976430976,0,0,0,0,0.0303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0.0101010101010101,0,0,0,0,0,0,0.00336700336700337,0,0,0,0
940,11061,0,0.00673400673400673,0,0.0572390572390572,0.195286195286195,0.0101010101010101,0.0303030303030303,0.00336700336700337,0,0.117845117845118,0,0,0.107744107744108,0,0.00673400673400673,0.00673400673400673,0.168350168350168,0.114478114478114,0,0.0235690235690236,0,0,0,0.0303030303030303,0.00336700336700337,0,0.00336700336700337,0,0.00673400673400673,0.063973063973064,0,0.0101010101010101,0,0,0.0168350168350168,0,0,0,0,0,0.0101010101010101,0,0,0,0,0,0,0.00336700336700337,0,0,0,0,0,0,0.00336700336700337,0,0,0,0
942,NA,0,0.0136054421768707,0,0.0340136054421769,0.22108843537415,0.0136054421768707,0.0510204081632653,0,0.00340136054421769,0.0782312925170068,0,0,0.0918367346938776,0,0.00680272108843537,0.00680272108843537,0.0952380952380952,0.0884353741496599,0,0.0238095238095238,0.00340136054421769,0,0,0.0408163265306122,0.00340136054421769,0,0.00340136054421769,0,0,0.183673469387755,0,0.00340136054421769,0,0,0.0170068027210884,0,0,0,0,0,0.00340136054421769,0,0,0,0,0,0,0.0136054421768707,0,0,0,0,0,0,0,0,0,0,0
944,NA,0,0.00671140939597315,0,0.023489932885906,0.161073825503356,0.0100671140939597,0.110738255033557,0,0,0.0838926174496644,0,0,0.0604026845637584,0,0.0100671140939597,0,0.0704697986577181,0.0335570469798658,0,0.0100671140939597,0,0,0,0.0469798657718121,0,0,0.00335570469798658,0,0.00335570469798658,0.298657718120805,0,0,0,0.00335570469798658,0.023489932885906,0,0.00671140939597315,0,0.00335570469798658,0,0,0,0,0,0,0,0,0.023489932885906,0,0,0,0,0.00335570469798658,0,0,0,0,0.00335570469798658,0
951,NA,0,0.0268456375838926,0,0.0771812080536913,0.0570469798657718,0.0134228187919463,0.0939597315436242,0.00335570469798658,0,0.0570469798657718,0,0,0.0536912751677852,0,0.0100671140939597,0.023489932885906,0.0704697986577181,0.0201342281879195,0,0.0134228187919463,0,0,0,0.0436241610738255,0,0,0.00671140939597315,0,0,0.412751677852349,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100671140939597,0,0.00335570469798658,0,0,0,0,0,0,0,0,0
953,NA,0,0.00476190476190476,0,0.0619047619047619,0.0142857142857143,0.00952380952380952,0.119047619047619,0.00476190476190476,0,0.0333333333333333,0,0,0.00476190476190476,0,0.00476190476190476,0.00476190476190476,0.00952380952380952,0.0142857142857143,0,0.0142857142857143,0,0,0,0.0380952380952381,0.00476190476190476,0,0.0380952380952381,0,0,0.571428571428571,0,0,0,0,0.00952380952380952,0,0,0,0,0,0,0.00476190476190476,0,0.00476190476190476,0,0,0,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0.00476190476190476
955,NA,0,0.00643086816720257,0,0.0546623794212219,0.0257234726688103,0.00643086816720257,0.0482315112540193,0.00643086816720257,0,0.0160771704180064,0.00321543408360129,0,0,0,0,0.00643086816720257,0.00964630225080386,0.0257234726688103,0,0.0160771704180064,0.00321543408360129,0,0,0.0353697749196141,0,0,0.0192926045016077,0,0,0.67524115755627,0.00964630225080386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022508038585209,0,0,0,0,0.00321543408360129,0.00321543408360129,0,0,0,0,0.00321543408360129
959,NA,0,0,0,0.0429042904290429,0.0528052805280528,0.0066006600660066,0.0561056105610561,0.0099009900990099,0,0.0066006600660066,0,0,0.0066006600660066,0,0,0,0,0.0264026402640264,0.0033003300330033,0.0066006600660066,0.0033003300330033,0,0,0.0033003300330033,0,0,0.0165016501650165,0,0,0.706270627062706,0,0,0,0,0.0033003300330033,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0.0462046204620462,0,0,0,0,0,0,0,0,0,0,0
965,NA,0,0,0,0.0099009900990099,0.0132013201320132,0.0033003300330033,0.0528052805280528,0,0,0.0132013201320132,0,0,0.0033003300330033,0,0,0.0033003300330033,0,0.0363036303630363,0,0.0066006600660066,0.0033003300330033,0,0,0.0033003300330033,0,0,0.0198019801980198,0,0,0.818481848184819,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0
970,NA,0,0.00483091787439614,0,0.0338164251207729,0.00966183574879227,0.00966183574879227,0.0386473429951691,0,0,0.0193236714975845,0,0,0.00966183574879227,0,0,0.00966183574879227,0,0.0386473429951691,0,0.00483091787439614,0,0,0,0.00483091787439614,0,0,0.0434782608695652,0,0,0.734299516908213,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241545893719807,0,0,0,0,0,0,0,0,0,0,0
