"sample.depths","sample.ages","Carya","Corylus","Cyperaceae","Fagus","Fraxinus..tricolpate.","Ostrya.Carpinus","Picea","Pinus.undiff.","Platanus","Quercus","Rhus","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Ambrosia","Populus","Amaranthaceae","Poaceae","Rosaceae","Acer.saccharum","Juglans.cinerea.type","Juglans.nigra.type","Pinus.banksiana.P..resinosa","Artemisia","Betula","Celtis","Salix","Alnus","Acer.saccharinum","Abies","Acer.undiff.","Cupressaceae","Fraxinus..tetracolpate.","Larix","Cornus","Urtica","Pinus.strobus","Rhamnus","Tsuga","Ericaceae","Other.herbs","Morus","Thalictrum","Apiaceae","Galium"
545,9935,0.087087087087087,0.003003003003003,0.024024024024024,0.015015015015015,0.039039039039039,0.051051051051051,0.006006006006006,0.003003003003003,0.024024024024024,0.492492492492492,0.003003003003003,0.003003003003003,0.009009009009009,0.159159159159159,0.012012012012012,0.003003003003003,0.012012012012012,0.012012012012012,0.003003003003003,0.021021021021021,0.012012012012012,0.003003003003003,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,10163,0.101851851851852,0.00694444444444444,0.0185185185185185,0.00231481481481481,0.0347222222222222,0.0555555555555556,0.00231481481481481,0.00694444444444444,0.0347222222222222,0.460648148148148,0,0.00231481481481481,0.0138888888888889,0.150462962962963,0.0277777777777778,0,0.0115740740740741,0.00694444444444444,0,0.0138888888888889,0.00925925925925926,0,0,0.00462962962962963,0.00231481481481481,0.0185185185185185,0.00231481481481481,0.00925925925925926,0.00231481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,10448,0.0403587443946188,0.0134529147982063,0.0269058295964126,0,0.0650224215246637,0.100896860986547,0,0.0538116591928251,0,0.432735426008969,0,0.00224215246636771,0.015695067264574,0.134529147982063,0.0224215246636771,0.00224215246636771,0,0.015695067264574,0,0.0134529147982063,0.00896860986547085,0,0,0,0.00672645739910314,0.00448430493273543,0,0.00672645739910314,0,0.00224215246636771,0.00224215246636771,0.00896860986547085,0.00896860986547085,0.00224215246636771,0.00224215246636771,0.00224215246636771,0.00224215246636771,0.00224215246636771,0,0,0,0,0,0,0
645,10647,0.0186170212765957,0.023936170212766,0.0345744680851064,0,0.0585106382978723,0.050531914893617,0.00797872340425532,0.0824468085106383,0.00265957446808511,0.433510638297872,0,0.00531914893617021,0.00531914893617021,0.132978723404255,0,0.00265957446808511,0.00265957446808511,0.0212765957446809,0.00265957446808511,0.0132978723404255,0.0132978723404255,0,0,0,0.023936170212766,0,0.00265957446808511,0.0212765957446809,0.00265957446808511,0.00797872340425532,0,0,0,0.00797872340425532,0,0,0.0186170212765957,0,0.00265957446808511,0,0,0,0,0,0
653,10704,0.0151515151515152,0.0238095238095238,0.112554112554113,0,0.0411255411255411,0.0627705627705628,0.0541125541125541,0.106060606060606,0,0.227272727272727,0,0.00216450216450216,0.0108225108225108,0.0995670995670996,0.00432900432900433,0.00432900432900433,0,0.0649350649350649,0.00216450216450216,0.0173160173160173,0.00432900432900433,0.00216450216450216,0,0.0151515151515152,0.0238095238095238,0,0.012987012987013,0.0346320346320346,0.00216450216450216,0.0108225108225108,0,0,0,0.0194805194805195,0,0,0.012987012987013,0,0.0064935064935065,0.00432900432900433,0.00216450216450216,0,0,0,0
661,10761,0.0136363636363636,0.0363636363636364,0.120454545454545,0,0.0886363636363636,0.0659090909090909,0.0386363636363636,0.075,0.00227272727272727,0.220454545454545,0,0.00227272727272727,0.0136363636363636,0.0886363636363636,0.00454545454545455,0.00909090909090909,0,0.0659090909090909,0.00227272727272727,0.00227272727272727,0,0,0.00454545454545455,0.0181818181818182,0.0227272727272727,0,0.00227272727272727,0.0454545454545455,0.00227272727272727,0.0159090909090909,0,0,0.00909090909090909,0.0136363636363636,0,0,0,0,0.00454545454545455,0,0.00227272727272727,0.00227272727272727,0.00454545454545455,0.00227272727272727,0
669,10818,0.0138888888888889,0.0208333333333333,0.123263888888889,0,0.0625,0.0711805555555556,0.0607638888888889,0.0243055555555556,0,0.248263888888889,0,0.00173611111111111,0.0190972222222222,0.0850694444444444,0.00868055555555556,0,0.00347222222222222,0.0902777777777778,0,0.00868055555555556,0.00694444444444444,0,0.0208333333333333,0.0190972222222222,0.0260416666666667,0.00173611111111111,0.00694444444444444,0.0208333333333333,0.00173611111111111,0.0104166666666667,0,0.00173611111111111,0.00173611111111111,0.0173611111111111,0,0,0.00347222222222222,0,0.015625,0,0.00173611111111111,0,0.00173611111111111,0,0
673,10847,0.0183066361556064,0.0297482837528604,0.116704805491991,0.0045766590389016,0.0617848970251716,0.0732265446224256,0.080091533180778,0.0274599542334096,0.0022883295194508,0.272311212814645,0,0.0022883295194508,0.0183066361556064,0.0640732265446224,0.0068649885583524,0.0160183066361556,0,0.0755148741418764,0,0.0205949656750572,0.0022883295194508,0,0.0068649885583524,0.011441647597254,0.0137299771167048,0,0.0068649885583524,0.0274599542334096,0,0.011441647597254,0,0,0.0022883295194508,0.0205949656750572,0,0,0.0022883295194508,0,0,0.0022883295194508,0,0,0,0,0.0022883295194508
685,10932,0.0147368421052632,0.0168421052631579,0.141052631578947,0.00210526315789474,0.113684210526316,0.0926315789473684,0.0421052631578947,0.00631578947368421,0,0.218947368421053,0,0,0.0273684210526316,0.0631578947368421,0.0210526315789474,0.0231578947368421,0.00631578947368421,0.08,0,0.0231578947368421,0.00842105263157895,0,0,0.0210526315789474,0.0126315789473684,0.00210526315789474,0.0147368421052632,0.0189473684210526,0,0.00421052631578947,0,0,0.00421052631578947,0.0105263157894737,0,0,0.00210526315789474,0,0.00210526315789474,0,0.00210526315789474,0,0.00421052631578947,0,0
693,10989,0.0281030444964871,0.0257611241217799,0.063231850117096,0.00936768149882904,0.192037470725995,0.133489461358314,0.0585480093676815,0.00468384074941452,0,0.177985948477752,0,0,0.0117096018735363,0.133489461358314,0.00936768149882904,0.0117096018735363,0,0.0281030444964871,0.00234192037470726,0.0117096018735363,0.00702576112412178,0,0.00468384074941452,0.00936768149882904,0.00936768149882904,0.00234192037470726,0.00936768149882904,0.00702576112412178,0,0.00234192037470726,0,0,0.0234192037470726,0.0117096018735363,0,0,0,0,0.00234192037470726,0,0,0,0.00936768149882904,0,0
