"depth","best.age","min.age","max.age"
1,-7,-11,-1
10,300,236,354
20,642,513,749
29,949,763,1105
40,1275,1130,1431
50,1562,1420,1705
60,1850,1688,2023
70,2137,1933,2359
80,2424,2165,2702
95,3776,3602,3965
112,4021,3867,4184
127,4237,4095,4385
147,4525,4388,4665
167,4813,4659,4954
187,5101,4911,5243
205,5361,5134,5518
220,5577,5322,5845
228,5672,5437,5835
232,5719,5495,5877
238,5791,5583,5942
243,5850,5656,6004
248,5910,5730,6066
257,6017,5854,6175
263,6088,5928,6248
268,6147,5986,6310
277,6254,6085,6425
286,6361,6181,6547
295,6468,6273,6673
297,6492,6293,6702
303,6564,6351,6787
315,NA,NA,NA
324,NA,NA,NA
340,NA,NA,NA
350,NA,NA,NA
363,NA,NA,NA
372,NA,NA,NA
420,NA,NA,NA
429,NA,NA,NA
442,NA,NA,NA
448,NA,NA,NA
458,NA,NA,NA
468,NA,NA,NA
