"sample.depths","sample.ages","Betula","Cyperaceae","Fagus","Larix","Picea","Quercus","Salix","Alnus","Ambrosia","Fraxinus.americana.type","Acer.saccharum","Pinus.strobus","Pinus.banksiana.P..resinosa","Ericales","Abies","Artemisia","Juglans.cinerea","Tsuga","Ulmus","Myrica","Poaceae","Amaranthaceae.undiff.","Ostrya.Carpinus","Fraxinus.nigra","Platanus","Cupressaceae","Asteraceae.subf..Asteroideae.undiff.","Populus","Apiaceae","Carya","Sarcobatus.vermiculatus","Shepherdia.canadensis","Elaeagnus","Celtis"
200,4076,0.0790697674418605,0.0325581395348837,0.00465116279069767,0.00465116279069767,0.013953488372093,0.00465116279069767,0.00465116279069767,0.013953488372093,0.00465116279069767,0.00465116279069767,0.00465116279069767,0.497674418604651,0.316279069767442,0.013953488372093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,4282,0.070754716981132,0.0377358490566038,0.00471698113207547,0,0.080188679245283,0.00943396226415094,0,0.00471698113207547,0,0,0,0.5,0.245283018867925,0,0.0141509433962264,0.00471698113207547,0.00471698113207547,0.00471698113207547,0.00943396226415094,0.00471698113207547,0.00471698113207547,0,0,0,0,0,0,0,0,0,0,0,0,0
220,4488,0.0097560975609756,0.0195121951219512,0,0,0.0097560975609756,0,0,0,0,0,0.0048780487804878,0.658536585365854,0.263414634146341,0,0.0097560975609756,0,0,0,0.0097560975609756,0,0,0.0048780487804878,0.0048780487804878,0.0048780487804878,0,0,0,0,0,0,0,0,0,0
230,4693,0.0434782608695652,0.0289855072463768,0,0.0289855072463768,0.0193236714975845,0.0144927536231884,0,0.00483091787439614,0,0,0,0.396135265700483,0.444444444444444,0,0.00966183574879227,0,0,0,0.00483091787439614,0,0,0,0,0,0.00483091787439614,0,0,0,0,0,0,0,0,0
240,4899,0.0143540669856459,0.0191387559808612,0.00478468899521531,0,0.0239234449760766,0.0191387559808612,0,0.0191387559808612,0,0.00478468899521531,0,0.444976076555024,0.406698564593301,0,0.0287081339712919,0,0,0,0.00478468899521531,0,0,0.00478468899521531,0,0,0,0.00478468899521531,0,0,0,0,0,0,0,0
250,5104,0.0430622009569378,0.0143540669856459,0,0.0143540669856459,0.00956937799043062,0.0191387559808612,0.00478468899521531,0.0191387559808612,0,0,0,0.516746411483254,0.320574162679426,0,0.0191387559808612,0,0,0.00478468899521531,0.00478468899521531,0,0.00478468899521531,0,0,0.00478468899521531,0,0,0,0,0,0,0,0,0,0
260,5310,0.00495049504950495,0.00495049504950495,0.00495049504950495,0,0.00495049504950495,0,0,0.00495049504950495,0,0,0,0.737623762376238,0.217821782178218,0,0.00495049504950495,0,0,0.00495049504950495,0,0,0,0,0.00495049504950495,0.00495049504950495,0,0,0,0,0,0,0,0,0,0
270,5515,0.0241545893719807,0.0144927536231884,0,0.00483091787439614,0.0289855072463768,0.00483091787439614,0,0.00966183574879227,0,0,0,0.342995169082126,0.531400966183575,0,0.00483091787439614,0,0,0.00483091787439614,0.00483091787439614,0,0,0.00483091787439614,0.00483091787439614,0.00483091787439614,0,0,0.00483091787439614,0.00483091787439614,0,0,0,0,0,0
280,5721,0.0325581395348837,0.0372093023255814,0,0,0.0186046511627907,0.00930232558139535,0,0.0232558139534884,0,0,0.00465116279069767,0.530232558139535,0.306976744186047,0,0.0186046511627907,0,0,0,0,0,0,0.00930232558139535,0,0,0,0.00930232558139535,0,0,0,0,0,0,0,0
290,5926,0.00495049504950495,0.00495049504950495,0,0,0.0247524752475248,0.00495049504950495,0,0.00495049504950495,0,0,0,0.762376237623762,0.178217821782178,0,0.00495049504950495,0,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
