"sample.depths","sample.ages","Acer.rubrum","Acer.undiff.","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Cyperaceae","Fagus","Fraxinus.nigra.type","Juglans.cinerea","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Quercus","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Vitis","Alnus","Ambrosia","Rosaceae.undiff.","Populus","Poaceae","Brassicaceae","Plantago","Picea.undiff.","Pinus.det..P..banksiana.P..resinosa","Pinus.det..P..strobus","Corylus","Pinus.undiff.","Rumex.acetosella","Stellaria","Polygonum.lapathifolium","Fraxinus.pennsylvanica.type","Platanus","Picea.mariana","Galium","Castanea","Sarcobatus.vermiculatus","Cornus.canadensis","Juglans.nigra","Shepherdia","Lamiaceae","Abies","Thalictrum","Celtis","Polygonum.viviparum","Cephalanthus","Picea.glauca","Sambucus","Cornus.sericea","Larix","Cornus.racemosa","Potentilla","Ranunculaceae.undiff.","Epilobium","Ericaceae","Rumex.mexicanus"
75,1928,0,0.0416666666666667,0.00260416666666667,0.0364583333333333,0.0390625,0.00520833333333333,0.03125,0.0651041666666667,0.00260416666666667,0.00260416666666667,0.00260416666666667,0.0078125,0.28125,0.00520833333333333,0.00260416666666667,0.0182291666666667,0.0260416666666667,0.0494791666666667,0,0,0.00260416666666667,0.0182291666666667,0,0.00520833333333333,0.0364583333333333,0.0104166666666667,0,0,0,0,0,0.296875,0,0,0.0078125,0,0,0,0,0.00260416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2143,0,0.043312101910828,0,0.0331210191082803,0.0407643312101911,0,0.0535031847133758,0.0764331210191083,0.0101910828025478,0.00254777070063694,0,0.0254777070063694,0.328662420382166,0.00509554140127389,0.00509554140127389,0.0203821656050955,0.0331210191082803,0.0611464968152866,0,0.00254777070063694,0.00764331210191083,0.0127388535031847,0.0101910828025478,0.0101910828025478,0.0305732484076433,0.00254777070063694,0,0,0,0.179617834394904,0,0,0,0,0,0,0.00254777070063694,0,0,0,0.00254777070063694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2358,0,0.043010752688172,0,0.021505376344086,0.043010752688172,0.00268817204301075,0.043010752688172,0.0537634408602151,0.00268817204301075,0.00268817204301075,0,0.0349462365591398,0.349462365591398,0.00268817204301075,0.00806451612903226,0.0295698924731183,0.0483870967741935,0.0403225806451613,0,0.00268817204301075,0.00268817204301075,0.00537634408602151,0.00268817204301075,0.00806451612903226,0.032258064516129,0,0,0.00268817204301075,0,0,0,0.209677419354839,0,0,0.00268817204301075,0,0,0,0,0,0.00537634408602151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2573,0,0.0255102040816327,0.00255102040816327,0.0408163265306122,0.0408163265306122,0.0102040816326531,0.0408163265306122,0.0535714285714286,0.0178571428571429,0,0,0.0229591836734694,0.354591836734694,0.0127551020408163,0,0.0204081632653061,0.0306122448979592,0.0561224489795918,0,0,0.00510204081632653,0.0076530612244898,0.00255102040816327,0.00255102040816327,0.0306122448979592,0.00255102040816327,0,0,0,0,0.00255102040816327,0.193877551020408,0,0,0,0.0076530612244898,0.0076530612244898,0,0.00255102040816327,0,0,0.00510204081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2855,0,0.0365058670143416,0.00521512385919166,0.0521512385919166,0.0391134289439374,0.00521512385919166,0.0391134289439374,0.0677966101694915,0.00782268578878748,0,0,0.0182529335071708,0.315514993481095,0.00260756192959583,0.00521512385919166,0.0104302477183833,0.0286831812255541,0.0260756192959583,0,0.00521512385919166,0,0.00521512385919166,0,0.00260756192959583,0.0365058670143416,0,0,0,0,0,0,0.264667535853977,0,0,0,0.0104302477183833,0.00521512385919166,0,0,0.00260756192959583,0,0.00260756192959583,0.00260756192959583,0.00260756192959583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3404,0,0.0525657071339174,0.00500625782227785,0.0300375469336671,0.0350438047559449,0.00750938673341677,0.0625782227784731,0.0575719649561952,0.00500625782227785,0.00500625782227785,0,0.0200250312891114,0.312891113892365,0.00750938673341677,0.00250312891113892,0.00500625782227785,0.0150187734668335,0.0575719649561952,0,0.00250312891113892,0.00750938673341677,0.00750938673341677,0,0.00750938673341677,0.0350438047559449,0,0,0.00125156445556946,0,0.230287859824781,0,0,0,0,0.0100125156445557,0.00250312891113892,0,0,0.00250312891113892,0.00500625782227785,0,0,0.00750938673341677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,3954,0.002710027100271,0.043360433604336,0.002710027100271,0.029810298102981,0.040650406504065,0.002710027100271,0.046070460704607,0.062330623306233,0.00542005420054201,0,0,0.018970189701897,0.246612466124661,0,0.00542005420054201,0.0149051490514905,0.043360433604336,0.051490514905149,0,0,0.002710027100271,0.00542005420054201,0,0.00542005420054201,0.021680216802168,0,0,0.00542005420054201,0,0,0,0.277777777777778,0,0,0.056910569105691,0.00542005420054201,0,0,0,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,4503,0,0.0452616690240453,0.00565770862800566,0.0226308345120226,0.0198019801980198,0.00282885431400283,0.0509193776520509,0.0678925035360679,0.0141442715700141,0,0,0.0396039603960396,0.311173974540311,0,0.00282885431400283,0.0141442715700141,0.0480905233380481,0.0509193776520509,0,0.00282885431400283,0.00282885431400283,0.0198019801980198,0.00282885431400283,0.00282885431400283,0,0,0,0.00424328147100424,0,0,0.00282885431400283,0.246110325318246,0,0,0.00848656294200849,0.00282885431400283,0.00282885431400283,0,0,0,0,0,0.00565770862800566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,5053,0.0027359781121751,0.0437756497948016,0.0027359781121751,0.0164158686730506,0.0109439124487004,0,0.0136798905608755,0.0711354309165527,0.0054719562243502,0.0027359781121751,0,0.0191518467852257,0.194254445964432,0.0109439124487004,0.0082079343365253,0.0191518467852257,0.0164158686730506,0.0410396716826265,0,0,0,0.0027359781121751,0,0.0027359781121751,0.0136798905608755,0.0054719562243502,0,0.0027359781121751,0,0,0,0.485636114911081,0,0,0.0027359781121751,0,0.0054719562243502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,5602,0,0.0416088765603329,0,0.00277392510402219,0.00277392510402219,0,0.0194174757281553,0.0499306518723994,0.0110957004160888,0,0,0.0471567267683773,0.158113730929265,0,0.00554785020804438,0.013869625520111,0.00277392510402219,0.0416088765603329,0,0.00832177531206657,0,0.00832177531206657,0.00277392510402219,0.00554785020804438,0.0194174757281553,0.00277392510402219,0,0.00277392510402219,0.0263522884882108,0.507628294036061,0,0,0,0,0.0110957004160888,0.00832177531206657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,6152,0.00271739130434783,0.046195652173913,0.00543478260869565,0.0298913043478261,0.0244565217391304,0.00543478260869565,0.0326086956521739,0.0570652173913043,0.0108695652173913,0,0,0.0244565217391304,0.228260869565217,0,0.0108695652173913,0.0190217391304348,0.0217391304347826,0.0434782608695652,0,0.00271739130434783,0,0,0,0.00815217391304348,0.0217391304347826,0.00271739130434783,0,0,0,0,0.00271739130434783,0.376358695652174,0,0,0.0095108695652174,0.00271739130434783,0.00271739130434783,0,0,0,0,0.00271739130434783,0.00543478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,6701,0,0.0458715596330275,0,0.0152905198776758,0,0.00611620795107034,0.018348623853211,0.0764525993883792,0.00611620795107034,0.00305810397553517,0,0.00611620795107034,0.162079510703364,0.00611620795107034,0.0091743119266055,0.0244648318042813,0.0091743119266055,0.0275229357798165,0,0.00305810397553517,0.00305810397553517,0.00305810397553517,0,0.00611620795107034,0,0,0,0,0,0,0,0.562691131498471,0,0,0.00305810397553517,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,7250,0,0.0141043723554302,0,0.0112834978843441,0.00564174894217207,0,0.0169252468265162,0.0705218617771509,0.0112834978843441,0,0,0.0141043723554302,0.132581100141044,0.00282087447108604,0.0112834978843441,0.0310296191819464,0.0112834978843441,0.0423131170662905,0,0.00282087447108604,0,0.00282087447108604,0,0.0169252468265162,0.0141043723554302,0.00282087447108604,0,0.00423131170662906,0,0,0,0.572637517630465,0,0,0.00564174894217207,0,0,0,0,0,0,0,0.00282087447108604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,7353,0,0.00958466453674121,0,0,0.00958466453674121,0.00638977635782748,0.00958466453674121,0.0191693290734824,0.00319488817891374,0,0,0.012779552715655,0.0894568690095847,0.00319488817891374,0.00958466453674121,0.0175718849840256,0.00319488817891374,0.00638977635782748,0,0.00319488817891374,0,0.00958466453674121,0,0.00958466453674121,0.00638977635782748,0,0,0.00319488817891374,0,0.76517571884984,0,0,0,0,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,7455,0,0.025974025974026,0,0,0,0.00288600288600289,0.0202020202020202,0.00288600288600289,0,0,0,0.0144300144300144,0.118326118326118,0.00288600288600289,0.0173160173160173,0.0577200577200577,0.00288600288600289,0.0288600288600289,0,0.00288600288600289,0.00288600288600289,0.0144300144300144,0.00288600288600289,0.0144300144300144,0,0,0,0,0,0,0,0.662337662337662,0,0,0,0.00288600288600289,0,0,0,0,0,0,0,0,0.00288600288600289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,7558,0,0.0280811232449298,0,0.0062402496099844,0.0124804992199688,0.0031201248049922,0,0.0249609984399376,0.0062402496099844,0,0,0.0904836193447738,0.152886115444618,0,0.0062402496099844,0.0374414976599064,0.0031201248049922,0.0904836193447738,0,0,0.0031201248049922,0.0031201248049922,0,0,0.0093603744149766,0,0,0.0015600624024961,0,0,0.0093603744149766,0.511700468018721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,7660,0,0.016366612111293,0.00327332242225859,0.00654664484451719,0.00327332242225859,0,0.00327332242225859,0,0.00327332242225859,0,0,0.00654664484451719,0.0490998363338789,0,0.00981996726677578,0.0425531914893617,0,0.00981996726677578,0,0,0,0.00327332242225859,0,0.00654664484451719,0,0,0,0,0,0,0,0.829787234042553,0,0,0,0.00327332242225859,0.00327332242225859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7762,0.00689655172413793,0.0172413793103448,0,0.00689655172413793,0,0,0.00344827586206897,0.0137931034482759,0.00689655172413793,0,0,0.0758620689655172,0.0758620689655172,0,0,0.00517241379310345,0,0.0482758620689655,0,0,0,0.0103448275862069,0,0.00344827586206897,0,0,0,0,0.0362068965517241,0.679310344827586,0,0,0,0,0,0.00689655172413793,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,7865,0.00286123032904149,0.00858369098712446,0,0.00858369098712446,0.00286123032904149,0.00286123032904149,0.0400572246065808,0.0171673819742489,0.00572246065808298,0,0,0.00572246065808298,0.0801144492131617,0.00572246065808298,0.0286123032904149,0.0228898426323319,0,0.0429184549356223,0,0,0,0.00572246065808298,0,0.00858369098712446,0,0,0,0,0,0,0,0.702432045779685,0,0,0,0.00286123032904149,0,0.00572246065808298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,7967,0,0.0174165457184325,0,0.00870827285921625,0,0.00290275761973875,0.00290275761973875,0,0.00290275761973875,0,0,0.00290275761973875,0.0986937590711176,0,0.011611030478955,0.00290275761973875,0,0.0261248185776488,0,0,0.00290275761973875,0.00290275761973875,0,0,0,0,0,0,0,0,0,0.81422351233672,0,0,0,0,0,0.00290275761973875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,8070,0,0.0192837465564738,0.00275482093663912,0.00550964187327824,0.0110192837465565,0,0.00826446280991736,0.00826446280991736,0.00275482093663912,0,0,0.0303030303030303,0.0633608815426997,0.00275482093663912,0.00275482093663912,0.0110192837465565,0.00275482093663912,0.046831955922865,0,0,0,0.00826446280991736,0,0.00275482093663912,0.00550964187327824,0,0,0,0,0,0,0.760330578512397,0,0,0,0.00275482093663912,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,8172,0,0.00807537012113055,0,0.0053835800807537,0.00269179004037685,0,0.0161507402422611,0,0.0053835800807537,0,0,0.053835800807537,0.0403768506056528,0.00269179004037685,0.0134589502018843,0,0,0.0296096904441454,0,0,0.00269179004037685,0.00269179004037685,0,0,0,0,0,0,0,0.80349932705249,0,0,0,0,0,0,0.00269179004037685,0,0.0107671601615074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,8274,0,0.008130081300813,0,0.00542005420054201,0.00542005420054201,0.00542005420054201,0.00542005420054201,0.002710027100271,0.00542005420054201,0,0,0.035230352303523,0.0596205962059621,0,0.002710027100271,0.002710027100271,0,0.032520325203252,0,0,0,0.008130081300813,0,0,0,0,0,0,0,0,0,0.815718157181572,0,0,0,0.00542005420054201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,8377,0.00295420974889217,0.0147710487444609,0,0.00590841949778434,0.00295420974889217,0.00295420974889217,0.00886262924667651,0,0.00590841949778434,0.00295420974889217,0,0.06794682422452,0.144756277695716,0.00295420974889217,0.0206794682422452,0.0236336779911374,0.00295420974889217,0.0324963072378139,0,0,0.00590841949778434,0.00590841949778434,0,0.0147710487444609,0.00295420974889217,0,0,0,0,0,0.00295420974889217,0.614475627769572,0,0,0,0.00295420974889217,0.00295420974889217,0.00147710487444609,0,0,0,0.00295420974889217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,8479,0,0.0363636363636364,0.00606060606060606,0.0181818181818182,0.00606060606060606,0,0.00606060606060606,0.00303030303030303,0.00909090909090909,0.00303030303030303,0,0.0515151515151515,0.121212121212121,0,0.00909090909090909,0.0106060606060606,0.00909090909090909,0.0545454545454545,0,0,0.00303030303030303,0.0151515151515152,0,0,0,0,0,0,0,0,0,0.631818181818182,0,0,0,0.00303030303030303,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,8582,0.0263543191800878,0.0146412884333821,0,0.0175695461200586,0.0117130307467057,0,0.00585651537335286,0.00292825768667643,0.00585651537335286,0.00292825768667643,0,0.0322108345534407,0.120058565153734,0,0.020497803806735,0.00585651537335286,0.00292825768667643,0.0380673499267936,0,0,0,0,0,0.00878477306002928,0.00585651537335286,0,0,0.00585651537335286,0.0263543191800878,0.642752562225476,0.00292825768667643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,8684,0.0112834978843441,0.0197461212976023,0,0.00282087447108604,0,0.00564174894217207,0.0141043723554302,0,0,0,0,0.115655853314528,0.0874471086036671,0,0.00564174894217207,0.00846262341325811,0.00282087447108604,0.0507757404795487,0,0,0.00282087447108604,0.00282087447108604,0,0.00282087447108604,0,0,0,0,0,0,0,0.655853314527504,0,0,0,0.00564174894217207,0.00282087447108604,0.00282087447108604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,8786,0,0.00263852242744063,0,0.0079155672823219,0,0,0.0158311345646438,0,0,0,0,0.0527704485488127,0.0448548812664908,0,0.00527704485488127,0,0,0.0237467018469657,0,0,0.00263852242744063,0.00527704485488127,0.00263852242744063,0.00527704485488127,0.00263852242744063,0,0,0,0.0897097625329815,0.730870712401055,0,0,0,0,0,0.0079155672823219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,8889,0,0.00308641975308642,0,0,0,0.00308641975308642,0,0.00308641975308642,0,0,0,0,0.0123456790123457,0,0.00925925925925926,0.0154320987654321,0,0.00617283950617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947530864197531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,8991,0,0.0063391442155309,0,0.00316957210776545,0,0,0,0,0,0,0,0.00316957210776545,0.0253565768621236,0,0.00316957210776545,0,0,0.0063391442155309,0,0,0,0.00316957210776545,0,0,0,0,0,0,0.131537242472266,0.805071315372425,0,0,0,0,0,0,0,0.0126782884310618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,9093,0,0.0128700128700129,0,0.0102960102960103,0.00257400257400257,0.00514800514800515,0,0.00257400257400257,0.018018018018018,0,0,0.036036036036036,0.0978120978120978,0,0.00257400257400257,0.00257400257400257,0,0.0205920205920206,0,0,0.00257400257400257,0.00772200772200772,0,0,0.00257400257400257,0,0,0,0,0,0,0.773487773487774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257400257400257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,9196,0,0.00789473684210526,0,0.0105263157894737,0.00526315789473684,0,0.0131578947368421,0.00263157894736842,0.00789473684210526,0,0,0.0315789473684211,0.0789473684210526,0,0.00789473684210526,0.00263157894736842,0.00526315789473684,0.0105263157894737,0,0,0.00263157894736842,0.00263157894736842,0,0,0.00263157894736842,0,0,0,0.242105263157895,0.539473684210526,0.00263157894736842,0,0,0,0.00263157894736842,0.00789473684210526,0,0.00263157894736842,0,0,0,0.00263157894736842,0,0,0,0.00526315789473684,0.00263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0
235,9298,0,0.0107238605898123,0,0.0214477211796247,0,0.00268096514745308,0.00536193029490617,0.00536193029490617,0.0187667560321716,0.00268096514745308,0,0.0375335120643432,0.0777479892761394,0,0.00268096514745308,0.00268096514745308,0,0.0160857908847185,0,0,0,0,0,0.00268096514745308,0.0187667560321716,0.00268096514745308,0,0,0,0,0.00268096514745308,0.766756032171582,0,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,9401,0,0.0159362549800797,0.00265604249667995,0.0185922974767596,0.00796812749003984,0,0.00531208499335989,0.00265604249667995,0.0106241699867198,0.00531208499335989,0,0.0212483399734396,0.100929614873838,0,0,0.0106241699867198,0.00265604249667995,0.0292164674634794,0,0,0.00265604249667995,0.00531208499335989,0.00265604249667995,0,0.00796812749003984,0,0,0,0.176626826029216,0.560424966799469,0,0,0,0,0,0.00531208499335989,0,0.00265604249667995,0,0,0,0,0.00265604249667995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,9503,0,0.0166204986149584,0.00277008310249307,0.00554016620498615,0.00554016620498615,0.00277008310249307,0.00554016620498615,0,0.0110803324099723,0.00277008310249307,0,0.0249307479224377,0.0969529085872576,0,0.00277008310249307,0.0110803324099723,0,0.0138504155124654,0,0,0,0.00554016620498615,0,0,0.00831024930747922,0,0,0,0,0,0,0.778393351800554,0,0,0,0,0,0.00277008310249307,0,0,0,0.00277008310249307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,9605,0.00278551532033426,0.00557103064066852,0.00557103064066852,0.0250696378830084,0.00557103064066852,0,0.011142061281337,0.00278551532033426,0.0278551532033426,0,0,0.0362116991643454,0.108635097493036,0.00278551532033426,0,0.00557103064066852,0.00557103064066852,0.0194986072423398,0,0,0.00278551532033426,0.011142061281337,0,0,0.00835654596100279,0.00278551532033426,0,0.00557103064066852,0.419220055710306,0.268802228412256,0.00557103064066852,0,0,0,0,0,0.00557103064066852,0.00557103064066852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,9669,0,0.0116959064327485,0,0.0204678362573099,0.00292397660818713,0,0.00584795321637427,0,0.0116959064327485,0,0,0.0204678362573099,0.114035087719298,0,0,0.00292397660818713,0.0175438596491228,0.0321637426900585,0,0,0,0.00292397660818713,0,0.00292397660818713,0.0233918128654971,0,0,0.00584795321637427,0,0,0,0.719298245614035,0,0,0,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0
260,9733,0,0.0160642570281124,0.00535475234270415,0.00803212851405622,0.00535475234270415,0,0.00267737617135207,0,0.0133868808567604,0,0,0.0267737617135207,0.120481927710843,0,0.00267737617135207,0.0107095046854083,0.00803212851405622,0.0455153949129853,0,0,0.00267737617135207,0,0,0.00267737617135207,0.0160642570281124,0,0,0.00669344042838019,0.278447121820616,0.417670682730924,0,0,0,0,0,0,0,0.00803212851405622,0,0,0,0.00267737617135207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
