"sample.depths","sample.ages","Acer.rubrum","Acer.undiff.","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Cyperaceae","Fagus","Fraxinus.nigra.type","Juglans.cinerea","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Quercus","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Vitis","Alnus","Ambrosia","Rosaceae.undiff.","Populus","Poaceae","Brassicaceae","Plantago","Picea.undiff.","Pinus.det..P..banksiana.P..resinosa","Pinus.det..P..strobus","Corylus","Pinus.undiff.","Rumex.acetosella","Stellaria","Polygonum.lapathifolium","Fraxinus.pennsylvanica.type","Platanus","Picea.mariana","Galium","Castanea","Sarcobatus.vermiculatus","Cornus.canadensis","Juglans.nigra","Shepherdia","Lamiaceae","Abies","Thalictrum","Celtis","Polygonum.viviparum","Cephalanthus","Picea.glauca","Sambucus","Cornus.sericea","Larix","Cornus.racemosa","Potentilla","Ranunculaceae.undiff.","Epilobium","Ericaceae","Rumex.mexicanus"
265,9797,0,0.0107238605898123,0.00268096514745308,0.0134048257372654,0.00536193029490617,0.00268096514745308,0.00268096514745308,0.00268096514745308,0.00536193029490617,0.00536193029490617,0,0.0268096514745308,0.101876675603217,0.00536193029490617,0.00268096514745308,0,0.00804289544235925,0.0348525469168901,0,0,0,0.0107238605898123,0,0.00536193029490617,0.0241286863270777,0,0,0,0,0,0.00268096514745308,0.697050938337802,0,0,0,0.00268096514745308,0.00268096514745308,0.0107238605898123,0,0,0,0,0,0.00268096514745308,0,0,0,0.00804289544235925,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0
270,9861,0,0.00282885431400283,0,0.0141442715700141,0.00282885431400283,0.00565770862800566,0,0.00282885431400283,0.00848656294200849,0.00848656294200849,0,0.0509193776520509,0.0594059405940594,0,0.00282885431400283,0,0.00565770862800566,0.0509193776520509,0,0,0.00282885431400283,0,0,0,0.0113154172560113,0,0,0.00565770862800566,0.398868458274399,0.353606789250354,0.00282885431400283,0,0,0,0,0,0.00282885431400283,0.00707213578500707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,9924,0,0.0029673590504451,0,0.0178041543026706,0.0029673590504451,0,0.0029673590504451,0,0.0207715133531157,0,0,0.0267062314540059,0.0919881305637982,0,0.0029673590504451,0,0.0148367952522255,0.0237388724035608,0,0,0,0.0148367952522255,0,0.0029673590504451,0.0178041543026706,0,0,0,0,0,0,0.744807121661721,0,0,0.0029673590504451,0,0,0.00593471810089021,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0
280,9988,0,0.0087463556851312,0,0.0291545189504373,0,0,0.0116618075801749,0,0.0174927113702624,0,0,0.0233236151603499,0.0728862973760933,0,0,0,0.00583090379008746,0.0087463556851312,0,0,0.00291545189504373,0.00291545189504373,0,0,0.0174927113702624,0,0,0.00291545189504373,0.491253644314869,0.276967930029155,0,0,0,0,0,0,0.00291545189504373,0.021865889212828,0,0,0,0,0,0,0,0,0,0,0,0.00291545189504373,0,0,0,0,0,0,0,0,0,0
286,10065,0,0.00598802395209581,0.0029940119760479,0.0029940119760479,0.0029940119760479,0,0.00598802395209581,0,0.00598802395209581,0,0,0.0269461077844311,0.0748502994011976,0,0,0,0.0119760479041916,0.0179640718562874,0,0,0,0.0029940119760479,0,0,0.0239520958083832,0.0029940119760479,0,0.0179640718562874,0,0,0,0.775449101796407,0,0,0,0,0,0.0149700598802395,0,0,0,0,0,0,0,0,0,0,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0
290,10116,0,0.00286532951289398,0.00286532951289398,0.00859598853868195,0.00286532951289398,0.00859598853868195,0.00286532951289398,0,0.00859598853868195,0,0,0.0286532951289398,0.0573065902578797,0,0,0,0.00286532951289398,0.0143266475644699,0,0,0,0,0,0,0.00573065902578797,0,0,0.0100286532951289,0.531518624641834,0.286532951289398,0,0,0,0,0.00286532951289398,0.00573065902578797,0,0.0114613180515759,0,0,0,0.00286532951289398,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,10180,0,0,0.00501882057716437,0.0225846925972397,0.00250941028858218,0.00250941028858218,0,0,0.0150564617314931,0,0,0.0150564617314931,0.0878293601003764,0.00501882057716437,0,0,0.00250941028858218,0.0476787954830615,0,0.00250941028858218,0,0,0,0,0.00501882057716437,0.00250941028858218,0,0,0,0,0,0.765370138017566,0,0,0.00250941028858218,0.00501882057716437,0.00250941028858218,0.00627352572145546,0,0,0,0,0,0,0,0,0,0,0,0,0.00250941028858218,0,0,0,0,0,0,0,0,0
300,10243,0,0.0138504155124654,0,0.0138504155124654,0.0110803324099723,0,0.00277008310249307,0,0.0110803324099723,0,0,0.0221606648199446,0.0554016620498615,0.00554016620498615,0,0,0.00554016620498615,0.0166204986149584,0,0,0,0.0110803324099723,0,0,0.0166204986149584,0,0,0,0.448753462603878,0.325484764542936,0,0,0,0,0.0110803324099723,0.00277008310249307,0,0.018005540166205,0,0,0,0.00277008310249307,0.00277008310249307,0,0,0,0,0,0,0,0,0.00277008310249307,0,0,0,0,0,0,0,0
305,10307,0,0.00825309491059147,0.00275103163686382,0.0247592847317744,0.00550206327372765,0.00550206327372765,0.00550206327372765,0.00550206327372765,0.00275103163686382,0,0,0.0275103163686382,0.0742778541953232,0.00550206327372765,0,0,0.0110041265474553,0.0247592847317744,0,0,0,0.00550206327372765,0,0,0.0220082530949106,0,0,0.00687757909215956,0,0,0,0.723521320495186,0,0,0,0.0110041265474553,0.00550206327372765,0.00825309491059147,0,0,0,0,0.00550206327372765,0.00275103163686382,0,0,0,0.00550206327372765,0,0,0,0,0,0,0,0,0,0,0,0
310,10371,0,0,0.00288600288600289,0.0144300144300144,0.00288600288600289,0,0.00577200577200577,0.00288600288600289,0.0144300144300144,0,0,0.025974025974026,0.0808080808080808,0.00288600288600289,0,0.00288600288600289,0.0230880230880231,0.0375180375180375,0,0,0,0,0,0,0.0404040404040404,0,0,0.00577200577200577,0.385281385281385,0.340548340548341,0.00288600288600289,0,0,0,0,0,0,0.00288600288600289,0,0,0,0,0,0,0,0,0,0,0,0,0.00577200577200577,0,0,0,0,0,0,0,0,0
315,10435,0,0.00627943485086342,0,0.0188383045525903,0.00627943485086342,0.00313971742543171,0.00941915227629513,0,0.0156985871271586,0,0,0.021978021978022,0.0847723704866562,0,0,0,0.00627943485086342,0.0282574568288854,0,0,0.00313971742543171,0.00313971742543171,0,0,0.0251177394034537,0.00313971742543171,0,0.00156985871271586,0,0,0,0.744113029827316,0,0,0,0.00313971742543171,0,0.00313971742543171,0,0,0,0.00627943485086342,0,0,0,0,0,0.00627943485086342,0,0,0,0,0,0,0,0,0,0,0,0
320,10499,0,0.00539811066126856,0,0.0296896086369771,0,0.00269905533063428,0.00539811066126856,0,0.0161943319838057,0.00269905533063428,0,0.0161943319838057,0.0566801619433198,0,0,0,0.0134952766531714,0.0215924426450742,0,0,0,0.00539811066126856,0,0.00539811066126856,0.0161943319838057,0.00539811066126856,0,0.00944669365721997,0.483130904183536,0.272604588394062,0,0,0.00269905533063428,0,0.00269905533063428,0.00269905533063428,0,0.0134952766531714,0,0,0,0,0,0,0,0,0,0.00539811066126856,0,0,0.00539811066126856,0,0,0,0,0,0,0,0,0
325,10562,0,0.0056657223796034,0,0.0141643059490085,0.0056657223796034,0.0028328611898017,0.0056657223796034,0,0.0254957507082153,0.0028328611898017,0,0.0226628895184136,0.0736543909348442,0,0,0.0028328611898017,0,0.0113314447592068,0,0,0,0.0028328611898017,0,0.0056657223796034,0.0028328611898017,0,0,0.0056657223796034,0,0,0,0.80028328611898,0,0,0,0,0,0.00708215297450425,0,0,0,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,10626,0,0.00269905533063428,0.00539811066126856,0.0215924426450742,0.00809716599190283,0,0.0107962213225371,0,0.0134952766531714,0.00269905533063428,0,0.0188933873144399,0.0620782726045884,0,0,0.00269905533063428,0.00539811066126856,0.0323886639676113,0,0,0,0,0,0,0.0242914979757085,0.00269905533063428,0,0.0107962213225371,0.577597840755736,0.172739541160594,0.00269905533063428,0,0,0,0.00269905533063428,0.00539811066126856,0,0.0067476383265857,0,0,0,0,0.00269905533063428,0,0,0,0,0,0,0,0.00269905533063428,0.00269905533063428,0,0,0,0,0,0,0,0
335,10690,0,0.00557880055788006,0.00557880055788006,0.0334728033472803,0.00278940027894003,0,0,0,0.00836820083682008,0,0,0.0251046025104603,0.105997210599721,0,0,0.00278940027894003,0.00278940027894003,0.0334728033472803,0,0,0,0.00557880055788006,0,0.00278940027894003,0.0111576011157601,0.00278940027894003,0,0.00418410041841004,0,0,0,0.718270571827057,0,0,0.00278940027894003,0,0,0.0209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278940027894003,0.00278940027894003,0,0,0,0,0,0,0
340,10754,0,0,0.00815217391304348,0.0271739130434783,0.00271739130434783,0,0.00815217391304348,0,0.00271739130434783,0,0,0.0190217391304348,0.0760869565217391,0,0,0.00271739130434783,0.016304347826087,0.0271739130434783,0,0,0.00271739130434783,0.00271739130434783,0,0.00815217391304348,0.0217391304347826,0,0,0.0135869565217391,0.50679347826087,0.217391304347826,0,0,0,0,0.00271739130434783,0,0.00543478260869565,0.0122282608695652,0,0,0,0,0.00271739130434783,0,0.00271739130434783,0.00271739130434783,0,0.00271739130434783,0,0,0.00543478260869565,0,0,0,0,0,0,0,0,0
345,10818,0,0,0.00278164116828929,0.0250347705146036,0.00556328233657858,0.00278164116828929,0.0111265646731572,0.00278164116828929,0.00556328233657858,0,0,0.0278164116828929,0.0945757997218359,0,0.00278164116828929,0.00278164116828929,0.00278164116828929,0.0222531293463143,0,0,0,0,0,0.00556328233657858,0.00556328233657858,0.00556328233657858,0,0.00695410292072323,0,0,0,0.741307371349096,0,0,0.00278164116828929,0,0,0.0152990264255911,0,0,0,0,0,0,0,0,0,0.00278164116828929,0,0,0.00278164116828929,0,0,0.00278164116828929,0,0,0,0,0,0
350,10881,0,0.00285306704707561,0,0.0513552068473609,0.0114122681883024,0,0.00570613409415121,0,0.0171184022824536,0.00285306704707561,0,0.014265335235378,0.0770328102710414,0,0,0,0.00570613409415121,0.0171184022824536,0,0,0,0.00570613409415121,0,0.00285306704707561,0.00855920114122682,0,0,0.00713266761768902,0.586305278174037,0.136947218259629,0.00855920114122682,0,0,0,0,0.00285306704707561,0,0.0256776034236805,0,0,0,0,0,0,0.00855920114122682,0,0,0,0,0,0.0014265335235378,0,0,0,0,0,0,0,0,0
355,10945,0,0.00848656294200849,0,0.0339462517680339,0.00282885431400283,0,0,0,0.0141442715700141,0.00282885431400283,0,0.0226308345120226,0.0876944837340877,0,0.00565770862800566,0,0.00848656294200849,0.0367751060820368,0,0,0,0.00282885431400283,0,0,0.0254596888260255,0.00282885431400283,0,0.00424328147100424,0,0,0,0.702970297029703,0,0,0.00282885431400283,0,0.00565770862800566,0.0212164073550212,0,0,0,0,0,0,0.00282885431400283,0,0,0.00282885431400283,0,0,0.00282885431400283,0,0,0,0,0,0,0,0,0
360,11009,0,0,0,0.0770186335403727,0.0124223602484472,0,0.00248447204968944,0,0.0124223602484472,0,0,0.0422360248447205,0.104347826086957,0.00248447204968944,0,0.00248447204968944,0.00496894409937888,0.0571428571428571,0,0.00248447204968944,0,0.00496894409937888,0,0.00248447204968944,0.0248447204968944,0.00248447204968944,0,0.00372670807453416,0.436024844720497,0.186335403726708,0,0,0,0,0.00496894409937888,0,0,0.00869565217391304,0,0,0,0,0,0,0,0,0.00248447204968944,0,0,0,0,0,0,0,0.00248447204968944,0,0,0,0,0
365,11073,0,0.00788436268068331,0.0026281208935611,0.0683311432325887,0.0026281208935611,0.0026281208935611,0,0,0.00788436268068331,0,0,0.0473061760840999,0.0735873850197109,0,0,0.00525624178712221,0.0026281208935611,0.0289093298291721,0,0,0.0026281208935611,0.0026281208935611,0,0,0.0236530880420499,0,0,0.00788436268068331,0,0,0,0.679369250985545,0,0,0,0.0026281208935611,0,0.0236530880420499,0,0,0,0,0,0,0,0,0,0,0,0,0.00788436268068331,0,0,0,0,0,0,0,0,0
370,11137,0,0,0,0.047087980173482,0.00495662949194548,0,0.00495662949194548,0,0.0123915737298637,0,0,0.0446096654275093,0.104089219330855,0.00247831474597274,0.00247831474597274,0,0.00247831474597274,0.0396530359355638,0,0,0.00247831474597274,0.00247831474597274,0,0.00247831474597274,0.0123915737298637,0.00247831474597274,0,0.00247831474597274,0.552664188351921,0.105328376703841,0.00247831474597274,0,0,0,0,0.00495662949194548,0,0.0272614622057001,0,0,0,0,0,0,0,0.00743494423791822,0,0,0,0,0.00743494423791822,0,0,0.00247831474597274,0,0,0,0,0,0
375,11200,0,0.00839160839160839,0.0027972027972028,0.0671328671328671,0.0027972027972028,0.0027972027972028,0.0167832167832168,0.0027972027972028,0.0363636363636364,0.00839160839160839,0,0.0727272727272727,0.095104895104895,0.013986013986014,0,0.0027972027972028,0,0.0335664335664336,0,0,0.0027972027972028,0.0223776223776224,0.00559440559440559,0.0027972027972028,0.0223776223776224,0,0,0,0,0,0.0027972027972028,0.54965034965035,0,0,0,0.00559440559440559,0,0.006993006993007,0,0,0.0027972027972028,0,0,0,0,0.006993006993007,0,0,0,0,0.0027972027972028,0,0,0,0,0,0,0,0,0
380,11264,0,0.00485436893203883,0.00485436893203883,0.0461165048543689,0.00242718446601942,0,0.00970873786407767,0.00728155339805825,0.0388349514563107,0.00242718446601942,0,0.0509708737864078,0.075242718446602,0.00242718446601942,0,0.00242718446601942,0.00242718446601942,0.0364077669902913,0,0,0,0.00242718446601942,0,0.00485436893203883,0.0218446601941748,0.00242718446601942,0,0.00242718446601942,0.604368932038835,0.0449029126213592,0.00485436893203883,0,0,0,0.00242718446601942,0,0,0.0109223300970874,0,0,0,0,0.00242718446601942,0,0,0.00728155339805825,0,0,0,0,0.00242718446601942,0,0,0,0,0,0,0,0,0
385,11328,0.00275482093663912,0,0.0110192837465565,0.0165289256198347,0.00550964187327824,0,0.00826446280991736,0,0.0110192837465565,0.00550964187327824,0,0.068870523415978,0.0964187327823691,0.00275482093663912,0,0.00826446280991736,0,0.0440771349862259,0,0,0,0.00550964187327824,0,0.00550964187327824,0.0110192837465565,0.00550964187327824,0,0,0,0,0.00275482093663912,0.661157024793388,0,0,0,0,0,0.0151515151515152,0,0,0,0,0,0,0,0.00137741046831956,0,0,0,0,0.00826446280991736,0,0,0.00275482093663912,0,0,0,0,0,0
390,11392,0,0.00277392510402219,0.0110957004160888,0.00832177531206657,0.00277392510402219,0,0.00832177531206657,0,0.0305131761442441,0.00832177531206657,0,0.0332871012482663,0.0970873786407767,0.00277392510402219,0,0.00277392510402219,0,0.0194174757281553,0,0.00277392510402219,0,0.00554785020804438,0,0.00832177531206657,0.0277392510402219,0.00277392510402219,0,0.00277392510402219,0.650485436893204,0.0208044382801664,0.00554785020804438,0,0,0,0,0.00277392510402219,0,0.0305131761442441,0,0,0,0,0.00277392510402219,0,0,0,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0
395,11456,0,0,0,0.0134048257372654,0.00268096514745308,0,0.00804289544235925,0,0.00804289544235925,0.00536193029490617,0,0.0214477211796247,0.0509383378016086,0.00536193029490617,0,0,0.00804289544235925,0.0134048257372654,0,0,0.00268096514745308,0.0107238605898123,0,0.00536193029490617,0.0241286863270777,0.00268096514745308,0,0.0187667560321716,0,0,0,0.742627345844504,0,0.00268096514745308,0.00268096514745308,0,0,0.0361930294906166,0,0,0,0,0,0,0,0.00536193029490617,0,0,0,0,0.0093833780160858,0,0,0,0,0,0,0,0,0
400,11519,0,0.00767263427109974,0,0.0255754475703325,0.00767263427109974,0,0.00255754475703325,0,0.0230179028132992,0.00255754475703325,0,0.0358056265984655,0.10230179028133,0,0,0.00255754475703325,0,0.0179028132992327,0,0,0,0.00767263427109974,0,0,0.0127877237851662,0.00255754475703325,0,0.00127877237851662,0.679028132992327,0.0281329923273657,0.0127877237851662,0,0,0,0,0,0,0.0179028132992327,0,0,0,0.00255754475703325,0,0,0.00255754475703325,0.00255754475703325,0,0,0,0,0.00255754475703325,0,0,0,0,0,0,0,0,0
405,11612,0,0,0.00809716599190283,0.00809716599190283,0,0.00269905533063428,0.00269905533063428,0,0.0215924426450742,0.00269905533063428,0,0.0134952766531714,0.0512820512820513,0,0,0.00809716599190283,0.00539811066126856,0.0242914979757085,0,0,0.00809716599190283,0.00269905533063428,0,0,0.0134952766531714,0,0,0.0823211875843455,0,0,0.00269905533063428,0.61808367071525,0,0,0.00539811066126856,0.00269905533063428,0,0.0404858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0.0755735492577598,0,0,0,0,0,0,0,0,0
410,11704,0,0,0.0114285714285714,0.0371428571428571,0.00571428571428571,0.00571428571428571,0.0114285714285714,0,0.06,0,0,0.0342857142857143,0.0885714285714286,0.0114285714285714,0,0.02,0.00571428571428571,0.0428571428571429,0,0,0.00857142857142857,0.0114285714285714,0,0.00571428571428571,0.0542857142857143,0.00571428571428571,0,0.0457142857142857,0.341428571428571,0.0657142857142857,0.00571428571428571,0,0,0.00285714285714286,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0.0828571428571429,0,0,0,0,0,0,0,0,0
415,11796,0,0.010016694490818,0.0300500834724541,0.0434056761268781,0.00333889816360601,0,0.01669449081803,0,0.0300500834724541,0,0,0.0267111853088481,0.0767946577629382,0.010016694490818,0.00333889816360601,0.01669449081803,0,0.0467445742904841,0,0,0.013355592654424,0.0200333889816361,0,0.00333889816360601,0.0534223706176962,0.00667779632721202,0,0.0884808013355593,0,0,0.00667779632721202,0.250417362270451,0,0,0,0,0,0.0767946577629382,0,0,0,0,0,0,0,0.00333889816360601,0,0,0,0,0.156928213689482,0,0,0,0,0.00667779632721202,0,0,0,0
420,11896,0,0,0.0175695461200586,0.0468521229868228,0.00585651537335286,0,0.00585651537335286,0,0,0.00292825768667643,0,0.020497803806735,0.0644216691068814,0.0117130307467057,0,0,0.0146412884333821,0.0322108345534407,0,0,0.020497803806735,0.00878477306002928,0,0.00585651537335286,0.0175695461200586,0,0,0.232796486090776,0.184480234260615,0.020497803806735,0.00585651537335286,0,0,0.00585651537335286,0,0,0,0.0673499267935578,0,0,0,0.00585651537335286,0,0,0,0,0,0,0,0,0.193265007320644,0,0,0.00585651537335286,0,0,0.00292825768667643,0,0,0
425,12008,0,0,0.0254237288135593,0.0790960451977401,0.00282485875706215,0,0.00564971751412429,0,0.0112994350282486,0,0,0.0282485875706215,0.0367231638418079,0.0112994350282486,0,0.00282485875706215,0.0141242937853107,0.0112994350282486,0.00282485875706215,0,0.00564971751412429,0.00847457627118644,0,0,0.0310734463276836,0.00564971751412429,0,0.247175141242938,0,0,0.00282485875706215,0.204802259887006,0,0,0.00282485875706215,0,0,0.0338983050847458,0,0,0,0.00282485875706215,0,0,0,0,0.00282485875706215,0,0,0,0.214689265536723,0,0,0.00282485875706215,0,0,0.00282485875706215,0,0,0
430,12119,0,0,0.0223642172523962,0.134185303514377,0,0,0.0159744408945687,0,0,0,0,0.0191693290734824,0.0351437699680511,0.0191693290734824,0.00319488817891374,0.00319488817891374,0.00638977635782748,0.012779552715655,0,0,0.00638977635782748,0.00638977635782748,0,0.00319488817891374,0.0287539936102236,0,0,0.29073482428115,0,0,0.00638977635782748,0.111821086261981,0,0.00319488817891374,0,0,0,0.0287539936102236,0,0,0,0.00319488817891374,0.00319488817891374,0,0,0,0,0,0,0,0.223642172523962,0,0,0.00958466453674121,0,0,0.00319488817891374,0,0,0
435,12231,0,0.0033003300330033,0.0297029702970297,0.0561056105610561,0.0033003300330033,0.0033003300330033,0.0099009900990099,0,0,0,0,0.0066006600660066,0.0429042904290429,0,0,0,0.0198019801980198,0.0066006600660066,0,0,0.0198019801980198,0.0066006600660066,0,0.0033003300330033,0.0264026402640264,0,0,0.35973597359736,0,0,0,0.0610561056105611,0,0,0,0,0,0.0264026402640264,0,0,0,0,0.0033003300330033,0.0066006600660066,0,0,0.0033003300330033,0,0,0,0.288778877887789,0,0,0.0132013201320132,0,0,0,0,0,0
440,12342,0,0,0.0561622464898596,0.0592823712948518,0,0.0062402496099844,0.0062402496099844,0,0.0031201248049922,0,0,0.0249609984399376,0.0561622464898596,0.0031201248049922,0.0031201248049922,0,0.0093603744149766,0.0031201248049922,0,0,0.0187207488299532,0.0187207488299532,0,0.0124804992199688,0.0280811232449298,0,0,0.354134165366615,0.0748829953198128,0.0124804992199688,0,0,0,0,0,0,0,0.0374414976599064,0,0,0,0.0062402496099844,0,0.0031201248049922,0,0,0.0062402496099844,0.0031201248049922,0,0,0.190327613104524,0,0,0,0.0031201248049922,0,0,0,0,0
445,12454,0,0,0.0578947368421053,0.0263157894736842,0.00263157894736842,0,0.00526315789473684,0,0,0,0,0.0447368421052632,0.0342105263157895,0.00263157894736842,0,0.00526315789473684,0.0184210526315789,0.00263157894736842,0,0,0.0184210526315789,0.0289473684210526,0,0.00526315789473684,0.0315789473684211,0,0,0.334210526315789,0,0,0.00263157894736842,0.05,0,0,0,0,0,0.0263157894736842,0,0,0,0.00263157894736842,0,0.00526315789473684,0,0,0.00263157894736842,0,0,0,0.286842105263158,0,0,0.00263157894736842,0,0,0.00263157894736842,0,0,0
450,12566,0,0,0.0369318181818182,0.0113636363636364,0.00284090909090909,0,0,0,0.0227272727272727,0,0,0.0568181818181818,0.0625,0.00284090909090909,0,0,0.0426136363636364,0.0170454545454545,0,0,0.00284090909090909,0.0198863636363636,0,0.0142045454545455,0.00852272727272727,0.00568181818181818,0,0.278409090909091,0,0,0.00568181818181818,0.0213068181818182,0,0,0,0.00284090909090909,0,0.0411931818181818,0,0,0,0,0,0.00852272727272727,0,0,0.00852272727272727,0,0,0,0.318181818181818,0,0,0,0,0.00284090909090909,0.00284090909090909,0.00284090909090909,0,0
455,12677,0,0,0.04644412191582,0.0058055152394775,0.0058055152394775,0.00290275761973875,0.00290275761973875,0,0.0145137880986938,0,0,0.0058055152394775,0.0290275761973875,0.00290275761973875,0,0,0.0493468795355588,0.00290275761973875,0,0,0.00290275761973875,0.02322206095791,0,0.0058055152394775,0.0058055152394775,0.00290275761973875,0,0.338171262699565,0,0,0,0.034833091436865,0,0,0,0,0,0.0377358490566038,0,0,0,0.00290275761973875,0,0.0058055152394775,0,0,0,0,0,0,0.37155297532656,0,0,0,0,0,0,0,0,0
460,12789,0,0,0.0240601503759399,0,0.00601503759398496,0,0.00601503759398496,0,0.00902255639097744,0,0,0.00601503759398496,0.0120300751879699,0.00300751879699248,0,0,0.0300751879699248,0.00300751879699248,0,0,0,0.0120300751879699,0,0,0.0120300751879699,0.00902255639097744,0,0.17593984962406,0.00902255639097744,0,0,0,0,0,0,0,0,0.380451127819549,0,0,0,0,0,0,0,0.00300751879699248,0.00300751879699248,0,0,0,0.254135338345865,0,0,0.00601503759398496,0,0,0.00601503759398496,0.0300751879699248,0,0
465,12900,0,0,0.0235640648011782,0.00883652430044183,0,0,0.0206185567010309,0.00294550810014728,0.0294550810014728,0,0,0.0176730486008837,0.0206185567010309,0,0,0,0.03240058910162,0.00294550810014728,0,0,0.00294550810014728,0.00589101620029455,0,0,0.0294550810014728,0.00294550810014728,0,0.279823269513991,0,0,0.00294550810014728,0.0191458026509573,0,0.00294550810014728,0,0,0,0.250368188512518,0,0,0,0,0,0,0,0,0,0,0,0,0.235640648011782,0,0,0,0,0,0.00883652430044183,0,0,0
470,13012,0,0,0.0318302387267905,0.0106100795755968,0.0026525198938992,0,0.00530503978779841,0,0.00795755968169761,0.0026525198938992,0,0.0185676392572944,0.0371352785145889,0.0026525198938992,0,0,0.0185676392572944,0,0,0,0,0.00530503978779841,0,0,0.0291777188328912,0,0,0.39787798408488,0,0,0,0.026525198938992,0,0,0,0,0,0.0623342175066313,0,0,0,0,0,0.0026525198938992,0,0.0026525198938992,0.0026525198938992,0.0026525198938992,0,0,0.324933687002653,0,0,0,0,0.0026525198938992,0.0026525198938992,0,0,0
475,13123,0,0,0.0130378096479791,0.00521512385919166,0.00260756192959583,0.00260756192959583,0.00521512385919166,0,0.0130378096479791,0.00260756192959583,0,0.015645371577575,0.0469361147327249,0,0,0.00521512385919166,0.0286831812255541,0,0,0,0,0.0130378096479791,0,0.00260756192959583,0.0182529335071708,0.00260756192959583,0,0.293350717079531,0,0,0,0.0169491525423729,0,0,0,0,0,0.0990873533246415,0,0,0,0,0,0,0,0,0,0,0,0,0.389830508474576,0,0,0,0,0,0.0208604954367666,0.00260756192959583,0,0
480,13235,0,0,0.0495356037151703,0,0,0,0.0557275541795666,0,0.021671826625387,0.00928792569659443,0,0.0371517027863777,0.0990712074303406,0,0,0,0.0371517027863777,0.00309597523219814,0,0,0,0.0123839009287926,0,0.00928792569659443,0.0619195046439628,0.0154798761609907,0,0.278637770897833,0.0356037151702786,0,0,0,0,0,0,0.00619195046439629,0,0.0743034055727554,0,0,0,0.00619195046439629,0.00309597523219814,0,0,0,0,0,0,0,0.174922600619195,0,0,0,0,0.00309597523219814,0.00619195046439629,0,0,0
485,13346,0,0,0.0494186046511628,0.00581395348837209,0,0.00581395348837209,0.0232558139534884,0,0.0377906976744186,0.00290697674418605,0,0.0872093023255814,0.104651162790698,0.00872093023255814,0,0,0.0755813953488372,0.00581395348837209,0,0,0.00290697674418605,0.0174418604651163,0,0.00581395348837209,0.0523255813953488,0.0145348837209302,0,0.280523255813953,0,0,0,0.0130813953488372,0,0,0,0.00290697674418605,0,0.0130813953488372,0,0,0,0.00290697674418605,0,0,0,0,0.00581395348837209,0,0,0,0.167151162790698,0,0,0,0,0,0.0145348837209302,0,0,0
490,13458,0,0,0.0654338549075391,0.0170697012802276,0.00284495021337127,0,0.0483641536273115,0,0.0369843527738265,0,0,0.0796586059743954,0.122332859174964,0.0170697012802276,0,0,0.0227596017069701,0.00284495021337127,0,0,0.00284495021337127,0.0170697012802276,0,0.0085348506401138,0.0142247510668563,0.0085348506401138,0,0.29302987197724,0,0,0,0.0128022759601707,0,0,0,0,0,0.0327169274537696,0,0,0,0.00284495021337127,0,0,0,0,0.0085348506401138,0,0,0,0.166429587482219,0,0,0,0,0,0.0113798008534851,0,0.00284495021337127,0.00284495021337127
495,13569,0,0,0.0238095238095238,0,0,0.00680272108843537,0.0918367346938776,0,0.0816326530612245,0,0,0.0204081632653061,0.0238095238095238,0.0306122448979592,0,0,0.0510204081632653,0.00680272108843537,0,0,0.00340136054421769,0.0204081632653061,0,0.0136054421768707,0.0510204081632653,0.0170068027210884,0,0.243197278911565,0.0425170068027211,0,0,0,0,0.00340136054421769,0,0,0,0.112244897959184,0,0,0,0.0170068027210884,0,0,0,0,0.00340136054421769,0,0,0,0.0714285714285714,0,0,0,0,0.00340136054421769,0.0272108843537415,0.0340136054421769,0,0
