"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Salix","Tilia","Asteraceae.subf..Asteroideae.undiff.","Iva.annua","Myrica","Poaceae","Brassicaceae","Acer.saccharum","Populus.balsamifera","Fraxinus.nigra.type","Ulmus","Sarcobatus.vermiculatus","Rosaceae.undiff.","Iva.xanthifolia","Cornus.sericea","Potentilla","Fabaceae.undiff.","Apiaceae","Acer.negundo","Thalictrum","Fraxinus.pennsylvanica","Juglans.cinerea","Shepherdia.canadensis","Juglans.nigra","Carya","Caryophyllaceae","Galium","Dryas","Dalea","Elaeagnus"
615,5820,0.0385852090032154,0.0466237942122186,0.0723472668810289,0.00160771704180064,0.022508038585209,0.112540192926045,0.00160771704180064,0.00482315112540193,0.00643086816720257,0.00160771704180064,0.00160771704180064,0.00482315112540193,0.00321543408360129,0.368167202572347,0.0610932475884244,0.00803858520900321,0.209003215434084,0.00964630225080386,0.00160771704180064,0.00803858520900321,0.00160771704180064,0.00160771704180064,0.00160771704180064,0.00160771704180064,0.00482315112540193,0.00160771704180064,0.00160771704180064,0.00160771704180064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,6800,0.0311614730878187,0.0212464589235127,0.0269121813031161,0.0084985835694051,0.0141643059490085,0.0708215297450425,0.00424929178470255,0.00424929178470255,0.0127478753541076,0.00708215297450425,0,0.018413597733711,0,0.162889518413598,0.0665722379603399,0.0325779036827195,0.495750708215297,0.00424929178470255,0.00141643059490085,0,0,0.00141643059490085,0,0.0028328611898017,0.00424929178470255,0,0,0.00141643059490085,0.0028328611898017,0.00424929178470255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,6940,0.0229489386115892,0.0436029833620195,0.0493402180149168,0.00917957544463568,0.0218014916810098,0.14916810097533,0.00803212851405622,0.00229489386115892,0.014916810097533,0.0114744693057946,0,0.0103270223752151,0.00803212851405622,0.158347676419966,0.0263912794033276,0.0143430866322433,0.372920252438325,0.0114744693057946,0,0.0057372346528973,0,0.0057372346528973,0.00229489386115892,0.00344234079173838,0.0103270223752151,0,0,0.0160642570281124,0.00803212851405622,0.00917957544463568,0.00229489386115892,0.00114744693057946,0.00114744693057946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,7080,0.0288582183186951,0.0288582183186951,0.0351317440401506,0.0125470514429109,0.0175658720200753,0.116687578419072,0.00376411543287327,0.00627352572145546,0.0238393977415307,0.00878293601003764,0,0.0225846925972397,0.00125470514429109,0.116687578419072,0.0338770388958595,0.013801756587202,0.468005018820577,0.00752823086574655,0,0.00125470514429109,0,0.00250941028858218,0.00250941028858218,0.0100376411543287,0.00878293601003764,0,0,0.00627352572145546,0.00752823086574655,0.00501882057716437,0.00501882057716437,0,0.00250941028858218,0.00125470514429109,0.00125470514429109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,7220,0.0182481751824818,0.0273722627737226,0.0364963503649635,0.00182481751824818,0.0291970802919708,0.195255474452555,0.00547445255474453,0.00182481751824818,0.0072992700729927,0.00364963503649635,0,0.0164233576642336,0.00182481751824818,0.164233576642336,0.0301094890510949,0.0246350364963504,0.392335766423358,0.00912408759124088,0,0.00182481751824818,0,0.00547445255474453,0.00182481751824818,0.00547445255474453,0.0072992700729927,0,0,0.00547445255474453,0.00182481751824818,0.00182481751824818,0,0,0,0,0,0.00182481751824818,0.00182481751824818,0,0,0,0,0,0,0,0,0,0,0,0
725,7360,0.0216666666666667,0.025,0.0333333333333333,0.00833333333333333,0.0116666666666667,0.138333333333333,0.005,0.00833333333333333,0.015,0.005,0,0.0133333333333333,0.005,0.128333333333333,0.04,0.0233333333333333,0.46,0.00666666666666667,0,0,0,0.00166666666666667,0.00166666666666667,0.01,0.01,0,0,0.0133333333333333,0.01,0.00333333333333333,0,0,0.00166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,7485,0.0152582159624413,0.0234741784037559,0.0481220657276995,0.0164319248826291,0.028169014084507,0.219483568075117,0.00821596244131455,0.00704225352112676,0.0164319248826291,0.0152582159624413,0,0.0152582159624413,0.00469483568075117,0.10093896713615,0.0234741784037559,0.0199530516431925,0.383802816901408,0.0105633802816901,0.00117370892018779,0.00117370892018779,0,0.00704225352112676,0.00117370892018779,0.00352112676056338,0.0129107981220657,0,0,0.00586854460093897,0.00469483568075117,0.00234741784037559,0.00117370892018779,0,0.00234741784037559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,7608,0.0141509433962264,0.0267295597484277,0.0314465408805031,0.0188679245283019,0.0330188679245283,0.171383647798742,0.00471698113207547,0.00628930817610063,0.0110062893081761,0.0172955974842767,0,0.0141509433962264,0.00314465408805031,0.133647798742138,0.0267295597484277,0.0188679245283019,0.432389937106918,0.00628930817610063,0,0.00314465408805031,0,0,0.00157232704402516,0.00471698113207547,0.00786163522012579,0,0,0.00628930817610063,0.00314465408805031,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,7772,0.0209163346613546,0.0179282868525896,0.0418326693227092,0.0159362549800797,0.0258964143426295,0.158366533864542,0.0109561752988048,0.00298804780876494,0.0189243027888446,0.0139442231075697,0,0.0129482071713147,0.00199203187250996,0.0916334661354582,0.0249003984063745,0.0119521912350598,0.47609561752988,0.00796812749003984,0,0.00298804780876494,0,0.00099601593625498,0.00099601593625498,0.0049800796812749,0.0199203187250996,0,0,0.00697211155378486,0.00099601593625498,0.00199203187250996,0.00099601593625498,0,0,0,0,0.00099601593625498,0,0.00099601593625498,0.00199203187250996,0,0,0,0,0,0,0,0,0,0
790,7935,0.0104302477183833,0.0221642764015645,0.0534550195567145,0.0182529335071708,0.0234680573663625,0.159061277705346,0.0182529335071708,0.00260756192959583,0.0221642764015645,0.0143415906127771,0,0.0117340286831812,0.00391134289439374,0.0886571056062582,0.0938722294654498,0.0325945241199478,0.375488917861799,0.00651890482398957,0,0.00391134289439374,0,0.00260756192959583,0,0.00391134289439374,0.0169491525423729,0,0.00130378096479791,0.00521512385919166,0.00391134289439374,0.00260756192959583,0.00130378096479791,0.00130378096479791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,8099,0.037037037037037,0.0140485312899106,0.0498084291187739,0.0204342273307791,0.0153256704980843,0.171136653895275,0.0102171136653895,0.00893997445721584,0.0268199233716475,0.0178799489144317,0,0.0242656449553001,0.00127713920817369,0.144316730523627,0.0485312899106003,0.00893997445721584,0.349936143039591,0.00638569604086846,0,0.00893997445721584,0,0.00127713920817369,0.00127713920817369,0.00383141762452107,0.00893997445721584,0,0,0.0127713920817369,0,0,0.00127713920817369,0,0.00255427841634738,0.00127713920817369,0,0,0,0,0.00127713920817369,0.00127713920817369,0,0,0,0,0,0,0,0,0
825,8499,0.0111561866125761,0.00709939148073022,0.0476673427991886,0.00304259634888438,0.0152129817444219,0.141987829614604,0.0101419878296146,0,0.013184584178499,0.00304259634888438,0,0.0101419878296146,0.00101419878296146,0.0760649087221095,0.272819472616633,0.0385395537525355,0.311359026369168,0.00304259634888438,0,0.00202839756592292,0,0.00811359026369168,0,0.00101419878296146,0.00709939148073022,0,0,0.0111561866125761,0.00101419878296146,0.00304259634888438,0,0,0.00101419878296146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,8802,0.00883838383838384,0.0151515151515152,0.0606060606060606,0.0101010101010101,0.00883838383838384,0.171717171717172,0.00883838383838384,0.00252525252525253,0.0138888888888889,0.00126262626262626,0,0.00883838383838384,0.00252525252525253,0.0984848484848485,0.266414141414141,0.00883838383838384,0.275252525252525,0,0,0.00631313131313131,0,0.00631313131313131,0.00126262626262626,0.00126262626262626,0.00883838383838384,0,0,0.0101010101010101,0,0.00126262626262626,0.00126262626262626,0,0,0,0,0,0,0,0,0,0.00126262626262626,0,0,0,0,0,0,0,0
840,8954,0.0159786950732357,0.018641810918775,0.0505992010652463,0.0066577896138482,0.0133155792276964,0.161118508655127,0.00532623169107856,0,0.00399467376830892,0.00399467376830892,0,0.0066577896138482,0,0.153129161118509,0.255659121171771,0.00932090545938748,0.264980026631158,0.00133155792276964,0,0,0,0.00932090545938748,0,0,0.00399467376830892,0,0,0.0106524633821571,0,0.00399467376830892,0,0.00133155792276964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
