"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Salix","Tilia","Asteraceae.subf..Asteroideae.undiff.","Iva.annua","Myrica","Poaceae","Brassicaceae","Acer.saccharum","Populus.balsamifera","Fraxinus.nigra.type","Ulmus","Sarcobatus.vermiculatus","Rosaceae.undiff.","Iva.xanthifolia","Cornus.sericea","Potentilla","Fabaceae.undiff.","Apiaceae","Acer.negundo","Thalictrum","Fraxinus.pennsylvanica","Juglans.cinerea","Shepherdia.canadensis","Juglans.nigra","Carya","Caryophyllaceae","Galium","Dryas","Dalea","Elaeagnus"
845,9106,0.0211267605633803,0.0762910798122066,0.0915492957746479,0.00117370892018779,0.0199530516431925,0.179577464788732,0.00704225352112676,0.00117370892018779,0.00352112676056338,0.0140845070422535,0,0.00821596244131455,0.00234741784037559,0.173708920187793,0.0610328638497653,0.00234741784037559,0.306338028169014,0.00352112676056338,0,0.00234741784037559,0,0.00704225352112676,0,0.00234741784037559,0.00586854460093897,0,0,0.00704225352112676,0,0,0.00117370892018779,0,0,0,0,0,0,0,0,0,0,0.00117370892018779,0,0,0,0,0,0,0
850,9258,0.032319391634981,0.026615969581749,0.0817490494296578,0.00950570342205323,0.0190114068441065,0.14828897338403,0.00950570342205323,0.00190114068441065,0.00760456273764259,0.0152091254752852,0,0.0190114068441065,0.00190114068441065,0.241444866920152,0.091254752851711,0.00380228136882129,0.252851711026616,0.00190114068441065,0,0.00380228136882129,0,0.00950570342205323,0.00190114068441065,0.00380228136882129,0.00760456273764259,0,0,0.00570342205323194,0,0,0,0,0.00380228136882129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,9410,0.0285714285714286,0.0302521008403361,0.0521008403361345,0.00840336134453781,0.0201680672268908,0.2,0.0168067226890756,0.00336134453781513,0.00504201680672269,0.0134453781512605,0,0.0201680672268908,0,0.173109243697479,0.0403361344537815,0,0.352941176470588,0.00168067226890756,0,0.00336134453781513,0,0.00504201680672269,0,0.00336134453781513,0.00336134453781513,0,0,0.0117647058823529,0.00336134453781513,0,0,0,0,0,0,0,0,0,0,0,0,0.00336134453781513,0,0,0,0,0,0,0
860,9561,0.0393811533052039,0.0267229254571027,0.0956399437412096,0.0070323488045007,0.0239099859353024,0.180028129395218,0.00421940928270042,0.00421940928270042,0.0154711673699015,0.00984528832630099,0,0.00984528832630099,0.00140646976090014,0.174402250351617,0.348804500703235,0.0239099859353024,0,0,0,0.00421940928270042,0,0.00562587904360056,0.00140646976090014,0.00562587904360056,0.00421940928270042,0,0,0.00281293952180028,0.00281293952180028,0.00281293952180028,0.00281293952180028,0,0,0,0,0.00140646976090014,0,0,0,0,0,0.00140646976090014,0,0,0,0,0,0,0
865,9713,0.0570934256055363,0.0121107266435986,0.0847750865051903,0.00519031141868512,0.027681660899654,0.0951557093425606,0.00865051903114187,0.00173010380622837,0.0294117647058824,0.0155709342560554,0,0.0155709342560554,0.00346020761245675,0.224913494809689,0.352941176470588,0.0242214532871972,0,0,0,0.0069204152249135,0,0.00865051903114187,0.00346020761245675,0.00346020761245675,0.0069204152249135,0,0,0.00519031141868512,0.00173010380622837,0.00173010380622837,0.00346020761245675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,9865,0.0140845070422535,0.00625978090766823,0.02660406885759,0.0203442879499218,0.0312989045383412,0.0876369327073552,0.0140845070422535,0,0.0328638497652582,0.00938967136150235,0,0.0109546165884194,0,0.330203442879499,0.331768388106416,0.028169014084507,0,0.00625978090766823,0,0.00782472613458529,0,0.0125195618153365,0.00156494522691706,0,0.0109546165884194,0,0,0.00782472613458529,0.00156494522691706,0.00469483568075117,0.00156494522691706,0,0,0,0,0,0,0,0,0,0,0,0.00156494522691706,0,0,0,0,0,0
875,10017,0.0158982511923688,0.00794912559618442,0.00476947535771065,0.0302066772655008,0.041335453100159,0.0572337042925278,0.0302066772655008,0.00158982511923688,0.027027027027027,0.0158982511923688,0,0.0254372019077901,0.00158982511923688,0.408585055643879,0.26550079491256,0.014308426073132,0,0.00635930047694754,0,0.0111287758346582,0,0.0095389507154213,0,0,0.0095389507154213,0,0,0.00635930047694754,0,0.00476947535771065,0.00158982511923688,0,0,0,0,0,0,0,0,0.00158982511923688,0,0,0.00158982511923688,0,0,0,0,0,0
880,10169,0.00520833333333333,0.00520833333333333,0.0208333333333333,0.0243055555555556,0.0503472222222222,0.0451388888888889,0.0260416666666667,0.00173611111111111,0.0225694444444444,0.0173611111111111,0,0.0329861111111111,0.00173611111111111,0.418402777777778,0.258680555555556,0,0,0.015625,0,0.00694444444444444,0,0.0121527777777778,0.00520833333333333,0.00173611111111111,0.00347222222222222,0,0,0.00347222222222222,0.00520833333333333,0.00868055555555556,0,0,0.00520833333333333,0,0,0,0,0,0,0,0,0,0,0.00173611111111111,0,0,0,0,0
884,10290,0.00205338809034908,0.00410677618069815,0.00616016427104723,0.0205338809034908,0.0574948665297741,0.0410677618069815,0.0082135523613963,0,0.026694045174538,0.0225872689938398,0,0.053388090349076,0.00410677618069815,0.396303901437372,0,0,0.273100616016427,0.0143737166324435,0,0.0082135523613963,0,0.00410677618069815,0,0,0.00616016427104723,0.00205338809034908,0.00205338809034908,0.0102669404517454,0.0164271047227926,0.0102669404517454,0,0.00205338809034908,0.00410677618069815,0,0,0,0,0.00205338809034908,0,0,0,0.00205338809034908,0,0,0,0,0,0,0
887,NA,0,0.00238663484486874,0.0071599045346062,0.0167064439140811,0.0477326968973747,0.071599045346062,0.0214797136038186,0,0.0167064439140811,0.0238663484486874,0,0.0763723150357995,0,0.439140811455847,0,0,0.186157517899761,0.0167064439140811,0,0.0190930787589499,0,0.0119331742243437,0,0,0.0143198090692124,0,0,0.00477326968973747,0.0071599045346062,0.0119331742243437,0,0.00238663484486874,0,0,0,0,0,0,0,0,0,0,0,0,0.00238663484486874,0,0,0,0
890,NA,0.00133333333333333,0.00266666666666667,0.00533333333333333,0.04,0.044,0.024,0.0173333333333333,0.00266666666666667,0.016,0.0386666666666667,0,0.0546666666666667,0.00533333333333333,0.296,0,0,0.328,0.0226666666666667,0,0.016,0.00133333333333333,0.0106666666666667,0.004,0,0.0133333333333333,0,0.00266666666666667,0.016,0.00666666666666667,0.016,0,0,0.00533333333333333,0.00133333333333333,0,0,0,0,0,0,0.00133333333333333,0.00266666666666667,0.00133333333333333,0,0,0.00133333333333333,0.00133333333333333,0,0
894,NA,0.00193798449612403,0,0,0.0310077519379845,0.0930232558139535,0.0251937984496124,0.0174418604651163,0,0.0251937984496124,0.060077519379845,0,0.0562015503875969,0.00387596899224806,0.201550387596899,0,0,0.372093023255814,0.0155038759689922,0,0.0213178294573643,0,0.0174418604651163,0.00193798449612403,0,0.00775193798449612,0,0.00193798449612403,0.0174418604651163,0.00581395348837209,0.0135658914728682,0,0.00193798449612403,0.00193798449612403,0,0,0,0.00193798449612403,0,0,0,0,0,0,0,0,0,0.00193798449612403,0.00193798449612403,0
898,NA,0.00153609831029186,0.00307219662058372,0.00307219662058372,0.0168970814132104,0.06605222734255,0.0399385560675883,0.0245775729646697,0,0.0399385560675883,0.0583717357910906,0.00153609831029186,0.0184331797235023,0.00307219662058372,0.153609831029186,0,0,0.428571428571429,0.0245775729646697,0,0.0199692780337942,0,0.0184331797235023,0,0,0.0199692780337942,0,0,0.0184331797235023,0.010752688172043,0.0138248847926267,0.00307219662058372,0.00153609831029186,0.00153609831029186,0,0,0,0,0,0,0,0,0.00307219662058372,0,0.00153609831029186,0.00153609831029186,0,0.00153609831029186,0.00153609831029186,0
906,NA,0.00494233937397035,0.00494233937397035,0.0098846787479407,0.0098846787479407,0.103789126853377,0.0477759472817133,0.0197693574958814,0.00494233937397035,0.0247116968698517,0.0741350906095552,0,0.0131795716639209,0.00823723228995058,0.118616144975288,0,0,0.324546952224053,0.0230642504118616,0,0.0790774299835255,0,0.0115321252059308,0.00658978583196046,0,0.0247116968698517,0.00164744645799012,0,0.0214168039538715,0.00658978583196046,0.0395387149917628,0,0,0.00164744645799012,0,0,0,0,0,0,0,0.00164744645799012,0.00658978583196046,0,0,0,0,0.00164744645799012,0,0.00494233937397035
