"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Castanea","Celtis","Cephalanthus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Ilex","Juglans.cinerea","Larix","Liquidambar","Myricaceae","Nyssa","Ostrya.Carpinus","Picea","Pinus.undiff.","Pinus.strobus","Platanus","Populus","Quercus","Rhus","Salix","Tilia","Tsuga","Ulmus","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae.Amaranthaceae","Cyperaceae","Galium","Plantago","Poaceae","Ranunculaceae.undiff.","Rosaceae","Rumex","Saxifragaceae","Thalictrum","Urticaceae"
0,54,0,0.0177111716621253,0.23841961852861,0.0517711171662125,0.0122615803814714,0.100817438692098,0,0.0149863760217984,0,0,0.00136239782016349,0.00681198910081744,0.0122615803814714,0.00408719346049046,0.00408719346049046,0,0,0,0.00272479564032698,0.0245231607629428,0.00408719346049046,0.0708446866485014,0.0108991825613079,0,0,0.174386920980926,0,0.0136239782016349,0,0.0435967302452316,0.00681198910081744,0.053133514986376,0,0.00136239782016349,0.0354223433242507,0.00408719346049046,0,0,0.064032697547684,0,0,0.0231607629427793,0,0,0,0,0.00272479564032698,0
30,5965,0,0.0100502512562814,0.141959798994975,0.028894472361809,0.0251256281407035,0.0351758793969849,0,0.21356783919598,0.00125628140703518,0.00376884422110553,0,0.00251256281407035,0.0050251256281407,0.00251256281407035,0,0.0163316582914573,0,0,0.0050251256281407,0.00376884422110553,0.0050251256281407,0.14321608040201,0.0050251256281407,0,0.0050251256281407,0.141959798994975,0,0.0150753768844221,0,0.0552763819095477,0.00376884422110553,0.00251256281407035,0,0.00125628140703518,0.028894472361809,0.00125628140703518,0,0,0.0703517587939698,0,0,0.0226130653266332,0,0,0,0,0.00376884422110553,0
40,7741,0,0.00911458333333333,0.08203125,0.015625,0.0325520833333333,0.04296875,0,0.272135416666667,0.00260416666666667,0.00130208333333333,0.00130208333333333,0.0078125,0.00260416666666667,0.00390625,0.00390625,0.01171875,0,0,0.00130208333333333,0.0078125,0,0.14453125,0.00520833333333333,0,0.0078125,0.15234375,0,0.0221354166666667,0.00130208333333333,0.0442708333333333,0.00520833333333333,0.00260416666666667,0,0,0.0338541666666667,0.00130208333333333,0,0,0.0625,0,0.00260416666666667,0.0143229166666667,0,0,0,0,0.00130208333333333,0
50,9350,0,0.00392156862745098,0.308496732026144,0.0274509803921569,0.00261437908496732,0.00261437908496732,0,0.0313725490196078,0.00130718954248366,0.00261437908496732,0,0.0130718954248366,0.0065359477124183,0.0065359477124183,0.00522875816993464,0.00261437908496732,0,0,0.00261437908496732,0.0065359477124183,0,0.0901960784313725,0.0143790849673203,0.00130718954248366,0.00261437908496732,0.244444444444444,0,0.0104575163398693,0.00392156862745098,0.081045751633987,0.00522875816993464,0.00261437908496732,0.00130718954248366,0,0.0235294117647059,0,0,0,0.0549019607843137,0,0,0.0392156862745098,0,0,0,0,0.00130718954248366,0
60,10749,0.00374531835205993,0.0131086142322097,0.0168539325842697,0.0711610486891386,0,0,0.00187265917602996,0,0.00561797752808989,0.00374531835205993,0,0,0.0112359550561798,0,0,0.00187265917602996,0,0.00561797752808989,0,0.0168539325842697,0.00749063670411985,0.387640449438202,0.097378277153558,0,0,0.204119850187266,0,0.00187265917602996,0,0.0917602996254682,0.0112359550561798,0.00374531835205993,0,0.00187265917602996,0.00374531835205993,0,0,0,0.0318352059925094,0,0,0.00374531835205993,0,0,0,0,0,0.00187265917602996
70,11904,0.0571428571428571,0.00168067226890756,0.0722689075630252,0.12436974789916,0,0.00336134453781513,0,0.00168067226890756,0.0201680672268908,0,0.00168067226890756,0,0.0117647058823529,0,0.00336134453781513,0.00168067226890756,0,0.00672268907563025,0,0.0151260504201681,0.164705882352941,0.329411764705882,0.00840336134453781,0,0,0.0739495798319328,0,0.00672268907563025,0,0.0168067226890756,0.00168067226890756,0,0.00168067226890756,0.00168067226890756,0.00336134453781513,0,0,0,0.0588235294117647,0,0,0.0117647058823529,0,0,0,0,0,0
80,12808,0.0360934182590234,0,0.0106157112526539,0.0615711252653928,0,0,0,0,0.00424628450106157,0,0,0,0.0276008492569002,0,0,0,0,0,0,0.0276008492569002,0.227176220806794,0.367303609341826,0.0169851380042463,0,0,0.0764331210191083,0,0.00849256900212314,0,0,0,0.00212314225053079,0,0.00424628450106157,0.0127388535031847,0,0,0,0.101910828025478,0,0,0.0148619957537155,0,0,0,0,0,0
90,13465,0.0106382978723404,0,0.00425531914893617,0.048936170212766,0.00425531914893617,0,0,0.00212765957446809,0.00851063829787234,0,0,0,0.0234042553191489,0,0,0,0,0,0,0.0297872340425532,0.431914893617021,0.217021276595745,0.0106382978723404,0,0,0.0574468085106383,0,0.025531914893617,0,0,0,0,0,0.0127659574468085,0.0106382978723404,0,0,0,0.0680851063829787,0,0,0.0319148936170213,0,0,0,0,0,0.00212765957446809
100,13913,0.0266393442622951,0,0.00409836065573771,0.0430327868852459,0.00204918032786885,0,0.00204918032786885,0,0.00204918032786885,0.00409836065573771,0.00204918032786885,0,0.00819672131147541,0,0,0,0,0,0,0.0225409836065574,0.424180327868852,0.225409836065574,0,0,0,0.0594262295081967,0,0.00614754098360656,0,0,0,0.00204918032786885,0,0.0163934426229508,0.0286885245901639,0,0,0,0.096311475409836,0,0,0.0184426229508197,0,0,0,0,0,0.00614754098360656
110,14194,0.00392156862745098,0,0.0117647058823529,0.0725490196078431,0,0,0,0.00392156862745098,0.00588235294117647,0.00196078431372549,0,0,0.0156862745098039,0,0.00196078431372549,0.00392156862745098,0,0,0.00196078431372549,0.0392156862745098,0.380392156862745,0.23921568627451,0.00392156862745098,0,0.00196078431372549,0.0509803921568627,0,0.0274509803921569,0,0.00196078431372549,0,0.00196078431372549,0.00196078431372549,0.00588235294117647,0.0156862745098039,0,0,0,0.0843137254901961,0,0,0.0176470588235294,0,0,0,0,0.00392156862745098,0
120,14352,0.0135135135135135,0,0.00193050193050193,0.0984555984555985,0.00193050193050193,0,0,0.00193050193050193,0,0,0.00193050193050193,0,0.00579150579150579,0,0,0.00193050193050193,0,0,0,0.028957528957529,0.411196911196911,0.152509652509653,0.00193050193050193,0,0.00193050193050193,0.0598455598455598,0,0.0250965250965251,0,0,0,0.00579150579150579,0.00193050193050193,0.00579150579150579,0.027027027027027,0,0,0,0.111969111969112,0.00193050193050193,0,0.0347490347490347,0,0,0,0,0.00193050193050193,0
130,14431,0.00809716599190283,0,0.0101214574898785,0.048582995951417,0,0,0.00202429149797571,0,0,0.00202429149797571,0.00607287449392713,0,0.00404858299595142,0,0,0,0,0,0,0.0202429149797571,0.51417004048583,0.149797570850202,0.00202429149797571,0,0,0.0384615384615385,0,0.0404858299595142,0,0,0.00202429149797571,0.00607287449392713,0.00202429149797571,0.00202429149797571,0.0161943319838057,0,0,0,0.0951417004048583,0,0,0.0242914979757085,0,0,0,0,0.00404858299595142,0.00202429149797571
140,14473,0.00168350168350168,0.00336700336700337,0.0235690235690236,0.0942760942760943,0,0,0,0,0.00505050505050505,0.00336700336700337,0.00673400673400673,0,0.00168350168350168,0,0,0.00168350168350168,0,0,0,0.0117845117845118,0.281144781144781,0.198653198653199,0.00168350168350168,0,0,0.0387205387205387,0,0.0437710437710438,0,0,0,0.00841750841750842,0,0.0101010101010101,0.0218855218855219,0,0.00168350168350168,0.00168350168350168,0.203703703703704,0.00168350168350168,0,0.0252525252525253,0,0,0,0,0.00673400673400673,0.00168350168350168
150,14511,0.00158227848101266,0.00158227848101266,0.0284810126582278,0.115506329113924,0.00158227848101266,0,0.00158227848101266,0,0,0.00158227848101266,0.0142405063291139,0,0,0,0.00158227848101266,0.00158227848101266,0,0,0,0.0126582278481013,0.227848101265823,0.231012658227848,0,0.00158227848101266,0,0.0237341772151899,0,0.0411392405063291,0,0.00158227848101266,0.00316455696202532,0.00316455696202532,0,0.00949367088607595,0.0189873417721519,0,0,0,0.208860759493671,0,0,0.0268987341772152,0,0,0,0,0.0174050632911392,0.00316455696202532
159,14550,0.00321027287319422,0,0.0256821829855538,0.123595505617978,0,0.00321027287319422,0,0.00321027287319422,0.00642054574638844,0,0.014446227929374,0,0,0.00481540930979133,0,0.00160513643659711,0,0,0.00160513643659711,0.00802568218298555,0.199036918138042,0.203852327447833,0,0,0.00481540930979133,0.0304975922953451,0,0.0401284109149278,0,0,0.00160513643659711,0.00481540930979133,0,0.0192616372391653,0.0321027287319422,0,0,0.00160513643659711,0.218298555377207,0.00160513643659711,0,0.0304975922953451,0,0,0,0,0.014446227929374,0.00160513643659711
178,14642,0.00314465408805031,0.00157232704402516,0.0361635220125786,0.125786163522013,0.00314465408805031,0.00157232704402516,0,0.0330188679245283,0.00314465408805031,0.00314465408805031,0.00786163522012579,0.00157232704402516,0.00943396226415094,0,0,0,0.00157232704402516,0.00157232704402516,0,0.00471698113207547,0.177672955974843,0.220125786163522,0.00314465408805031,0,0,0.0361635220125786,0,0.0361635220125786,0.00314465408805031,0.00471698113207547,0.00157232704402516,0.00314465408805031,0.00314465408805031,0.0251572327044025,0.0220125786163522,0,0,0.00157232704402516,0.190251572327044,0,0,0.0220125786163522,0,0.00157232704402516,0.00314465408805031,0,0.00786163522012579,0
195,14735,0.00789889415481832,0,0.0710900473933649,0.0900473933649289,0.00157977883096367,0.00631911532385466,0,0.018957345971564,0.004739336492891,0.00157977883096367,0.00789889415481832,0.00157977883096367,0.00157977883096367,0,0,0.00315955766192733,0,0.00315955766192733,0,0.009478672985782,0.203791469194313,0.229067930489731,0,0,0,0.023696682464455,0,0.0489731437598736,0,0.00789889415481832,0.00315955766192733,0.00157977883096367,0,0.014218009478673,0.009478672985782,0,0,0.00157977883096367,0.178515007898894,0,0.00157977883096367,0.0315955766192733,0.00315955766192733,0,0,0,0.009478672985782,0.00315955766192733
288,15416,0.0040595399188092,0,0.0419485791610284,0.0771312584573748,0.0013531799729364,0.0013531799729364,0,0.0094722598105548,0.0040595399188092,0,0.0094722598105548,0,0.0027063599458728,0,0.0027063599458728,0.0013531799729364,0,0.0013531799729364,0,0.0054127198917456,0.139377537212449,0.22192151556157,0,0,0,0.0148849797023004,0,0.060893098782138,0,0.006765899864682,0,0.0054127198917456,0,0.0311231393775372,0.006765899864682,0,0,0.0027063599458728,0.293640054127199,0,0,0.040595399188092,0,0,0,0,0.013531799729364,0
310,15612,0.0032626427406199,0.00163132137030995,0.0391517128874388,0.0619902120717781,0,0.00489396411092985,0,0.0114192495921697,0.0065252854812398,0,0.0065252854812398,0,0.0065252854812398,0,0,0.0032626427406199,0,0,0,0.0097879282218597,0.223491027732463,0.244698205546493,0,0,0.0032626427406199,0.0440456769983687,0,0.0375203915171289,0,0,0.00163132137030995,0.0032626427406199,0,0.0163132137030995,0.0244698205546493,0,0,0.00163132137030995,0.197389885807504,0.0032626427406199,0,0.0309951060358891,0.0032626427406199,0,0,0,0.00815660685154975,0.00163132137030995
