"sample.depths","sample.ages","Alnus.incana.type","Ambrosia.type","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Fraxinus.undiff.","Herbs.undiff.","Iva.xanthifolia.type","Picea","Pinus.undiff.","Quercus","Salix","Ulmus","Populus","Poaceae","Acer.saccharum.type","Artemisia","Betula","Carya","Iva.annua.type","Fagus","Fraxinus.pennsylvanica.type","Juglans.cinerea","Liquidambar","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.subg..Strobus","Platanus","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Xanthium","Rhamnaceae.Vitaceae","Thalictrum","Myrica","Rosaceae","Juglans.undiff.","Polygonaceae.undiff.","Rumex","Acer.rubrum","Abies","Alnus.viridis.type","Iva.undiff.","Asteraceae.subf..Cichorioideae","Juglans.nigra","Larix","Plantago","Acer.undiff.","Celtis","Shrubs.undiff.","Ephedra","Sarcobatus.vermiculatus","Nyssa","Castanea"
45.5,72,0.0206185567010309,0.43298969072165,0.0412371134020619,0.0103092783505155,0.0103092783505155,0.0103092783505155,0.0103092783505155,0.0103092783505155,0.0103092783505155,0.0103092783505155,0.0103092783505155,0.0309278350515464,0.22680412371134,0.0103092783505155,0.0206185567010309,0.0206185567010309,0.11340206185567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.5,88,0.0091743119266055,0.073394495412844,0.00611620795107034,0,0,0.00611620795107034,0.0122324159021407,0,0,0.00611620795107034,0.00305810397553517,0.0489296636085627,0.571865443425077,0.00611620795107034,0.0397553516819572,0,0.0489296636085627,0.00305810397553517,0.00611620795107034,0.0275229357798165,0.0244648318042813,0.00305810397553517,0.00611620795107034,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.0214067278287462,0.0214067278287462,0.0091743119266055,0.0122324159021407,0.00305810397553517,0.00611620795107034,0.0091743119266055,0.00305810397553517,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.5,200,0.0143266475644699,0.0171919770773639,0.0143266475644699,0.00573065902578797,0,0.00573065902578797,0,0,0,0.00573065902578797,0.00573065902578797,0.0630372492836676,0.616045845272206,0,0.0429799426934097,0.00859598853868195,0.0372492836676218,0.00573065902578797,0.00573065902578797,0.0286532951289398,0.0143266475644699,0.00286532951289398,0.0229226361031519,0.0143266475644699,0,0,0.0143266475644699,0.0171919770773639,0.00859598853868195,0.00286532951289398,0,0.00859598853868195,0.00573065902578797,0,0,0.00286532951289398,0.00286532951289398,0.00573065902578797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.5,500,0.0159235668789809,0.0605095541401274,0.00955414012738853,0.0127388535031847,0.00636942675159236,0.00318471337579618,0.00318471337579618,0,0.00318471337579618,0.00636942675159236,0.00318471337579618,0.0668789808917197,0.563694267515924,0,0.0191082802547771,0,0.0414012738853503,0,0.00955414012738853,0.035031847133758,0.0254777070063694,0,0.00318471337579618,0.00636942675159236,0.00318471337579618,0,0.0127388535031847,0.0254777070063694,0.0127388535031847,0.0127388535031847,0.00318471337579618,0.0127388535031847,0.0191082802547771,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.5,800,0.00662251655629139,0.0264900662251656,0.00993377483443709,0,0.0033112582781457,0.043046357615894,0.00993377483443709,0,0,0.0033112582781457,0.0033112582781457,0.0662251655629139,0.526490066225166,0,0.0298013245033113,0,0.0397350993377483,0.0264900662251656,0.00993377483443709,0.0364238410596026,0.0298013245033113,0,0.0165562913907285,0,0,0.0033112582781457,0.0033112582781457,0.0364238410596026,0.00993377483443709,0,0.0132450331125828,0.00993377483443709,0.0165562913907285,0.0033112582781457,0,0,0,0,0.0033112582781457,0.00662251655629139,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125.5,1100,0.0114503816793893,0.0343511450381679,0.00763358778625954,0.00381679389312977,0.0114503816793893,0.0229007633587786,0.00381679389312977,0,0,0.00763358778625954,0,0.0801526717557252,0.526717557251908,0.00381679389312977,0.0229007633587786,0,0.0572519083969466,0.00381679389312977,0.0190839694656489,0.0458015267175573,0.0190839694656489,0,0.0190839694656489,0,0,0,0.0114503816793893,0.0267175572519084,0.0152671755725191,0.0114503816793893,0,0.00381679389312977,0.0152671755725191,0.00763358778625954,0,0,0,0,0.00381679389312977,0,0,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185.5,1999,0.024390243902439,0.0146341463414634,0.0146341463414634,0,0,0.0195121951219512,0.0048780487804878,0,0,0,0.0048780487804878,0.0536585365853659,0.595121951219512,0,0.024390243902439,0,0.0536585365853659,0.0048780487804878,0.024390243902439,0.0536585365853659,0.0048780487804878,0,0.0097560975609756,0.0048780487804878,0,0,0.0146341463414634,0.0195121951219512,0,0.0097560975609756,0.0048780487804878,0,0,0.0097560975609756,0,0,0,0,0,0,0,0,0.0097560975609756,0.0048780487804878,0.0097560975609756,0.0048780487804878,0,0,0,0,0,0,0,0,0,0
205.5,2238,0.0102389078498294,0.0170648464163823,0.037542662116041,0,0.00341296928327645,0.0170648464163823,0.0068259385665529,0,0,0.0102389078498294,0.00341296928327645,0.0580204778156997,0.539249146757679,0.0102389078498294,0.0273037542662116,0,0.0750853242320819,0.0102389078498294,0.0238907849829352,0.0409556313993174,0.0170648464163823,0.00341296928327645,0.0068259385665529,0.0068259385665529,0,0,0.0068259385665529,0.0170648464163823,0.0170648464163823,0.0204778156996587,0,0,0.0068259385665529,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0
215.5,2349,0.00982800982800983,0.0122850122850123,0.00737100737100737,0.00245700245700246,0.00245700245700246,0.00737100737100737,0.0122850122850123,0,0,0.0171990171990172,0,0.0540540540540541,0.587223587223587,0.00491400491400491,0.027027027027027,0,0.0958230958230958,0.00491400491400491,0.00982800982800983,0.0368550368550369,0.0122850122850123,0.00491400491400491,0,0.00245700245700246,0.00737100737100737,0,0.0122850122850123,0.0122850122850123,0.0171990171990172,0.00982800982800983,0.00245700245700246,0.00491400491400491,0.0122850122850123,0.00245700245700246,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0,0,0.00245700245700246,0.00245700245700246,0,0,0,0,0,0,0
225.5,2460,0.00550964187327824,0.0385674931129477,0.0440771349862259,0,0.00275482093663912,0.00826446280991736,0.0137741046831956,0.00550964187327824,0,0.0495867768595041,0.00550964187327824,0.0578512396694215,0.43801652892562,0.00275482093663912,0.0220385674931129,0.00275482093663912,0.126721763085399,0.00826446280991736,0.0220385674931129,0.0385674931129477,0.0137741046831956,0,0.00275482093663912,0.00826446280991736,0.00275482093663912,0,0.00826446280991736,0.00826446280991736,0.0110192837465565,0.0192837465564738,0.00550964187327824,0,0.0220385674931129,0,0,0.00275482093663912,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0,0
