"depth","best.age","min.age","max.age"
10,157,149,163
20,314,298,328
45,706,671,739
70,1098,1044,1151
95,1490,1416,1561
120,1882,1789,1973
145,2274,2162,2384
170,2666,2534,2795
195,3058,2907,3207
220,3450,3279,3617
245,3842,3652,4029
270,4234,4025,4440
295,4626,4397,4851
320,5189,4978,5397
345,5753,5548,5952
370,6316,6108,6521
395,6880,6650,7095
420,7443,7179,7673
445,8007,7707,8263
470,8570,8233,8863
495,9134,8757,9467
510,9472,9067,9828
520,9697,9273,10068
535,10035,9581,10428
545,10261,9787,10669
555,NA,NA,NA
570,NA,NA,NA
585,NA,NA,NA
595,NA,NA,NA
600,NA,NA,NA
605,NA,NA,NA
610,NA,NA,NA
615,NA,NA,NA
690,NA,NA,NA
705,NA,NA,NA
720,NA,NA,NA
