"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Corylus","Cupressaceae","Cyperaceae","Picea","Quercus","Rumex","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Pinus","Amaranthaceae","Poaceae","Ericaceae","Polygonaceae.undiff.","Thalictrum","Fraxinus","Myrica","Acer.negundo","Larix","Ostrya.Carpinus","Shepherdia","Populus"
5,360,0.00612557427258806,0.052833078101072,0.156967840735069,0.00689127105666156,0.00382848392036753,0.0267993874425727,0.213629402756508,0.00765696784073507,0.000765696784073507,0.0199081163859112,0.00842266462480858,0.00306278713629403,0.0949464012251149,0.366003062787136,0.00842266462480858,0.0237366003062787,0,0,0,0,0,0,0,0,0,0
15,1058,0.00562113546936481,0.0578976953344576,0.18212478920742,0.00449690837549185,0.000562113546936481,0.014052838673412,0.184373243395166,0.00562113546936481,0,0.0191118605958404,0.0112422709387296,0.000562113546936481,0.0848791455874087,0.386172006745363,0.0112422709387296,0.0252951096121417,0.00112422709387296,0.000562113546936481,0.00393479482855537,0.000562113546936481,0.000562113546936481,0,0,0,0,0
25,1755,0.00447518307567128,0.0459723352318959,0.158258746948739,0.00528885272579333,0,0.00935720097640358,0.200569568755085,0.00691619202603743,0.000406834825061025,0.015459723352319,0.00772986167615948,0.000406834825061025,0.0829943043124491,0.425142392188771,0.0109845402766477,0.0203417412530513,0.000406834825061025,0,0.00244100895036615,0.000406834825061025,0.00081366965012205,0.00081366965012205,0.000406834825061025,0.000406834825061025,0,0
35,2453,0.00628019323671498,0.0478260869565217,0.166666666666667,0.00434782608695652,0.00193236714975845,0.0193236714975845,0.192270531400966,0.0111111111111111,0,0.0231884057971014,0.0072463768115942,0.00241545893719807,0.0792270531400966,0.391787439613527,0.00917874396135266,0.0304347826086957,0,0.000483091787439614,0.00241545893719807,0.000483091787439614,0.00193236714975845,0,0,0.000966183574879227,0.000483091787439614,0
45,3151,0.0127531882970743,0.0577644411102776,0.156789197299325,0.00600150037509377,0.00225056264066016,0.0202550637659415,0.173293323330833,0.00900225056264066,0.00150037509377344,0.0195048762190548,0.0067516879219805,0.00150037509377344,0.0750187546886722,0.413353338334584,0.0112528132033008,0.0225056264066016,0,0,0.00600150037509377,0.000750187546886722,0.00300075018754689,0,0,0.000750187546886722,0,0
55,3849,0.00728332119446468,0.056081573197378,0.199563000728332,0.00655498907501821,0.0021849963583394,0.021849963583394,0.187181354697742,0.00873998543335761,0,0.0196649672250546,0.00728332119446468,0.000728332119446468,0.0772032046613256,0.361252731245448,0.0138383102694829,0.0240349599417334,0,0.00145666423889294,0.0021849963583394,0,0.000728332119446468,0,0,0.0021849963583394,0,0
65,4547,0.00641482537419815,0.0534568781183179,0.171062009978617,0.00427655024946543,0.00142551674982181,0.0270848182466144,0.0862437633642195,0.00570206699928724,0,0.0220955096222381,0.00926585887384177,0.00285103349964362,0.0669992872416251,0.499643620812545,0.0142551674982181,0.022808267997149,0,0.00142551674982181,0.00142551674982181,0,0.00213827512473272,0,0,0,0.00142551674982181,0
75,4902,0.00761421319796954,0.0363790186125212,0.140862944162437,0.00465313028764805,0.000846023688663283,0.0427241962774958,0.0981387478849408,0.00423011844331641,0,0.0177664974619289,0.00803722504230118,0.000846023688663283,0.0566835871404399,0.521996615905245,0.0109983079526227,0.0439932318104907,0,0.000846023688663283,0,0.000423011844331641,0.00169204737732657,0,0,0.000423011844331641,0.000846023688663283,0
85,5258,0.00917782026768642,0.065774378585086,0.112810707456979,0.00497131931166348,0.00344168260038241,0.0363288718929254,0.0726577437858509,0.00420650095602294,0.000382409177820268,0.027151051625239,0.00764818355640535,0.000764818355640535,0.0726577437858509,0.516252390057361,0.0152963671128107,0.0470363288718929,0,0,0.00229445506692161,0,0.0011472275334608,0,0,0,0,0
95,5613,0.0103174603174603,0.0714285714285714,0.102380952380952,0.00555555555555556,0.00555555555555556,0.101587301587302,0.0484126984126984,0.00634920634920635,0.000793650793650794,0.0246031746031746,0.00873015873015873,0.00238095238095238,0.0825396825396825,0.435714285714286,0.0214285714285714,0.053968253968254,0,0,0.0103174603174603,0.00158730158730159,0,0.00158730158730159,0,0.00158730158730159,0.00238095238095238,0.000793650793650794
