"depth","best.age","min.age","max.age"
1,-38,-39,-38
3,-26,-26,-25
5,-10,-12,-10
7,19,17,19
9,44,44,45
11,55,54,58
13,72,71,72
15,88,87,89
17,104,103,105
19,120,119,120
21,136,135,136
23,152,151,152
25,168,167,169
27,184,183,185
29,201,200,202
31,234,229,240
33,287,269,303
35,339,309,366
37,391,350,431
39,444,390,494
41,496,430,557
43,548,470,621
45,601,510,684
47,681,601,757
49,760,684,834
51,840,762,914
53,920,835,995
55,1000,906,1079
57,1080,974,1166
59,1159,1038,1255
61,1234,1110,1331
63,1304,1192,1396
65,1374,1270,1464
67,1444,1346,1536
69,1513,1417,1608
71,1583,1484,1683
73,1653,1546,1758
75,1723,1605,1834
77,1792,1663,1912
79,1862,1719,1994
81,1922,1789,2045
83,1982,1855,2103
85,2043,1916,2163
87,2103,1974,2228
89,2163,2030,2300
91,2223,2084,2375
93,2283,2137,2454
95,2343,2191,2534
97,2404,2240,2613
99,2464,2285,2693
