"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cannabaceae","Carya","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Fraxinus.pennsylvanica.type","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Platanus","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Acer","Myrica","Populus","Poaceae","Plantago","Amaranthaceae.undiff.","Galium","Rumex","Salix","Apiaceae","Fraxinus.nigra.type","Sarcobatus.vermiculatus","Tsuga","Cornus","Rosaceae.undiff.","Tilia","Juglans.cinerea","Iva.annua.type","Ilex","Castanea","Shepherdia.canadensis","Morus","Brassicaceae","Lamiaceae","Juglans.nigra","Thalictrum","Rhamnaceae","Iva.xanthifolia.type","Nyssa","Urtica.type","Celtis","Dryas.type","Dalea","Alnus.undiff."
120,2622,0.0161943319838057,0.0364372469635627,0.0242914979757085,0.00202429149797571,0.00404858299595142,0.244939271255061,0,0.00202429149797571,0,0.105263157894737,0.00809716599190283,0,0.00607287449392713,0.00404858299595142,0.0242914979757085,0.00202429149797571,0.0202429149797571,0.216599190283401,0.188259109311741,0.00202429149797571,0.0323886639676113,0,0.00809716599190283,0,0.00202429149797571,0,0.0121457489878543,0.0101214574898785,0,0.00202429149797571,0,0,0.00202429149797571,0,0.00809716599190283,0,0.00809716599190283,0.00202429149797571,0,0,0.00202429149797571,0,0,0.00202429149797571,0.00202429149797571,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2852,0.0126582278481013,0.0337552742616034,0.00843881856540084,0,0.00421940928270042,0.308016877637131,0,0,0.00210970464135021,0.029535864978903,0.00421940928270042,0.00843881856540084,0,0.00210970464135021,0.00843881856540084,0.00210970464135021,0.0527426160337553,0.139240506329114,0.318565400843882,0.00421940928270042,0.0210970464135021,0,0.0105485232067511,0,0.00632911392405063,0.00210970464135021,0.00210970464135021,0.00843881856540084,0,0,0,0,0,0,0.00421940928270042,0,0.00632911392405063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3084,0.00386847195357834,0.0251450676982592,0.0309477756286267,0.00386847195357834,0.00193423597678917,0.323017408123791,0,0,0,0.0947775628626693,0.00386847195357834,0.0154738878143133,0.00773694390715667,0.00193423597678917,0.0135396518375242,0.00967117988394584,0.0290135396518375,0.137330754352031,0.243713733075435,0.00193423597678917,0.011605415860735,0,0.00967117988394584,0,0,0.00773694390715667,0.00386847195357834,0.00580270793036751,0,0.00193423597678917,0,0,0,0,0.00386847195357834,0.00193423597678917,0.00580270793036751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3319,0.00701754385964912,0.0491228070175439,0.012280701754386,0.00701754385964912,0.00526315789473684,0.315789473684211,0,0,0.00701754385964912,0.0526315789473684,0.0105263157894737,0.00701754385964912,0.00175438596491228,0,0.00701754385964912,0.00175438596491228,0.0421052631578947,0.17719298245614,0.229824561403509,0.00350877192982456,0.0157894736842105,0,0.0105263157894737,0.00175438596491228,0.00350877192982456,0.00350877192982456,0.0105263157894737,0.00526315789473684,0.00175438596491228,0,0,0,0.00175438596491228,0,0.00701754385964912,0,0.00175438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,3558,0.00518134715025907,0.0345423143350604,0.0379965457685665,0.00345423143350604,0.00345423143350604,0.255613126079447,0,0,0,0.0639032815198618,0.0120898100172712,0,0.00518134715025907,0,0.00518134715025907,0.00518134715025907,0.0276338514680484,0.212435233160622,0.272884283246978,0.00172711571675302,0.0103626943005181,0.00172711571675302,0.00863557858376511,0,0.00172711571675302,0.00690846286701209,0.00172711571675302,0.00518134715025907,0,0.00172711571675302,0,0,0.00345423143350604,0,0.00345423143350604,0.00172711571675302,0.00172711571675302,0,0,0,0,0,0,0,0,0.00172711571675302,0.00172711571675302,0.00172711571675302,0,0,0,0,0,0,0,0,0,0
170,3800,0.00997506234413965,0.0349127182044888,0.00748129675810474,0,0.00249376558603491,0.264339152119701,0,0.00249376558603491,0.00249376558603491,0.0673316708229426,0.00498753117206983,0,0.00498753117206983,0,0.0124688279301746,0,0.0473815461346633,0.184538653366584,0.301745635910224,0.00249376558603491,0.0149625935162095,0,0.0174563591022444,0,0,0.00498753117206983,0.00249376558603491,0.00498753117206983,0,0.00249376558603491,0,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,4045,0.0145985401459854,0.0255474452554745,0.0273722627737226,0.00364963503649635,0.00182481751824818,0.231751824817518,0,0,0,0.0383211678832117,0.00547445255474453,0,0.00182481751824818,0,0.0072992700729927,0.00182481751824818,0.0218978102189781,0.178832116788321,0.364963503649635,0.00364963503649635,0.0364963503649635,0,0.00364963503649635,0,0,0.0072992700729927,0,0.0072992700729927,0,0.0072992700729927,0,0,0.00182481751824818,0,0.00182481751824818,0,0.00182481751824818,0,0,0,0,0,0,0,0,0,0,0,0.00182481751824818,0.00182481751824818,0,0,0,0,0,0,0,0
190,4295,0.00466200466200466,0.0372960372960373,0.006993006993007,0,0.00932400932400932,0.254079254079254,0,0,0.00466200466200466,0.097902097902098,0.006993006993007,0,0,0,0.00932400932400932,0.006993006993007,0.0233100233100233,0.205128205128205,0.282051282051282,0.00233100233100233,0.0186480186480186,0.00233100233100233,0.00466200466200466,0,0,0.006993006993007,0.006993006993007,0.00233100233100233,0,0,0,0,0,0,0.00466200466200466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233100233100233,0,0,0,0,0,0,0
200,4550,0.00636942675159236,0.0143312101910828,0.0286624203821656,0.00318471337579618,0.00636942675159236,0.272292993630573,0.00159235668789809,0,0,0.0732484076433121,0.00796178343949045,0.00636942675159236,0.00477707006369427,0.00159235668789809,0.00796178343949045,0.00477707006369427,0.0111464968152866,0.176751592356688,0.308917197452229,0.00159235668789809,0.0254777070063694,0,0.00159235668789809,0,0.00477707006369427,0.00318471337579618,0.0127388535031847,0.00796178343949045,0,0,0,0,0,0,0.00318471337579618,0,0.00159235668789809,0,0.00159235668789809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,4810,0,0.0219298245614035,0.0241228070175439,0.0087719298245614,0.0043859649122807,0.276315789473684,0,0,0.0131578947368421,0.0504385964912281,0.0043859649122807,0,0.0131578947368421,0.00219298245614035,0.0043859649122807,0,0.0131578947368421,0.179824561403509,0.31359649122807,0.0043859649122807,0.0175438596491228,0,0.0175438596491228,0,0.00219298245614035,0.00219298245614035,0.00657894736842105,0.00219298245614035,0,0,0,0,0,0,0.00219298245614035,0,0,0,0.0043859649122807,0,0.00219298245614035,0,0,0,0.00219298245614035,0,0,0,0,0.00219298245614035,0.0043859649122807,0,0,0,0,0,0,0
220,5078,0.00421052631578947,0.0336842105263158,0.0168421052631579,0,0.00421052631578947,0.193684210526316,0,0,0,0.088421052631579,0.0147368421052632,0,0,0.00210526315789474,0.0105263157894737,0.00210526315789474,0.0273684210526316,0.218947368421053,0.332631578947368,0.00210526315789474,0.0189473684210526,0.00210526315789474,0.00210526315789474,0,0.00210526315789474,0.00210526315789474,0.00842105263157895,0.00421052631578947,0,0.00210526315789474,0,0,0.00210526315789474,0,0.00421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,5352,0.00155038759689922,0.0232558139534884,0.0217054263565891,0.00465116279069767,0.00155038759689922,0.161240310077519,0,0.00155038759689922,0.00155038759689922,0.127131782945736,0.0155038759689922,0,0,0.00155038759689922,0.00465116279069767,0.0062015503875969,0.0108527131782946,0.201550387596899,0.342635658914729,0.00310077519379845,0.027906976744186,0.00155038759689922,0.00310077519379845,0,0.0062015503875969,0.0108527131782946,0.0124031007751938,0.0062015503875969,0,0,0,0,0,0,0.00155038759689922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,5635,0.00140252454417952,0.0224403927068724,0.0140252454417952,0.00280504908835905,0.00561009817671809,0.165497896213184,0,0,0.00561009817671809,0.106591865357644,0.00701262272089762,0,0.00280504908835905,0.00420757363253857,0.0140252454417952,0.00420757363253857,0.00701262272089762,0.218793828892006,0.347826086956522,0.00701262272089762,0.0182328190743338,0,0.00561009817671809,0,0.00561009817671809,0,0.0126227208976157,0.00701262272089762,0,0.00140252454417952,0,0,0,0,0.0126227208976157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,5926,0.00631578947368421,0.0357894736842105,0.00421052631578947,0.00842105263157895,0.0189473684210526,0.0842105263157895,0,0,0.00421052631578947,0.0673684210526316,0.0126315789473684,0,0.00631578947368421,0.00842105263157895,0,0.00421052631578947,0.00631578947368421,0.183157894736842,0.471578947368421,0.00631578947368421,0.0189473684210526,0,0.0168421052631579,0,0.00421052631578947,0.00210526315789474,0.00210526315789474,0.00421052631578947,0,0,0,0,0.00421052631578947,0,0.00631578947368421,0,0.00421052631578947,0.00421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210526315789474,0.00210526315789474,0,0,0,0,0
260,6227,0.00241545893719807,0.0434782608695652,0.036231884057971,0,0.0072463768115942,0.115942028985507,0,0,0,0.0772946859903382,0.00483091787439614,0,0.0120772946859903,0,0.00241545893719807,0,0.0314009661835749,0.210144927536232,0.386473429951691,0,0.0217391304347826,0,0.00966183574879227,0,0.00966183574879227,0.00241545893719807,0.00966183574879227,0.00241545893719807,0,0,0,0,0.00241545893719807,0,0.00241545893719807,0.00241545893719807,0.00483091787439614,0,0,0.00241545893719807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,6537,0.00182481751824818,0.0182481751824818,0.0401459854014599,0.00364963503649635,0.00182481751824818,0.107664233576642,0,0,0.00364963503649635,0.0711678832116788,0.00547445255474453,0,0.00364963503649635,0.00547445255474453,0.0109489051094891,0.00547445255474453,0.0273722627737226,0.218978102189781,0.385036496350365,0.00547445255474453,0.0273722627737226,0,0.0182481751824818,0,0,0,0.00182481751824818,0.00912408759124088,0,0.00364963503649635,0,0,0.00182481751824818,0,0.0109489051094891,0,0.0072992700729927,0,0,0,0.00182481751824818,0,0,0,0,0,0,0,0,0,0,0,0,0.00182481751824818,0,0,0,0
280,6859,0,0.0170731707317073,0.0146341463414634,0.0048780487804878,0.0024390243902439,0.102439024390244,0,0,0.0024390243902439,0.0609756097560976,0.0146341463414634,0,0.00731707317073171,0.0048780487804878,0.0024390243902439,0.00731707317073171,0.0170731707317073,0.251219512195122,0.404878048780488,0.0048780487804878,0.0268292682926829,0,0.0170731707317073,0,0.0048780487804878,0.0024390243902439,0.0097560975609756,0.0097560975609756,0,0.0048780487804878,0,0,0,0,0.0048780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,7192,0,0.00856531049250535,0.00856531049250535,0.00642398286937901,0.00214132762312634,0.11134903640257,0,0.00214132762312634,0.00214132762312634,0.0364025695931477,0.00214132762312634,0,0.00428265524625268,0.00428265524625268,0.00214132762312634,0.00856531049250535,0.00428265524625268,0.190578158458244,0.50321199143469,0.0107066381156317,0.0321199143468951,0,0.0235546038543897,0,0.00214132762312634,0.00642398286937901,0,0.00214132762312634,0,0.00428265524625268,0,0,0.00214132762312634,0,0.0107066381156317,0,0.00214132762312634,0.00214132762312634,0,0,0.00214132762312634,0,0,0,0,0,0,0,0,0,0,0.00214132762312634,0,0,0,0,0,0
300,7537,0.00601202404809619,0.0400801603206413,0.0200400801603206,0.00200400801603206,0.00400801603206413,0.132264529058116,0,0,0.0100200400801603,0.0220440881763527,0.00801603206412826,0,0,0,0.0100200400801603,0.00601202404809619,0.0220440881763527,0.186372745490982,0.430861723446894,0.00801603206412826,0.0260521042084168,0.00601202404809619,0.0160320641282565,0,0.00400801603206413,0.00601202404809619,0.0160320641282565,0.00801603206412826,0,0.00200400801603206,0,0,0.00200400801603206,0,0.00200400801603206,0,0.00200400801603206,0,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,7895,0.00196463654223969,0.00392927308447937,0.0333988212180747,0,0.00392927308447937,0.161100196463654,0,0,0.00982318271119843,0.037328094302554,0.00982318271119843,0,0,0,0.0157170923379175,0.0196463654223969,0.00982318271119843,0.259332023575639,0.278978388998035,0.00589390962671906,0.0491159135559921,0,0.0294695481335953,0,0.00196463654223969,0.00589390962671906,0.0196463654223969,0.0176817288801572,0,0.00392927308447937,0,0,0.00392927308447937,0,0.0117878192534381,0,0,0,0,0,0,0,0,0,0,0.00196463654223969,0,0,0,0,0,0,0,0,0.00392927308447937,0,0,0
320,8267,0.00204498977505112,0.0102249488752556,0.0613496932515337,0.00204498977505112,0.00204498977505112,0.216768916155419,0,0,0.00613496932515337,0.0204498977505112,0.00613496932515337,0,0.00204498977505112,0.00408997955010225,0.0143149284253579,0.0102249488752556,0.0102249488752556,0.366053169734151,0.134969325153374,0.00408997955010225,0.0286298568507157,0.00408997955010225,0.0184049079754601,0,0,0,0.0429447852760736,0.00408997955010225,0,0.0143149284253579,0,0,0.00204498977505112,0,0.0122699386503067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,8653,0.00341880341880342,0.00170940170940171,0.0256410256410256,0.011965811965812,0.00512820512820513,0.252991452991453,0,0,0.0188034188034188,0.0188034188034188,0.011965811965812,0,0,0,0.00854700854700855,0.00854700854700855,0.0341880341880342,0.41025641025641,0.0888888888888889,0.00683760683760684,0.0358974358974359,0,0.0188034188034188,0,0.00512820512820513,0.00170940170940171,0.00512820512820513,0.0102564102564103,0,0.00512820512820513,0,0,0.00512820512820513,0,0.00170940170940171,0,0.00170940170940171,0,0,0,0.00170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,9053,0,0.00984251968503937,0.0846456692913386,0.00196850393700787,0.0078740157480315,0.0885826771653543,0,0.00196850393700787,0.00196850393700787,0.0137795275590551,0.0196850393700787,0,0.00196850393700787,0,0.0236220472440945,0.0118110236220472,0.0295275590551181,0.501968503937008,0.0807086614173228,0.00393700787401575,0.0118110236220472,0.00590551181102362,0.0118110236220472,0,0.00590551181102362,0.015748031496063,0.0236220472440945,0.0137795275590551,0,0.0078740157480315,0,0,0.0078740157480315,0,0.0078740157480315,0,0,0,0,0,0,0.00196850393700787,0,0,0,0.00196850393700787,0,0,0,0,0,0,0,0,0,0,0,0
350,9464,0.00570342205323194,0,0.0133079847908745,0.0114068441064639,0.00760456273764259,0.136882129277567,0,0,0,0.0342205323193916,0.00950570342205323,0,0,0.00190114068441065,0.0114068441064639,0.0114068441064639,0.0361216730038023,0.536121673003802,0.05893536121673,0.00380228136882129,0.026615969581749,0.00380228136882129,0.00760456273764259,0,0.00190114068441065,0.0190114068441065,0.0247148288973384,0.0190114068441065,0,0.00950570342205323,0,0,0,0.00190114068441065,0.00380228136882129,0,0.00190114068441065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190114068441065,0,0,0,0,0,0
360,9883,0.00974658869395711,0.00779727095516569,0.0467836257309941,0.00389863547758285,0.0116959064327485,0.159844054580897,0,0.00194931773879142,0.00389863547758285,0.00779727095516569,0.01364522417154,0,0,0.00389863547758285,0.00779727095516569,0.0233918128654971,0.0545808966861598,0.463937621832359,0.0389863547758285,0.00389863547758285,0.0214424951267057,0.00194931773879142,0.0194931773879142,0.00194931773879142,0.00194931773879142,0.0233918128654971,0.0428849902534113,0.00974658869395711,0,0.00194931773879142,0,0,0.00389863547758285,0,0.00779727095516569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,10307,0.0196428571428571,0,0.0392857142857143,0.00892857142857143,0.00892857142857143,0.182142857142857,0,0.00178571428571429,0.00357142857142857,0.0214285714285714,0.0178571428571429,0.00714285714285714,0,0.00357142857142857,0.0339285714285714,0.00714285714285714,0.075,0.416071428571429,0.0375,0.00535714285714286,0.0357142857142857,0.00178571428571429,0.0196428571428571,0,0,0.0178571428571429,0.00892857142857143,0.00535714285714286,0,0.00714285714285714,0,0,0.00535714285714286,0,0.00357142857142857,0,0,0,0,0,0.00178571428571429,0,0,0,0,0.00178571428571429,0,0,0,0,0,0,0,0,0.00178571428571429,0,0,0
380,10735,0.0211864406779661,0.00211864406779661,0.0211864406779661,0.00847457627118644,0.0148305084745763,0.175847457627119,0,0,0.00211864406779661,0.0338983050847458,0.0148305084745763,0,0,0.00211864406779661,0.0148305084745763,0.0105932203389831,0.0444915254237288,0.459745762711864,0.0360169491525424,0.00211864406779661,0.0338983050847458,0,0.0105932203389831,0,0,0.00423728813559322,0.0338983050847458,0.0190677966101695,0,0.00635593220338983,0,0,0.00423728813559322,0,0.0105932203389831,0.00211864406779661,0,0,0.00211864406779661,0,0,0,0,0,0,0.00211864406779661,0,0,0,0,0,0.00211864406779661,0.00211864406779661,0,0,0.00211864406779661,0,0
390,NA,0.011605415860735,0.00580270793036751,0.0135396518375242,0.00967117988394584,0.011605415860735,0.112185686653772,0,0.00580270793036751,0.00193423597678917,0.0386847195357834,0.0212765957446809,0,0,0,0.0290135396518375,0.0212765957446809,0.133462282398453,0.411992263056093,0.0251450676982592,0.00580270793036751,0.0309477756286267,0.00386847195357834,0.011605415860735,0.00193423597678917,0.00193423597678917,0,0.0406189555125725,0.00580270793036751,0,0.0154738878143133,0,0,0.011605415860735,0,0.00967117988394584,0.00193423597678917,0,0,0.00193423597678917,0,0,0,0,0,0,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0.00193423597678917,0
395,NA,0.0043859649122807,0,0.0087719298245614,0.0153508771929825,0.0175438596491228,0.195175438596491,0,0.00219298245614035,0.00219298245614035,0.0460526315789474,0.0263157894736842,0,0,0.0043859649122807,0.0570175438596491,0.0175438596491228,0.151315789473684,0.285087719298246,0.0043859649122807,0.00219298245614035,0.0526315789473684,0.00219298245614035,0.0109649122807018,0,0,0,0.0307017543859649,0.0131578947368421,0,0.0285087719298246,0,0,0.0043859649122807,0,0.0087719298245614,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0.0043859649122807,0,0,0,0,0.00219298245614035,0,0,0,0,0,0
403,NA,0,0,0.0207100591715976,0.00887573964497041,0.0118343195266272,0.0828402366863905,0,0,0.0029585798816568,0.0532544378698225,0.0384615384615385,0,0,0.0029585798816568,0.0443786982248521,0.0207100591715976,0.20414201183432,0.281065088757396,0.00887573964497041,0.0118343195266272,0.0473372781065089,0.0029585798816568,0.0325443786982249,0,0.0029585798816568,0.00591715976331361,0.0739644970414201,0.00591715976331361,0,0,0,0,0.014792899408284,0,0.0029585798816568,0.0029585798816568,0,0,0,0,0.0029585798816568,0,0,0,0.0029585798816568,0,0.0029585798816568,0,0,0,0,0,0,0,0.00591715976331361,0,0,0
