"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.rubrum","Acer.saccharinum.type","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Carya","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Platanus","Quercus","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Rosaceae.undiff.","Myrica","Populus","Poaceae","Rumex","Cornus","Acer.undiff.","Cannabaceae","Amaranthaceae.undiff.","Liquidambar","Tilia","Ericaceae","Juglans.nigra","Vitis","Castanea","Juglans.cinerea","Thalictrum","Morus","Galium","Plantago","Aquifoliaceae","Sarcobatus.vermiculatus","Urtica.type","Ranunculaceae.undiff.","Iva.xanthifolia.type","Shepherdia.canadensis","Celtis","Herbs.undiff.","Onagraceae","Dryas.type"
300,6289,0,0,0,0,0.0188679245283019,0.0207547169811321,0.0150943396226415,0.00377358490566038,0.141509433962264,0.00188679245283019,0.00943396226415094,0.0641509433962264,0.00377358490566038,0.00566037735849057,0.00566037735849057,0,0.00566037735849057,0.0150943396226415,0.00566037735849057,0.147169811320755,0.452830188679245,0.00188679245283019,0.039622641509434,0.00377358490566038,0,0.00188679245283019,0.0113207547169811,0,0.00754716981132075,0.00188679245283019,0,0,0.00188679245283019,0.00566037735849057,0,0.00188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0.00188679245283019,0,0,0.00188679245283019,0.00188679245283019,0,0,0,0
310,6540,0.00161030595813205,0.00161030595813205,0,0,0.0193236714975845,0.0338164251207729,0.00966183574879227,0.00161030595813205,0.101449275362319,0.00161030595813205,0.00644122383252818,0.0950080515297907,0.0144927536231884,0.0225442834138486,0.00322061191626409,0.00483091787439614,0,0.00483091787439614,0.00644122383252818,0.199677938808374,0.331723027375201,0.00805152979066022,0.0466988727858293,0.00161030595813205,0.0112721417069243,0,0.0193236714975845,0,0.00966183574879227,0.00966183574879227,0.00322061191626409,0,0,0,0,0.0177133655394525,0,0,0.00644122383252818,0.00161030595813205,0,0.00161030595813205,0,0,0,0.00161030595813205,0,0,0.00161030595813205,0,0,0,0,0,0,0,0
320,6792,0.00426439232409382,0,0,0,0.0149253731343284,0.0447761194029851,0.00639658848614072,0,0.070362473347548,0,0,0.0575692963752665,0.00639658848614072,0.00213219616204691,0.0149253731343284,0.00426439232409382,0.00213219616204691,0.0106609808102345,0.0106609808102345,0.309168443496802,0.309168443496802,0.00639658848614072,0.0341151385927505,0.0106609808102345,0,0.00213219616204691,0.0191897654584222,0.00213219616204691,0.00213219616204691,0.00426439232409382,0.023454157782516,0,0,0.0106609808102345,0,0.00639658848614072,0,0,0.00852878464818763,0,0,0,0,0,0.00213219616204691,0,0,0,0,0,0,0,0,0,0,0,0
330,7047,0,0.00324675324675325,0,0,0.0162337662337662,0.0779220779220779,0.00487012987012987,0.012987012987013,0.0844155844155844,0,0.00162337662337662,0.0113636363636364,0.0064935064935065,0.00487012987012987,0.00324675324675325,0.00162337662337662,0.00162337662337662,0.00811688311688312,0.0113636363636364,0.233766233766234,0.426948051948052,0.00811688311688312,0.0243506493506494,0.00162337662337662,0.00811688311688312,0.00162337662337662,0.0211038961038961,0,0.0113636363636364,0.00324675324675325,0.0064935064935065,0,0.00162337662337662,0,0,0.00162337662337662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,7302,0.00606060606060606,0,0,0,0.0222222222222222,0.0161616161616162,0.00606060606060606,0.00202020202020202,0.096969696969697,0,0.0101010101010101,0.0222222222222222,0.00606060606060606,0.0101010101010101,0.00808080808080808,0,0.00202020202020202,0.00606060606060606,0.00404040404040404,0.276767676767677,0.387878787878788,0.00808080808080808,0.0303030303030303,0,0.00404040404040404,0.00202020202020202,0.0262626262626263,0,0.0101010101010101,0.00606060606060606,0.00808080808080808,0,0,0.0141414141414141,0,0.00808080808080808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,7559,0.00152905198776758,0.00152905198776758,0.00152905198776758,0,0.00305810397553517,0.036697247706422,0.00458715596330275,0.0091743119266055,0.0902140672782875,0.00152905198776758,0.00458715596330275,0.0214067278287462,0.0122324159021407,0.0107033639143731,0.00305810397553517,0.00305810397553517,0.00458715596330275,0.00764525993883792,0.00764525993883792,0.235474006116208,0.420489296636086,0.0107033639143731,0.0443425076452599,0,0.00152905198776758,0.00305810397553517,0.0275229357798165,0,0.0137614678899083,0.0107033639143731,0.00458715596330275,0,0,0,0,0.00152905198776758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152905198776758,0,0,0,0,0,0
360,7818,0,0,0,0,0.00437636761487965,0.0393873085339169,0.00437636761487965,0,0.0722100656455142,0,0,0.0240700218818381,0.0131291028446389,0.00218818380743982,0.00656455142231947,0.0087527352297593,0.00218818380743982,0.0196936542669584,0.00437636761487965,0.382932166301969,0.291028446389497,0.00656455142231947,0.0328227571115974,0.00218818380743982,0.00437636761487965,0.00218818380743982,0.0415754923413567,0,0.00656455142231947,0.0087527352297593,0.0153172866520788,0,0,0.00218818380743982,0,0.00218818380743982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,8076,0.0015220700152207,0.0060882800608828,0,0,0.0060882800608828,0.076103500761035,0.0136986301369863,0.0030441400304414,0.105022831050228,0.0030441400304414,0.0015220700152207,0.0106544901065449,0.0091324200913242,0.0045662100456621,0.0060882800608828,0,0,0.0167427701674277,0.0015220700152207,0.354642313546423,0.257229832572298,0.015220700152207,0.0365296803652968,0.0060882800608828,0.0030441400304414,0.0015220700152207,0.0167427701674277,0,0.0091324200913242,0.015220700152207,0.0121765601217656,0,0,0,0,0.0045662100456621,0.0015220700152207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015220700152207,0,0,0
380,8336,0.00179856115107914,0,0,0,0.0377697841726619,0.0935251798561151,0.00899280575539568,0.00359712230215827,0.116906474820144,0,0.00719424460431655,0.0143884892086331,0.0143884892086331,0.00179856115107914,0.00359712230215827,0.00179856115107914,0,0.00719424460431655,0.00539568345323741,0.334532374100719,0.27158273381295,0.00359712230215827,0.0341726618705036,0.00359712230215827,0,0,0.00719424460431655,0,0.00719424460431655,0.00899280575539568,0.00539568345323741,0,0,0.00539568345323741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,8596,0.0106382978723404,0,0,0,0.0060790273556231,0.0319148936170213,0.0060790273556231,0.00455927051671732,0.168693009118541,0.00151975683890578,0.00151975683890578,0.0486322188449848,0.0121580547112462,0.00151975683890578,0.00455927051671732,0.00455927051671732,0.00303951367781155,0.0106382978723404,0.0121580547112462,0.405775075987842,0.133738601823708,0.00455927051671732,0.0516717325227964,0,0.00151975683890578,0.00759878419452888,0.0212765957446809,0,0.0106382978723404,0.0151975683890578,0.0151975683890578,0,0,0.00303951367781155,0,0.00151975683890578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,8855,0.0131086142322097,0,0,0,0.00374531835205993,0.138576779026217,0.00749063670411985,0.00936329588014981,0.134831460674157,0,0,0.0430711610486891,0.00561797752808989,0,0.0243445692883895,0.00187265917602996,0.0149812734082397,0.0224719101123595,0.00936329588014981,0.331460674157303,0.0767790262172285,0.00374531835205993,0.0355805243445693,0.0149812734082397,0,0.00374531835205993,0.0299625468164794,0,0.0168539325842697,0.0262172284644195,0.0131086142322097,0,0.00187265917602996,0.00749063670411985,0,0.00936329588014981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,9112,0.0113851992409867,0.00379506641366224,0.00189753320683112,0,0.00189753320683112,0.108159392789374,0.00569259962049336,0.00569259962049336,0.15180265654649,0,0,0.0303605313092979,0.00569259962049336,0,0.00569259962049336,0.00189753320683112,0.00759013282732448,0.00759013282732448,0.0170777988614801,0.495256166982922,0.0398481973434535,0,0.0170777988614801,0.00189753320683112,0.00189753320683112,0.00189753320683112,0.015180265654649,0,0.0189753320683112,0.0227703984819734,0.0094876660341556,0,0,0,0,0.00379506641366224,0,0,0,0.00189753320683112,0,0,0,0.00189753320683112,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0
420,9363,0.0148305084745763,0,0,0,0.0105932203389831,0.0741525423728814,0.00847457627118644,0,0.201271186440678,0.00211864406779661,0.0127118644067797,0.0148305084745763,0.0127118644067797,0,0,0,0.0127118644067797,0.0127118644067797,0.0169491525423729,0.478813559322034,0.0275423728813559,0.00211864406779661,0.0529661016949153,0.00635593220338983,0,0,0.0127118644067797,0,0.00423728813559322,0.00423728813559322,0.00211864406779661,0,0,0,0,0.00635593220338983,0,0,0.00847457627118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,9608,0.0129151291512915,0.0018450184501845,0,0.0018450184501845,0.003690036900369,0.055350553505535,0.007380073800738,0.0092250922509225,0.171586715867159,0.0018450184501845,0,0.022140221402214,0.011070110701107,0,0.0055350553505535,0.003690036900369,0.0018450184501845,0.0055350553505535,0.0239852398523985,0.529520295202952,0.022140221402214,0.0018450184501845,0.03690036900369,0.0055350553505535,0,0,0.0092250922509225,0,0.029520295202952,0.018450184501845,0.0018450184501845,0,0,0,0,0.003690036900369,0,0,0,0,0,0,0.0018450184501845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,9843,0.00680272108843537,0,0,0,0.00680272108843537,0.108843537414966,0.00453514739229025,0.0090702947845805,0.124716553287982,0,0.00226757369614512,0.0317460317460317,0.0136054421768707,0,0.0204081632653061,0,0,0.0249433106575964,0.0113378684807256,0.476190476190476,0.0113378684807256,0.0136054421768707,0.0566893424036281,0.00680272108843537,0,0.00226757369614512,0.0158730158730159,0,0.0136054421768707,0.0226757369614512,0.0113378684807256,0,0,0,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226757369614512,0,0,0,0
450,10067,0.0129310344827586,0.0021551724137931,0,0,0.0021551724137931,0.0603448275862069,0.00646551724137931,0.00431034482758621,0.129310344827586,0,0.00431034482758621,0.021551724137931,0.0129310344827586,0,0.00862068965517241,0.00431034482758621,0.0021551724137931,0.00646551724137931,0.0323275862068966,0.521551724137931,0.0258620689655172,0.00646551724137931,0.0452586206896552,0,0.0021551724137931,0.00862068965517241,0.0107758620689655,0,0.0301724137931034,0.021551724137931,0.0107758620689655,0,0.0021551724137931,0,0,0.00431034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,10277,0,0,0,0,0.00458715596330275,0.0412844036697248,0.0091743119266055,0.00688073394495413,0.151376146788991,0.00229357798165138,0.00688073394495413,0.0229357798165138,0.0091743119266055,0,0.00688073394495413,0,0.00458715596330275,0.0091743119266055,0.0091743119266055,0.564220183486238,0.0298165137614679,0.00458715596330275,0.0344036697247706,0.00688073394495413,0,0,0.0206422018348624,0,0.0275229357798165,0.00229357798165138,0.018348623853211,0,0,0,0,0.00688073394495413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,10472,0.0199203187250996,0,0,0,0.00398406374501992,0.00398406374501992,0.00597609561752988,0.0159362549800797,0.0876494023904383,0,0,0.0338645418326693,0.0179282868525896,0,0.00199203187250996,0,0.00796812749003984,0.0099601593625498,0.0697211155378486,0.543824701195219,0.00597609561752988,0.00796812749003984,0.0298804780876494,0.00796812749003984,0,0.0139442231075697,0.00796812749003984,0,0.0557768924302789,0.0199203187250996,0.0179282868525896,0,0,0,0,0.00597609561752988,0,0,0,0,0,0,0.00199203187250996,0,0,0,0,0,0,0,0,0,0.00199203187250996,0,0,0,0
480,10654,0,0,0,0,0.00226244343891403,0.00452488687782805,0,0.0158371040723982,0.169683257918552,0,0,0.0248868778280543,0.0158371040723982,0,0.00904977375565611,0.00678733031674208,0.00904977375565611,0.0203619909502262,0.0723981900452489,0.427601809954751,0.00678733031674208,0.00678733031674208,0.0294117647058824,0.0113122171945701,0,0.0113122171945701,0.0180995475113122,0,0.0723981900452489,0.0316742081447964,0.0180995475113122,0,0,0.00452488687782805,0,0.00226244343891403,0,0,0,0.00226244343891403,0,0,0.00226244343891403,0,0,0,0,0,0.00226244343891403,0,0,0,0.00226244343891403,0,0,0,0
490,10825,0.00189753320683112,0,0,0,0.00189753320683112,0,0.00379506641366224,0.032258064516129,0.242884250474383,0.00379506641366224,0,0.113851992409867,0.0113851992409867,0,0.0094876660341556,0.00379506641366224,0.0189753320683112,0.0208728652751423,0.130929791271347,0.172675521821632,0.015180265654649,0.0113851992409867,0.0436432637571157,0.00759013282732448,0.00189753320683112,0.0094876660341556,0.0132827324478178,0,0.0891840607210626,0.0341555977229602,0.00189753320683112,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0
500,10986,0.0135135135135135,0.00193050193050193,0,0,0.00193050193050193,0.0115830115830116,0.0173745173745174,0.0501930501930502,0.245173745173745,0,0.0173745173745174,0.0328185328185328,0.00579150579150579,0.00193050193050193,0.0154440154440154,0,0.0173745173745174,0.0250965250965251,0.146718146718147,0.175675675675676,0.00965250965250965,0.00386100386100386,0.0810810810810811,0.0212355212355212,0.00193050193050193,0.00193050193050193,0.0193050193050193,0,0.0598455598455598,0.0115830115830116,0.00386100386100386,0,0.00193050193050193,0,0,0.00193050193050193,0,0,0,0,0.00193050193050193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,11141,0.00208333333333333,0,0,0,0,0.00208333333333333,0.00625,0.0208333333333333,0.0604166666666667,0.00416666666666667,0,0.108333333333333,0.00833333333333333,0.00208333333333333,0.0229166666666667,0.00208333333333333,0.0166666666666667,0.0333333333333333,0.2125,0.1125,0.00625,0.00625,0.0791666666666667,0.0104166666666667,0,0.0125,0.0270833333333333,0,0.0708333333333333,0.15,0.0104166666666667,0,0.00208333333333333,0.00208333333333333,0,0,0,0,0,0,0,0,0.00416666666666667,0,0.00416666666666667,0,0,0,0,0,0,0,0,0,0,0,0
520,11292,0.00938967136150235,0,0,0,0.00312989045383412,0,0.00938967136150235,0.0250391236306729,0.081377151799687,0.00469483568075117,0.00938967136150235,0.0579029733959311,0.0140845070422535,0,0.0109546165884194,0.00312989045383412,0.00469483568075117,0.0344287949921753,0.208137715179969,0.111111111111111,0.00782472613458529,0.00938967136150235,0.123630672926448,0.0187793427230047,0.00156494522691706,0,0.0579029733959311,0,0.0579029733959311,0.117370892018779,0.00938967136150235,0,0,0.00469483568075117,0,0.00312989045383412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156494522691706,0,0
529,11426,0,0,0,0,0,0,0.00959692898272553,0.0307101727447217,0.0575815738963532,0.00767754318618042,0.00575815738963532,0.168905950095969,0.017274472168906,0,0.0249520153550864,0.00383877159309021,0.00383877159309021,0.0249520153550864,0.303262955854127,0.124760076775432,0.00767754318618042,0.00767754318618042,0.0575815738963532,0.00575815738963532,0,0.00383877159309021,0.0422264875239923,0,0.0249520153550864,0.0345489443378119,0.017274472168906,0,0,0.00575815738963532,0,0,0,0,0,0.00191938579654511,0,0,0.00191938579654511,0,0,0,0.00191938579654511,0,0,0.00191938579654511,0,0,0,0,0,0.00191938579654511,0
540,NA,0.00191570881226054,0,0,0,0,0,0.00191570881226054,0.014367816091954,0.120689655172414,0,0.000957854406130268,0.482758620689655,0.0229885057471264,0,0.0028735632183908,0,0,0.0124521072796935,0.0727969348659004,0.129310344827586,0.010536398467433,0,0.024904214559387,0.00957854406130268,0.00191570881226054,0.00478927203065134,0.0153256704980843,0,0,0.0469348659003831,0.010536398467433,0,0,0.0028735632183908,0,0,0,0,0,0,0,0.000957854406130268,0.000957854406130268,0,0,0,0,0,0,0.000957854406130268,0,0,0.00574712643678161,0,0,0.000957854406130268,0
550,NA,0,0,0,0,0.00222222222222222,0.00666666666666667,0.00666666666666667,0.0377777777777778,0.0888888888888889,0.00444444444444444,0.00666666666666667,0.0577777777777778,0.06,0,0.00888888888888889,0.00222222222222222,0.00222222222222222,0.02,0.146666666666667,0.271111111111111,0.00222222222222222,0.00444444444444444,0.0511111111111111,0.0644444444444444,0.00666666666666667,0.00222222222222222,0.0155555555555556,0,0.0111111111111111,0.0511111111111111,0.0533333333333333,0,0,0,0,0.00222222222222222,0,0,0,0,0,0.00222222222222222,0.00222222222222222,0,0,0,0.00222222222222222,0,0.00222222222222222,0.00444444444444444,0,0,0,0,0,0,0
555,NA,0.00327868852459016,0,0,0,0.00327868852459016,0.0098360655737705,0.00327868852459016,0.039344262295082,0.0655737704918033,0.00327868852459016,0.00655737704918033,0.0655737704918033,0.0327868852459016,0,0.00655737704918033,0.00655737704918033,0.00327868852459016,0.0163934426229508,0.144262295081967,0.429508196721311,0.00327868852459016,0.00327868852459016,0.0262295081967213,0.0327868852459016,0.0098360655737705,0.00327868852459016,0.0229508196721311,0,0.00327868852459016,0.00655737704918033,0.039344262295082,0,0,0.00327868852459016,0,0.00327868852459016,0,0,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0
560,NA,0,0,0,0,0.0307692307692308,0,0.0307692307692308,0.0461538461538462,0.153846153846154,0,0,0.0769230769230769,0.0461538461538462,0,0,0,0,0.0153846153846154,0.107692307692308,0.323076923076923,0,0,0.0153846153846154,0.0307692307692308,0.0307692307692308,0.0307692307692308,0.0307692307692308,0,0,0.0153846153846154,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,NA,0,0,0,0,0.012987012987013,0.012987012987013,0.012987012987013,0.103896103896104,0.155844155844156,0,0.012987012987013,0.012987012987013,0.025974025974026,0,0,0,0,0,0.103896103896104,0.311688311688312,0,0,0.025974025974026,0.025974025974026,0.012987012987013,0.025974025974026,0.0649350649350649,0,0.012987012987013,0,0.038961038961039,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0
572,NA,0,0.01,0,0,0.01,0.01,0.01,0.02,0.13,0,0.02,0.11,0.05,0,0,0,0,0,0.07,0.3,0.01,0,0.06,0.01,0,0.01,0.05,0,0.01,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01
