"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Quercus","Taxus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Campanula.type","Carya.ovata","Pinus.banksiana.type","Pinus.strobus","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Ambrosia.type","Artemisia","Juglans.cinerea","Larix","Populus.tremuloides.type","Tilia","Rosaceae.undiff.","Dalea","Castanea.dentata","Myrica.gale","Acer.spicatum","Corylus.cornuta","Caryophyllaceae","Fabaceae.undiff.","Brassicaceae","Nemopanthus.mucronatus","Viburnum.nudum","Myosotis.type","Thalictrum","Liliaceae","Amaranthaceae","Acer.nigrum","Salix","Galium","Acer.saccharinum","Urticaceae","Carya.cordiformis","Ranunculaceae.undiff.","Pinus.resinosa.type","Mentha.type","Sambucus","Populus.deltoides.type","Viburnum.opulus","Populus.balsamifera.type","Cornus","Onagraceae.undiff.","Shepherdia.canadensis","Elaeagnus.commutata","Potentilla.palustris.type","Epilobium","Asteraceae.subf..Cichorioideae","Ephedra"
362,7559,0.00652173913043478,0.00869565217391304,0,0.156521739130435,0.00434782608695652,0.00434782608695652,0.00434782608695652,0.00652173913043478,0.00869565217391304,0.00434782608695652,0,0.0239130434782609,0.0652173913043478,0.0217391304347826,0,0.00217391304347826,0.0173913043478261,0.00217391304347826,0.00434782608695652,0.0108695652173913,0,0,0,0.0130434782608696,0.589130434782609,0,0.0130434782608696,0.00217391304347826,0.00652173913043478,0,0.00217391304347826,0.00217391304347826,0.00217391304347826,0,0,0,0,0.00434782608695652,0,0.00434782608695652,0,0,0,0.00217391304347826,0,0,0,0,0,0,0.00217391304347826,0,0,0,0,0,0,0,0.00434782608695652,0,0,0,0,0,0,0,0,0,0,0
375,7877,0,0.00139470013947001,0.0474198047419805,0.358437935843794,0.0153417015341702,0.00139470013947001,0.00557880055788006,0.0209205020920502,0.0167364016736402,0.00836820083682008,0.00418410041841004,0.00836820083682008,0.0306834030683403,0.0529986052998605,0.0195258019525802,0,0.0097629009762901,0.00557880055788006,0.00139470013947001,0.0167364016736402,0.0111576011157601,0,0,0.0181311018131102,0.297071129707113,0.00278940027894003,0.00697350069735007,0.00139470013947001,0.00418410041841004,0.00418410041841004,0,0.00418410041841004,0.0111576011157601,0,0.00139470013947001,0,0,0.00697350069735007,0.00139470013947001,0,0.00139470013947001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139470013947001,0.00139470013947001,0,0,0,0,0,0,0,0,0
390,8243,0,0,0.0664652567975831,0.377643504531722,0.00302114803625378,0,0.00302114803625378,0.00906344410876133,0.0151057401812689,0.00604229607250755,0.00906344410876133,0.0120845921450151,0.0151057401812689,0.0362537764350453,0.0151057401812689,0.00302114803625378,0.00302114803625378,0.00302114803625378,0.00302114803625378,0.0241691842900302,0.00604229607250755,0,0,0.00604229607250755,0.317220543806647,0,0.00604229607250755,0.00302114803625378,0,0,0,0.00302114803625378,0.0120845921450151,0,0.00302114803625378,0,0,0.0181268882175227,0,0.0151057401812689,0.00302114803625378,0,0,0,0,0,0,0,0,0,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,8487,0,0.00137362637362637,0.127747252747253,0.211538461538462,0.00824175824175824,0.00137362637362637,0,0.0123626373626374,0.00137362637362637,0.0123626373626374,0.00549450549450549,0.021978021978022,0.0563186813186813,0.0453296703296703,0.00686813186813187,0.00274725274725275,0.0192307692307692,0.010989010989011,0.00824175824175824,0.010989010989011,0,0,0,0.0796703296703297,0.285714285714286,0,0.00549450549450549,0.00686813186813187,0,0.00412087912087912,0,0.00274725274725275,0.0192307692307692,0,0,0,0.00137362637362637,0.0151098901098901,0,0.00274725274725275,0,0,0,0,0,0,0,0,0.00137362637362637,0,0.00549450549450549,0,0,0.00137362637362637,0,0,0,0,0,0,0,0.00412087912087912,0,0,0,0,0,0,0,0
412,8780,0,0.0025,0.1825,0.38,0.01,0,0,0.005,0,0.0075,0.0175,0.0525,0.0075,0.0375,0.0075,0,0.005,0.0225,0,0,0.005,0,0.0025,0.01,0.1725,0.0025,0.0025,0.0075,0,0.0025,0,0,0.035,0,0,0,0,0.0125,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0
425,9098,0,0.00173913043478261,0.269565217391304,0.309565217391304,0.0173913043478261,0,0,0.00869565217391304,0.00173913043478261,0.0121739130434783,0.0243478260869565,0.00521739130434783,0.00347826086956522,0.048695652173913,0.00695652173913044,0.0104347826086957,0.00695652173913044,0.0208695652173913,0.00521739130434783,0.00173913043478261,0.00347826086956522,0,0,0.00173913043478261,0.0817391304347826,0.00869565217391304,0.00347826086956522,0.00521739130434783,0,0.00695652173913044,0,0,0.0660869565217391,0.00173913043478261,0,0,0.00173913043478261,0.0452173913043478,0,0.00173913043478261,0,0,0,0,0,0,0,0,0,0,0.00521739130434783,0,0,0,0,0,0,0,0,0,0.00347826086956522,0.00869565217391304,0,0,0,0,0,0,0,0
430,9351,0.00170068027210884,0.00510204081632653,0.0748299319727891,0.302721088435374,0.00680272108843537,0,0,0.0136054421768707,0.00170068027210884,0.0153061224489796,0.0170068027210884,0.0748299319727891,0.00680272108843537,0.0714285714285714,0.0136054421768707,0.00340136054421769,0.0153061224489796,0.0731292517006803,0.0119047619047619,0.0102040816326531,0.00340136054421769,0,0.00340136054421769,0.00340136054421769,0.0595238095238095,0.0255102040816327,0.0187074829931973,0.022108843537415,0,0,0,0.00680272108843537,0.086734693877551,0,0,0,0,0.0289115646258503,0,0.00170068027210884,0.00170068027210884,0,0,0.00170068027210884,0,0,0,0,0.00170068027210884,0,0.00850340136054422,0,0,0,0,0,0,0,0,0,0,0.00510204081632653,0.00170068027210884,0,0,0,0,0,0,0
435,9736,0,0.00177304964539007,0.0230496453900709,0.25177304964539,0.0301418439716312,0.00177304964539007,0,0.0177304964539007,0.00709219858156028,0.0141843971631206,0.00531914893617021,0.0230496453900709,0.0106382978723404,0.0673758865248227,0,0.0195035460992908,0.00354609929078014,0.0815602836879433,0.0336879432624113,0.00354609929078014,0.00177304964539007,0,0.00531914893617021,0,0.124113475177305,0,0.00354609929078014,0.00177304964539007,0.00531914893617021,0.0124113475177305,0,0,0.0797872340425532,0,0,0,0,0.141843971631206,0,0.00354609929078014,0,0,0.00177304964539007,0,0,0,0,0,0,0,0.0159574468085106,0,0,0,0,0,0,0,0,0,0,0.00354609929078014,0,0.00177304964539007,0.00177304964539007,0,0,0,0,0
440,10121,0,0.00127388535031847,0.0089171974522293,0.194904458598726,0.0305732484076433,0.00127388535031847,0.00127388535031847,0.0152866242038217,0.00382165605095541,0.0165605095541401,0.00636942675159236,0.0140127388535032,0.00636942675159236,0.0968152866242038,0.00254777070063694,0.0114649681528662,0.0140127388535032,0.145222929936306,0.0191082802547771,0.00127388535031847,0.00127388535031847,0.00127388535031847,0.00254777070063694,0.00382165605095541,0.0713375796178344,0,0.00636942675159236,0.00127388535031847,0,0.00509554140127389,0.00254777070063694,0.00127388535031847,0.206369426751592,0,0,0,0,0.0777070063694267,0,0.00127388535031847,0,0,0,0,0,0,0,0,0.00127388535031847,0,0.0152866242038217,0,0,0.00127388535031847,0,0,0,0,0,0.00127388535031847,0,0.00636942675159236,0,0,0.00127388535031847,0,0,0,0,0
445,10524,0,0.00259403372243839,0.012970168612192,0.27496757457847,0.0142671854734112,0.00259403372243839,0,0.0103761348897536,0,0.00778210116731518,0.00648508430609598,0.00259403372243839,0.0012970168612192,0.053177691309987,0,0.00648508430609598,0.0103761348897536,0.1284046692607,0.012970168612192,0.0012970168612192,0.00778210116731518,0,0,0,0.0635538261997406,0.00518806744487678,0.0012970168612192,0,0,0.00778210116731518,0.00259403372243839,0,0.236057068741894,0,0.0012970168612192,0,0,0.0946822308690013,0,0,0.0012970168612192,0,0,0,0,0,0,0,0,0,0.0103761348897536,0,0,0,0,0,0,0,0,0,0,0.0194552529182879,0,0,0,0,0,0,0,0
450,10945,0,0.00313479623824451,0.0203761755485893,0.183385579937304,0.0125391849529781,0.00313479623824451,0.00156739811912226,0.00783699059561128,0.00156739811912226,0.0172413793103448,0.00156739811912226,0.0156739811912226,0.00470219435736677,0.0423197492163009,0.00156739811912226,0.00470219435736677,0.0188087774294671,0.0768025078369906,0.0172413793103448,0.00156739811912226,0.00470219435736677,0,0,0.00313479623824451,0.0673981191222571,0,0.00156739811912226,0.00156739811912226,0,0.0109717868338558,0,0,0.195924764890282,0,0.00156739811912226,0,0,0.253918495297806,0,0.00156739811912226,0,0,0,0,0,0,0.00156739811912226,0,0.00156739811912226,0,0.00783699059561128,0,0,0,0,0,0,0,0,0,0,0.00313479623824451,0,0.00156739811912226,0.00470219435736677,0.00156739811912226,0,0,0,0
455,NA,0,0.0263543191800878,0.0380673499267936,0.183016105417277,0.0556368960468521,0.00439238653001464,0.00146412884333821,0.020497803806735,0,0.0131771595900439,0,0.0175695461200586,0.0190336749633968,0.0849194729136164,0,0.0146412884333821,0.0292825768667643,0.0190336749633968,0.0131771595900439,0.00439238653001464,0.00439238653001464,0,0.00146412884333821,0.0102489019033675,0.0951683748169839,0,0.00439238653001464,0.0102489019033675,0.00146412884333821,0.0732064421669107,0.00292825768667643,0.00146412884333821,0.112737920937042,0,0.00146412884333821,0,0.00292825768667643,0.0468521229868228,0,0.00439238653001464,0,0.00146412884333821,0,0,0,0,0.00146412884333821,0,0,0,0.0497803806734993,0.00146412884333821,0,0.00439238653001464,0,0,0,0,0,0,0,0.0102489019033675,0,0,0.00878477306002928,0.00292825768667643,0.00146412884333821,0,0,0
460,NA,0,0.0116731517509728,0.0914396887159533,0.173151750972763,0.0311284046692607,0.00389105058365759,0,0.0116731517509728,0,0.00389105058365759,0.00583657587548638,0.0194552529182879,0.0136186770428016,0.0856031128404669,0,0.00972762645914397,0.0252918287937743,0.0136186770428016,0.0155642023346304,0.00389105058365759,0.0116731517509728,0,0,0.0350194552529183,0.297665369649805,0,0.0194552529182879,0.00583657587548638,0.00583657587548638,0.0311284046692607,0,0,0.0252918287937743,0,0.00194552529182879,0,0.00194552529182879,0,0,0.00194552529182879,0.00389105058365759,0,0,0,0,0,0,0,0,0,0.0233463035019455,0,0,0,0,0,0,0,0,0,0,0.00778210116731518,0,0,0,0,0,0.00389105058365759,0.00194552529182879,0.00194552529182879
