"depth","best.age","min.age","max.age"
1,-42,-44,-41
3,-35,-38,-33
5,-29,-33,-25
7,-23,-29,-18
9,-16,-24,-9
11,-10,-19,-1
13,5,-2,12
15,20,13,26
17,35,28,42
19,50,41,60
21,101,64,129
23,152,79,206
25,202,93,283
27,253,108,360
29,304,122,438
33,380,176,530
35,404,214,546
37,429,253,562
39,454,294,576
41,479,328,597
43,503,362,620
45,528,397,647
47,553,432,678
49,578,461,708
51,603,485,740
53,627,504,773
55,652,517,819
61,811,672,990
63,920,790,1077
65,1029,910,1160
67,1138,1025,1261
69,1247,1136,1366
71,1356,1242,1475
73,1465,1344,1589
75,1574,1439,1703
77,1683,1534,1823
79,1792,1628,1944
81,1901,1722,2067
