"sample.depths","sample.ages","Acer.saccharum.type","Acer.rubrum","Acer.spicatum","Ambrosia.type","Artemisia","Betula","Carya","Castanea","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Ilex","Juglans.cinerea","Ostrya.Carpinus","Picea","Platanus","Quercus","Rumex","Salix","Tilia","Trees.undiff.","Tsuga","Ulmus","Alnus","Fraxinus","Pinus","Populus","Amaranthaceae","Poaceae","Herbs.undiff.","Thalictrum","Plantago","Larix","Taxus","Abies","Ericaceae","Liquidambar","Acer.saccharinum.type","Rosaceae","Myrica"
15,40,0.0105485232067511,0.0105485232067511,0.00210970464135021,0.0864978902953586,0.00210970464135021,0.189873417721519,0.0168776371308017,0.0358649789029536,0.00632911392405063,0.0232067510548523,0.00632911392405063,0.0126582278481013,0.0611814345991561,0.00421940928270042,0.00632911392405063,0.00210970464135021,0.0337552742616034,0.00210970464135021,0.139240506329114,0.0358649789029536,0.00421940928270042,0.00421940928270042,0.00421940928270042,0.0675105485232067,0.0126582278481013,0.0506329113924051,0.0126582278481013,0.0569620253164557,0.00421940928270042,0.00632911392405063,0.0886075949367089,0,0,0,0,0,0,0,0,0,0,0
30,98,0.0104712041884817,0.0157068062827225,0,0.049738219895288,0.00523560209424084,0.157068062827225,0,0.0680628272251309,0.0340314136125654,0.0157068062827225,0.0130890052356021,0.0235602094240838,0.0340314136125654,0.0104712041884817,0,0.0340314136125654,0.0104712041884817,0,0.191099476439791,0.0549738219895288,0.00261780104712042,0,0.00261780104712042,0.0575916230366492,0.00785340314136126,0.0445026178010471,0.0157068062827225,0.0340314136125654,0.0104712041884817,0.00261780104712042,0.0837696335078534,0.00261780104712042,0.00523560209424084,0.00261780104712042,0,0,0,0,0,0,0,0
55,263,0.0214168039538715,0.0164744645799012,0,0,0.00164744645799012,0.28665568369028,0.00494233937397035,0.0807248764415156,0.0197693574958814,0.0313014827018122,0.014827018121911,0.0098846787479407,0.056013179571664,0,0.00164744645799012,0.0197693574958814,0.0362438220757825,0,0.174629324546952,0.0197693574958814,0.00494233937397035,0.00164744645799012,0.00164744645799012,0.0873146622734761,0.00494233937397035,0.0296540362438221,0.0197693574958814,0.0164744645799012,0.00329489291598023,0,0.0247116968698517,0.00164744645799012,0,0,0.00658978583196046,0.00164744645799012,0,0,0,0,0,0
77,475,0.00823045267489712,0.0102880658436214,0,0,0.00205761316872428,0.213991769547325,0.00823045267489712,0.0679012345679012,0.00411522633744856,0.0411522633744856,0.0205761316872428,0.0246913580246914,0.0843621399176955,0,0.0102880658436214,0.037037037037037,0.0267489711934156,0.00823045267489712,0.236625514403292,0,0.00411522633744856,0.00411522633744856,0,0.10082304526749,0.00617283950617284,0.0288065843621399,0.01440329218107,0.0185185185185185,0.00205761316872428,0,0.00411522633744856,0,0,0,0.0123456790123457,0,0,0,0,0,0,0
97,689,0.0169902912621359,0.0169902912621359,0,0,0,0.211165048543689,0.00970873786407767,0.058252427184466,0.00242718446601942,0.0436893203883495,0.0145631067961165,0.0485436893203883,0.116504854368932,0,0.00242718446601942,0.0242718446601942,0.0194174757281553,0.00485436893203883,0.179611650485437,0,0.00485436893203883,0.00242718446601942,0.00242718446601942,0.111650485436893,0.00970873786407767,0.0145631067961165,0.0266990291262136,0.0339805825242718,0.00970873786407767,0,0.0145631067961165,0,0,0,0,0,0,0,0,0,0,0
111,833,0.01,0.01,0,0,0.00166666666666667,0.228333333333333,0.0116666666666667,0.045,0.00166666666666667,0.0366666666666667,0.0316666666666667,0.015,0.151666666666667,0,0,0.0216666666666667,0.0216666666666667,0.005,0.193333333333333,0,0.00166666666666667,0.00333333333333333,0,0.0783333333333333,0.02,0.0483333333333333,0.0116666666666667,0.0283333333333333,0.005,0.00166666666666667,0.0133333333333333,0,0,0,0.00333333333333333,0,0,0,0,0,0,0
125,961,0.0227848101265823,0.0215189873417722,0,0,0,0.19873417721519,0.0215189873417722,0.0417721518987342,0.00379746835443038,0.0139240506329114,0.0139240506329114,0,0.10253164556962,0,0,0.0708860759493671,0.0139240506329114,0,0.272151898734177,0,0.00126582278481013,0,0,0.0632911392405063,0.00506329113924051,0.0126582278481013,0.0164556962025316,0.0873417721518987,0,0,0.00253164556962025,0.00379746835443038,0.00253164556962025,0,0.00126582278481013,0.00126582278481013,0.00506329113924051,0,0,0,0,0
145,1111,0.0097323600973236,0.0121654501216545,0,0,0.0024330900243309,0.180048661800487,0.0170316301703163,0.0170316301703163,0.0048661800486618,0.0316301703163017,0.0218978102189781,0.0291970802919708,0.221411192214112,0,0.0024330900243309,0.0413625304136253,0.0340632603406326,0.0048661800486618,0.124087591240876,0,0.0048661800486618,0,0.0072992700729927,0.141119221411192,0.0170316301703163,0.0097323600973236,0.0316301703163017,0.024330900243309,0.0024330900243309,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0
165,1440,0.0229276895943563,0.0229276895943563,0,0,0,0.18694885361552,0.0282186948853616,0.037037037037037,0.0017636684303351,0.0264550264550265,0,0,0.0864197530864197,0,0.00705467372134039,0.0758377425044092,0.0017636684303351,0,0.238095238095238,0,0.00352733686067019,0.00705467372134039,0,0.0705467372134039,0.0105820105820106,0.0264550264550265,0.0405643738977072,0.104056437389771,0.0017636684303351,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1942,0.026984126984127,0.0253968253968254,0,0,0,0.220634920634921,0.0174603174603175,0.0126984126984127,0.00158730158730159,0.0126984126984127,0,0,0.161904761904762,0,0.00634920634920635,0.0777777777777778,0,0,0.212698412698413,0,0,0,0,0.0555555555555556,0.0126984126984127,0.0158730158730159,0.0507936507936508,0.0793650793650794,0.00476190476190476,0,0,0,0,0,0.00158730158730159,0,0,0.00158730158730159,0.00158730158730159,0,0,0
