"sample.depths","sample.ages","Acer.saccharum.type","Acer.rubrum","Acer.spicatum","Ambrosia.type","Artemisia","Betula","Carya","Castanea","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Ilex","Juglans.cinerea","Ostrya.Carpinus","Picea","Platanus","Quercus","Rumex","Salix","Tilia","Trees.undiff.","Tsuga","Ulmus","Alnus","Fraxinus","Pinus","Populus","Amaranthaceae","Poaceae","Herbs.undiff.","Thalictrum","Plantago","Larix","Taxus","Abies","Ericaceae","Liquidambar","Acer.saccharinum.type","Rosaceae","Myrica"
211,2619,0.0241379310344828,0.0310344827586207,0,0,0.00344827586206897,0.208620689655172,0.0155172413793103,0.00862068965517241,0.00344827586206897,0.0551724137931034,0.0310344827586207,0.0637931034482759,0.117241379310345,0,0.00689655172413793,0.0206896551724138,0.00172413793103448,0.00344827586206897,0.224137931034483,0,0.00862068965517241,0.00689655172413793,0.00172413793103448,0.0396551724137931,0.0172413793103448,0.00689655172413793,0.0275862068965517,0.05,0.00689655172413793,0,0.0120689655172414,0,0.00344827586206897,0,0,0,0,0,0,0,0,0
235,3023,0.0199556541019956,0.0199556541019956,0,0,0,0.17960088691796,0.0266075388026608,0.0155210643015521,0.00221729490022173,0.0288248337028825,0.0266075388026608,0.0221729490022173,0.124168514412417,0,0.0133037694013304,0.0376940133037694,0.00665188470066519,0,0.248337028824834,0,0,0.00221729490022173,0,0.0376940133037694,0.024390243902439,0.0155210643015521,0.0443458980044346,0.0864745011086474,0,0,0.0133037694013304,0.00221729490022173,0,0,0,0,0,0.00221729490022173,0,0,0,0
251,3130,0.0184254606365159,0.0234505862646566,0,0,0,0.194304857621441,0.0251256281407035,0.0067001675041876,0.0033500837520938,0.0318257956448911,0.0100502512562814,0.0033500837520938,0.139028475711893,0,0.0100502512562814,0.0385259631490787,0.0016750418760469,0.0033500837520938,0.291457286432161,0,0,0.0033500837520938,0,0.0284757118927973,0.0150753768844221,0.0134003350083752,0.0217755443886097,0.107202680067002,0.0016750418760469,0,0.0050251256281407,0,0,0,0,0,0,0.0033500837520938,0,0,0,0
271,3168,0.0215439856373429,0.0125673249551167,0,0,0.00718132854578097,0.197486535008977,0.0215439856373429,0.00718132854578097,0.00179533213644524,0.0179533213644524,0,0,0.149012567324955,0,0.0143626570915619,0.0430879712746858,0.00179533213644524,0.00179533213644524,0.287253141831239,0,0.0143626570915619,0.00179533213644524,0,0.0287253141831239,0.0125673249551167,0.00897666068222621,0.0305206463195691,0.111310592459605,0.00359066427289048,0,0.00359066427289048,0,0,0,0,0,0,0,0,0,0,0
320,3467,0.0247787610619469,0.0247787610619469,0,0,0,0.208849557522124,0.0283185840707965,0.00707964601769911,0.00176991150442478,0.0141592920353982,0,0.00353982300884956,0.100884955752212,0,0.0106194690265487,0.0283185840707965,0,0.00176991150442478,0.316814159292035,0,0,0.00176991150442478,0,0.0460176991150442,0.0212389380530973,0.0106194690265487,0.0230088495575221,0.120353982300885,0,0,0.00530973451327434,0,0,0,0,0,0,0,0,0,0,0
338,3902,0.0356435643564356,0.0336633663366337,0,0,0,0.188118811881188,0.0376237623762376,0.00396039603960396,0.00792079207920792,0.0415841584158416,0,0,0.166336633663366,0,0.0138613861386139,0.0455445544554455,0,0.0198019801980198,0.21980198019802,0,0.00594059405940594,0,0,0.0435643564356436,0.0277227722772277,0.00594059405940594,0.0198019801980198,0.0752475247524752,0.00198019801980198,0,0.00396039603960396,0,0,0,0,0.00198019801980198,0,0,0,0,0,0
354,4384,0.0300632911392405,0.0079113924050633,0,0,0,0.237341772151899,0.0284810126582278,0,0.00158227848101266,0.00632911392405063,0,0.00632911392405063,0.134493670886076,0,0.0142405063291139,0.0443037974683544,0,0,0.29746835443038,0,0,0.00316455696202532,0.00316455696202532,0.0348101265822785,0.0205696202531646,0.00316455696202532,0.0537974683544304,0.0585443037974684,0.0110759493670886,0.00158227848101266,0,0,0,0,0,0,0,0,0,0.00158227848101266,0,0
366,4722,0.0421875,0.0109375,0,0,0,0.215625,0.0234375,0.0015625,0.0015625,0.0078125,0,0.009375,0.1546875,0,0.0171875,0.0328125,0,0,0.29375,0,0,0,0.0046875,0.040625,0.0171875,0.003125,0.05,0.0625,0.0046875,0,0.0015625,0,0,0,0,0,0,0,0,0.0046875,0,0
380,5008,0.0305602716468591,0,0,0,0,0.239388794567063,0.0356536502546689,0,0.00169779286926995,0.0424448217317487,0.0033955857385399,0.0118845500848896,0.132427843803056,0,0.0169779286926995,0.0475382003395586,0.00169779286926995,0,0.263157894736842,0,0,0.0067911714770798,0,0.0526315789473684,0.0169779286926995,0.0033955857385399,0.0390492359932088,0.0458404074702886,0.00169779286926995,0,0.00169779286926995,0.00169779286926995,0,0,0,0,0,0,0,0,0.0033955857385399,0
405,5163,0.0297202797202797,0.00174825174825175,0,0,0,0.222027972027972,0.020979020979021,0.00174825174825175,0.00524475524475524,0.0122377622377622,0.00174825174825175,0.00174825174825175,0.117132867132867,0,0.0157342657342657,0.020979020979021,0.00174825174825175,0.006993006993007,0.255244755244755,0,0,0.00874125874125874,0,0.160839160839161,0.0297202797202797,0.0034965034965035,0.0314685314685315,0.0454545454545455,0,0,0.00524475524475524,0,0,0,0,0,0,0,0,0,0,0
422,5214,0.044,0,0,0.002,0,0.184,0.04,0.002,0,0.006,0,0.004,0.126,0,0.02,0.028,0,0.032,0.238,0,0,0.002,0,0.166,0.02,0,0.03,0.05,0,0,0.004,0,0.002,0,0,0,0,0,0,0,0,0
440,5296,0.05175983436853,0.0020703933747412,0,0,0,0.163561076604555,0.020703933747412,0.0020703933747412,0,0,0,0.0041407867494824,0.163561076604555,0,0.0186335403726708,0.0559006211180124,0,0,0.233954451345756,0,0,0.0082815734989648,0,0.151138716356108,0.0227743271221532,0.010351966873706,0.0393374741200828,0.0393374741200828,0.0041407867494824,0,0.0062111801242236,0,0,0,0,0,0,0,0,0.0020703933747412,0,0
454,5396,0.0276595744680851,0.00212765957446809,0,0,0,0.136170212765957,0.0276595744680851,0,0.00425531914893617,0.00638297872340425,0.00212765957446809,0.00212765957446809,0.14468085106383,0,0.0148936170212766,0.0957446808510638,0,0,0.24468085106383,0,0,0.00638297872340425,0,0.168085106382979,0.0234042553191489,0.00425531914893617,0.0340425531914894,0.0425531914893617,0.00425531914893617,0.00212765957446809,0.00425531914893617,0,0,0,0,0,0,0,0,0.00212765957446809,0,0
470,5567,0.0379746835443038,0,0,0,0.00210970464135021,0.149789029535865,0.0527426160337553,0,0,0.0611814345991561,0.0189873417721519,0.0147679324894515,0.09915611814346,0,0.0253164556962025,0.0421940928270042,0,0,0.253164556962025,0,0,0.00210970464135021,0,0.128691983122363,0.0337552742616034,0.00632911392405063,0.0274261603375527,0.0316455696202532,0.00421940928270042,0,0.00632911392405063,0.00210970464135021,0,0,0,0,0,0,0,0,0,0
482,5747,0.034608378870674,0.00182149362477231,0,0,0.00364298724954463,0.160291438979964,0.00910746812386157,0.00182149362477231,0.00728597449908925,0.00364298724954463,0.00182149362477231,0.0109289617486339,0.105646630236794,0,0.0218579234972678,0.0528233151183971,0,0,0.29143897996357,0,0,0.00364298724954463,0,0.136612021857924,0.0218579234972678,0.00546448087431694,0.0655737704918033,0.0437158469945355,0.00910746812386157,0,0.00182149362477231,0,0,0,0,0,0,0,0.00364298724954463,0.00182149362477231,0,0
502,6165,0.0130434782608696,0.0239130434782609,0,0,0,0.276086956521739,0.0173913043478261,0.00434782608695652,0,0.0152173913043478,0.00434782608695652,0,0.143478260869565,0,0.00869565217391304,0.0369565217391304,0.00652173913043478,0,0.171739130434783,0,0,0.00652173913043478,0,0.16304347826087,0.0217391304347826,0.00652173913043478,0.0260869565217391,0.05,0,0.00217391304347826,0,0,0,0,0,0,0.00217391304347826,0,0,0,0,0
520,6661,0.029320987654321,0,0,0,0.00154320987654321,0.179012345679012,0.0200617283950617,0.00154320987654321,0.00617283950617284,0.00617283950617284,0,0.00925925925925926,0.128086419753086,0,0.00617283950617284,0.0632716049382716,0,0,0.239197530864198,0,0,0.00308641975308642,0,0.195987654320988,0.0138888888888889,0.00154320987654321,0.0216049382716049,0.066358024691358,0.00308641975308642,0.00154320987654321,0,0,0,0,0,0,0,0,0,0.00308641975308642,0,0
535,7146,0.0460199004975124,0,0,0,0,0.16044776119403,0.00497512437810945,0,0.00373134328358209,0.00248756218905473,0.00124378109452736,0.00248756218905473,0.100746268656716,0,0.00621890547263682,0.0845771144278607,0.00124378109452736,0,0.227611940298507,0,0,0.00497512437810945,0,0.217661691542289,0.0149253731343284,0.00870646766169154,0.041044776119403,0.0634328358208955,0,0.00373134328358209,0.00124378109452736,0.00124378109452736,0,0,0,0,0,0,0.00124378109452736,0,0,0
550,7686,0.0324400564174894,0.00141043723554302,0,0,0,0.187588152327221,0.00423131170662906,0,0,0.00282087447108604,0,0.00282087447108604,0.108603667136812,0,0.00564174894217207,0.0465444287729196,0,0,0.297602256699577,0,0,0.00282087447108604,0,0.14950634696756,0.0211565585331453,0.00987306064880113,0.0338504936530324,0.077574047954866,0.00705218617771509,0,0.00141043723554302,0,0,0,0,0,0,0,0.00141043723554302,0.00564174894217207,0,0
570,8475,0.0255905511811024,0.00196850393700787,0,0,0,0.105314960629921,0.00590551181102362,0,0.00196850393700787,0.0374015748031496,0.00492125984251968,0.015748031496063,0.0482283464566929,0,0.00196850393700787,0.0236220472440945,0.0078740157480315,0,0.27755905511811,0,0.000984251968503937,0,0,0.21259842519685,0.0216535433070866,0.0078740157480315,0.0423228346456693,0.139763779527559,0.00885826771653543,0,0.00590551181102362,0.000984251968503937,0,0,0,0,0,0,0,0,0.000984251968503937,0
576,8724,0.0227048371174729,0,0,0,0,0.0750246791707799,0.00197433366238894,0.000987166831194472,0.00394866732477789,0.00987166831194472,0.00296150049358342,0.00296150049358342,0.054294175715696,0,0.000987166831194472,0.0769990128331688,0.00197433366238894,0,0.282329713721619,0,0,0.00296150049358342,0,0.221125370187562,0.0246791707798618,0.00789733464955577,0.0592300098716683,0.141164856860809,0.000987166831194472,0,0.00296150049358342,0.00197433366238894,0,0,0,0,0,0,0,0,0,0
604,9918,0.0171779141104294,0.00122699386503067,0,0,0.00122699386503067,0.045398773006135,0.00368098159509202,0,0.0049079754601227,0.00736196319018405,0,0.0122699386503067,0.00122699386503067,0,0.00245398773006135,0.0969325153374233,0.0355828220858896,0,0.267484662576687,0,0.00122699386503067,0,0.00122699386503067,0.0920245398773006,0.0319018404907975,0.0331288343558282,0.0478527607361963,0.282208588957055,0.00245398773006135,0,0.00245398773006135,0.00122699386503067,0,0,0,0,0.0049079754601227,0,0,0,0.00122699386503067,0.00122699386503067
612,10252,0.0224056603773585,0,0,0,0,0.0931603773584906,0.00117924528301887,0,0.00235849056603774,0.00235849056603774,0.0035377358490566,0.00943396226415094,0,0,0,0.097877358490566,0.00589622641509434,0,0.320754716981132,0,0.00235849056603774,0,0.00117924528301887,0.0247641509433962,0.017688679245283,0.0188679245283019,0.0495283018867925,0.321933962264151,0,0,0.0035377358490566,0.00117924528301887,0,0,0,0,0,0,0,0,0,0
622,10656,0.0352536543422184,0.00429922613929493,0,0,0.00257953568357696,0.153052450558899,0.00773860705073087,0.000859845227858985,0.00171969045571797,0.0197764402407567,0.0060189165950129,0.0111779879621668,0.00859845227858985,0,0.00343938091143594,0.0189165950128977,0.0137575236457438,0,0.156491831470335,0,0.00257953568357696,0,0,0.00859845227858985,0.0197764402407567,0.0352536543422184,0.0283748925193465,0.431642304385211,0.0197764402407567,0,0.00257953568357696,0.00257953568357696,0,0,0.00429922613929493,0,0,0,0,0,0,0.000859845227858985
630,10973,0.00879765395894428,0,0.00586510263929619,0,0.00293255131964809,0.221407624633431,0.00293255131964809,0,0.00439882697947214,0.0278592375366569,0.0102639296187683,0.0498533724340176,0,0,0.00293255131964809,0.0190615835777126,0.0835777126099707,0,0.0381231671554252,0,0.00293255131964809,0,0,0.00879765395894428,0.0117302052785924,0.101173020527859,0.030791788856305,0.321114369501466,0.0102639296187683,0,0.0102639296187683,0.00146627565982405,0,0,0.0131964809384164,0,0.00879765395894428,0,0,0,0.00146627565982405,0
640,11428,0.00549450549450549,0,0,0,0,0.0915750915750916,0.00366300366300366,0.00366300366300366,0.00183150183150183,0.010989010989011,0.0293040293040293,0.0604395604395604,0.00183150183150183,0,0.00183150183150183,0.0146520146520147,0.289377289377289,0,0.0274725274725275,0,0,0,0.00183150183150183,0.0256410256410256,0.00915750915750916,0.108058608058608,0.0183150183150183,0.265567765567766,0.00549450549450549,0,0.0128205128205128,0.00366300366300366,0,0,0.00183150183150183,0,0.00549450549450549,0,0,0,0,0
645,11709,0.00186567164179104,0,0,0,0.00559701492537313,0.0205223880597015,0,0,0.00746268656716418,0.00932835820895522,0.00186567164179104,0.042910447761194,0,0,0,0.0503731343283582,0.419776119402985,0,0.0391791044776119,0,0.00186567164179104,0,0,0,0.00186567164179104,0.082089552238806,0.00746268656716418,0.277985074626866,0.00746268656716418,0.00186567164179104,0.0111940298507463,0.00186567164179104,0.00559701492537313,0,0,0,0.00186567164179104,0,0,0,0,0
651,12104,0,0,0,0,0.00175746924428822,0.0333919156414763,0.00351493848857645,0,0.00527240773286467,0.00175746924428822,0.0228471001757469,0.0351493848857645,0.00175746924428822,0,0,0.0826010544815466,0.492091388400703,0,0.0966608084358524,0,0.00175746924428822,0,0.00175746924428822,0,0.00351493848857645,0.00351493848857645,0.0281195079086116,0.149384885764499,0.0175746924428823,0,0.0105448154657293,0.00175746924428822,0,0,0,0,0.00351493848857645,0,0,0,0.00175746924428822,0
660,12792,0.00529100529100529,0,0,0,0,0.0185185185185185,0.00264550264550265,0.00264550264550265,0.0211640211640212,0.0105820105820106,0.0238095238095238,0.103174603174603,0.00264550264550265,0,0,0.0608465608465608,0.526455026455027,0,0.0476190476190476,0,0.0105820105820106,0,0,0,0.00264550264550265,0.00264550264550265,0.00793650793650794,0.113756613756614,0,0,0.0291005291005291,0.00529100529100529,0,0,0,0,0.00264550264550265,0,0,0,0,0
666,13294,0.0116618075801749,0,0,0,0,0.0087463556851312,0.00291545189504373,0,0.0145772594752187,0.0087463556851312,0.102040816326531,0.198250728862974,0.00291545189504373,0,0,0.0379008746355685,0.183673469387755,0,0.032069970845481,0,0.0553935860058309,0,0.0116618075801749,0,0,0.00583090379008746,0.00291545189504373,0.227405247813411,0.0408163265306122,0,0.0262390670553936,0.0116618075801749,0,0,0.0087463556851312,0,0.00291545189504373,0,0,0,0.00291545189504373,0
672,13816,0,0,0,0.0078740157480315,0.0236220472440945,0.0118110236220472,0,0,0.0078740157480315,0.0118110236220472,0.0275590551181102,0.15748031496063,0,0,0,0.00393700787401575,0.177165354330709,0,0.0511811023622047,0,0.0236220472440945,0,0,0,0,0.0748031496062992,0,0.37007874015748,0.00393700787401575,0,0.0275590551181102,0,0,0,0.0118110236220472,0,0.0078740157480315,0,0,0,0,0
679,14433,0,0,0,0.0050251256281407,0.0301507537688442,0.0050251256281407,0,0,0.0150753768844221,0,0.0050251256281407,0.361809045226131,0,0,0,0.0150753768844221,0.150753768844221,0.0100502512562814,0.0301507537688442,0,0.0301507537688442,0,0,0,0,0.0150753768844221,0,0.271356783919598,0,0.0100502512562814,0.0251256281407035,0.0050251256281407,0,0,0.0050251256281407,0,0.0050251256281407,0,0,0,0.0050251256281407,0
