"sample.depths","sample.ages","Abies","Acer.saccharum.type","Artemisia","Betula","Chamaedaphne.calyculata","Cupressaceae","Cyperaceae","Empetrum","Fagus","Gaultheria","Picea","Quercus","Thalictrum","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vaccinium","Alnus","Fraxinus","Myrica","Pinus","Amaranthaceae","Poaceae","Plantago","Ericaceae.undiff.","Acer.rubrum","Ambrosia.type","Larix","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Cornus","Ledum","Salix","Tilia","Pyrus.type","Carya","Cephalanthus","Gaylussacia","Ilex","Rhododendron","Rosaceae.undiff.","Juglans","Corylus","Ranunculaceae.undiff.","Populus","Sanguisorba","Brassicaceae","Caryophyllaceae","Polygonum"
340,6612,0.0236907730673317,0,0,0.0910224438902743,0,0,0.00623441396508728,0.013715710723192,0.00124688279301746,0,0.0648379052369077,0.00124688279301746,0,0.21072319201995,0,0.00124688279301746,0,0.0087281795511222,0.00124688279301746,0,0.559850374064838,0,0,0,0.00249376558603491,0.00124688279301746,0,0.00997506234413965,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,6757,0.00318979266347687,0,0,0.0446570972886762,0,0,0.00159489633173844,0.00478468899521531,0,0,0.0318979266347687,0.0127591706539075,0,0.0191387559808612,0,0.00318979266347687,0,0.00797448165869218,0.00159489633173844,0,0.85645933014354,0,0,0,0.00478468899521531,0,0,0.00637958532695375,0,0,0,0.00159489633173844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,6904,0.0402802101576182,0,0,0.112084063047285,0,0,0.00175131348511384,0.0157618213660245,0.00175131348511384,0,0.0560420315236427,0.00525394045534151,0,0.0683012259194396,0,0.010507880910683,0,0.0297723292469352,0.00875656742556918,0,0.618213660245184,0,0.00525394045534151,0,0.0122591943957968,0.00700525394045534,0,0,0,0.00350262697022767,0,0,0.00175131348511384,0,0,0,0,0,0,0,0,0,0,0,0.00175131348511384,0,0,0,0
360,7203,0.0273224043715847,0,0,0.0765027322404372,0,0,0.00273224043715847,0,0,0,0.191256830601093,0.00819672131147541,0,0.0300546448087432,0,0,0,0.0136612021857923,0,0,0.647540983606557,0,0,0,0,0,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,7355,0.0129449838187702,0,0,0,0,0,0,0.00323624595469256,0,0,0.0711974110032362,0.00323624595469256,0,0.0469255663430421,0,0,0,0,0,0,0.854368932038835,0,0,0,0,0,0,0.0080906148867314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,7508,0.0127877237851662,0,0,0.061381074168798,0,0,0,0,0,0,0.21227621483376,0.010230179028133,0,0.0255754475703325,0,0,0,0.0230179028132992,0,0,0.652173913043478,0,0,0,0,0,0,0.00255754475703325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,7663,0.00405679513184584,0,0,0.0851926977687627,0.0709939148073022,0,0.00202839756592292,0.0101419878296146,0,0,0.113590263691684,0.00811359026369168,0,0.0243407707910751,0,0,0,0.0202839756592292,0.00202839756592292,0,0.620689655172414,0,0.00405679513184584,0,0.0243407707910751,0,0,0.0101419878296146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,7819,0.0582010582010582,0,0,0.104056437389771,0.00881834215167548,0.0017636684303351,0,0.00705467372134039,0,0,0.155202821869489,0.00352733686067019,0,0.017636684303351,0,0.0017636684303351,0,0.0440917107583774,0.00529100529100529,0.0017636684303351,0.560846560846561,0,0,0,0.00881834215167548,0,0.0017636684303351,0.0017636684303351,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0.00529100529100529,0,0,0,0
385,7977,0.2,0,0,0.116778523489933,0,0,0.00402684563758389,0.00268456375838926,0.00134228187919463,0,0.275167785234899,0.00671140939597315,0,0.00536912751677852,0,0.00536912751677852,0,0.025503355704698,0.00134228187919463,0.00134228187919463,0.347651006711409,0,0,0,0,0,0,0.00671140939597315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,8136,0.142857142857143,0,0,0.171159029649596,0,0,0.00269541778975741,0.00134770889487871,0.00269541778975741,0,0.179245283018868,0.00673854447439353,0.00269541778975741,0.00808625336927224,0,0.00269541778975741,0,0.0673854447439353,0,0.00134770889487871,0.398921832884097,0,0.00404312668463612,0.00134770889487871,0.00134770889487871,0,0,0,0,0.00134770889487871,0,0,0,0.00134770889487871,0,0.00134770889487871,0,0,0,0,0,0,0.00134770889487871,0,0,0,0,0,0
395,8297,0.10873440285205,0,0,0.133689839572193,0.0035650623885918,0,0.0071301247771836,0.0017825311942959,0,0,0.149732620320856,0.0124777183600713,0,0,0,0.0017825311942959,0,0.0570409982174688,0.0035650623885918,0,0.506238859180036,0,0.0017825311942959,0,0,0,0,0.0053475935828877,0,0,0,0,0.0017825311942959,0,0,0,0,0,0,0,0,0,0.0053475935828877,0,0,0,0,0,0
400,8459,0.0446428571428571,0,0,0.220238095238095,0,0,0.00595238095238095,0.00595238095238095,0.00297619047619048,0,0.104166666666667,0.00297619047619048,0.00297619047619048,0,0,0,0,0.0982142857142857,0,0.00892857142857143,0.49702380952381,0,0,0,0.00297619047619048,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,8623,0.0548780487804878,0,0,0.0274390243902439,0.038109756097561,0,0,0.0655487804878049,0,0,0.219512195121951,0.00152439024390244,0.00152439024390244,0.0274390243902439,0,0,0,0.0396341463414634,0,0,0.393292682926829,0,0,0,0.0457317073170732,0,0.00152439024390244,0,0,0.00457317073170732,0,0.0777439024390244,0,0,0,0,0,0,0,0.00152439024390244,0,0,0,0,0,0,0,0,0
410,8788,0.092526690391459,0,0.00177935943060498,0.202846975088968,0,0,0.00889679715302491,0.0106761565836299,0,0,0.373665480427046,0,0.00711743772241993,0.00177935943060498,0.00711743772241993,0,0,0.0320284697508897,0,0,0.247330960854093,0,0.00533807829181495,0,0,0,0.00355871886120996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533807829181495,0,0,0,0,0
415,8955,0.125776397515528,0,0.0031055900621118,0.173913043478261,0,0,0.0031055900621118,0.0248447204968944,0,0,0.316770186335404,0.0108695652173913,0,0.0031055900621118,0,0,0,0.031055900621118,0.0015527950310559,0,0.259316770186335,0,0.0046583850931677,0,0.0093167701863354,0,0,0.0279503105590062,0,0.0015527950310559,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0
420,9123,0.108958837772397,0,0,0.193704600484261,0.00242130750605327,0,0.00726392251815981,0.00726392251815981,0,0,0.322033898305085,0.0121065375302663,0,0.00242130750605327,0.00242130750605327,0,0.00484261501210654,0.0387409200968523,0,0,0.263922518159806,0,0.0121065375302663,0,0.00242130750605327,0,0,0.0169491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242130750605327,0,0,0,0
425,9293,0.099624060150376,0,0.0018796992481203,0.140977443609023,0,0,0.0018796992481203,0,0,0,0.449248120300752,0.0112781954887218,0,0.0075187969924812,0,0,0,0.0056390977443609,0,0.0056390977443609,0.233082706766917,0.0018796992481203,0,0,0.0018796992481203,0,0,0.0338345864661654,0,0.0056390977443609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,9464,0.0598290598290598,0,0,0.222222222222222,0,0,0.0341880341880342,0.205128205128205,0,0,0.247863247863248,0,0.00854700854700855,0.0170940170940171,0,0,0,0.0341880341880342,0,0,0.153846153846154,0,0,0,0,0,0,0.0170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,9637,0.206642066420664,0,0.0018450184501845,0.0535055350553506,0.0239852398523985,0,0.0018450184501845,0.040590405904059,0,0,0.433579335793358,0,0,0.003690036900369,0,0,0,0.0092250922509225,0,0,0.190036900369004,0,0,0,0.018450184501845,0,0.003690036900369,0.0129151291512915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,9811,0.087248322147651,0,0,0.214765100671141,0,0,0.0402684563758389,0.0469798657718121,0,0,0.302013422818792,0,0,0,0.00671140939597315,0,0,0.0469798657718121,0,0.00671140939597315,0.201342281879195,0,0.00671140939597315,0,0,0,0.00671140939597315,0.0134228187919463,0,0,0.00671140939597315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671140939597315,0.00671140939597315,0,0
445,9987,0.0539568345323741,0,0.00359712230215827,0.212230215827338,0.154676258992806,0,0.0179856115107914,0.0323741007194245,0,0,0.280575539568345,0.00719424460431655,0.00719424460431655,0,0.00359712230215827,0,0,0.0359712230215827,0,0.00719424460431655,0.133093525179856,0,0,0,0.0215827338129496,0,0.00359712230215827,0.0179856115107914,0,0,0,0,0,0,0,0,0,0,0,0,0.00359712230215827,0,0,0.00359712230215827,0,0,0,0,0
450,10165,0.0182648401826484,0,0,0.123287671232877,0.205479452054795,0,0.0091324200913242,0.178082191780822,0,0,0.123287671232877,0,0,0,0.0045662100456621,0,0,0.0639269406392694,0,0.0091324200913242,0.136986301369863,0,0,0,0.091324200913242,0,0,0.0045662100456621,0,0,0,0.0273972602739726,0,0.0045662100456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,10344,0.10762331838565,0,0,0.20627802690583,0.105381165919283,0,0.0112107623318386,0.031390134529148,0,0,0.304932735426009,0.0112107623318386,0,0.00224215246636771,0.00224215246636771,0,0,0.015695067264574,0,0.00896860986547085,0.114349775784753,0,0.00224215246636771,0,0.0650224215246637,0,0.00224215246636771,0.00224215246636771,0,0,0.00224215246636771,0.00448430493273543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,10524,0.171641791044776,0,0,0.0796019900497512,0.0447761194029851,0,0.0398009950248756,0.099502487562189,0,0,0.325870646766169,0.0348258706467662,0,0,0.00497512437810945,0,0.00746268656716418,0.00746268656716418,0,0.0497512437810945,0.0696517412935323,0,0.00248756218905473,0,0.0373134328358209,0,0,0.00248756218905473,0,0,0,0,0.00746268656716418,0,0,0,0,0,0,0,0.00497512437810945,0,0,0.00248756218905473,0.00746268656716418,0,0,0,0
465,10706,0.17027027027027,0.0027027027027027,0.0027027027027027,0.110810810810811,0,0,0,0,0,0,0.454054054054054,0.0135135135135135,0,0.00540540540540541,0.00540540540540541,0,0,0.0027027027027027,0.00540540540540541,0.0378378378378378,0.127027027027027,0.0027027027027027,0,0,0,0.0027027027027027,0,0.00810810810810811,0,0,0,0,0.0405405405405405,0,0,0,0,0,0,0,0.0027027027027027,0,0,0,0.00540540540540541,0,0,0,0
470,10889,0.0033003300330033,0,0,0.0924092409240924,0,0,0.34983498349835,0.0264026402640264,0,0,0.415841584158416,0,0,0,0.0099009900990099,0,0,0.0132013201320132,0,0.033003300330033,0.0264026402640264,0,0.0165016501650165,0,0,0,0,0.0066006600660066,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0
475,11074,0.00508905852417303,0,0.00254452926208651,0.244274809160305,0.00254452926208651,0,0.424936386768448,0,0,0,0.155216284987277,0,0,0,0.0101781170483461,0,0,0,0,0.0203562340966921,0.0559796437659033,0,0.0305343511450382,0,0,0,0,0,0,0,0,0,0.0458015267175573,0,0,0,0,0,0,0,0,0,0,0.00254452926208651,0,0,0,0,0
480,11261,0.00497512437810945,0,0.00248756218905473,0.169154228855721,0,0,0.532338308457711,0,0,0,0.0945273631840796,0,0,0,0.00746268656716418,0,0.0149253731343284,0.00248756218905473,0,0.0696517412935323,0.0422885572139304,0,0.0149253731343284,0,0.00497512437810945,0,0,0.0223880597014925,0,0,0,0,0.0174129353233831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,11411,0.00373831775700935,0,0,0.091588785046729,0,0,0.674766355140187,0,0,0,0.0168224299065421,0,0.00186915887850467,0,0.0130841121495327,0,0,0,0,0.00186915887850467,0.0691588785046729,0,0.0560747663551402,0,0,0,0,0,0,0,0,0,0.00373831775700935,0,0,0,0,0,0,0,0.0579439252336449,0,0,0,0.00747663551401869,0,0,0.00186915887850467,0
485,11449,0.00245700245700246,0,0,0.152334152334152,0,0,0.604422604422604,0,0,0,0.0319410319410319,0,0,0.00245700245700246,0.0294840294840295,0,0,0.0147420147420147,0,0,0.0294840294840295,0,0.0491400491400491,0,0,0,0,0,0,0,0,0,0.0147420147420147,0,0,0,0,0,0,0,0.0663390663390663,0,0,0,0,0,0,0.00245700245700246,0
486,11487,0.00269541778975741,0,0.00269541778975741,0.0485175202156334,0,0,0.784366576819407,0,0,0,0.0350404312668464,0,0,0,0,0,0,0,0,0,0.0485175202156334,0,0.0539083557951483,0,0.00269541778975741,0,0.00539083557951483,0,0,0,0,0,0.0107816711590297,0,0,0,0,0,0,0,0,0,0,0,0.00539083557951483,0,0,0,0
487,11525,0.00172413793103448,0,0.00172413793103448,0.0189655172413793,0,0,0.903448275862069,0,0,0,0.00517241379310345,0,0,0,0,0,0,0.00517241379310345,0,0,0.0396551724137931,0,0.00344827586206897,0,0,0,0.00172413793103448,0,0,0,0,0,0.0155172413793103,0,0,0,0,0,0,0,0,0,0,0,0.00344827586206897,0,0,0,0
488,11562,0,0,0,0.0198300283286119,0,0,0.875354107648725,0,0,0,0.0396600566572238,0,0,0,0,0,0,0,0,0,0.0368271954674221,0,0.0169971671388102,0,0.0028328611898017,0,0,0,0,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0.0056657223796034,0,0,0,0
489,11600,0,0,0,0.048780487804878,0,0,0.829268292682927,0,0,0,0.048780487804878,0,0,0.008130081300813,0,0,0,0,0,0,0.065040650406504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489.5,11619,0.00298507462686567,0,0.00298507462686567,0.0238805970149254,0,0.0328358208955224,0.808955223880597,0,0,0,0.0358208955223881,0,0.00298507462686567,0,0,0,0,0,0,0,0.0626865671641791,0,0.0149253731343284,0,0.00597014925373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00597014925373134,0,0,0,0,0
493.5,11772,0.00403225806451613,0,0.00806451612903226,0.0241935483870968,0,0.254032258064516,0.556451612903226,0,0,0,0.0685483870967742,0,0.00403225806451613,0,0,0,0,0.00806451612903226,0,0.00403225806451613,0.0524193548387097,0,0.00806451612903226,0,0,0,0,0,0,0,0,0,0.00403225806451613,0,0,0,0,0,0,0,0.00403225806451613,0,0,0,0,0,0,0,0
495.5,11849,0.00343642611683849,0,0.00687285223367698,0.0206185567010309,0,0.371134020618557,0.36426116838488,0,0,0,0.11340206185567,0,0.013745704467354,0.00343642611683849,0,0,0,0,0,0,0.0790378006872852,0,0.0206185567010309,0,0,0,0,0,0,0,0,0,0.00343642611683849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497.5,11926,0.00427350427350427,0,0.0213675213675214,0.0256410256410256,0,0.226495726495726,0.478632478632479,0,0,0,0.094017094017094,0,0,0.00427350427350427,0,0,0,0,0,0,0.111111111111111,0,0.0170940170940171,0,0,0,0,0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427350427350427,0,0.00427350427350427
499.5,12003,0.00352112676056338,0,0,0.00704225352112676,0,0.341549295774648,0.482394366197183,0,0,0,0.073943661971831,0,0,0,0,0,0,0,0,0,0.0492957746478873,0.00352112676056338,0.028169014084507,0,0,0,0,0.00352112676056338,0,0,0,0,0.00352112676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352112676056338,0
501.5,12080,0,0,0.005,0.03,0,0.055,0.625,0,0,0,0.14,0,0.005,0,0.005,0,0,0,0,0,0.105,0,0.015,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0
503.5,12158,0,0,0,0.0138888888888889,0,0.125,0.569444444444444,0,0,0,0.104166666666667,0,0.0138888888888889,0,0.00694444444444444,0,0,0,0,0,0.125,0,0.0277777777777778,0,0,0,0.00694444444444444,0,0,0,0,0,0.00694444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505.5,12236,0.00434782608695652,0,0.00434782608695652,0.0434782608695652,0,0.126086956521739,0.626086956521739,0,0,0,0.091304347826087,0,0.00434782608695652,0,0,0,0,0,0,0,0.0739130434782609,0,0.0217391304347826,0,0,0,0,0,0,0,0,0,0.00434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507.5,12314,0,0,0.00754716981132075,0.0377358490566038,0,0.0867924528301887,0.622641509433962,0,0,0,0.0867924528301887,0,0,0,0.0113207547169811,0,0,0.00754716981132075,0,0,0.090566037735849,0,0.0377358490566038,0,0,0,0,0,0,0,0,0,0.00754716981132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0
509.5,12392,0.0116959064327485,0,0,0.0233918128654971,0,0.0818713450292398,0.614035087719298,0,0,0,0.111111111111111,0,0,0,0,0,0,0.00584795321637427,0,0,0.105263157894737,0,0.0292397660818713,0,0,0,0,0,0,0,0,0,0.00584795321637427,0,0,0,0,0,0,0,0.00584795321637427,0,0,0,0,0,0.00584795321637427,0,0
511.5,12471,0.00810810810810811,0,0.0162162162162162,0.0351351351351351,0,0.0405405405405405,0.613513513513513,0,0,0,0.0945945945945946,0,0,0,0,0,0,0,0,0,0.159459459459459,0,0.0135135135135135,0,0,0,0.00540540540540541,0,0,0,0,0,0.0108108108108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027027027027027,0,0
515.5,NA,0,0,0.00775193798449612,0.0155038759689922,0,0,0.674418604651163,0,0,0,0.147286821705426,0,0,0,0,0,0,0,0,0,0.13953488372093,0,0.00775193798449612,0,0,0,0,0,0,0,0,0,0.00775193798449612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517.5,NA,0.0222222222222222,0,0.00740740740740741,0.0518518518518519,0,0,0.614814814814815,0,0,0,0.162962962962963,0,0,0,0,0,0,0,0,0.00740740740740741,0.0962962962962963,0,0.0222222222222222,0,0,0,0,0,0,0,0,0,0.0148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
