"sample.depths","sample.ages","Acer.rubrum","Aquifoliaceae","Betula","Caprifoliaceae.undiff.","Carya","Castanea","Cupressaceae","Fagus","Poaceae.undiff.","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rumex","Tilia","Tsuga","Ulmus","Apiaceae","Alnus","Liliaceae","Ambrosia","Rosaceae.undiff.","Fraxinus","Juglans","Acer.saccharum","Rhamnus","Celtis","Corylus","Ericaceae","Liquidambar","Asteraceae.subf..Asteroideae.undiff.","Prunus.Pyrus","Caryophyllaceae","Plantago.lanceolata","Salix","Sambucus","Vitis","Polygonum","Brassicaceae.type","Acer.undiff.","Larix","Populus","Amaranthaceae","Humulus","Lamiaceae","Ailanthus","Cephalanthus","Nyssa","Zea","Cyperaceae","Plantago.major","Thalictrum","Rhus","Viburnum","Fabaceae","Morus","Myrica","Urtica","Ranunculus","Epilobium.type","Liriodendron","Artemisia","Gleditsia","Cornus","Tradescantia","cf..Arisaema","cf..Podophyllum"
0.5,NA,0.0140252454417952,0.00280504908835905,0.255259467040673,0.00280504908835905,0.0168302945301543,0.0168302945301543,0.00280504908835905,0.0925666199158485,0.0168302945301543,0.0140252454417952,0.00420757363253857,0.00561009817671809,0.00561009817671809,0.0841514726507714,0.00561009817671809,0.179523141654979,0.00280504908835905,0.0140252454417952,0.129032258064516,0.0112201963534362,0.00280504908835905,0.0140252454417952,0.00280504908835905,0.0532959326788219,0.00280504908835905,0.0224403927068724,0.00280504908835905,0.0196353436185133,0.00280504908835905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,NA,0.027906976744186,0.00930232558139535,0.125581395348837,0,0,0.013953488372093,0,0.0976744186046512,0.00930232558139535,0.00930232558139535,0.00930232558139535,0.0325581395348837,0.00465116279069767,0.102325581395349,0.00930232558139535,0.158139534883721,0.013953488372093,0,0.218604651162791,0.00930232558139535,0,0.013953488372093,0,0.0511627906976744,0,0.0232558139534884,0,0.027906976744186,0,0.00465116279069767,0.00465116279069767,0.00930232558139535,0.00465116279069767,0.00465116279069767,0.00465116279069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,-24,0.0121065375302663,0.00484261501210654,0.188861985472155,0,0.0121065375302663,0.00726392251815981,0,0.116222760290557,0.036319612590799,0.00726392251815981,0.0121065375302663,0.00484261501210654,0.0121065375302663,0.0508474576271186,0.00242130750605327,0.150121065375303,0.0169491525423729,0.00242130750605327,0.167070217917676,0.00968523002421308,0,0.00726392251815981,0,0.036319612590799,0,0.00968523002421308,0,0.0145278450363196,0.00726392251815981,0,0,0.00242130750605327,0,0.00242130750605327,0,0.00242130750605327,0.00484261501210654,0.00242130750605327,0.00242130750605327,0.089588377723971,0.00242130750605327,0.00242130750605327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,-9,0.0079155672823219,0.00527704485488127,0.245382585751979,0,0.0105540897097625,0.0158311345646438,0.0105540897097625,0.0844327176781003,0.0527704485488127,0.0158311345646438,0.0079155672823219,0.0079155672823219,0.0105540897097625,0.0395778364116095,0.00527704485488127,0.163588390501319,0.0237467018469657,0,0.118733509234828,0.0131926121372032,0.00263852242744063,0.00527704485488127,0,0.058047493403694,0,0.0316622691292876,0.00527704485488127,0.0079155672823219,0.00527704485488127,0,0.00263852242744063,0.00263852242744063,0.00527704485488127,0.00527704485488127,0.00263852242744063,0,0,0,0,0,0,0,0.00263852242744063,0.00263852242744063,0.0105540897097625,0.00263852242744063,0.00263852242744063,0.00263852242744063,0.00263852242744063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,9,0.0185922974767596,0,0.225763612217795,0,0.0132802124833997,0.0159362549800797,0.00796812749003984,0.0610889774236388,0.0345285524568393,0.0159362549800797,0.00398406374501992,0.0106241699867198,0.00796812749003984,0.0371845949535193,0.00265604249667995,0.225763612217795,0.0185922974767596,0,0.122177954847278,0.0106241699867198,0,0.0106241699867198,0,0.0823373173970783,0,0.0132802124833997,0,0.0345285524568393,0,0,0,0.00265604249667995,0,0.00531208499335989,0,0,0.00265604249667995,0,0,0,0,0,0.00531208499335989,0,0,0,0,0,0,0.00265604249667995,0.00531208499335989,0.00265604249667995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,21,0.00743494423791822,0.00495662949194548,0.205700123915737,0,0.00991325898389095,0.0223048327137546,0.00495662949194548,0.0842627013630731,0.0322180916976456,0.0322180916976456,0.0111524163568773,0.0223048327137546,0.0198265179677819,0.00991325898389095,0,0.23543990086741,0.00991325898389095,0,0.1090458488228,0.0148698884758364,0,0.00743494423791822,0,0.0644361833952912,0,0.0223048327137546,0.00743494423791822,0.0247831474597274,0,0,0,0,0.00247831474597274,0.0123915737298637,0.00247831474597274,0,0,0,0,0,0,0,0,0,0,0.00495662949194548,0,0.00247831474597274,0,0.00247831474597274,0.00247831474597274,0.00247831474597274,0.00247831474597274,0.00247831474597274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.5,26,0.00778210116731518,0.00259403372243839,0.243839169909209,0,0.00778210116731518,0.0285343709468223,0.00259403372243839,0.0830090791180285,0.0440985732814527,0.0207522697795071,0.0116731517509728,0.0155642023346304,0.00518806744487678,0.0466926070038911,0.00259403372243839,0.204928664072633,0.0103761348897536,0,0.121919584954604,0.0103761348897536,0,0.0207522697795071,0,0.0466926070038911,0,0.0259403372243839,0.00259403372243839,0.012970168612192,0,0,0,0,0.00259403372243839,0.00778210116731518,0,0,0,0,0,0,0,0,0,0,0.00259403372243839,0,0,0,0,0,0,0.00259403372243839,0.00259403372243839,0,0.00259403372243839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.5,36,0.00536912751677852,0.00536912751677852,0.21744966442953,0,0.010738255033557,0.0375838926174497,0.00268456375838926,0.0590604026845638,0.0348993288590604,0.0134228187919463,0.0147651006711409,0.00536912751677852,0.00805369127516779,0.0778523489932886,0.00268456375838926,0.171812080536913,0.0214765100671141,0.00536912751677852,0.147651006711409,0.00805369127516779,0,0.0161073825503356,0,0.0644295302013423,0,0.0241610738255034,0.00268456375838926,0.0187919463087248,0,0,0,0.00268456375838926,0.00268456375838926,0.00268456375838926,0,0,0,0,0,0,0,0,0.00268456375838926,0,0,0,0,0,0.00268456375838926,0,0,0.00268456375838926,0,0,0,0.00268456375838926,0.00536912751677852,0,0,0,0,0,0,0,0,0,0,0,0,0
17.5,42,0.0178117048346056,0.00254452926208651,0.190839694656489,0,0.0203562340966921,0.0305343511450382,0.00508905852417303,0.101781170483461,0.0483460559796438,0.0305343511450382,0.0152671755725191,0.00763358778625954,0.00508905852417303,0.0865139949109415,0.00254452926208651,0.155216284987277,0.0152671755725191,0,0.152671755725191,0.0127226463104326,0,0.0178117048346056,0,0.0483460559796438,0.00254452926208651,0.00763358778625954,0,0.0101781170483461,0,0,0,0.00254452926208651,0,0.00254452926208651,0,0,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0,0,0.00254452926208651,0,0,0,0,0,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,56,0,0,0.172602739726027,0,0.0136986301369863,0.0301369863013699,0,0.112328767123288,0.0383561643835616,0.0136986301369863,0.00547945205479452,0.0136986301369863,0.0136986301369863,0.0547945205479452,0,0.164383561643836,0.0246575342465753,0,0.219178082191781,0.00821917808219178,0,0.010958904109589,0,0.0493150684931507,0,0.0164383561643836,0.00273972602739726,0.010958904109589,0.00273972602739726,0,0,0,0,0.00273972602739726,0,0,0,0.00273972602739726,0,0,0,0,0,0,0.00821917808219178,0.00273972602739726,0,0,0,0,0,0,0,0.00273972602739726,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0
