"depth","best.age","min.age","max.age"
1,-14,-33,5
5,48,28,66
10,126,107,145
20,282,262,301
30,438,416,458
60,905,877,934
80,1217,1184,1253
100,1529,1487,1570
120,1840,1791,1888
140,2152,2096,2208
160,2464,2399,2526
180,2775,2702,2843
200,3087,3006,3162
220,3399,3310,3481
240,3711,3614,3800
260,4022,3918,4119
280,4334,4221,4437
300,4646,4525,4756
320,4957,4830,5077
340,5269,5133,5395
360,5581,5437,5715
370,5737,5589,5874
380,5893,5740,6033
390,6048,5892,6193
400,6204,6044,6352
410,6360,6196,6512
420,6494,6343,6635
440,6762,6635,6887
460,7030,6917,7146
480,7298,7183,7410
500,7566,7440,7683
510,7700,7564,7822
520,7833,7688,7963
530,7967,7806,8109
540,NA,NA,NA
550,NA,NA,NA
560,NA,NA,NA
570,NA,NA,NA
580,NA,NA,NA
590,NA,NA,NA
600,NA,NA,NA
610,NA,NA,NA
620,NA,NA,NA
630,NA,NA,NA
640,NA,NA,NA
650,NA,NA,NA
660,NA,NA,NA
