"sample.depths","sample.ages","Acer.rubrum","Acer.undiff.","Betula","Caprifoliaceae.undiff.","Carya","Castanea","Celtis","Cupressaceae","Ericaceae","Fagus","Poaceae.undiff.","Liquidambar","Morus","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Fraxinus","Juglans","Myrica","Populus","Zea","Acer.saccharum","Aquifoliaceae","Larix","Asteraceae.subf..Cichorioideae","Plantago.major","Plantago.lanceolata","Salix","Viburnum","Fabaceae","Ephedra","Corylus","Tilia","Liliaceae","Urtica","Cyperaceae","Cornus","Liriodendron","Rhus","Acer.negundo","Nyssa","Lamiaceae","Caryophyllaceae","Rosaceae","Rhamnus","Cephalanthus","Abies","Artemisia","Amaranthaceae","Thalictrum","Apiaceae","Humulus","Brassicaceae.type","Vitis"
2.5,-17,0.00772200772200772,0.00772200772200772,0.189189189189189,0.00386100386100386,0.0386100386100386,0.0501930501930502,0.0115830115830116,0.00772200772200772,0.00386100386100386,0.0231660231660232,0.0386100386100386,0.00386100386100386,0.00386100386100386,0.0115830115830116,0.00772200772200772,0.00772200772200772,0.00772200772200772,0.0386100386100386,0.00386100386100386,0.308880308880309,0.00772200772200772,0.0501930501930502,0.00386100386100386,0.0115830115830116,0.0154440154440154,0.0965250965250965,0.0115830115830116,0.00772200772200772,0.00386100386100386,0.00386100386100386,0.00386100386100386,0.00772200772200772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,-8,0.0173611111111111,0.00347222222222222,0.1875,0,0.0208333333333333,0.0381944444444444,0,0.00347222222222222,0,0.0416666666666667,0.0208333333333333,0,0,0.0208333333333333,0.0173611111111111,0.0173611111111111,0.00347222222222222,0.0868055555555556,0.00347222222222222,0.288194444444444,0.0104166666666667,0.0486111111111111,0.0104166666666667,0.0208333333333333,0.0173611111111111,0,0.0104166666666667,0.00347222222222222,0,0.00347222222222222,0,0.0138888888888889,0.00347222222222222,0.00347222222222222,0.0694444444444444,0.00347222222222222,0.00347222222222222,0.00347222222222222,0.00347222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,0,0.00591715976331361,0,0.171597633136095,0,0.00591715976331361,0.029585798816568,0,0.0118343195266272,0,0.0355029585798817,0.0473372781065089,0.00591715976331361,0,0.00591715976331361,0,0.0118343195266272,0.0118343195266272,0.0946745562130177,0,0.301775147928994,0,0.0828402366863905,0.00591715976331361,0,0.029585798816568,0.0769230769230769,0.029585798816568,0,0,0,0,0.00591715976331361,0,0,0,0,0.00591715976331361,0,0,0.0118343195266272,0.0118343195266272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,9,0.0103448275862069,0,0.16551724137931,0,0.0379310344827586,0.0482758620689655,0,0.0241379310344828,0,0.0241379310344828,0.0241379310344828,0,0,0.0103448275862069,0.00344827586206897,0.0206896551724138,0.00344827586206897,0.0862068965517241,0,0.33448275862069,0,0.0655172413793104,0,0.00689655172413793,0.0206896551724138,0,0.00689655172413793,0.00689655172413793,0,0.00344827586206897,0,0.0103448275862069,0.00344827586206897,0.00344827586206897,0.0620689655172414,0.00344827586206897,0,0,0,0,0,0.00344827586206897,0.00344827586206897,0.00344827586206897,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,26,0.00746268656716418,0.00497512437810945,0.129353233830846,0,0.027363184079602,0.0572139303482587,0,0.0124378109452736,0,0.0447761194029851,0.0199004975124378,0,0,0.0149253731343284,0.00497512437810945,0.0174129353233831,0.0199004975124378,0.0845771144278607,0,0.343283582089552,0.0124378109452736,0.0845771144278607,0.00746268656716418,0.0099502487562189,0.0223880597014925,0.0373134328358209,0.0099502487562189,0,0,0,0.00497512437810945,0.0124378109452736,0,0,0,0,0,0.00248756218905473,0,0,0,0,0.00248756218905473,0,0,0.00248756218905473,0.00248756218905473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,52,0.00540540540540541,0,0.0972972972972973,0,0.0189189189189189,0.0486486486486487,0,0.00810810810810811,0.0027027027027027,0.0594594594594595,0.00810810810810811,0.0027027027027027,0,0.0135135135135135,0.0108108108108108,0.0594594594594595,0.0216216216216216,0.0945945945945946,0,0.313513513513514,0.0027027027027027,0.0972972972972973,0.00540540540540541,0,0.0297297297297297,0.0459459459459459,0.0297297297297297,0.00540540540540541,0,0,0,0.0027027027027027,0,0.0027027027027027,0,0,0,0,0,0,0,0.00540540540540541,0,0,0,0,0,0.00540540540540541,0.0027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.5,86,0.0031055900621118,0.0031055900621118,0.114906832298137,0,0.0279503105590062,0.031055900621118,0,0,0.0031055900621118,0.062111801242236,0.0062111801242236,0.0031055900621118,0,0.015527950310559,0.0062111801242236,0.0372670807453416,0.0279503105590062,0.077639751552795,0,0.354037267080745,0,0.133540372670807,0,0.0062111801242236,0.0248447204968944,0.0279503105590062,0.0217391304347826,0,0,0,0.0031055900621118,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5,94,0.00239234449760766,0,0.0956937799043062,0,0.0143540669856459,0.069377990430622,0,0.00717703349282297,0,0.0454545454545455,0.0119617224880383,0,0,0.0143540669856459,0.00956937799043062,0.0406698564593301,0.0143540669856459,0.090909090909091,0.00239234449760766,0.356459330143541,0.0143540669856459,0.110047846889952,0.00717703349282297,0.00717703349282297,0.0143540669856459,0.0263157894736842,0.00956937799043062,0.00478468899521531,0,0,0,0.00956937799043062,0,0,0.00239234449760766,0,0,0,0.00239234449760766,0,0,0.00717703349282297,0,0,0,0,0,0,0,0,0.00956937799043062,0,0,0,0,0,0,0,0,0,0,0,0,0
17.5,111,0.00248756218905473,0.00497512437810945,0.111940298507463,0,0.0149253731343284,0.0472636815920398,0,0.00248756218905473,0.00248756218905473,0.0572139303482587,0.0149253731343284,0,0,0.027363184079602,0.00248756218905473,0.0199004975124378,0.027363184079602,0.0696517412935323,0.00248756218905473,0.442786069651741,0.00248756218905473,0.0621890547263682,0,0.00746268656716418,0.0124378109452736,0.0248756218905473,0.0099502487562189,0.00497512437810945,0,0,0,0.0174129353233831,0,0,0,0,0,0,0,0,0,0.00248756218905473,0,0,0,0,0,0,0,0,0.00248756218905473,0.00248756218905473,0,0,0,0,0,0,0,0,0,0,0,0
18.5,120,0.0087719298245614,0.00292397660818713,0.12280701754386,0,0.0292397660818713,0.0818713450292398,0,0.00292397660818713,0.00292397660818713,0.0321637426900585,0,0,0,0.0116959064327485,0.0087719298245614,0.0321637426900585,0.0263157894736842,0.0818713450292398,0,0.324561403508772,0.00292397660818713,0.125730994152047,0,0.0146198830409357,0.0116959064327485,0.0263157894736842,0.0116959064327485,0,0,0,0,0.0175438596491228,0,0,0,0,0,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292397660818713,0.00584795321637427,0.00584795321637427,0,0,0,0,0,0,0,0,0
19.5,129,0.00271739130434783,0,0.108695652173913,0,0.016304347826087,0.0353260869565217,0,0.00543478260869565,0.00543478260869565,0.0407608695652174,0.00543478260869565,0.00271739130434783,0,0.0135869565217391,0.00543478260869565,0.0353260869565217,0.0190217391304348,0.122282608695652,0,0.423913043478261,0.0108695652173913,0.0597826086956522,0,0,0.0217391304347826,0.0244565217391304,0.016304347826087,0.00271739130434783,0,0.00271739130434783,0.00271739130434783,0.0108695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271739130434783,0,0,0,0,0.00271739130434783,0,0,0,0,0,0,0,0
20.5,137,0.00292397660818713,0,0.10233918128655,0,0.0146198830409357,0.0701754385964912,0,0.00292397660818713,0,0.0380116959064327,0.00584795321637427,0,0,0.0146198830409357,0.0116959064327485,0.0760233918128655,0.0116959064327485,0.0614035087719298,0,0.43859649122807,0,0.0497076023391813,0,0.00292397660818713,0.0204678362573099,0.0204678362573099,0.0292397660818713,0.00292397660818713,0,0,0,0.00584795321637427,0,0,0,0,0,0.00292397660818713,0,0,0,0,0.00292397660818713,0,0,0.00292397660818713,0,0,0,0,0.00292397660818713,0,0,0.00292397660818713,0,0,0.00292397660818713,0,0,0,0,0,0,0
21.5,146,0.0103626943005181,0,0.152849740932642,0,0.0181347150259067,0.0544041450777202,0,0.00259067357512953,0,0.0492227979274611,0.00259067357512953,0.00259067357512953,0,0.0181347150259067,0.00518134715025907,0.0155440414507772,0.0259067357512953,0.0906735751295337,0,0.383419689119171,0.00518134715025907,0.0544041450777202,0,0.00518134715025907,0.0414507772020725,0.0181347150259067,0.0103626943005181,0.00259067357512953,0.00259067357512953,0,0,0.0077720207253886,0,0,0,0,0,0.00259067357512953,0,0,0.00259067357512953,0,0.00259067357512953,0,0,0,0,0,0,0,0.0077720207253886,0,0,0,0,0,0,0.00259067357512953,0.00259067357512953,0,0,0,0,0
22.5,167,0.00285714285714286,0,0.122857142857143,0,0.0371428571428571,0.0457142857142857,0,0,0.00571428571428571,0.0771428571428571,0,0,0,0.0114285714285714,0.00571428571428571,0.0428571428571429,0.00857142857142857,0.08,0.00285714285714286,0.371428571428571,0.00285714285714286,0.105714285714286,0,0.00571428571428571,0.0114285714285714,0.00285714285714286,0.0142857142857143,0.00571428571428571,0,0.0114285714285714,0,0.0142857142857143,0,0,0,0,0,0,0,0,0,0.00285714285714286,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.00571428571428571,0,0,0,0,0,0,0,0
23.5,201,0.0029673590504451,0,0.121661721068249,0,0.0237388724035608,0.056379821958457,0,0.00890207715133531,0,0.0385756676557863,0.0029673590504451,0,0,0.00890207715133531,0.00593471810089021,0.0534124629080119,0.0118694362017804,0.0712166172106825,0.00890207715133531,0.388724035608309,0.00593471810089021,0.115727002967359,0,0.00890207715133531,0.0267062314540059,0.00890207715133531,0.0148367952522255,0,0,0,0,0.00890207715133531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0
