"sample.depths","sample.ages","Abies","Betula","Cyperaceae","Picea","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Alnus","Myrica","Pinus","Populus","Poaceae","cf..Myrica","Quercus","Rosaceae.undiff.","Ericales","Juniperus","Taxus","Ulmus","Ambrosia","Salix","Acer","Brassicaceae","Caprifoliaceae.undiff.","Fraxinus","Caryophyllaceae","Castanea","Humulus","Corylus","Ranunculaceae.undiff.","Fagus","Amaranthaceae","Ostrya.Carpinus","Filipendula","Shepherdia.canadensis","Tsuga","Urtica","Artemisia","Rumex.Oxyria.digyna","Epilobium","Cornus","Fabaceae","Sambucus","Circaea","Apiaceae","Saxifragaceae","Gentianaceae"
0,-30,0.0451612903225806,0.212903225806452,0.0032258064516129,0.283870967741935,0.0032258064516129,0.0064516129032258,0.374193548387097,0.0129032258064516,0.032258064516129,0.0064516129032258,0.0032258064516129,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,193,0.0115942028985507,0.133333333333333,0.0173913043478261,0.266666666666667,0,0.0144927536231884,0.43768115942029,0.0115942028985507,0.0260869565217391,0,0.0115942028985507,0.0405797101449275,0.00869565217391304,0.00289855072463768,0.00289855072463768,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,417,0.00757575757575758,0.214646464646465,0.0151515151515152,0.174242424242424,0,0.0101010101010101,0.484848484848485,0.0151515151515152,0.0328282828282828,0,0.0151515151515152,0.0227272727272727,0,0.00252525252525253,0.00252525252525253,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1311,0.0271739130434783,0.285326086956522,0.00543478260869565,0.407608695652174,0.00271739130434783,0.0108695652173913,0.171195652173913,0.00543478260869565,0.0353260869565217,0.00271739130434783,0.00271739130434783,0.0298913043478261,0.00815217391304348,0.00271739130434783,0.00271739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2206,0.0195439739413681,0.384364820846906,0.00325732899022801,0.306188925081433,0,0.00325732899022801,0.182410423452769,0.00977198697068404,0.0293159609120521,0,0.00325732899022801,0.0423452768729642,0.00325732899022801,0,0,0,0.00325732899022801,0.00325732899022801,0.00651465798045603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2653,0.0482315112540193,0.286173633440514,0.00321543408360129,0.35048231511254,0,0.00321543408360129,0.167202572347267,0.0160771704180064,0.0578778135048231,0.00643086816720257,0,0.045016077170418,0,0,0,0.00321543408360129,0.00321543408360129,0,0,0.00321543408360129,0.00321543408360129,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3101,0.0189873417721519,0.411392405063291,0.0126582278481013,0.246835443037975,0,0,0.189873417721519,0.0253164556962025,0.0411392405063291,0,0,0.0348101265822785,0.00316455696202532,0,0.00316455696202532,0.00949367088607595,0,0,0,0,0,0,0.00316455696202532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,3548,0.0189274447949527,0.425867507886435,0.00630914826498423,0.230283911671924,0,0.00315457413249211,0.198738170347003,0.0189274447949527,0.0536277602523659,0,0.00315457413249211,0.028391167192429,0.00315457413249211,0,0,0.00315457413249211,0.00315457413249211,0,0,0,0,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,3995,0.0224358974358974,0.426282051282051,0.0128205128205128,0.185897435897436,0,0,0.208333333333333,0.0128205128205128,0.0576923076923077,0.00961538461538462,0,0.0384615384615385,0,0.00320512820512821,0,0,0.00641025641025641,0,0,0.00641025641025641,0,0,0,0,0.00320512820512821,0.00320512820512821,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,4666,0.111428571428571,0.451428571428571,0.0114285714285714,0.2,0,0.00857142857142857,0.122857142857143,0.00571428571428571,0.0285714285714286,0.00857142857142857,0.00857142857142857,0.0228571428571429,0.00571428571428571,0,0.00285714285714286,0.00285714285714286,0,0,0,0.00285714285714286,0,0,0,0,0.00285714285714286,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,5007,0.053125,0.35,0.003125,0.271875,0,0.00625,0.109375,0.00625,0.14375,0.00625,0.003125,0.003125,0.009375,0.003125,0.003125,0.01875,0.009375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,5197,0.0512048192771084,0.27710843373494,0.0120481927710843,0.367469879518072,0.00602409638554217,0,0.120481927710843,0.00903614457831325,0.141566265060241,0.00301204819277108,0,0,0,0,0,0.00301204819277108,0,0,0,0.00301204819277108,0,0,0,0,0,0,0,0,0.00602409638554217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,5387,0.093812375249501,0.407185628742515,0.00399201596806387,0.181636726546906,0,0,0.191616766467066,0.00199600798403194,0.06187624750499,0.00399201596806387,0.00199600798403194,0.0259481037924152,0.00798403193612774,0,0.00199600798403194,0.00199600798403194,0,0.00199600798403194,0,0,0,0,0,0,0,0,0,0.00798403193612774,0,0.00199600798403194,0.00199600798403194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,5767,0.042713567839196,0.346733668341709,0.0050251256281407,0.324120603015075,0,0.00251256281407035,0.130653266331658,0.0050251256281407,0.115577889447236,0.0050251256281407,0.00251256281407035,0,0,0.00251256281407035,0.00251256281407035,0,0.00753768844221105,0,0,0,0,0,0,0,0,0,0,0,0.00251256281407035,0,0,0.00251256281407035,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0,0,0
250,6147,0.0788253477588872,0.366306027820711,0.00618238021638331,0.142194744976816,0,0.00309119010819165,0.165378670788253,0.0185471406491499,0.162287480680062,0.00772797527047913,0,0.0262751159196291,0.00618238021638331,0,0,0.00772797527047913,0.00154559505409583,0.00154559505409583,0,0.00309119010819165,0,0,0,0,0.00309119010819165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,6901,0.0133689839572193,0.5,0,0.203208556149733,0,0,0.149732620320856,0.00802139037433155,0.053475935828877,0.0160427807486631,0.0106951871657754,0.0133689839572193,0.00267379679144385,0.00267379679144385,0,0.0106951871657754,0,0,0,0.00802139037433155,0,0,0,0,0.00267379679144385,0,0,0.0053475935828877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,7081,0.0548302872062663,0.360313315926893,0.00522193211488251,0.279373368146214,0.00261096605744125,0,0.2088772845953,0.0234986945169713,0.02088772845953,0,0.00261096605744125,0.010443864229765,0,0.00261096605744125,0,0.00261096605744125,0.010443864229765,0,0,0,0,0.00261096605744125,0,0,0,0,0,0,0.00783289817232376,0,0,0,0,0.00261096605744125,0.00261096605744125,0,0,0,0,0,0,0,0,0,0,0
310,8340,0.0386996904024768,0.394736842105263,0.00464396284829721,0.278637770897833,0,0,0.19969040247678,0.00154798761609907,0.0154798761609907,0.0108359133126935,0.00464396284829721,0.0201238390092879,0.00464396284829721,0.00154798761609907,0.00309597523219814,0.00464396284829721,0.00154798761609907,0,0.00154798761609907,0.00464396284829721,0,0,0,0,0,0,0,0.00619195046439629,0,0.00154798761609907,0,0,0,0,0,0.00154798761609907,0,0,0,0,0,0,0,0,0,0
320,8700,0.0267857142857143,0.264880952380952,0,0.410714285714286,0,0.00297619047619048,0.196428571428571,0.0178571428571429,0.0267857142857143,0.00297619047619048,0.00297619047619048,0.0297619047619048,0,0,0,0.00892857142857143,0.00297619047619048,0,0,0.00595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,9060,0.0529344073647871,0.333716915995397,0.00115074798619102,0.362485615650173,0.00115074798619102,0.00115074798619102,0.170310701956272,0.00575373993095512,0.0287686996547756,0.00230149597238205,0,0.0230149597238205,0.00230149597238205,0,0,0.0046029919447641,0.00115074798619102,0,0,0.00230149597238205,0,0,0,0,0,0,0,0.00575373993095512,0,0,0,0,0,0,0,0,0.00115074798619102,0,0,0,0,0,0,0,0,0
340,9420,0.0329411764705882,0.312941176470588,0.00235294117647059,0.392941176470588,0.00235294117647059,0.00470588235294118,0.08,0.0611764705882353,0.04,0.00470588235294118,0.00235294117647059,0.0423529411764706,0.00235294117647059,0.00235294117647059,0.00470588235294118,0.00470588235294118,0,0,0,0.00235294117647059,0.00235294117647059,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,9779,0.139784946236559,0.258064516129032,0.0021505376344086,0.417204301075269,0,0.0021505376344086,0.0387096774193548,0.0279569892473118,0.0774193548387097,0,0,0.0193548387096774,0.0064516129032258,0,0,0.0043010752688172,0,0,0,0,0,0,0,0,0,0,0,0.0043010752688172,0,0,0,0,0,0,0,0,0,0.0021505376344086,0,0,0,0,0,0,0,0
355,9959,0.0626865671641791,0.477611940298507,0.00597014925373134,0.28955223880597,0,0,0.0477611940298507,0.0358208955223881,0.0358208955223881,0,0,0.00298507462686567,0,0.00298507462686567,0,0.017910447761194,0,0,0,0.0119402985074627,0,0,0,0,0.00298507462686567,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0
360,10139,0.103746397694524,0.463976945244957,0.0115273775216138,0.14985590778098,0.00576368876080692,0,0.0201729106628242,0.103746397694524,0.0403458213256484,0,0.00288184438040346,0.0806916426512968,0.00576368876080692,0,0,0,0,0.00288184438040346,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288184438040346,0.00288184438040346,0,0,0,0,0,0
365,10319,0.0883116883116883,0.548051948051948,0.0285714285714286,0.166233766233766,0,0.00779220779220779,0.0285714285714286,0.0467532467532468,0.025974025974026,0.00779220779220779,0.00519480519480519,0.0103896103896104,0.00519480519480519,0,0,0.00519480519480519,0.00519480519480519,0.0025974025974026,0,0.0025974025974026,0,0,0,0.00519480519480519,0,0,0,0.0025974025974026,0.0025974025974026,0,0,0,0,0.0025974025974026,0,0,0,0,0,0,0.0025974025974026,0,0,0,0,0
370,10499,0.097560975609756,0.55609756097561,0.0195121951219512,0.153658536585366,0,0.0024390243902439,0.0195121951219512,0.0536585365853659,0.0341463414634146,0.0048780487804878,0.0024390243902439,0.0292682926829268,0.0097560975609756,0,0,0.00731707317073171,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0.0024390243902439,0,0,0.0024390243902439,0,0,0,0,0,0,0.0024390243902439,0,0,0,0
375,10679,0.0332326283987915,0.507552870090634,0.0181268882175227,0.268882175226586,0,0,0.0302114803625378,0.0755287009063444,0.0332326283987915,0.00604229607250755,0.00604229607250755,0.00302114803625378,0,0,0,0.0120845921450151,0,0,0,0.00302114803625378,0,0,0,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,10859,0.0338461538461538,0.421538461538462,0.0276923076923077,0.28,0,0,0.0276923076923077,0.0646153846153846,0.0553846153846154,0,0.00307692307692308,0.0553846153846154,0.00615384615384615,0,0.00307692307692308,0.00615384615384615,0,0,0,0.00923076923076923,0,0,0,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.00307692307692308,0,0,0,0,0,0,0,0,0
385,11075,0.0170454545454545,0.485795454545455,0.0426136363636364,0.130681818181818,0,0.00284090909090909,0.0284090909090909,0.116477272727273,0.0198863636363636,0.0255681818181818,0.0227272727272727,0.03125,0,0.00568181818181818,0.00568181818181818,0.0255681818181818,0,0,0,0.0255681818181818,0,0.00284090909090909,0,0,0,0,0,0,0.00852272727272727,0,0,0,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0
390,11328,0.00284090909090909,0.619318181818182,0.0284090909090909,0.0255681818181818,0.00284090909090909,0,0.00568181818181818,0.136363636363636,0.0227272727272727,0,0.0227272727272727,0.0823863636363636,0.00568181818181818,0,0.00852272727272727,0.00284090909090909,0,0,0,0.0255681818181818,0,0,0,0,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0.00284090909090909,0,0,0,0,0,0.00284090909090909,0,0,0
395,11582,0.00302114803625378,0.540785498489426,0.0483383685800604,0.0241691842900302,0,0.00302114803625378,0.0302114803625378,0.181268882175227,0.0483383685800604,0.00302114803625378,0.0151057401812689,0.00906344410876133,0,0.00906344410876133,0.00604229607250755,0.00604229607250755,0,0,0,0.054380664652568,0,0,0,0,0,0,0,0.00604229607250755,0.00302114803625378,0,0,0,0,0,0,0.00302114803625378,0.00302114803625378,0,0,0,0,0,0,0.00302114803625378,0,0
400,11835,0,0.438805970149254,0.119402985074627,0.0149253731343284,0,0,0.017910447761194,0.194029850746269,0.0358208955223881,0,0.00597014925373134,0.0686567164179104,0.0119402985074627,0,0.00895522388059702,0,0,0,0,0.0776119402985075,0,0,0,0,0,0,0,0.00597014925373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,12088,0.00315457413249211,0.38801261829653,0.195583596214511,0.0599369085173502,0,0.00946372239747634,0.0252365930599369,0.100946372239748,0.0662460567823344,0,0.00315457413249211,0.0252365930599369,0.00315457413249211,0.00630914826498423,0.0220820189274448,0.00315457413249211,0,0,0,0.0694006309148265,0,0,0,0,0.00315457413249211,0,0,0,0.00315457413249211,0,0,0,0,0,0,0.00630914826498423,0.00630914826498423,0,0,0,0,0,0,0,0,0
410,12342,0,0.221153846153846,0.298076923076923,0.0576923076923077,0,0,0.00961538461538462,0.0192307692307692,0.105769230769231,0,0.00961538461538462,0.182692307692308,0,0,0.0192307692307692,0,0,0,0,0.0673076923076923,0,0,0,0,0,0,0,0,0,0,0,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,12859,0.0087719298245614,0.254385964912281,0.228070175438596,0.0614035087719298,0,0.0175438596491228,0.0614035087719298,0,0.149122807017544,0,0.043859649122807,0.0087719298245614,0,0.043859649122807,0.0526315789473684,0,0,0,0,0.0350877192982456,0,0,0,0,0,0,0,0,0.0175438596491228,0,0,0,0,0,0,0,0,0.0175438596491228,0,0,0,0,0,0,0,0
415,12988,0,0.1875,0.291666666666667,0.0138888888888889,0.00694444444444444,0.0208333333333333,0.111111111111111,0.00694444444444444,0.131944444444444,0,0.0277777777777778,0.125,0,0,0.00694444444444444,0,0,0,0,0.0347222222222222,0,0,0,0,0,0,0,0,0,0,0.00694444444444444,0,0,0,0,0,0.0138888888888889,0.0138888888888889,0,0,0,0,0,0,0,0
416,13118,0,0.129533678756477,0.0932642487046632,0.0310880829015544,0,0.0310880829015544,0.0569948186528497,0.00518134715025907,0.196891191709845,0,0.170984455958549,0.0414507772020725,0,0.0259067357512953,0,0,0,0,0.0103626943005181,0,0,0,0,0,0.0259067357512953,0,0,0,0.0155440414507772,0,0.00518134715025907,0,0.00518134715025907,0,0,0.00518134715025907,0.077720207253886,0.0569948186528497,0,0,0,0,0,0,0.0155440414507772,0
420,13635,0,0.0576923076923077,0.0769230769230769,0,0.0288461538461538,0.0192307692307692,0.134615384615385,0.00961538461538462,0.221153846153846,0,0.115384615384615,0.0769230769230769,0,0,0,0,0,0,0.0384615384615385,0.0192307692307692,0,0,0,0,0.0288461538461538,0,0,0,0,0,0,0,0,0,0,0,0.0961538461538462,0.0769230769230769,0,0,0,0,0,0,0,0
422.5,13958,0,0.0827586206896552,0.179310344827586,0.0275862068965517,0.00689655172413793,0.0275862068965517,0.0758620689655172,0,0.23448275862069,0,0.144827586206897,0,0,0.0137931034482759,0.0137931034482759,0,0,0,0,0.00689655172413793,0,0.0137931034482759,0,0,0.0482758620689655,0,0,0,0,0,0.00689655172413793,0,0,0,0,0,0.0551724137931034,0.0620689655172414,0,0,0,0,0,0,0,0
425,14282,0,0.114503816793893,0.114503816793893,0.099236641221374,0,0.0534351145038168,0.0229007633587786,0.00763358778625954,0.190839694656489,0,0.152671755725191,0.00763358778625954,0,0.0152671755725191,0.0152671755725191,0,0,0.00763358778625954,0.00763358778625954,0,0,0.00763358778625954,0,0,0.0458015267175573,0,0,0,0.0305343511450382,0,0.00763358778625954,0,0,0,0,0,0.0687022900763359,0.0152671755725191,0.00763358778625954,0,0,0,0,0,0,0.00763358778625954
427.5,14605,0.0227272727272727,0.0227272727272727,0.189393939393939,0.0227272727272727,0,0.0151515151515152,0.106060606060606,0,0.181818181818182,0,0.136363636363636,0.00757575757575758,0,0.00757575757575758,0,0,0,0.0151515151515152,0.0151515151515152,0.0378787878787879,0,0,0,0,0.0227272727272727,0,0,0.00757575757575758,0.0151515151515152,0,0.0151515151515152,0,0,0,0,0,0.053030303030303,0.0984848484848485,0,0,0,0,0,0.00757575757575758,0,0
430,14928,0,0.19811320754717,0.169811320754717,0.0283018867924528,0,0.0377358490566038,0.0377358490566038,0,0.216981132075472,0,0.113207547169811,0,0,0.0377358490566038,0,0.00943396226415094,0,0,0,0.0377358490566038,0,0,0,0,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0.0660377358490566,0.0188679245283019,0,0,0,0,0,0,0.00943396226415094,0
432.5,15252,0,0.11,0.19,0,0,0.04,0.01,0.01,0.07,0,0.16,0.1,0,0,0.01,0,0,0,0.01,0.12,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.05,0.08,0.01,0,0,0,0,0,0,0
