"depth","best.age","min.age","max.age"
67,2335,2187,2458
70,2439,2284,2566
75,2612,2447,2748
80,2786,2609,2929
85,2959,2771,3111
90,3133,2933,3293
95,3283,3093,3444
100,3411,3223,3582
105,3539,3326,3741
110,3667,3412,3917
115,3795,3484,4099
120,3923,3554,4289
125,4051,3618,4481
130,4195,3724,4662
135,4487,4207,4768
140,4778,4505,5048
145,5310,5083,5529
150,5841,5599,6099
155,6372,6051,6710
159,6816,6462,7190
167,7767,7479,8064
170,8123,7861,8400
175,8717,8489,8958
180,9312,9103,9524
185,9906,9704,10107
190,10500,10287,10707
195,11094,10859,11326
200,11324,11123,11524
205,11553,11377,11727
210,11782,11621,11942
215,12011,11851,12176
220,12240,12070,12423
225,12470,12280,12694
230,NA,NA,NA
235,NA,NA,NA
240,NA,NA,NA
