"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Alnus.incana","Betula","Carya","Castanea","Cephalanthus","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus.Vitis","Salix","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Galium","Iva.annua.type","Plantago","Poaceae","Polygonaceae.undiff.","Portulaca","Rosaceae","Rumex","Thalictrum","Xanthium"
21,119,0,0.00981996726677578,0.0180032733224223,0.00490998363338789,0.270049099836334,0.0180032733224223,0.0310965630114566,0,0,0,0.00490998363338789,0,0.0752864157119476,0.00981996726677578,0,0,0.00327332242225859,0.00327332242225859,0.00327332242225859,0,0,0,0,0.0180032733224223,0,0.00490998363338789,0.00490998363338789,0.00490998363338789,0.0392798690671031,0.0818330605564648,0,0.0016366612111293,0.175122749590835,0,0.0016366612111293,0,0.0867430441898527,0.00818330605564648,0,0.0310965630114566,0,0.00818330605564648,0,0.00327332242225859,0.00818330605564648,0,0,0,0.0474631751227496,0,0,0,0.0229132569558101,0,0
23,135,0,0.00503355704697987,0.00503355704697987,0.00503355704697987,0.26006711409396,0.00503355704697987,0.0268456375838926,0.00167785234899329,0,0,0.00503355704697987,0.00503355704697987,0.0838926174496644,0.00335570469798658,0,0,0.00335570469798658,0.00503355704697987,0,0,0,0,0,0.0134228187919463,0,0.00335570469798658,0.00671140939597315,0.00503355704697987,0.052013422818792,0.098993288590604,0,0,0.176174496644295,0,0,0,0.125838926174497,0.00838926174496644,0,0.0369127516778524,0.00167785234899329,0.00335570469798658,0,0.00335570469798658,0.00503355704697987,0,0.00167785234899329,0,0.023489932885906,0,0,0,0.0201342281879195,0,0
25,150,0,0.0132013201320132,0.0264026402640264,0.0099009900990099,0.280528052805281,0.00495049504950495,0.0445544554455446,0,0,0,0.0099009900990099,0.00495049504950495,0.0825082508250825,0.0115511551155116,0,0,0,0.00165016501650165,0,0,0,0,0,0.0132013201320132,0,0,0.00495049504950495,0.0099009900990099,0.0280528052805281,0.0726072607260726,0.00495049504950495,0.0033003300330033,0.16006600660066,0,0.0033003300330033,0,0.105610561056106,0.0099009900990099,0,0.0313531353135314,0,0,0.0033003300330033,0.00495049504950495,0.0033003300330033,0,0,0,0.0363036303630363,0,0,0,0.0132013201320132,0.00165016501650165,0
27,166,0,0,0.00836120401337793,0.00334448160535117,0.27257525083612,0.0100334448160535,0.0267558528428094,0,0,0,0,0,0.080267558528428,0.0150501672240803,0,0,0.00334448160535117,0.00167224080267559,0,0,0,0,0,0.00836120401337793,0,0.00501672240802676,0.00334448160535117,0.00501672240802676,0.0434782608695652,0.117056856187291,0.00501672240802676,0.00501672240802676,0.132107023411371,0,0,0,0.122073578595318,0.0133779264214047,0,0.0468227424749164,0,0,0,0.00501672240802676,0.00334448160535117,0,0,0,0.0367892976588629,0,0,0,0.0267558528428094,0,0
29,182,0,0.00521739130434783,0.0139130434782609,0.0104347826086957,0.267826086956522,0.00869565217391304,0.0295652173913043,0,0.00173913043478261,0,0.00521739130434783,0.00347826086956522,0.100869565217391,0.0191304347826087,0,0,0,0.00347826086956522,0.00347826086956522,0,0,0,0,0.00521739130434783,0,0.00347826086956522,0.00347826086956522,0.00869565217391304,0.0591304347826087,0.0869565217391304,0,0.00695652173913044,0.161739130434783,0,0,0,0.114782608695652,0.00347826086956522,0,0.0260869565217391,0,0,0.00173913043478261,0,0.00869565217391304,0,0,0.00173913043478261,0.0156521739130435,0,0,0,0.0191304347826087,0,0
31,198,0,0.00354609929078014,0.0159574468085106,0.0124113475177305,0.25709219858156,0.00886524822695036,0.0283687943262411,0,0,0,0,0.00531914893617021,0.109929078014184,0.00709219858156028,0.00354609929078014,0,0.00177304964539007,0,0,0,0,0,0,0.0106382978723404,0,0.00531914893617021,0.0106382978723404,0.0124113475177305,0.0656028368794326,0.0709219858156028,0.00531914893617021,0,0.196808510638298,0,0,0,0.0921985815602837,0.00354609929078014,0,0.0177304964539007,0,0,0,0,0.00354609929078014,0,0,0,0.0265957446808511,0,0,0,0.024822695035461,0,0
33,220,0,0.00552486187845304,0.0220994475138122,0.00368324125230203,0.244935543278085,0.0110497237569061,0.0202578268876611,0,0,0,0.00368324125230203,0.00552486187845304,0.117863720073665,0.00368324125230203,0.00368324125230203,0,0.00552486187845304,0.00184162062615101,0,0,0,0,0,0.00552486187845304,0,0.00368324125230203,0,0.0110497237569061,0.0828729281767956,0.0920810313075506,0,0,0.174953959484346,0,0,0,0.125230202578269,0.00552486187845304,0.00184162062615101,0.00920810313075507,0,0.00368324125230203,0,0.00368324125230203,0.00552486187845304,0,0,0.00184162062615101,0.0147329650092081,0,0,0,0.00920810313075507,0,0
35,251,0,0.00527240773286467,0.0298769771528998,0.00527240773286467,0.253075571177504,0.00351493848857645,0.0369068541300527,0,0,0.00175746924428822,0.00527240773286467,0.0070298769771529,0.149384885764499,0.0193321616871705,0.00351493848857645,0,0,0.015817223198594,0,0,0,0,0,0.00527240773286467,0,0.00175746924428822,0.00175746924428822,0.015817223198594,0.0404217926186292,0.0720562390158172,0.00175746924428822,0,0.130052724077329,0,0,0,0.145869947275923,0.0140597539543058,0,0.00878734622144113,0.00175746924428822,0,0,0,0,0,0,0,0.015817223198594,0,0,0,0.00878734622144113,0,0
37,281,0,0.00889679715302491,0.0160142348754448,0.00355871886120996,0.268683274021352,0.00533807829181495,0.0427046263345196,0.00533807829181495,0,0,0.0106761565836299,0,0.106761565836299,0.0142348754448399,0,0,0.00177935943060498,0,0,0,0,0,0,0.0142348754448399,0,0.00355871886120996,0.00711743772241993,0.00889679715302491,0.0480427046263345,0.0729537366548043,0,0.00177935943060498,0.147686832740214,0,0,0,0.161921708185053,0.00533807829181495,0,0.0106761565836299,0,0,0,0,0.00355871886120996,0,0,0,0.0249110320284698,0,0,0,0.00533807829181495,0,0
39,312,0,0.00538599640933573,0.0251346499102334,0.00359066427289048,0.228007181328546,0.00359066427289048,0.0233393177737881,0.00538599640933573,0,0,0.00538599640933573,0.00179533213644524,0.114901256732496,0.0143626570915619,0.00179533213644524,0.00179533213644524,0.00359066427289048,0.00179533213644524,0.00359066427289048,0,0,0.00179533213644524,0,0.0161579892280072,0,0.00179533213644524,0.00897666068222621,0.0287253141831239,0.0933572710951526,0.0682226211849192,0,0,0.163375224416517,0,0,0,0.143626570915619,0.00897666068222621,0,0.00897666068222621,0,0,0,0,0.00359066427289048,0,0,0,0.00359066427289048,0,0,0,0.00538599640933573,0,0
41,342,0,0.0109090909090909,0.0145454545454545,0,0.249090909090909,0,0.0363636363636364,0.00181818181818182,0,0,0.00363636363636364,0,0.110909090909091,0.00545454545454545,0.00181818181818182,0,0,0,0,0,0,0,0,0.00545454545454545,0,0.00909090909090909,0.00909090909090909,0.02,0.0345454545454545,0.132727272727273,0,0,0.156363636363636,0,0,0,0.163636363636364,0.00909090909090909,0,0.0109090909090909,0.00181818181818182,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0.00363636363636364,0,0
43,373,0,0.00375234521575985,0.0206378986866792,0.0112570356472795,0.273921200750469,0.00938086303939963,0.0393996247654784,0,0,0,0.00375234521575985,0.00375234521575985,0.129455909943715,0.0075046904315197,0,0,0.00187617260787992,0.00375234521575985,0,0,0,0,0,0.0168855534709193,0,0.00562851782363977,0,0.0112570356472795,0.0206378986866792,0.133208255159475,0.00375234521575985,0,0.150093808630394,0,0,0,0.121951219512195,0.0075046904315197,0,0.0075046904315197,0,0,0,0,0.00562851782363977,0,0,0,0.00375234521575985,0,0,0,0.00187617260787992,0.00187617260787992,0
45,403,0,0.00183823529411765,0.0110294117647059,0.00551470588235294,0.205882352941176,0.00367647058823529,0.0588235294117647,0,0,0,0.00735294117647059,0,0.141544117647059,0.00367647058823529,0,0,0.0110294117647059,0.00183823529411765,0.00183823529411765,0,0,0,0,0.00735294117647059,0,0.00919117647058824,0.00551470588235294,0.0147058823529412,0.0238970588235294,0.128676470588235,0.00367647058823529,0,0.172794117647059,0,0,0,0.152573529411765,0.00919117647058824,0,0.00367647058823529,0.00183823529411765,0,0,0,0.00367647058823529,0,0,0,0.00551470588235294,0,0,0,0.00367647058823529,0,0
47,434,0,0,0.00905797101449275,0.0199275362318841,0.22463768115942,0.0036231884057971,0.0434782608695652,0,0,0,0.0036231884057971,0.0036231884057971,0.126811594202899,0.0144927536231884,0.00543478260869565,0,0.00543478260869565,0.0036231884057971,0,0,0,0,0,0.0144927536231884,0,0.0036231884057971,0,0.00543478260869565,0.0235507246376812,0.106884057971014,0.0108695652173913,0,0.157608695652174,0,0,0,0.186594202898551,0.0108695652173913,0,0.0072463768115942,0.00181159420289855,0,0,0,0.00181159420289855,0,0,0,0.0036231884057971,0.00181159420289855,0,0,0,0,0
49,464,0,0.00706713780918728,0.0141342756183746,0.00530035335689046,0.27208480565371,0.0088339222614841,0.0300353356890459,0.00176678445229682,0,0,0.0088339222614841,0,0.137809187279152,0.00530035335689046,0,0,0.00176678445229682,0.0106007067137809,0,0,0,0,0,0.00706713780918728,0,0.00353356890459364,0.00706713780918728,0.019434628975265,0.0618374558303887,0.088339222614841,0,0,0.151943462897526,0,0,0,0.123674911660777,0,0,0.0106007067137809,0,0,0,0.00353356890459364,0.00530035335689046,0,0,0,0.0088339222614841,0,0,0,0.00530035335689046,0,0
51,495,0,0.00357142857142857,0.0125,0.00535714285714286,0.235714285714286,0.00535714285714286,0.0232142857142857,0.00178571428571429,0,0.00178571428571429,0.00357142857142857,0.00357142857142857,0.1625,0.00892857142857143,0.00892857142857143,0,0.00357142857142857,0.00535714285714286,0,0,0,0,0,0.0107142857142857,0,0.0160714285714286,0.00535714285714286,0.0142857142857143,0.0357142857142857,0.0553571428571429,0.00357142857142857,0.00535714285714286,0.171428571428571,0,0,0,0.171428571428571,0.00535714285714286,0,0.00357142857142857,0,0,0,0.00178571428571429,0.00357142857142857,0,0,0,0.00535714285714286,0,0,0,0.00535714285714286,0,0
53,524,0,0.00537634408602151,0.0412186379928315,0.00537634408602151,0.24910394265233,0.003584229390681,0.0197132616487455,0,0,0.0017921146953405,0,0.003584229390681,0.21326164874552,0.00537634408602151,0,0,0,0.0089605734767025,0,0,0,0,0,0.010752688172043,0,0.003584229390681,0.00537634408602151,0.003584229390681,0.0089605734767025,0.060931899641577,0.00537634408602151,0,0.120071684587814,0,0,0,0.193548387096774,0.003584229390681,0,0.0089605734767025,0,0.003584229390681,0,0.003584229390681,0,0,0,0,0.00537634408602151,0,0,0,0.003584229390681,0.0017921146953405,0
55,553,0,0.00354609929078014,0.0195035460992908,0.0106382978723404,0.278368794326241,0.0141843971631206,0.0159574468085106,0,0,0,0,0,0.205673758865248,0.0141843971631206,0,0,0,0.00886524822695036,0.00354609929078014,0,0,0.00177304964539007,0,0.0106382978723404,0,0,0.00354609929078014,0,0.00354609929078014,0.051418439716312,0.00177304964539007,0,0.0709219858156028,0,0,0.00177304964539007,0.264184397163121,0.00354609929078014,0,0.00354609929078014,0,0,0,0,0.00531914893617021,0,0,0,0,0,0,0,0.00354609929078014,0,0
57,581,0,0.00539568345323741,0.0179856115107914,0.00899280575539568,0.214028776978417,0.0107913669064748,0.0143884892086331,0.00179856115107914,0,0,0.00179856115107914,0,0.239208633093525,0.00539568345323741,0,0.00359712230215827,0.00719424460431655,0.00179856115107914,0,0,0,0,0,0.0143884892086331,0,0.00359712230215827,0,0,0,0.0647482014388489,0.00179856115107914,0.00539568345323741,0.113309352517986,0,0,0,0.233812949640288,0.00899280575539568,0,0.00359712230215827,0,0,0,0,0.0107913669064748,0,0,0,0.00359712230215827,0,0,0,0.00359712230215827,0,0
59,610,0,0.00369685767097967,0.0055452865064695,0.00369685767097967,0.197781885397412,0.011090573012939,0.022181146025878,0,0,0,0,0.00369685767097967,0.231053604436229,0.00369685767097967,0.00369685767097967,0,0,0.00924214417744917,0,0,0,0.00184842883548983,0,0,0.00184842883548983,0.00924214417744917,0.00369685767097967,0,0.022181146025878,0.0388170055452865,0,0,0.1090573012939,0.0147874306839187,0,0.00369685767097967,0.282809611829945,0.00924214417744917,0,0.00184842883548983,0.00184842883548983,0,0,0,0.00184842883548983,0,0,0,0,0,0,0,0.00184842883548983,0,0
61,639,0,0,0.0164835164835165,0.010989010989011,0.214285714285714,0.00549450549450549,0.00915750915750916,0,0,0,0,0.00366300366300366,0.232600732600733,0.00366300366300366,0.00915750915750916,0,0.00549450549450549,0.010989010989011,0,0,0,0,0,0.00549450549450549,0,0.00549450549450549,0,0.00366300366300366,0.032967032967033,0.0274725274725275,0.00366300366300366,0,0.100732600732601,0,0,0,0.274725274725275,0.00549450549450549,0.00183150183150183,0.00549450549450549,0.00366300366300366,0,0,0,0.00183150183150183,0,0,0,0.00183150183150183,0,0,0,0.00366300366300366,0,0
63,668,0,0.00362976406533575,0.0217785843920145,0.00907441016333938,0.194192377495463,0.00362976406533575,0.0235934664246824,0.00181488203266788,0,0,0,0.00544464609800363,0.23956442831216,0.00907441016333938,0,0,0.00181488203266788,0,0.00544464609800363,0,0,0,0,0.0108892921960073,0,0.00907441016333938,0.00362976406533575,0.029038112522686,0.0199637023593466,0.0417422867513612,0,0,0.101633393829401,0,0,0,0.235934664246824,0.0108892921960073,0,0.0127041742286751,0,0,0,0,0,0,0,0,0,0,0,0,0.00544464609800363,0,0
65,697,0,0,0.0177619893428064,0.00532859680284192,0.27708703374778,0.00532859680284192,0.0124333925399645,0.00177619893428064,0,0.00355239786856128,0,0.00355239786856128,0.172291296625222,0.0213143872113677,0.00177619893428064,0,0,0.00532859680284192,0,0,0,0,0,0.00532859680284192,0.00177619893428064,0,0,0.00355239786856128,0.0177619893428064,0.0568383658969805,0.00532859680284192,0,0.0674955595026643,0,0,0.00355239786856128,0.271758436944938,0.0088809946714032,0.00177619893428064,0.00710479573712256,0,0,0,0,0,0,0,0,0.0106571936056838,0,0,0,0.0106571936056838,0,0
67,726,0,0.00924214417744917,0.0203327171903882,0.0055452865064695,0.253234750462107,0.00369685767097967,0.0184842883548983,0,0,0,0.00369685767097967,0,0.205175600739372,0.00369685767097967,0.00369685767097967,0,0.0055452865064695,0.00369685767097967,0.00184842883548983,0,0,0,0,0.011090573012939,0,0,0.00369685767097967,0.00924214417744917,0.0240295748613678,0.0480591497227357,0.00369685767097967,0,0.0831792975970425,0,0,0.00369685767097967,0.240295748613678,0.00739371534195933,0.00184842883548983,0.00924214417744917,0.00369685767097967,0,0,0,0,0,0,0,0.00739371534195933,0.00184842883548983,0,0,0.00369685767097967,0,0
69,755,0,0.00568181818181818,0.0227272727272727,0.00568181818181818,0.267045454545455,0.00189393939393939,0.0246212121212121,0,0,0,0.00378787878787879,0,0.170454545454545,0.00946969696969697,0,0,0.00189393939393939,0.00568181818181818,0,0,0,0,0,0.00568181818181818,0,0,0.00568181818181818,0.00378787878787879,0.0284090909090909,0.0378787878787879,0.00568181818181818,0.00189393939393939,0.090909090909091,0,0,0.00378787878787879,0.270833333333333,0.00378787878787879,0,0.00946969696969697,0,0,0,0,0.00378787878787879,0,0,0,0.00378787878787879,0,0,0,0.00378787878787879,0.00189393939393939,0
71,784,0,0.0150093808630394,0.00375234521575985,0,0.227016885553471,0.00562851782363977,0.0131332082551595,0,0,0,0,0.00375234521575985,0.196998123827392,0.0187617260787993,0.00375234521575985,0.00375234521575985,0.00187617260787992,0.00375234521575985,0,0,0,0,0,0.00562851782363977,0,0,0.00375234521575985,0.0112570356472795,0.024390243902439,0.0562851782363977,0,0.00187617260787992,0.118198874296435,0,0,0,0.25140712945591,0.00375234521575985,0,0.00938086303939963,0,0.00187617260787992,0,0,0.00562851782363977,0,0,0,0.00938086303939963,0,0,0,0,0,0
73,813,0,0,0.0134099616858238,0.00383141762452107,0.260536398467433,0.00574712643678161,0.0114942528735632,0,0,0,0.00383141762452107,0.00383141762452107,0.21455938697318,0.00574712643678161,0,0,0,0,0.00574712643678161,0,0,0,0,0.00957854406130268,0,0.00383141762452107,0,0,0.0344827586206897,0.0593869731800766,0.00191570881226054,0,0.0938697318007663,0,0,0,0.245210727969349,0.0153256704980843,0,0,0,0,0,0,0,0,0,0,0.00383141762452107,0,0,0,0.00383141762452107,0,0
75,842,0,0.00545454545454545,0.0254545454545455,0.00545454545454545,0.227272727272727,0,0.0181818181818182,0,0,0,0.00363636363636364,0,0.209090909090909,0.0109090909090909,0.00545454545454545,0,0,0.00363636363636364,0.00363636363636364,0,0,0,0,0.00545454545454545,0.00181818181818182,0.00545454545454545,0,0.00545454545454545,0.0290909090909091,0.0563636363636364,0,0,0.136363636363636,0,0,0.00727272727272727,0.216363636363636,0.00909090909090909,0,0.00363636363636364,0,0,0,0,0.00181818181818182,0,0,0,0.00363636363636364,0,0,0,0,0,0
77,868,0,0,0.00924214417744917,0.00369685767097967,0.251386321626617,0.00924214417744917,0.0147874306839187,0,0,0,0,0,0.207024029574861,0.00369685767097967,0,0,0.0055452865064695,0.00369685767097967,0,0,0,0,0,0.00369685767097967,0,0,0.00369685767097967,0,0.0425138632162662,0.0499075785582255,0.00369685767097967,0,0.105360443622921,0,0,0.00184842883548983,0.256931608133087,0.0055452865064695,0,0.00924214417744917,0,0,0,0.00369685767097967,0,0,0,0,0.00184842883548983,0,0,0,0.00369685767097967,0,0
79,894,0,0.00375234521575985,0.0225140712945591,0.00562851782363977,0.24577861163227,0.0150093808630394,0.0206378986866792,0.00187617260787992,0,0,0.00375234521575985,0,0.191369606003752,0.0075046904315197,0.00938086303939963,0,0,0.00375234521575985,0.00375234521575985,0,0,0,0,0.0112570356472795,0,0.00375234521575985,0.00375234521575985,0,0.0168855534709193,0.0544090056285178,0.00187617260787992,0.00375234521575985,0.121951219512195,0,0.00187617260787992,0.00562851782363977,0.223264540337711,0.00375234521575985,0,0.00562851782363977,0.00187617260787992,0,0,0,0,0,0,0,0,0,0,0,0.00375234521575985,0,0.00187617260787992
81,920,0,0.00569259962049336,0.0170777988614801,0.0094876660341556,0.208728652751423,0,0.00379506641366224,0,0,0,0,0,0.214421252371917,0.015180265654649,0,0,0.00569259962049336,0.0094876660341556,0,0,0,0,0,0,0,0.00379506641366224,0.00379506641366224,0.00379506641366224,0.0493358633776091,0.0569259962049336,0.00759013282732448,0,0.140417457305503,0,0,0,0.227703984819734,0,0.00189753320683112,0.00569259962049336,0.00189753320683112,0,0,0,0.00379506641366224,0,0,0,0,0,0,0,0.00379506641366224,0,0
83,946,0,0,0.0178571428571429,0.00357142857142857,0.266071428571429,0.00535714285714286,0.0142857142857143,0,0,0.00535714285714286,0.00357142857142857,0,0.226785714285714,0.00535714285714286,0.00357142857142857,0,0,0.00357142857142857,0.00357142857142857,0,0,0,0,0.0160714285714286,0,0.00892857142857143,0.00357142857142857,0.00892857142857143,0.0303571428571429,0.0535714285714286,0,0,0.0857142857142857,0,0.00178571428571429,0,0.201785714285714,0.00892857142857143,0,0.00535714285714286,0,0,0,0,0.0107142857142857,0,0,0,0.00357142857142857,0,0,0,0,0.00178571428571429,0
85,972,0,0.00727272727272727,0.0127272727272727,0.00363636363636364,0.254545454545455,0.00909090909090909,0.0218181818181818,0,0,0,0,0,0.216363636363636,0.0218181818181818,0.00363636363636364,0,0,0.00545454545454545,0.00363636363636364,0,0,0,0,0.0145454545454545,0,0.00363636363636364,0.00363636363636364,0.00545454545454545,0.0109090909090909,0.0581818181818182,0.00545454545454545,0.00181818181818182,0.0963636363636364,0,0,0.00363636363636364,0.209090909090909,0.0109090909090909,0.00181818181818182,0.00363636363636364,0,0,0,0.00181818181818182,0.00545454545454545,0,0,0,0.00363636363636364,0,0,0,0,0,0
87,998,0,0.00934579439252336,0.0130841121495327,0.00373831775700935,0.267289719626168,0.00373831775700935,0.011214953271028,0,0,0,0,0,0.183177570093458,0.00373831775700935,0.00373831775700935,0,0.00186915887850467,0,0,0,0,0,0,0.0149532710280374,0,0.00560747663551402,0.00373831775700935,0,0.011214953271028,0.0523364485981308,0,0,0.123364485981308,0,0,0.00373831775700935,0.257943925233645,0.0149532710280374,0,0.00560747663551402,0,0.00560747663551402,0,0,0,0,0,0,0,0,0,0,0,0,0
