"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Alnus.incana","Betula","Carya","Castanea","Cephalanthus","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus.Vitis","Salix","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Galium","Iva.annua.type","Plantago","Poaceae","Polygonaceae.undiff.","Portulaca","Rosaceae","Rumex","Thalictrum","Xanthium"
1,-38,0,0.0205128205128205,0.0102564102564103,0.00512820512820513,0.300854700854701,0.0102564102564103,0.0290598290598291,0,0,0,0,0.00512820512820513,0.064957264957265,0.00854700854700855,0.00341880341880342,0,0.00512820512820513,0.00512820512820513,0,0,0,0,0,0.00512820512820513,0,0.00854700854700855,0.00683760683760684,0.0102564102564103,0.0581196581196581,0.0803418803418803,0,0.00341880341880342,0.158974358974359,0,0.00512820512820513,0,0.094017094017094,0.0102564102564103,0,0.052991452991453,0,0,0,0,0,0,0,0,0.0153846153846154,0,0,0.00170940170940171,0.0205128205128205,0,0
3,-22,0,0.0138888888888889,0.0190972222222222,0.0138888888888889,0.256944444444444,0.0104166666666667,0.0243055555555556,0,0,0,0.00520833333333333,0.00347222222222222,0.0763888888888889,0,0,0,0.00520833333333333,0,0,0,0,0,0,0.00868055555555556,0,0,0.00694444444444444,0.00520833333333333,0.0694444444444444,0.0868055555555556,0.00347222222222222,0.00347222222222222,0.190972222222222,0,0,0,0.114583333333333,0.0104166666666667,0,0.0243055555555556,0,0,0,0,0.0104166666666667,0,0,0.00173611111111111,0.0138888888888889,0,0,0,0.0208333333333333,0,0
5,-6,0,0.00818330605564648,0.0245499181669394,0.00327332242225859,0.252045826513912,0.0130932896890344,0.0343698854337152,0.0016366612111293,0,0,0,0.00490998363338789,0.060556464811784,0.0147299509001637,0,0,0,0.00490998363338789,0,0,0,0,0.0016366612111293,0.0196399345335516,0,0.00818330605564648,0.0130932896890344,0.00327332242225859,0.0752864157119476,0.0752864157119476,0.00327332242225859,0.0016366612111293,0.1620294599018,0,0,0,0.099836333878887,0.00327332242225859,0,0.0376432078559738,0,0,0,0,0.00490998363338789,0,0,0,0.0343698854337152,0,0,0,0.0343698854337152,0,0
7,10,0.00163398692810458,0.0130718954248366,0.011437908496732,0.00490196078431373,0.21078431372549,0.0065359477124183,0,0.00163398692810458,0,0,0.0065359477124183,0.00326797385620915,0.0947712418300654,0.00980392156862745,0.00326797385620915,0,0.0147058823529412,0.00816993464052288,0,0,0,0,0,0.0147058823529412,0.0277777777777778,0.011437908496732,0.00816993464052288,0.00816993464052288,0.0294117647058824,0.0898692810457516,0,0,0.17156862745098,0,0,0,0.142156862745098,0.00490196078431373,0,0.0473856209150327,0,0,0,0,0.00326797385620915,0,0,0,0.0326797385620915,0.0179738562091503,0,0,0,0,0
9,25,0,0.0145631067961165,0.0080906148867314,0.00485436893203883,0.286407766990291,0.00323624595469256,0.0469255663430421,0,0,0.00161812297734628,0,0.0080906148867314,0.0647249190938511,0.00323624595469256,0,0,0.0080906148867314,0.0080906148867314,0,0,0,0,0,0.0177993527508091,0,0,0.00485436893203883,0.00485436893203883,0.0550161812297735,0.0550161812297735,0,0.00323624595469256,0.166666666666667,0,0,0.00323624595469256,0.101941747572816,0.0194174757281553,0,0.0323624595469256,0,0.00323624595469256,0,0,0,0,0,0,0.0388349514563107,0,0,0,0.0339805825242718,0.00161812297734628,0
11,41,0,0.00819672131147541,0.0229508196721311,0.00327868852459016,0.275409836065574,0.00491803278688525,0.039344262295082,0,0,0,0,0,0.0819672131147541,0.0098360655737705,0.00327868852459016,0,0.00491803278688525,0,0,0,0,0,0,0.019672131147541,0,0.00491803278688525,0.00491803278688525,0.00327868852459016,0.0344262295081967,0.060655737704918,0,0,0.173770491803279,0,0,0,0.10327868852459,0.0098360655737705,0,0.0573770491803279,0.00163934426229508,0,0,0,0.00491803278688525,0,0,0,0.0278688524590164,0,0,0,0.039344262295082,0,0
13,57,0.00168350168350168,0.00505050505050505,0.0269360269360269,0.00505050505050505,0.291245791245791,0.00505050505050505,0.031986531986532,0,0,0,0,0.00336700336700337,0.0723905723905724,0.0101010101010101,0.00336700336700337,0,0.00505050505050505,0,0,0,0,0,0,0.00841750841750842,0,0.0101010101010101,0.0101010101010101,0.00505050505050505,0.0622895622895623,0.0858585858585859,0,0.00505050505050505,0.124579124579125,0,0,0,0.102693602693603,0.0168350168350168,0,0.0404040404040404,0,0.00505050505050505,0,0,0.00841750841750842,0,0,0,0.0353535353535354,0,0,0,0.0185185185185185,0,0
15,72,0,0.0098360655737705,0.0180327868852459,0.00819672131147541,0.267213114754098,0.00491803278688525,0.039344262295082,0.00327868852459016,0,0,0,0,0.0573770491803279,0.00491803278688525,0.00491803278688525,0,0.0098360655737705,0.00327868852459016,0.00327868852459016,0,0,0,0,0.00819672131147541,0,0.0098360655737705,0.0098360655737705,0.00491803278688525,0.0360655737704918,0.0819672131147541,0.00327868852459016,0,0.177049180327869,0,0,0,0.10983606557377,0.0131147540983607,0,0.0360655737704918,0.00327868852459016,0,0,0.00327868852459016,0.00491803278688525,0,0,0,0.0311475409836066,0,0,0.00163934426229508,0.0311475409836066,0,0
17,88,0.00167224080267559,0.00501672240802676,0.0234113712374582,0.00334448160535117,0.289297658862876,0.0100334448160535,0.0434782608695652,0.00167224080267559,0,0.00167224080267559,0,0.00167224080267559,0.0869565217391304,0.00167224080267559,0.00668896321070234,0,0,0.00501672240802676,0,0,0,0,0,0.00334448160535117,0,0.0100334448160535,0,0.00334448160535117,0.0250836120401338,0.103678929765886,0.00334448160535117,0,0.157190635451505,0,0,0,0.080267558528428,0.00836120401337793,0,0.0367892976588629,0,0.00334448160535117,0.00167224080267559,0,0,0,0,0.00167224080267559,0.0284280936454849,0,0,0,0.0518394648829431,0,0
19,103,0,0.00476947535771065,0.014308426073132,0.0174880763116057,0.257551669316375,0.0095389507154213,0.0461049284578696,0,0,0,0.00317965023847377,0.00476947535771065,0.103338632750397,0.014308426073132,0,0,0.00317965023847377,0.00635930047694754,0.00317965023847377,0,0,0,0,0.0095389507154213,0,0.00476947535771065,0.00635930047694754,0.00794912559618442,0.027027027027027,0.0937996820349762,0,0,0.149443561208267,0,0,0.00158982511923688,0.0906200317965024,0.00794912559618442,0,0.041335453100159,0,0.00317965023847377,0,0.00317965023847377,0.014308426073132,0,0,0.00158982511923688,0.027027027027027,0,0,0,0.0222575516693164,0,0
