"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum.type","Alnus","Betula","Carya","Castanea","Celtis","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Juglans.cinerea","Juglans.nigra","Larix","Morus","Ostrya.Carpinus","Picea","Pinus","Platanus","Populus","Quercus","Salix","Sarcobatus.vermiculatus","Shepherdia.argentea","Shepherdia.canadensis","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiineae.undiff.","Cyperaceae","Humulus","Iva.annua.type","Iva.xanthifolia","Plantago","Poaceae.undiff.","Ranunculus.subg..Batrachium","Rosaceae.undiff.","Rumex","Sanguisorba","Thalictrum","Urtica","Xanthium","Zea.mays"
870,2998,0,0,0,0.0931372549019608,0,0.161764705882353,0.00980392156862745,0,0,0,0.0343137254901961,0,0.240196078431373,0.0441176470588235,0.00980392156862745,0,0.0196078431372549,0,0.0294117647058824,0.00490196078431373,0.0245098039215686,0,0.00490196078431373,0.088235294117647,0,0,0,0,0.00490196078431373,0.0686274509803922,0.147058823529412,0,0,0,0,0,0,0,0.00490196078431373,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0
880,3033,0,0,0,0.0721153846153846,0,0.115384615384615,0.00961538461538462,0.00480769230769231,0,0,0.0673076923076923,0,0.206730769230769,0.0865384615384615,0.0144230769230769,0,0.0144230769230769,0,0.0288461538461538,0,0.0673076923076923,0,0.00480769230769231,0.0817307692307692,0,0,0,0,0.00961538461538462,0.0192307692307692,0.158653846153846,0,0,0,0,0.00480769230769231,0,0,0,0.0336538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0
890,3067,0,0,0,0.0895522388059701,0,0.174129353233831,0.0298507462686567,0,0,0,0.0398009950248756,0,0.194029850746269,0.0298507462686567,0.0298507462686567,0,0.0298507462686567,0,0.0298507462686567,0,0.0746268656716418,0,0,0.0796019900497512,0,0,0,0,0.0199004975124378,0.0497512437810945,0.129353233830846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3102,0,0,0,0.111111111111111,0.008130081300813,0.170731707317073,0.018970189701897,0,0,0,0.102981029810298,0,0.159891598915989,0.062330623306233,0.00542005420054201,0,0.013550135501355,0,0.035230352303523,0,0.035230352303523,0,0.002710027100271,0.0894308943089431,0.002710027100271,0,0,0,0.024390243902439,0.032520325203252,0.0894308943089431,0,0.002710027100271,0,0,0,0,0,0,0.029810298102981,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0
920,3171,0,0,0,0.0970588235294118,0.00294117647058824,0.120588235294118,0.0117647058823529,0,0,0.00294117647058824,0.0294117647058824,0,0.214705882352941,0.0352941176470588,0.0147058823529412,0,0.0117647058823529,0,0.0352941176470588,0.00294117647058824,0.0470588235294118,0.00294117647058824,0,0.0823529411764706,0,0,0,0,0.0441176470588235,0.0676470588235294,0.155882352941176,0.00294117647058824,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0,0.00294117647058824,0,0,0
940,3241,0,0,0.00290697674418605,0.066860465116279,0,0.159883720930233,0.00290697674418605,0,0,0,0.066860465116279,0,0.27906976744186,0.0348837209302326,0.0116279069767442,0,0,0,0.0261627906976744,0.00290697674418605,0.0203488372093023,0.00290697674418605,0,0.0813953488372093,0.0290697674418605,0,0,0,0.0436046511627907,0.0436046511627907,0.104651162790698,0,0.00290697674418605,0,0,0.00290697674418605,0,0,0,0.0145348837209302,0,0,0,0,0,0,0,0,0,0,0,0,0
960,3310,0,0,0.0064516129032258,0.0967741935483871,0,0.148387096774194,0.0064516129032258,0,0,0.00967741935483871,0.0129032258064516,0,0.283870967741935,0.0483870967741935,0.0032258064516129,0,0.00967741935483871,0,0.0161290322580645,0,0.0354838709677419,0,0,0.0774193548387097,0,0,0,0,0.032258064516129,0.0387096774193548,0.141935483870968,0,0,0,0,0,0,0,0,0.0258064516129032,0,0,0,0,0.0064516129032258,0,0,0,0,0,0,0,0
980,3380,0,0,0,0.0896358543417367,0.00280112044817927,0.11484593837535,0.0168067226890756,0,0,0,0.0532212885154062,0,0.224089635854342,0.0644257703081232,0.0112044817927171,0.00280112044817927,0.00560224089635854,0,0.0280112044817927,0,0.0672268907563025,0.00280112044817927,0,0.0812324929971989,0,0,0,0,0.0280112044817927,0.0504201680672269,0.0980392156862745,0,0.00280112044817927,0,0.00280112044817927,0,0,0,0,0.0392156862745098,0,0,0,0,0.0140056022408964,0,0,0,0,0,0,0,0
1000,3449,0.00297619047619048,0,0,0.0773809523809524,0,0.199404761904762,0.0148809523809524,0.00297619047619048,0,0,0.0505952380952381,0,0.205357142857143,0.0714285714285714,0.0267857142857143,0,0,0,0.0327380952380952,0,0.0654761904761905,0,0,0.0625,0,0,0,0,0.0267857142857143,0.0386904761904762,0.0952380952380952,0,0,0,0.00595238095238095,0,0,0,0,0.0208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,3518,0,0,0.0024330900243309,0.104622871046229,0.0024330900243309,0.184914841849148,0.0121654501216545,0,0,0,0.0559610705596107,0,0.143552311435523,0.0389294403892944,0.0072992700729927,0,0.0291970802919708,0,0.0340632603406326,0.0097323600973236,0.0340632603406326,0.0024330900243309,0,0.099756690997567,0,0,0,0,0.0316301703163017,0.0535279805352798,0.116788321167883,0,0.0024330900243309,0,0.0024330900243309,0.0024330900243309,0,0,0,0.0291970802919708,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,3588,0,0,0,0.0825688073394495,0,0.100917431192661,0.018348623853211,0,0,0,0.073394495412844,0,0.220183486238532,0.0412844036697248,0.0229357798165138,0.00458715596330275,0.0091743119266055,0,0.0596330275229358,0.00458715596330275,0.055045871559633,0,0.0091743119266055,0.0642201834862385,0,0,0,0,0.00458715596330275,0.0825688073394495,0.0642201834862385,0,0,0,0.00458715596330275,0,0,0,0,0.0137614678899083,0,0,0,0,0.0642201834862385,0,0,0,0,0,0,0,0
1050,3622,0,0,0,0.0841584158415842,0.00495049504950495,0.183168316831683,0.0247524752475248,0,0,0,0.0495049504950495,0,0.183168316831683,0.0495049504950495,0.0148514851485149,0,0.0247524752475248,0,0.0495049504950495,0.00495049504950495,0.0891089108910891,0,0,0.0643564356435644,0,0,0,0,0.0099009900990099,0.0544554455445545,0.103960396039604,0,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,3674,0,0,0,0.110047846889952,0,0.119617224880383,0.0191387559808612,0,0,0,0.0430622009569378,0,0.196172248803828,0.0239234449760766,0.0382775119617225,0,0.0239234449760766,0,0.0526315789473684,0.00478468899521531,0.0574162679425837,0,0,0.0717703349282297,0,0,0,0,0.0430622009569378,0.0574162679425837,0.0956937799043062,0,0.00478468899521531,0,0,0.00478468899521531,0,0,0,0.0334928229665072,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,3709,0,0,0,0.115942028985507,0,0.115942028985507,0.00966183574879227,0,0,0,0.072463768115942,0,0.231884057971014,0.0676328502415459,0.0193236714975845,0,0.0193236714975845,0,0.0483091787439614,0,0.0386473429951691,0,0.00483091787439614,0.0579710144927536,0,0,0,0,0.0193236714975845,0.0483091787439614,0.0966183574879227,0,0.00483091787439614,0,0.00483091787439614,0.00483091787439614,0,0,0.00483091787439614,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,3737,0,0,0,0.108374384236453,0,0.167487684729064,0.0295566502463054,0,0,0,0.0935960591133005,0,0.231527093596059,0.0640394088669951,0.0147783251231527,0,0.00492610837438424,0,0.0246305418719212,0,0.0492610837438424,0,0,0.0591133004926108,0,0,0,0,0.0147783251231527,0.0295566502463054,0.083743842364532,0,0.00492610837438424,0,0,0.00492610837438424,0,0,0.00985221674876847,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0
1085,3744,0,0,0,0.0935960591133005,0,0.0985221674876847,0.0147783251231527,0,0,0,0.108374384236453,0,0.137931034482759,0.0788177339901478,0.00985221674876847,0.00492610837438424,0,0,0.0591133004926108,0,0.123152709359606,0,0.00492610837438424,0.147783251231527,0,0,0,0,0.0197044334975369,0.0295566502463054,0.0492610837438424,0,0,0,0.00492610837438424,0,0,0,0,0.0147783251231527,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,4047,0,0,0,0.0931372549019608,0.00980392156862745,0.166666666666667,0.0147058823529412,0,0,0,0.0735294117647059,0,0.235294117647059,0.0294117647058824,0,0,0.00980392156862745,0,0.0147058823529412,0.00490196078431373,0.088235294117647,0,0.00490196078431373,0.0980392156862745,0,0,0,0,0.00980392156862745,0.0735294117647059,0.0637254901960784,0,0,0,0,0,0,0,0.00490196078431373,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,4249,0,0,0,0.0445544554455446,0,0.178217821782178,0.0396039603960396,0,0,0,0.178217821782178,0,0.099009900990099,0.0445544554455446,0.0198019801980198,0,0.00495049504950495,0,0.0495049504950495,0,0.0247524752475248,0,0,0.0841584158415842,0,0,0,0,0.0346534653465347,0.103960396039604,0.0841584158415842,0,0.00495049504950495,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,5258,0,0,0,0.0792079207920792,0,0.108910891089109,0.0148514851485149,0,0,0,0.094059405940594,0,0.202970297029703,0.0544554455445545,0.0643564356435644,0,0,0,0.0297029702970297,0.00495049504950495,0.0396039603960396,0,0,0.0891089108910891,0,0,0,0,0.0495049504950495,0.0891089108910891,0.0693069306930693,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,6060,0,0,0,0.0631067961165049,0,0.0776699029126214,0.0339805825242718,0,0,0,0.0679611650485437,0,0.16504854368932,0.0776699029126214,0.0145631067961165,0,0.00970873786407767,0,0.0194174757281553,0,0.0145631067961165,0,0.0145631067961165,0.0631067961165049,0,0,0,0,0.0145631067961165,0.237864077669903,0.0970873786407767,0,0.00485436893203883,0,0,0,0,0,0,0.0242718446601942,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,6862,0,0,0,0.0585365853658537,0.0048780487804878,0.0829268292682927,0.0195121951219512,0,0,0,0.0341463414634146,0,0.195121951219512,0.0292682926829268,0.0292682926829268,0,0,0,0.024390243902439,0,0.0341463414634146,0,0,0.073170731707317,0,0,0,0,0.0292682926829268,0.297560975609756,0.0682926829268293,0,0.0048780487804878,0,0.0048780487804878,0,0,0,0.0048780487804878,0,0,0,0,0,0,0,0,0.0048780487804878,0,0,0,0,0
1115,7015,0,0,0,0.0841584158415842,0.00495049504950495,0.0297029702970297,0.0198019801980198,0,0,0,0.0544554455445545,0,0.202970297029703,0.0396039603960396,0.0346534653465347,0,0.0148514851485149,0,0.0841584158415842,0,0.0396039603960396,0,0,0.148514851485149,0,0,0,0,0.0148514851485149,0.183168316831683,0.0396039603960396,0,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,7169,0,0,0,0.0935960591133005,0.00985221674876847,0.0246305418719212,0.0147783251231527,0,0,0,0,0,0.251231527093596,0.0197044334975369,0.00985221674876847,0,0,0,0.0738916256157636,0,0.0738916256157636,0,0,0.108374384236453,0,0,0,0,0.0246305418719212,0.201970443349754,0.0886699507389163,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,7323,0,0,0,0.0935960591133005,0.00492610837438424,0.0197044334975369,0.00985221674876847,0,0,0,0.0197044334975369,0,0.216748768472906,0.0443349753694581,0.00985221674876847,0,0,0,0.0541871921182266,0,0.0689655172413793,0,0,0.152709359605911,0,0,0,0,0.00985221674876847,0.177339901477833,0.108374384236453,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0
1130,7477,0,0,0,0.0689655172413793,0,0.0443349753694581,0.00985221674876847,0,0,0,0.0541871921182266,0,0.16256157635468,0.0788177339901478,0.00492610837438424,0,0,0,0.0935960591133005,0,0.0394088669950739,0,0.00492610837438424,0.123152709359606,0.00492610837438424,0,0,0,0.0492610837438424,0.182266009852217,0.0689655172413793,0,0,0,0.00492610837438424,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,7630,0.00490196078431373,0,0,0.0588235294117647,0.00490196078431373,0.00980392156862745,0.00980392156862745,0,0,0,0.107843137254902,0,0.176470588235294,0.0245098039215686,0,0,0,0,0.0637254901960784,0,0.0588235294117647,0,0,0.181372549019608,0,0,0,0,0.0392156862745098,0.147058823529412,0.0980392156862745,0,0.00490196078431373,0,0,0,0,0,0.00490196078431373,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,7784,0,0,0,0.0495049504950495,0,0.0198019801980198,0.0099009900990099,0,0,0,0.0643564356435644,0,0.0891089108910891,0.0396039603960396,0.0099009900990099,0,0,0,0.0891089108910891,0,0.0594059405940594,0,0.0099009900990099,0.316831683168317,0,0,0,0,0.0297029702970297,0.0841584158415842,0.118811881188119,0,0.00495049504950495,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,7938,0,0,0,0.0441176470588235,0.00490196078431373,0.0294117647058824,0.00490196078431373,0,0,0,0.0343137254901961,0,0.122549019607843,0.053921568627451,0,0,0,0,0.0980392156862745,0,0.161764705882353,0,0.00490196078431373,0.191176470588235,0,0,0,0,0.0196078431372549,0.102941176470588,0.112745098039216,0,0.00490196078431373,0,0,0,0,0,0.00490196078431373,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,8091,0.00485436893203883,0,0,0.0679611650485437,0,0.0194174757281553,0.00970873786407767,0,0,0,0.0242718446601942,0,0.0970873786407767,0.029126213592233,0,0,0,0,0.0825242718446602,0,0.281553398058252,0,0,0.140776699029126,0,0,0,0,0.0145631067961165,0.160194174757282,0.0388349514563107,0,0.00485436893203883,0,0,0,0,0,0.00485436893203883,0.00970873786407767,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0
1155,8245,0.00495049504950495,0,0,0.0297029702970297,0,0.00495049504950495,0.00495049504950495,0,0,0,0.00495049504950495,0,0.0693069306930693,0.0346534653465347,0,0,0.0099009900990099,0,0.0742574257425743,0,0.366336633663366,0,0,0.118811881188119,0,0,0,0,0.0099009900990099,0.202970297029703,0.0544554455445545,0,0.00495049504950495,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,8399,0,0,0,0.0541871921182266,0.00492610837438424,0.0197044334975369,0.00985221674876847,0,0,0,0.0738916256157636,0,0.123152709359606,0.0541871921182266,0.00985221674876847,0,0,0,0.0394088669950739,0,0.133004926108374,0,0,0.177339901477833,0,0,0,0,0.00985221674876847,0.221674876847291,0.0591133004926108,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0
1165,8553,0.0145631067961165,0,0,0.0339805825242718,0,0.0194174757281553,0.0242718446601942,0,0,0,0.0339805825242718,0,0.00970873786407767,0.0631067961165049,0,0,0.00485436893203883,0,0.0485436893203883,0.00485436893203883,0.320388349514563,0,0,0.145631067961165,0,0,0,0,0.0194174757281553,0.155339805825243,0.0728155339805825,0,0.00970873786407767,0,0.00970873786407767,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,8706,0.00492610837438424,0,0,0.0197044334975369,0,0.0591133004926108,0.00492610837438424,0,0,0,0.0147783251231527,0,0.0147783251231527,0.0295566502463054,0,0,0,0,0.083743842364532,0,0.517241379310345,0,0.00492610837438424,0.108374384236453,0,0,0,0,0.00492610837438424,0.0689655172413793,0.0492610837438424,0,0.00492610837438424,0,0,0,0,0,0,0.00985221674876847,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,8860,0.0147058823529412,0,0,0.0441176470588235,0,0.088235294117647,0.0147058823529412,0,0,0,0.00490196078431373,0,0.00980392156862745,0.0392156862745098,0,0,0.0147058823529412,0,0.107843137254902,0,0.401960784313726,0,0,0.156862745098039,0,0,0,0,0.0245098039215686,0.00980392156862745,0.0490196078431373,0,0.00490196078431373,0,0,0,0,0,0,0.00980392156862745,0,0,0,0,0.00490196078431373,0,0,0,0,0,0,0,0
1180,9014,0.0048780487804878,0,0,0.0536585365853659,0,0.0341463414634146,0.0048780487804878,0,0,0,0.0048780487804878,0,0.0195121951219512,0.0292682926829268,0,0,0,0,0.131707317073171,0.0097560975609756,0.448780487804878,0,0,0.180487804878049,0,0,0,0,0.0097560975609756,0.0097560975609756,0.0341463414634146,0,0,0,0.0048780487804878,0,0,0,0.0048780487804878,0.0146341463414634,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,9167,0.0147058823529412,0,0,0.0392156862745098,0,0.0588235294117647,0.00490196078431373,0,0,0,0,0,0.0147058823529412,0.0441176470588235,0,0,0.00490196078431373,0,0.112745098039216,0,0.480392156862745,0,0,0.137254901960784,0,0,0,0,0.00490196078431373,0.0392156862745098,0.0294117647058824,0,0,0,0.00490196078431373,0.00490196078431373,0,0,0,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,9321,0.00495049504950495,0,0,0.0297029702970297,0,0.118811881188119,0,0,0,0,0,0,0.00495049504950495,0.0148514851485149,0.0099009900990099,0,0.0099009900990099,0,0.103960396039604,0,0.356435643564356,0,0,0.227722772277228,0,0,0,0,0.0148514851485149,0.0297029702970297,0.0594059405940594,0,0.00495049504950495,0,0,0.00495049504950495,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,9629,0,0,0,0.0148514851485149,0,0.094059405940594,0.00495049504950495,0,0,0,0,0,0.0198019801980198,0.0445544554455446,0,0,0,0,0.138613861386139,0,0.504950495049505,0,0,0.118811881188119,0,0,0,0,0.0099009900990099,0.0099009900990099,0.0297029702970297,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,9936,0.0099009900990099,0,0,0.00495049504950495,0.00495049504950495,0.212871287128713,0,0,0,0,0.00495049504950495,0,0.00495049504950495,0.0297029702970297,0,0,0.00495049504950495,0,0.0297029702970297,0.0099009900990099,0.47029702970297,0,0.0148514851485149,0.103960396039604,0.00495049504950495,0,0,0,0.00495049504950495,0.0247524752475248,0.0544554455445545,0,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,10243,0.0298507462686567,0,0,0,0,0.203980099502488,0.0149253731343284,0,0,0,0.00497512437810945,0,0.00497512437810945,0.0149253731343284,0,0,0.0248756218905473,0,0.0398009950248756,0.0149253731343284,0.507462686567164,0,0,0.0895522388059701,0,0,0,0,0,0,0.0447761194029851,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,10551,0.00471698113207547,0,0,0.0188679245283019,0,0.235849056603774,0.00943396226415094,0,0,0,0.00471698113207547,0,0.00471698113207547,0.0283018867924528,0.00471698113207547,0,0.00943396226415094,0,0.0518867924528302,0.0141509433962264,0.382075471698113,0,0.0330188679245283,0.099056603773585,0.00943396226415094,0,0,0,0,0,0.0424528301886792,0,0.00943396226415094,0,0.00943396226415094,0.00943396226415094,0,0,0.00471698113207547,0.00943396226415094,0,0,0,0,0.00471698113207547,0,0,0,0,0,0,0,0
1240,10858,0.0434782608695652,0,0,0.00966183574879227,0,0.154589371980676,0.00966183574879227,0,0,0,0.00966183574879227,0,0,0.0338164251207729,0,0,0.0434782608695652,0,0.0386473429951691,0.0434782608695652,0.357487922705314,0,0.0338164251207729,0.144927536231884,0.0144927536231884,0,0,0,0,0.00966183574879227,0.0338164251207729,0,0,0,0,0,0,0,0,0.0144927536231884,0,0,0,0,0.00483091787439614,0,0,0,0,0,0,0,0
1250,11166,0.0375586854460094,0,0,0.00469483568075117,0.00938967136150235,0.0422535211267606,0.00469483568075117,0,0,0,0.0140845070422535,0,0,0.028169014084507,0.00938967136150235,0,0.028169014084507,0,0.0375586854460094,0.131455399061033,0.469483568075117,0,0.0234741784037559,0.0938967136150235,0,0,0,0,0,0,0.0140845070422535,0,0.00469483568075117,0,0.00938967136150235,0,0,0,0,0.0328638497652582,0,0,0,0,0.00469483568075117,0,0,0,0,0,0,0,0
1260,11473,0.00970873786407767,0,0,0.0194174757281553,0,0.0533980582524272,0.0145631067961165,0,0,0,0.0242718446601942,0,0.00485436893203883,0.0242718446601942,0.00970873786407767,0,0.0631067961165049,0,0.0728155339805825,0.106796116504854,0.349514563106796,0,0.00485436893203883,0.155339805825243,0,0,0,0,0,0.00970873786407767,0.0485436893203883,0,0.00485436893203883,0,0.00485436893203883,0,0,0,0,0.0194174757281553,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,11682,0.00454545454545455,0,0,0.0136363636363636,0.0181818181818182,0.0409090909090909,0.00454545454545455,0,0,0,0.0181818181818182,0,0,0.0318181818181818,0,0,0.0454545454545455,0,0.0590909090909091,0.272727272727273,0.209090909090909,0,0.0181818181818182,0.140909090909091,0.0136363636363636,0,0,0,0,0.0318181818181818,0.0181818181818182,0,0.00454545454545455,0,0.0272727272727273,0,0,0,0,0.0181818181818182,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0
1280,11891,0,0,0,0,0.00925925925925926,0.0416666666666667,0,0,0,0,0.0185185185185185,0,0,0.0185185185185185,0,0,0.0416666666666667,0,0.0185185185185185,0.361111111111111,0.226851851851852,0,0,0.111111111111111,0.00462962962962963,0,0,0,0,0.0462962962962963,0.0416666666666667,0,0,0,0.0138888888888889,0,0,0,0,0.0277777777777778,0,0,0,0,0.0185185185185185,0,0,0,0,0,0,0,0
1290,12823,0.00444444444444444,0,0,0,0.0177777777777778,0.0311111111111111,0.00888888888888889,0,0,0,0,0,0,0.0133333333333333,0,0,0.0177777777777778,0,0.00888888888888889,0.471111111111111,0.24,0,0,0.0311111111111111,0.00444444444444444,0,0,0,0,0.0311111111111111,0.0222222222222222,0,0.0133333333333333,0,0.0177777777777778,0,0,0,0,0.0533333333333333,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0
1300,13756,0.00442477876106195,0,0,0.00442477876106195,0.0088495575221239,0.0176991150442478,0,0,0,0,0,0,0,0.0088495575221239,0.00442477876106195,0,0.0176991150442478,0,0.0530973451327434,0.566371681415929,0.132743362831858,0,0,0.0398230088495575,0.0132743362831858,0,0,0,0,0.0176991150442478,0.0132743362831858,0,0,0,0.0132743362831858,0,0,0,0,0.0663716814159292,0,0,0,0,0.0176991150442478,0,0,0,0,0,0,0,0
1310,14688,0,0,0,0,0.0263157894736842,0.0307017543859649,0.0043859649122807,0,0,0,0.0219298245614035,0,0,0,0.0043859649122807,0,0.0175438596491228,0,0.0307017543859649,0.618421052631579,0.0614035087719298,0,0.0307017543859649,0.0394736842105263,0.0087719298245614,0,0,0,0,0.0043859649122807,0.0131578947368421,0,0.0043859649122807,0,0.0175438596491228,0.0087719298245614,0,0,0,0.0482456140350877,0,0,0,0,0.0087719298245614,0,0,0,0,0,0,0,0
1320,15620,0.00454545454545455,0,0,0,0,0.00454545454545455,0.0181818181818182,0,0,0,0.0227272727272727,0,0,0.00909090909090909,0,0,0.0136363636363636,0,0.0181818181818182,0.65,0.109090909090909,0,0.00909090909090909,0.0363636363636364,0,0,0,0,0,0.00909090909090909,0.00454545454545455,0,0.0136363636363636,0,0.0181818181818182,0.00454545454545455,0,0,0,0.0409090909090909,0,0,0,0,0.0136363636363636,0,0,0,0,0,0,0,0
1330,16553,0,0,0,0,0.00373134328358209,0.00746268656716418,0.00746268656716418,0,0,0,0.0223880597014925,0,0,0.0149253731343284,0,0,0.00746268656716418,0,0.0522388059701493,0.563432835820896,0.0261194029850746,0,0,0.0261194029850746,0.00746268656716418,0,0,0,0,0.0111940298507463,0.00746268656716418,0,0.0261194029850746,0,0.041044776119403,0.0149253731343284,0,0,0.00746268656716418,0.149253731343284,0,0,0,0,0,0,0,0,0,0,0,0.00373134328358209,0
1340,NA,0.00440528634361234,0,0,0,0,0.00440528634361234,0.00881057268722467,0,0,0,0.013215859030837,0,0,0.0220264317180617,0,0,0,0,0.039647577092511,0.722466960352423,0.0440528634361234,0,0,0.013215859030837,0,0,0,0,0,0.00440528634361234,0.00440528634361234,0,0.00881057268722467,0,0.0220264317180617,0,0,0,0.00440528634361234,0.0704845814977974,0,0,0,0,0.013215859030837,0,0,0,0,0,0,0,0
1350,NA,0,0,0,0,0.00395256916996047,0,0.00790513833992095,0,0,0,0.00790513833992095,0.00395256916996047,0,0.0197628458498024,0,0,0,0,0.0276679841897233,0.640316205533597,0.0434782608695652,0,0,0.0395256916996047,0.00790513833992095,0,0,0,0,0,0.00395256916996047,0,0.0434782608695652,0,0.0158102766798419,0.0158102766798419,0,0,0,0.118577075098814,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,NA,0.00404858299595142,0,0,0,0,0.00404858299595142,0.00404858299595142,0,0,0,0.0242914979757085,0,0,0.00404858299595142,0.00809716599190283,0,0,0,0.0121457489878543,0.688259109311741,0.0242914979757085,0,0.00404858299595142,0.0323886639676113,0.0161943319838057,0,0,0,0,0,0,0,0.0121457489878543,0,0.0242914979757085,0.0121457489878543,0,0,0,0.121457489878543,0,0,0,0,0.00404858299595142,0,0,0,0,0,0,0,0
1370,NA,0,0,0,0.0022883295194508,0.0091533180778032,0.0251716247139588,0,0,0,0,0.0205949656750572,0,0,0.068649885583524,0.0045766590389016,0,0,0,0.080091533180778,0.0617848970251716,0.0663615560640732,0,0,0.109839816933638,0.0778032036613272,0,0.0022883295194508,0.022883295194508,0,0,0.0183066361556064,0,0.0251716247139588,0,0.091533180778032,0.0068649885583524,0,0,0.0022883295194508,0.28604118993135,0,0,0,0,0.0183066361556064,0,0,0,0,0,0,0,0
1380,NA,0.0033112582781457,0,0,0.0033112582781457,0.0496688741721854,0.0198675496688742,0.00993377483443709,0,0,0,0.0165562913907285,0,0.0033112582781457,0.0463576158940397,0.0033112582781457,0,0.0033112582781457,0,0.0298013245033113,0.211920529801325,0.21523178807947,0,0,0.0894039735099338,0.0165562913907285,0,0.0033112582781457,0,0,0,0.00993377483443709,0,0.00993377483443709,0,0.0231788079470199,0.0198675496688742,0,0.0033112582781457,0.00662251655629139,0.165562913907285,0,0,0,0,0.0298013245033113,0,0,0,0.0033112582781457,0.0033112582781457,0,0,0
1390,NA,0.003584229390681,0,0,0,0.043010752688172,0,0,0,0,0,0.010752688172043,0,0,0.007168458781362,0,0,0,0,0.032258064516129,0.369175627240143,0.243727598566308,0,0,0.046594982078853,0.003584229390681,0,0,0,0,0,0.010752688172043,0,0.010752688172043,0,0.021505376344086,0.010752688172043,0,0,0.003584229390681,0.161290322580645,0,0,0,0,0.017921146953405,0,0,0,0,0.003584229390681,0,0,0
1430,NA,0.00706713780918728,0,0,0,0.0600706713780919,0.00706713780918728,0.00353356890459364,0,0,0,0.0141342756183746,0,0,0.0459363957597173,0.00353356890459364,0,0,0,0.0212014134275618,0.247349823321555,0.247349823321555,0,0,0.098939929328622,0,0,0,0,0,0,0.00353356890459364,0,0.0318021201413428,0,0.0459363957597173,0.00706713780918728,0,0.00353356890459364,0,0.130742049469965,0,0,0,0,0.0212014134275618,0,0,0,0,0,0,0,0
