"depth","best.age","min.age","max.age"
1738,0,-48,47
1745,211,163,256
1750,362,315,407
1755,513,466,557
1760,664,617,708
1770,965,919,1012
1782,1327,1279,1375
1790,1568,1519,1618
1800,1870,1817,1922
1810,2172,2115,2226
1820,2473,2413,2531
1830,2775,2711,2836
1840,3077,3009,3142
1850,3378,3308,3449
1860,3680,3606,3755
1870,3981,3904,4062
1880,4283,4201,4368
1890,4585,4498,4674
1905,5037,4944,5134
1915,5339,5242,5441
1925,5640,5539,5748
1935,5942,5836,6055
1945,6244,6133,6362
1955,6545,6429,6668
1965,6847,6726,6975
1975,7148,7022,7282
1985,7450,7319,7589
2005,8053,7911,8203
2015,8355,8208,8510
2025,8657,8504,8817
2035,8958,8801,9125
2053,NA,NA,NA
2070,NA,NA,NA
