"sample.depths","sample.ages","Acer.rubrum","Artemisia","Betula","Carya","Cephalanthus","Corylus","Cyperaceae","Fagus","Juglans.cinerea","Juglans.nigra","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantago.major","Plantago.lanceolata","Platanus","Quercus","Rumex","Salix","Thalictrum","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Ambrosia","Populus","Amaranthaceae","Poaceae","Rosaceae","Acer.saccharum","Fraxinus.nigra","Fraxinus.americana","Liquidambar","Picea","Plantago.undiff.","Tsuga","Apiaceae","Alnus","Fabaceae","Caryophyllaceae","Larix","Acer.saccharinum","Celtis","Galium","Sambucus","Humulus.Cannabis.sativa","Lamiaceae","Aquifoliaceae","Urtica","Acer.negundo","Abies","Asteraceae.subf..Cichorioideae"
180,6022,0,0.0189328743545611,0.00344234079173838,0.0481927710843374,0,0,0.0654044750430293,0.00344234079173838,0.00172117039586919,0.00172117039586919,0.00344234079173838,0.0120481927710843,0.00688468158347676,0,0.0154905335628227,0,0,0.0154905335628227,0.624784853700516,0.00344234079173838,0.00344234079173838,0.00344234079173838,0,0.0120481927710843,0.0585197934595525,0.036144578313253,0,0.00516351118760757,0.0154905335628227,0.00516351118760757,0.0120481927710843,0.00172117039586919,0.00688468158347676,0,0.00172117039586919,0,0.00172117039586919,0,0.00344234079173838,0,0,0,0,0,0,0,0.00172117039586919,0.00688468158347676,0,0,0,0,0
200,7150,0.00201612903225806,0.00201612903225806,0.00201612903225806,0.0907258064516129,0,0.00403225806451613,0.0463709677419355,0.00201612903225806,0.0141129032258065,0.00604838709677419,0,0.0221774193548387,0.00403225806451613,0.00604838709677419,0.0685483870967742,0,0,0.0342741935483871,0.51008064516129,0.00806451612903226,0.00403225806451613,0,0.00201612903225806,0.00201612903225806,0.108870967741935,0.032258064516129,0,0.00201612903225806,0.00403225806451613,0.00201612903225806,0.00806451612903226,0.00201612903225806,0,0.00403225806451613,0.00403225806451613,0,0,0,0.00201612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,7632,0,0.00227272727272727,0.00227272727272727,0.0545454545454545,0,0.00227272727272727,0.0159090909090909,0,0.0113636363636364,0.00454545454545455,0.00227272727272727,0.0318181818181818,0.00909090909090909,0.00227272727272727,0.111363636363636,0,0,0,0.577272727272727,0,0,0,0.00454545454545455,0,0.109090909090909,0.0181818181818182,0,0.00454545454545455,0.00909090909090909,0,0.00227272727272727,0.0159090909090909,0.00454545454545455,0,0,0,0,0,0.00454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,8596,0,0.0053475935828877,0.00401069518716578,0.0347593582887701,0,0.0133689839572193,0.0200534759358289,0,0.00133689839572193,0.00133689839572193,0,0.0120320855614973,0.00668449197860963,0.0053475935828877,0.279411764705882,0,0,0,0.427807486631016,0.00133689839572193,0.00401069518716578,0.00133689839572193,0.00133689839572193,0.00133689839572193,0.0962566844919786,0.0320855614973262,0,0,0.0213903743315508,0,0.00267379679144385,0.0133689839572193,0.00802139037433155,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133689839572193,0.00133689839572193,0,0,0
250,9561,0,0,0.00847457627118644,0.0338983050847458,0,0.0127118644067797,0.00635593220338983,0.00635593220338983,0.0148305084745763,0,0.00211864406779661,0.0190677966101695,0.0233050847457627,0,0.230932203389831,0,0,0.0190677966101695,0.449152542372881,0.00423728813559322,0.0105932203389831,0,0,0.00211864406779661,0.0741525423728814,0.0190677966101695,0,0.00423728813559322,0.0127118644067797,0,0.0105932203389831,0.0148305084745763,0.00423728813559322,0,0.00635593220338983,0,0,0,0.00423728813559322,0,0,0,0,0,0,0,0.00423728813559322,0,0,0,0.00211864406779661,0,0
280,11008,0,0.0014903129657228,0.00447093889716841,0.03725782414307,0,0.0104321907600596,0.00894187779433681,0.0014903129657228,0.00894187779433681,0,0,0.0789865871833085,0.03725782414307,0.00596125186289121,0.296572280178838,0,0,0.00447093889716841,0.29806259314456,0,0.0014903129657228,0.0014903129657228,0,0,0.150521609538003,0.00596125186289121,0.0029806259314456,0.0014903129657228,0.0029806259314456,0,0.0119225037257824,0.0119225037257824,0.0014903129657228,0,0.0119225037257824,0,0,0,0,0,0.0014903129657228,0,0,0,0,0,0,0,0,0,0,0,0
300,11332,0,0.0022075055187638,0.0993377483443709,0.00772626931567329,0.0011037527593819,0.0485651214128035,0.0176600441501104,0.0011037527593819,0.00772626931567329,0,0,0.0253863134657837,0.0496688741721854,0.011037527593819,0.235099337748344,0,0,0,0.121412803532009,0.00662251655629139,0.0154525386313466,0,0.0011037527593819,0.0011037527593819,0.139072847682119,0.00551876379690949,0,0.0033112582781457,0.0154525386313466,0.0011037527593819,0.0022075055187638,0.0805739514348786,0.00441501103752759,0,0.0342163355408389,0,0,0,0.033112582781457,0.0011037527593819,0,0.0022075055187638,0,0.0011037527593819,0,0,0,0,0,0.0011037527593819,0,0.022075055187638,0.0011037527593819
330,NA,0,0.009375,0.00625,0.003125,0,0,0,0,0,0.00625,0,0,0.053125,0.009375,0.340625,0,0,0,0.053125,0,0.009375,0,0,0.003125,0,0.009375,0,0,0,0,0,0.04375,0,0,0.375,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0.0625,0
350,NA,0,0,0.0117370892018779,0,0,0.00938967136150235,0.0868544600938967,0,0,0.00234741784037559,0,0.00234741784037559,0.0446009389671361,0.00469483568075117,0.276995305164319,0,0,0,0.0211267605633803,0.0117370892018779,0.0140845070422535,0,0,0.00938967136150235,0.00938967136150235,0.0117370892018779,0,0.00469483568075117,0.00704225352112676,0,0.00938967136150235,0.0117370892018779,0.00234741784037559,0,0.36150234741784,0,0,0,0.0140845070422535,0,0,0.0187793427230047,0,0,0,0,0,0,0,0,0,0.0539906103286385,0
380,NA,0,0.00530503978779841,0.0026525198938992,0,0,0,0.0344827586206897,0,0,0,0,0.00795755968169761,0.0185676392572944,0,0.262599469496021,0,0,0,0.0238726790450928,0.0026525198938992,0.0106100795755968,0,0,0.0026525198938992,0.0106100795755968,0.00530503978779841,0,0.0026525198938992,0.0106100795755968,0,0.0026525198938992,0.00795755968169761,0.0026525198938992,0,0.509283819628647,0,0,0,0.0106100795755968,0,0,0.013262599469496,0,0,0,0,0,0,0,0,0,0.0530503978779841,0
400,NA,0,0.0076530612244898,0.00255102040816327,0,0,0.00510204081632653,0.0459183673469388,0,0,0,0,0.0153061224489796,0.0561224489795918,0.00255102040816327,0.158163265306122,0,0,0,0.038265306122449,0.0076530612244898,0.00510204081632653,0,0,0.00510204081632653,0.0204081632653061,0.00510204081632653,0,0,0.0127551020408163,0,0,0.0127551020408163,0,0,0.535714285714286,0,0,0,0.0204081632653061,0,0,0.00510204081632653,0,0,0,0,0,0,0,0,0,0.0357142857142857,0.00255102040816327
