"sample.depths","sample.ages","Picea","Pinus.strobus","Pinus.banksiana","Pinus.undiff.","Abies","Tsuga","Larix","Thuja","Betula","Populus","Quercus","Ulmus","Fagus","Carya","Acer","Fraxinus","Tilia","Juglans","Ostrya.Carpinus","Castanea","Other.trees","Juniperus.type","Juniperus.Thuja","Alnus.undiff.","Alnus.viridis.subsp..crispa","Alnus.incana","Salix","Corylus","Elaeagnus","Shepherdia.argentea","Shepherdia.canadensis","Myrica","Cornus","Other.shrubs","Ericaceae","Poaceae","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Ambrosia","Artemisia","Rubus","Chenopodiaceae","Apiaceae","Fabaceae","Dryas","Potentilla","Rosaceae.undiff.","Saxifragaceae","Caryophyllaceae","Ranunculaceae.undiff.","Thalictrum","Polygonum","Urticaceae","Oxyria.Digyna","Rumex","Plantago","Other.herbs","Cyperaceae"
0,-40,0.164739884393064,0.0520231213872832,0.023121387283237,0.0202312138728324,0.092485549132948,0.0173410404624277,0.0115606936416185,0,0.205202312138728,0.00289017341040462,0.0317919075144509,0.00867052023121387,0.0173410404624277,0.00289017341040462,0.00289017341040462,0.00289017341040462,0,0,0.00578034682080925,0.00289017341040462,0,0,0,0,0.0202312138728324,0.0317919075144509,0,0.00289017341040462,0,0,0,0.0260115606936416,0,0,0.0173410404624277,0.15606936416185,0.00578034682080925,0,0.0260115606936416,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0.0375722543352601,0,0,0.00867052023121387
12,112,0.31043956043956,0.0357142857142857,0.0192307692307692,0.021978021978022,0.164835164835165,0.0164835164835165,0,0,0.21978021978022,0,0.0137362637362637,0.00274725274725275,0.010989010989011,0,0.00274725274725275,0.00824175824175824,0,0,0,0,0,0,0,0,0.043956043956044,0.021978021978022,0.00549450549450549,0,0,0,0,0.0137362637362637,0,0,0.00274725274725275,0.0521978021978022,0.00274725274725275,0,0.010989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137362637362637,0,0,0.00549450549450549
32,366,0.341025641025641,0.0948717948717949,0.0128205128205128,0.0153846153846154,0.212820512820513,0.0435897435897436,0.00256410256410256,0,0.166666666666667,0,0.0205128205128205,0,0.0128205128205128,0.00256410256410256,0.00256410256410256,0.00256410256410256,0,0,0,0,0,0,0,0,0.0282051282051282,0.0102564102564103,0,0,0,0,0,0.0128205128205128,0,0,0.00512820512820513,0.00769230769230769,0,0.00256410256410256,0.00256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,619,0.29080118694362,0.086053412462908,0.029673590504451,0.00890207715133531,0.106824925816024,0.0712166172106825,0.00593471810089021,0,0.267062314540059,0.0029673590504451,0.0237388724035608,0.0029673590504451,0.0267062314540059,0.0029673590504451,0,0.00593471810089021,0,0,0,0,0,0,0,0,0.0148367952522255,0.0178041543026706,0.00593471810089021,0.0029673590504451,0,0,0,0.0118694362017804,0,0,0.0029673590504451,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0.00593471810089021,0,0,0
72,873,0.194444444444444,0.0925925925925926,0.00925925925925926,0.0308641975308642,0.154320987654321,0.0617283950617284,0.00925925925925926,0,0.327160493827161,0,0.0216049382716049,0,0.0432098765432099,0.00308641975308642,0.00925925925925926,0,0,0,0,0.00308641975308642,0,0,0,0,0.00308641975308642,0.0154320987654321,0,0,0,0,0,0.0123456790123457,0,0,0,0,0.00617283950617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308641975308642,0,0,0,0,0,0,0
82,1000,0.225531914893617,0.102127659574468,0.00851063829787234,0.0127659574468085,0.14468085106383,0.0595744680851064,0.0127659574468085,0,0.304255319148936,0,0.0212765957446809,0,0.0425531914893617,0.00212765957446809,0.00425531914893617,0.00425531914893617,0,0,0.00212765957446809,0,0,0,0,0,0.00638297872340425,0.0148936170212766,0.00212765957446809,0,0,0,0,0.0127659574468085,0,0,0.0106382978723404,0.00212765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425531914893617,0,0,0,0,0,0,0
90,1112,0.13477537437604,0.0316139767054908,0.00665557404326123,0.0232945091514143,0.13477537437604,0.0615640599001664,0.00665557404326123,0,0.444259567387687,0.00166389351081531,0.0166389351081531,0,0.0499168053244592,0,0.00499168053244592,0.00831946755407654,0,0,0,0,0,0,0.00166389351081531,0,0.00332778702163062,0.0316139767054908,0,0,0,0,0,0.0133111480865225,0,0,0.00998336106489185,0.00332778702163062,0.00166389351081531,0,0.00166389351081531,0.00499168053244592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166389351081531,0,0,0.00166389351081531
100,1281,0.0911949685534591,0.0377358490566038,0.020440251572327,0.0110062893081761,0.0849056603773585,0.0455974842767296,0.00786163522012579,0,0.520440251572327,0,0.0440251572327044,0.00314465408805031,0.0566037735849057,0,0.00943396226415094,0.00628930817610063,0,0,0.00471698113207547,0,0,0,0.00314465408805031,0,0.00471698113207547,0.0172955974842767,0.00314465408805031,0,0,0,0,0.0141509433962264,0,0,0.00471698113207547,0.00471698113207547,0.00157232704402516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314465408805031
110,1450,0.12829525483304,0.0210896309314587,0.015817223198594,0.0175746924428823,0.0984182776801406,0.0562390158172232,0.0140597539543058,0,0.460456942003515,0.00351493848857645,0.0456942003514939,0,0.0632688927943761,0,0.00527240773286467,0.00527240773286467,0,0,0,0,0,0,0.00175746924428822,0,0.00175746924428822,0.0263620386643234,0,0,0,0,0,0.0175746924428823,0,0,0.00351493848857645,0.00878734622144113,0.00175746924428822,0,0.00351493848857645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1619,0.0853858784893268,0.0328407224958949,0.00821018062397373,0.0164203612479475,0.0870279146141215,0.0492610837438424,0.00328407224958949,0,0.54679802955665,0.00328407224958949,0.0344827586206897,0.00656814449917898,0.0344827586206897,0,0.00656814449917898,0.00821018062397373,0,0,0,0,0,0,0.00328407224958949,0,0.0147783251231527,0.0279146141215107,0,0,0,0,0,0.0147783251231527,0,0,0.00164203612479475,0.00821018062397373,0.00164203612479475,0,0.00164203612479475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164203612479475,0,0.00164203612479475
