"sample.depths","sample.ages","Picea","Pinus.strobus","Pinus.banksiana","Pinus.undiff.","Abies","Tsuga","Larix","Thuja","Betula","Populus","Quercus","Ulmus","Fagus","Carya","Acer","Fraxinus","Tilia","Juglans","Ostrya.Carpinus","Castanea","Other.trees","Juniperus.type","Juniperus.Thuja","Alnus.undiff.","Alnus.viridis.subsp..crispa","Alnus.incana","Salix","Corylus","Elaeagnus","Shepherdia.argentea","Shepherdia.canadensis","Myrica","Cornus","Other.shrubs","Ericaceae","Poaceae","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Ambrosia","Artemisia","Rubus","Chenopodiaceae","Apiaceae","Fabaceae","Dryas","Potentilla","Rosaceae.undiff.","Saxifragaceae","Caryophyllaceae","Ranunculaceae.undiff.","Thalictrum","Polygonum","Urticaceae","Oxyria.Digyna","Rumex","Plantago","Other.herbs","Cyperaceae"
130,1788,0.151639344262295,0.0512295081967213,0.0245901639344262,0.0225409836065574,0.127049180327869,0.055327868852459,0.014344262295082,0,0.405737704918033,0.00409836065573771,0.0348360655737705,0,0.0491803278688525,0,0.00614754098360656,0.00204918032786885,0,0.00204918032786885,0,0,0,0,0.00409836065573771,0,0.00614754098360656,0.0122950819672131,0.00204918032786885,0,0,0,0,0.0122950819672131,0,0,0,0.00819672131147541,0.00204918032786885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204918032786885
140,1957,0.112299465240642,0.0659536541889483,0.0320855614973262,0.0249554367201426,0.0998217468805704,0.090909090909091,0.0071301247771836,0,0.397504456327986,0.0035650623885918,0.0320855614973262,0.0035650623885918,0.053475935828877,0,0.0071301247771836,0.0142602495543672,0,0,0,0,0,0,0.0035650623885918,0,0.0053475935828877,0.0267379679144385,0.0017825311942959,0.0017825311942959,0,0,0,0,0.0017825311942959,0,0.0035650623885918,0.0035650623885918,0.0017825311942959,0,0,0.0017825311942959,0,0,0,0,0,0,0,0,0.0017825311942959,0,0,0,0,0,0,0,0,0.0017825311942959
150,2126,0.0850340136054422,0.0629251700680272,0.0306122448979592,0.0425170068027211,0.144557823129252,0.0612244897959184,0.00510204081632653,0,0.438775510204082,0.00850340136054422,0.0136054421768707,0.00340136054421769,0.0476190476190476,0.00170068027210884,0.00680272108843537,0,0,0,0,0,0,0,0,0,0.00850340136054422,0.00510204081632653,0.00510204081632653,0,0,0,0,0.00850340136054422,0,0,0.00680272108843537,0.00170068027210884,0.00170068027210884,0,0.00680272108843537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340136054421769
160,2295,0.0922242314647378,0.0904159132007233,0.0307414104882459,0.0415913200723327,0.108499095840868,0.0488245931283906,0.0108499095840868,0,0.406871609403255,0.00904159132007233,0.0361663652802893,0.0054249547920434,0.0415913200723327,0.00180831826401447,0.00904159132007233,0.0108499095840868,0,0,0,0,0,0,0,0,0.00723327305605787,0.0126582278481013,0.00180831826401447,0,0,0,0,0.0162748643761302,0,0,0.0108499095840868,0.00361663652802893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361663652802893
170,2464,0.120253164556962,0.122362869198312,0.0168776371308017,0.029535864978903,0.090717299578059,0.0443037974683544,0.0105485232067511,0,0.405063291139241,0.00210970464135021,0.0421940928270042,0.00210970464135021,0.0379746835443038,0,0.00632911392405063,0.0126582278481013,0,0,0,0,0,0,0,0,0.00632911392405063,0.0316455696202532,0,0,0,0,0,0.0126582278481013,0,0,0.00421940928270042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210970464135021
180,2633,0.099787685774947,0.0615711252653928,0.0212314225053079,0.0212314225053079,0.0743099787685775,0.0488322717622081,0.00636942675159236,0,0.492569002123142,0,0.0318471337579618,0.00636942675159236,0.0382165605095541,0,0.00212314225053079,0.0169851380042463,0,0,0.00424628450106157,0,0,0,0.00212314225053079,0,0.0106157112526539,0.0276008492569002,0.00636942675159236,0,0,0,0,0.0233545647558386,0,0,0.00212314225053079,0,0,0,0.00212314225053079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2802,0.106442577030812,0.0504201680672269,0.00280112044817927,0.0252100840336134,0.109243697478992,0.061624649859944,0,0,0.467787114845938,0.00280112044817927,0.0532212885154062,0.00560224089635854,0.030812324929972,0,0.00840336134453781,0.00840336134453781,0,0,0.00280112044817927,0,0,0,0.00560224089635854,0,0.0112044817927171,0.0196078431372549,0,0,0,0,0,0.0112044817927171,0,0,0.00560224089635854,0,0.00840336134453781,0,0.00280112044817927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2971,0.0681114551083591,0.0712074303405573,0.00619195046439629,0.0185758513931889,0.086687306501548,0.065015479876161,0.00619195046439629,0,0.504643962848297,0.00619195046439629,0.0464396284829721,0.00309597523219814,0.021671826625387,0,0.00928792569659443,0.00309597523219814,0,0,0,0,0,0,0,0,0,0.0402476780185759,0,0,0,0,0,0.0247678018575851,0,0,0,0,0,0,0.00619195046439629,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00928792569659443
210,3140,0.071604938271605,0.054320987654321,0.0246913580246914,0.0271604938271605,0.0839506172839506,0.0567901234567901,0.00246913580246914,0,0.491358024691358,0,0.0296296296296296,0.00246913580246914,0.0518518518518519,0,0.00740740740740741,0.0123456790123457,0,0,0.00246913580246914,0,0,0,0.00740740740740741,0,0.00740740740740741,0.0197530864197531,0.00493827160493827,0,0,0,0,0.0271604938271605,0,0,0.00493827160493827,0,0.00246913580246914,0,0,0.00246913580246914,0,0,0,0,0,0,0,0,0.00246913580246914,0,0,0,0,0,0,0,0,0.00246913580246914
220,3309,0.0536082474226804,0.0494845360824742,0.00618556701030928,0.022680412371134,0.0391752577319588,0.0494845360824742,0.00206185567010309,0,0.597938144329897,0.00206185567010309,0.0350515463917526,0.00412371134020619,0.0474226804123711,0,0.0123711340206186,0.0103092783505155,0,0,0.00206185567010309,0,0,0,0,0,0.0144329896907217,0.0247422680412371,0,0.00206185567010309,0,0,0,0.0103092783505155,0,0,0.00618556701030928,0.00206185567010309,0.00206185567010309,0,0,0,0,0.00206185567010309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206185567010309
230,3478,0.0587002096436059,0.0712788259958071,0.010482180293501,0.0167714884696017,0.0440251572327044,0.0691823899371069,0.00209643605870021,0,0.578616352201258,0.00209643605870021,0.0440251572327044,0.00209643605870021,0.0377358490566038,0,0.00628930817610063,0.0167714884696017,0,0,0.00419287211740042,0,0,0,0,0,0.00419287211740042,0.0167714884696017,0,0,0,0,0,0.0125786163522013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209643605870021
240,3647,0.0706638115631692,0.0728051391862955,0.012847965738758,0.0214132762312634,0.0492505353319058,0.0513918629550321,0.00428265524625268,0,0.599571734475375,0,0.0299785867237687,0,0.0321199143468951,0.00214132762312634,0.00642398286937901,0.00642398286937901,0,0,0.00428265524625268,0,0,0,0,0,0.00428265524625268,0.019271948608137,0,0,0,0,0,0.00856531049250535,0,0,0,0,0,0,0.00214132762312634,0,0,0,0,0,0,0,0,0,0.00214132762312634,0,0,0,0,0,0,0,0,0
250,3816,0.101796407185629,0.0688622754491018,0.00898203592814371,0.0209580838323353,0.0658682634730539,0.0568862275449102,0.0029940119760479,0,0.523952095808383,0,0.0359281437125748,0.0029940119760479,0.0359281437125748,0,0.00598802395209581,0.00598802395209581,0,0,0.0029940119760479,0,0,0,0,0,0.00898203592814371,0.0419161676646707,0,0,0,0,0,0.00598802395209581,0,0,0,0,0,0,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,3985,0.0862068965517241,0.117816091954023,0.00862068965517241,0.028735632183908,0.0344827586206897,0.0545977011494253,0.00862068965517241,0,0.514367816091954,0,0.0517241379310345,0,0.00862068965517241,0,0.00574712643678161,0.00574712643678161,0,0.00574712643678161,0.0028735632183908,0,0,0,0.00862068965517241,0,0.00574712643678161,0.0201149425287356,0,0.0028735632183908,0,0,0,0.0172413793103448,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0.00574712643678161
270,4154,0.0705521472392638,0.101226993865031,0.00920245398773006,0.0153374233128834,0.0828220858895705,0.0368098159509202,0,0,0.552147239263804,0,0.0613496932515337,0,0.0214723926380368,0,0,0.0122699386503067,0,0,0,0,0,0,0,0,0.00306748466257669,0.0122699386503067,0,0,0,0,0,0.00613496932515337,0,0,0,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00613496932515337,0,0.00613496932515337
280,4323,0.0778097982708934,0.15850144092219,0.00864553314121038,0.0259365994236311,0.031700288184438,0.0547550432276657,0.00288184438040346,0,0.489913544668588,0.00288184438040346,0.0576368876080692,0,0.0230547550432277,0,0.00288184438040346,0,0,0.00288184438040346,0.00864553314121038,0,0,0,0,0,0.00864553314121038,0.0172910662824208,0.00288184438040346,0.00288184438040346,0,0,0,0.0144092219020173,0,0,0.00288184438040346,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,4492,0.0852713178294574,0.144702842377261,0.0155038759689922,0.0232558139534884,0.0387596899224806,0.0103359173126615,0,0,0.571059431524548,0,0.0542635658914729,0,0.00258397932816537,0,0.00258397932816537,0.00516795865633075,0,0,0.00775193798449612,0,0,0,0.00258397932816537,0,0.00258397932816537,0.0103359173126615,0,0,0,0,0,0.00775193798449612,0,0,0,0,0,0,0.00775193798449612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258397932816537,0,0.00516795865633075
300,4662,0.0610932475884244,0.160771704180064,0.0128617363344051,0.0385852090032154,0.0257234726688103,0.0514469453376206,0,0,0.533762057877814,0,0.0546623794212219,0,0.00643086816720257,0,0,0.00643086816720257,0,0,0.00643086816720257,0,0,0,0,0,0,0.0128617363344051,0.00321543408360129,0,0,0,0,0.022508038585209,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,4831,0.08,0.144444444444444,0.0222222222222222,0.0377777777777778,0.0377777777777778,0.02,0.00222222222222222,0,0.542222222222222,0.00444444444444444,0.0466666666666667,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0.00222222222222222,0,0,0,0.00444444444444444,0,0,0.0222222222222222,0.00444444444444444,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0.00222222222222222,0,0,0.00222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,5000,0.0462046204620462,0.214521452145215,0.0165016501650165,0.0495049504950495,0,0.0363036303630363,0.0099009900990099,0,0.504950495049505,0,0.0528052805280528,0,0.0033003300330033,0,0.0033003300330033,0.0099009900990099,0,0,0.0132013201320132,0.0033003300330033,0,0,0.0033003300330033,0,0,0.0066006600660066,0.0033003300330033,0,0,0,0,0.0132013201320132,0,0,0.0033003300330033,0,0,0,0.0033003300330033,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,5280,0.0542635658914729,0.111111111111111,0.0155038759689922,0.0387596899224806,0.020671834625323,0.193798449612403,0.00775193798449612,0,0.421188630490956,0.00258397932816537,0.062015503875969,0,0.00775193798449612,0,0.00516795865633075,0.00775193798449612,0,0,0,0,0,0,0,0,0.0103359173126615,0.0129198966408269,0.00516795865633075,0,0,0,0,0.0129198966408269,0,0,0,0,0,0,0.00258397932816537,0,0,0.00516795865633075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258397932816537
340,5671,0.0457516339869281,0.218954248366013,0.0130718954248366,0.0522875816993464,0.0065359477124183,0.248366013071895,0,0,0.251633986928105,0.0065359477124183,0.0490196078431373,0.00326797385620915,0.0065359477124183,0,0.00326797385620915,0.00326797385620915,0,0,0.0065359477124183,0,0,0,0.00326797385620915,0,0.00980392156862745,0.0261437908496732,0.0065359477124183,0,0,0,0,0.0228758169934641,0,0,0.00326797385620915,0.00326797385620915,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065359477124183
350,6062,0.0418848167539267,0.206806282722513,0.0157068062827225,0.0549738219895288,0,0.353403141361257,0.00261780104712042,0,0.230366492146597,0.00261780104712042,0.0392670157068063,0.00523560209424084,0.00261780104712042,0,0.00523560209424084,0.00261780104712042,0,0,0.00261780104712042,0,0,0,0,0,0.0104712041884817,0.0130890052356021,0,0,0,0,0,0.00261780104712042,0,0,0,0.00261780104712042,0,0,0.00523560209424084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,6453,0.114206128133705,0.200557103064067,0.0167130919220056,0.0612813370473538,0.011142061281337,0.155988857938719,0.00278551532033426,0,0.253481894150418,0.00557103064066852,0.0835654596100279,0,0.00278551532033426,0,0.00557103064066852,0.011142061281337,0,0,0.011142061281337,0,0,0,0.00835654596100279,0,0.00557103064066852,0.0306406685236769,0.00278551532033426,0,0,0,0,0.00835654596100279,0,0,0.00278551532033426,0,0.00278551532033426,0,0,0,0,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,6844,0.134110787172012,0.282798833819242,0.0233236151603499,0.0466472303206997,0.0233236151603499,0.189504373177843,0.00583090379008746,0,0.157434402332362,0.00291545189504373,0.0349854227405248,0.0145772594752187,0.00583090379008746,0,0.00583090379008746,0.0116618075801749,0,0,0.00583090379008746,0,0,0,0.00291545189504373,0,0.0087463556851312,0.0233236151603499,0,0,0,0,0,0.0174927113702624,0,0,0,0,0.00291545189504373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,7244,0.116751269035533,0.385786802030457,0.0228426395939086,0.0786802030456853,0.0101522842639594,0.0736040609137056,0.0177664974619289,0,0.134517766497462,0.00253807106598985,0.083756345177665,0.0101522842639594,0.0050761421319797,0,0.00253807106598985,0.0101522842639594,0,0,0.00761421319796954,0.00253807106598985,0,0,0,0,0,0.0126903553299492,0.00253807106598985,0,0,0,0,0.0126903553299492,0,0,0,0,0,0,0.00253807106598985,0.00253807106598985,0,0.00253807106598985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,7643,0.101736972704715,0.416873449131514,0.0124069478908189,0.0794044665012407,0.0198511166253102,0.0272952853598015,0.00248138957816377,0,0.138957816377171,0.00248138957816377,0.146401985111663,0.00496277915632754,0,0,0,0.00248138957816377,0,0,0.00248138957816377,0,0,0,0,0,0.00248138957816377,0.0099255583126551,0,0,0,0,0,0.0223325062034739,0,0,0,0.00248138957816377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00496277915632754
400,8043,0.146276595744681,0.300531914893617,0.0398936170212766,0.0718085106382979,0.0186170212765957,0.00531914893617021,0.0106382978723404,0,0.228723404255319,0,0.0718085106382979,0.00265957446808511,0,0,0.00265957446808511,0,0,0,0.0132978723404255,0,0,0,0,0,0.0452127659574468,0.0106382978723404,0.00531914893617021,0.00265957446808511,0,0,0,0.0159574468085106,0,0,0.00265957446808511,0,0,0,0.00265957446808511,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,8443,0.116666666666667,0.402380952380952,0.0166666666666667,0.0571428571428571,0.0238095238095238,0.019047619047619,0.00952380952380952,0,0.180952380952381,0,0.123809523809524,0,0.00238095238095238,0,0.00238095238095238,0.00238095238095238,0,0,0.00238095238095238,0,0,0,0,0,0.0119047619047619,0.00238095238095238,0,0,0,0,0,0.0214285714285714,0,0,0,0.00238095238095238,0,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,8842,0.136470588235294,0.381176470588235,0.0305882352941176,0.0447058823529412,0.0258823529411765,0.0258823529411765,0.00941176470588235,0,0.190588235294118,0,0.0564705882352941,0.00705882352941176,0.00235294117647059,0.00235294117647059,0,0.00470588235294118,0,0,0.00941176470588235,0,0,0,0,0,0.0117647058823529,0.0164705882352941,0.00235294117647059,0.00470588235294118,0,0,0,0.0305882352941176,0,0,0,0.00235294117647059,0.00235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0
430,9188,0.0944700460829493,0.230414746543779,0.0207373271889401,0.0576036866359447,0.0576036866359447,0.00921658986175115,0.00691244239631336,0,0.34331797235023,0,0.0714285714285714,0.00921658986175115,0,0,0.00691244239631336,0.0138248847926267,0,0,0,0,0,0,0,0,0.0276497695852535,0.00691244239631336,0.00230414746543779,0.00460829493087558,0,0,0,0.0253456221198157,0,0,0,0,0,0,0.00691244239631336,0,0,0,0,0,0,0,0,0,0,0,0.00230414746543779,0,0,0,0,0,0,0.00230414746543779
440,9481,0.174311926605505,0.125382262996942,0.0244648318042813,0.0489296636085627,0.0458715596330275,0,0.0091743119266055,0,0.345565749235474,0,0.0672782874617737,0.0214067278287462,0,0,0.00611620795107034,0.0122324159021407,0,0,0.0152905198776758,0,0,0,0.00305810397553517,0,0.018348623853211,0.0152905198776758,0,0.0152905198776758,0,0,0,0.036697247706422,0,0,0,0.00305810397553517,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0.00611620795107034,0,0,0,0.00305810397553517,0,0,0
450,9773,0.161290322580645,0.138709677419355,0.0161290322580645,0.0483870967741935,0.0451612903225806,0,0.0225806451612903,0,0.4,0.0032258064516129,0.0709677419354839,0.00967741935483871,0,0,0.0032258064516129,0,0,0,0.0032258064516129,0.0032258064516129,0,0,0,0,0.0258064516129032,0.0032258064516129,0.0032258064516129,0.0032258064516129,0,0,0,0.0258064516129032,0,0,0,0,0,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032258064516129,0,0,0.0064516129032258
460,10065,0.226114649681529,0.0764331210191083,0.0191082802547771,0.0191082802547771,0.0127388535031847,0.00318471337579618,0.035031847133758,0,0.382165605095541,0.00318471337579618,0.0796178343949045,0.00318471337579618,0,0,0,0.0127388535031847,0,0,0.0127388535031847,0,0,0,0,0,0.0222929936305732,0,0.00636942675159236,0.00955414012738853,0,0,0,0.0477707006369427,0,0,0,0.00636942675159236,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0.0127388535031847,0,0,0,0.00318471337579618,0,0,0.00318471337579618
470,10358,0.095940959409594,0.044280442804428,0.033210332103321,0.018450184501845,0.007380073800738,0.003690036900369,0.029520295202952,0,0.523985239852399,0.007380073800738,0.047970479704797,0.011070110701107,0,0,0.003690036900369,0.003690036900369,0,0,0.007380073800738,0.003690036900369,0,0.003690036900369,0,0,0.022140221402214,0.003690036900369,0.003690036900369,0.007380073800738,0,0,0,0.0664206642066421,0,0,0,0.011070110701107,0,0,0.007380073800738,0,0,0.007380073800738,0,0,0,0,0.003690036900369,0,0,0.007380073800738,0.007380073800738,0,0,0,0.007380073800738,0,0,0
480,10650,0.0906515580736544,0.056657223796034,0.0198300283286119,0.0198300283286119,0.0113314447592068,0.0028328611898017,0.0538243626062323,0,0.45042492917847,0,0.0679886685552408,0.0028328611898017,0,0,0.0028328611898017,0.0141643059490085,0,0,0.0113314447592068,0,0,0,0,0,0.0141643059490085,0,0.0056657223796034,0.0028328611898017,0,0,0,0.121813031161473,0.0028328611898017,0,0,0.028328611898017,0,0,0.0084985835694051,0,0,0.0028328611898017,0,0,0,0,0,0.0028328611898017,0,0,0.0028328611898017,0,0,0,0,0,0,0.0028328611898017
490,10942,0.15,0.1,0.0166666666666667,0.0166666666666667,0.00555555555555556,0.00555555555555556,0.00555555555555556,0,0.222222222222222,0.0166666666666667,0.0888888888888889,0.0111111111111111,0,0,0,0,0,0,0.0111111111111111,0,0,0.00555555555555556,0,0,0.0166666666666667,0,0.0111111111111111,0,0,0,0,0.222222222222222,0,0,0.0111111111111111,0.0388888888888889,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0,0.00555555555555556,0,0,0,0,0.0111111111111111
500,11235,0.141975308641975,0.0740740740740741,0.0555555555555556,0.0462962962962963,0.00617283950617284,0,0,0,0.185185185185185,0.0185185185185185,0.0771604938271605,0.00308641975308642,0,0.00308641975308642,0.00308641975308642,0.0216049382716049,0,0,0.00925925925925926,0,0,0,0,0,0.0277777777777778,0.00308641975308642,0.0154320987654321,0,0,0,0,0.191358024691358,0,0,0.0246913580246914,0.0432098765432099,0.0185185185185185,0,0.0185185185185185,0,0,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925925925925926
510,11527,0.0550847457627119,0.0423728813559322,0.0508474576271186,0.0211864406779661,0.00847457627118644,0,0,0,0.26271186440678,0.00847457627118644,0.0211864406779661,0.00847457627118644,0,0,0,0.00847457627118644,0,0,0.0169491525423729,0,0,0,0,0.00847457627118644,0.0254237288135593,0,0.0466101694915254,0,0,0,0,0.173728813559322,0,0,0.038135593220339,0.076271186440678,0.0169491525423729,0,0,0,0,0,0,0,0,0,0,0.00847457627118644,0,0.00847457627118644,0,0,0.0169491525423729,0,0,0,0,0.076271186440678
