"depth","best.age","min.age","max.age"
5,423,372,483
10,845,743,966
15,1268,1114,1449
20,1554,1380,1757
25,1702,1533,1893
30,1851,1678,2035
35,1999,1820,2184
40,2148,1957,2339
45,2296,2090,2501
50,2445,2218,2666
55,2593,2341,2834
60,2742,2463,3006
65,2890,2585,3181
70,3039,2704,3355
75,3187,2823,3532
80,3353,2990,3699
85,3537,3208,3859
90,3721,3420,4018
95,3905,3627,4178
100,4090,3829,4341
105,4274,4028,4511
110,4458,4221,4686
115,4642,4399,4864
120,4826,4570,5052
125,5010,4709,5246
130,5194,4852,5446
135,5378,4999,5646
140,5490,5109,5759
145,5529,5182,5782
150,5569,5260,5805
155,5608,5350,5835
160,5648,5418,5875
165,5688,5469,5909
170,5727,5510,5947
175,5767,5545,5992
180,5806,5577,6044
185,5846,5602,6098
190,5885,5625,6157
195,5925,5643,6217
200,6000,5720,6292
205,6110,5850,6378
210,6220,5975,6472
215,6330,6092,6573
220,6440,6202,6681
225,6550,6303,6791
230,6660,6400,6909
235,6770,6491,7034
240,6880,6576,7163
245,6990,6658,7296
250,7100,6738,7435
255,NA,NA,NA
260,NA,NA,NA
