"sample.depths","sample.ages","Acer.negundo","Acer.undiff.","Artemisia","Betula","Carya","Caryophyllaceae","Celtis","Cephalanthus","Cupressaceae","Fagus","Juglans.cinerea","Morus","Nyssa","Picea","Pinus.undiff.","Plantago.major","Platanus","Polygonum.undiff.","Quercus","Rumex","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Alnus.incana","Ambrosia","Amaranthaceae","Poaceae","Cyperaceae.undiff.","Lamiaceae","Rosaceae","Acer.saccharinum","Pinus.banksiana.P..resinosa","Fraxinus.americana","Castanea","Corylus","Juglans.nigra","Ostrya.Carpinus","Pinus.subg..Strobus","Tilia","Tsuga","Acer.saccharum","Fraxinus.nigra","Polygonum.amphibium","Populus","Liquidambar","Ericaceae","Juglans.undiff.","Alnus.undiff."
0,NA,0.0133779264214047,0.0234113712374582,0.00668896321070234,0.00668896321070234,0.00668896321070234,0.00334448160535117,0.00334448160535117,0.0100334448160535,0.0100334448160535,0.00334448160535117,0.00334448160535117,0.00334448160535117,0.00668896321070234,0.00334448160535117,0.040133779264214,0.00334448160535117,0.0100334448160535,0.00668896321070234,0.361204013377926,0.00668896321070234,0.0301003344481605,0.00334448160535117,0.0167224080267559,0.0334448160535117,0.00668896321070234,0.0133779264214047,0.130434782608696,0.00668896321070234,0.0769230769230769,0.11371237458194,0.0100334448160535,0.0100334448160535,0.00334448160535117,0.00668896321070234,0.00668896321070234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,NA,0.00311526479750779,0.00311526479750779,0.00311526479750779,0.0280373831775701,0.0373831775700935,0,0,0,0,0.0155763239875389,0.00311526479750779,0,0,0.00934579439252336,0.0623052959501558,0,0.00934579439252336,0,0.498442367601246,0,0.00311526479750779,0,0.0124610591900312,0.0218068535825545,0,0.00311526479750779,0.0342679127725857,0.00623052959501558,0.0404984423676012,0.143302180685358,0,0.00623052959501558,0,0.00623052959501558,0.00311526479750779,0.00311526479750779,0.00934579439252336,0.00311526479750779,0.00934579439252336,0.00623052959501558,0.00311526479750779,0.00311526479750779,0.00934579439252336,0,0,0,0,0,0,0
20,NA,0.0072202166064982,0.0036101083032491,0.0072202166064982,0.0108303249097473,0.0252707581227437,0,0.0036101083032491,0,0,0.0180505415162455,0.0036101083032491,0,0,0.0036101083032491,0.0685920577617329,0,0,0,0.552346570397112,0,0,0,0.0108303249097473,0.0288808664259928,0,0,0.0216606498194946,0.0036101083032491,0.0397111913357401,0.137184115523466,0.0036101083032491,0,0,0,0.0180505415162455,0,0.0072202166064982,0.0072202166064982,0,0.0036101083032491,0,0,0.0072202166064982,0.0072202166064982,0,0,0,0,0,0
30,NA,0,0,0.00374531835205993,0.0112359550561798,0.00749063670411985,0,0.00374531835205993,0,0.00374531835205993,0.0187265917602996,0.00374531835205993,0,0,0,0.101123595505618,0,0.00374531835205993,0,0.348314606741573,0,0.00749063670411985,0.00374531835205993,0.0112359550561798,0.0262172284644195,0,0.0112359550561798,0.0224719101123595,0.0149812734082397,0.0636704119850187,0.288389513108614,0,0,0,0.00749063670411985,0.0112359550561798,0,0,0,0,0.00749063670411985,0,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0,0,0,0
40,1204,0.00390625,0.00390625,0.01171875,0.01953125,0.06640625,0,0,0,0.00390625,0.02734375,0.00390625,0,0,0.00390625,0.0546875,0,0.00390625,0,0.578125,0,0,0.01171875,0.0078125,0.03515625,0.00390625,0.00390625,0.01171875,0.0078125,0.04296875,0.046875,0,0.0078125,0,0,0.00390625,0,0.01953125,0.00390625,0,0,0,0,0.0078125,0,0,0,0.00390625,0,0,0
50,1529,0,0.0036101083032491,0.0036101083032491,0.0180505415162455,0.0288808664259928,0,0,0,0,0.0505415162454874,0.0108303249097473,0,0,0.0036101083032491,0.0469314079422383,0,0.0216606498194946,0,0.552346570397112,0,0,0.0036101083032491,0.0108303249097473,0.0288808664259928,0,0,0.0180505415162455,0.0072202166064982,0.0541516245487365,0.075812274368231,0,0.0036101083032491,0,0,0.0036101083032491,0,0.0036101083032491,0.0036101083032491,0.0072202166064982,0.0144404332129964,0,0.0036101083032491,0.0072202166064982,0,0,0.0072202166064982,0,0.0036101083032491,0.0036101083032491,0
60,1854,0.00393700787401575,0,0.0078740157480315,0.0118110236220472,0.0511811023622047,0,0,0,0.00393700787401575,0.0236220472440945,0,0,0,0,0.0511811023622047,0,0.0118110236220472,0,0.570866141732283,0,0.00393700787401575,0.00393700787401575,0,0.0236220472440945,0,0,0.031496062992126,0,0.0433070866141732,0.0984251968503937,0,0.00393700787401575,0,0,0.0196850393700787,0,0.0078740157480315,0.0118110236220472,0,0.0078740157480315,0.00393700787401575,0,0.00393700787401575,0,0,0,0,0,0,0
70,2179,0.00772200772200772,0,0.0154440154440154,0.0115830115830116,0.0579150579150579,0,0.00386100386100386,0,0.00772200772200772,0.0231660231660232,0,0,0,0,0.0733590733590734,0,0,0,0.583011583011583,0,0,0.00386100386100386,0,0.027027027027027,0,0.00386100386100386,0.0308880308880309,0,0.0386100386100386,0.0772200772200772,0,0,0,0,0.0193050193050193,0,0.00386100386100386,0,0,0.00386100386100386,0,0,0.00386100386100386,0,0,0.00386100386100386,0,0,0,0
80,2504,0,0.0036101083032491,0.0180505415162455,0.0108303249097473,0.0433212996389892,0,0,0,0.0036101083032491,0.0144404332129964,0.0036101083032491,0,0,0,0.0433212996389892,0,0,0,0.602888086642599,0,0.0036101083032491,0.0036101083032491,0.0144404332129964,0.0397111913357401,0,0.0072202166064982,0.0072202166064982,0.0036101083032491,0.0397111913357401,0.0505415162454874,0,0.0036101083032491,0,0.0072202166064982,0.0180505415162455,0.0036101083032491,0.0072202166064982,0.0108303249097473,0.0036101083032491,0.0180505415162455,0,0.0036101083032491,0.0036101083032491,0,0,0.0036101083032491,0.0036101083032491,0,0,0
90,2829,0,0,0.0230263157894737,0.0131578947368421,0.0394736842105263,0,0,0,0.00986842105263158,0.00657894736842105,0,0,0,0.00328947368421053,0.0657894736842105,0,0,0,0.555921052631579,0,0.00328947368421053,0.00328947368421053,0.0164473684210526,0.0164473684210526,0,0.00657894736842105,0.0361842105263158,0.00657894736842105,0.0625,0.0592105263157895,0,0.00328947368421053,0,0.00657894736842105,0.00986842105263158,0,0.00657894736842105,0.00986842105263158,0.00657894736842105,0.00986842105263158,0,0,0.00328947368421053,0.00328947368421053,0,0.00657894736842105,0.00328947368421053,0,0,0.00328947368421053
