"sample.depths","sample.ages","Acer.pensylvanicum","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Artemisia","Betula","Chamaedaphne.calyculata","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Thalictrum","Tilia","Ulmus","Rosaceae.undiff.","Abies.balsamea","Acer.saccharum","Carya.ovata","Ilex.Nemopanthus","Pinus.banksiana.type","Pinus.strobus","Tsuga.canadensis","Vaccinium.uliginosum.type","Picea.undiff.","Ericaceae.undiff.","Ambrosia.type","Asteraceae.subf..Asteroideae.undiff.","Amaranthaceae","Poaceae","Castanea.dentata","Juniperus.type","Rubiaceae","Corylus.cornuta","Salix","Myrica.gale","Caryophyllaceae","Rhamnus.alnifolia.R..frangula","Viburnum.edule","Viburnum.nudum","Acer.saccharinum","Arceuthobium.pusillum","Lonicera","Acer.spicatum","Populus.balsamifera.type","Taxus","Potentilla.palustris.type","Juniperus.communis.Thuja.occidentalis.type","Ranunculaceae.undiff.","Shepherdia.canadensis"
0,1,0.00623441396508728,0.00249376558603491,0.0261845386533666,0.00124688279301746,0.00249376558603491,0.306733167082294,0.00124688279301746,0.00124688279301746,0.112219451371571,0.00997506234413965,0.0124688279301746,0.00249376558603491,0.00498753117206983,0.00124688279301746,0.0174563591022444,0.0224438902743142,0.00124688279301746,0.043640897755611,0.00124688279301746,0.00623441396508728,0.027431421446384,0.00124688279301746,0.00374064837905237,0.0448877805486284,0.00249376558603491,0.00124688279301746,0.013715710723192,0.167082294264339,0.128428927680798,0.00249376558603491,0.00249376558603491,0.0211970074812968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,744,0.00263157894736842,0.00657894736842105,0.0197368421052632,0.00263157894736842,0.00131578947368421,0.317105263157895,0.00657894736842105,0.00131578947368421,0.113157894736842,0.0328947368421053,0.00657894736842105,0,0.00789473684210526,0,0.0144736842105263,0.0355263157894737,0,0.0328947368421053,0,0.00394736842105263,0.0236842105263158,0,0.00131578947368421,0.025,0.00394736842105263,0,0.0157894736842105,0.148684210526316,0.159210526315789,0.00131578947368421,0.00131578947368421,0.00657894736842105,0.00263157894736842,0.00131578947368421,0.00131578947368421,0.00131578947368421,0.00131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1489,0.00359066427289048,0.00538599640933573,0.0161579892280072,0,0.00538599640933573,0.274685816876122,0.00897666068222621,0.00179533213644524,0.120287253141831,0.0448833034111311,0.00718132854578097,0.00359066427289048,0.00179533213644524,0,0.00897666068222621,0.0215439856373429,0,0.0323159784560144,0.00179533213644524,0.00359066427289048,0.0197486535008977,0,0,0.0484739676840215,0,0,0.00718132854578097,0.208258527827648,0.138240574506284,0,0,0.0107719928186715,0,0,0,0,0.00179533213644524,0.00179533213644524,0.00179533213644524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2233,0.0029806259314456,0.0014903129657228,0.0193740685543964,0.0014903129657228,0.0014903129657228,0.321907600596125,0.0283159463487332,0.00894187779433681,0.0894187779433681,0.0283159463487332,0.00447093889716841,0.0014903129657228,0.00596125186289121,0,0.014903129657228,0.0566318926974665,0,0.0745156482861401,0,0.00596125186289121,0.0312965722801788,0,0.00447093889716841,0.0476900149031297,0.00745156482861401,0.0014903129657228,0.0119225037257824,0.128166915052161,0.0655737704918033,0.0029806259314456,0.00447093889716841,0.0208643815201192,0,0.0014903129657228,0,0,0,0.0014903129657228,0.0014903129657228,0.0014903129657228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2978,0,0.00205338809034908,0.0369609856262834,0.00205338809034908,0,0.271047227926078,0.00205338809034908,0,0.139630390143737,0.026694045174538,0.0123203285420945,0,0.00205338809034908,0.00205338809034908,0.0082135523613963,0.114989733059548,0,0.0574948665297741,0,0.0143737166324435,0.00616016427104723,0,0.00205338809034908,0.026694045174538,0.00410677618069815,0.00205338809034908,0.0225872689938398,0.166324435318275,0.0492813141683778,0.0102669404517454,0.00616016427104723,0.00410677618069815,0.00616016427104723,0,0,0,0,0,0,0,0.00205338809034908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3722,0,0.00814332247557003,0.0309446254071661,0.00325732899022801,0,0.408794788273616,0,0.0130293159609121,0.0879478827361563,0.0309446254071661,0.00325732899022801,0.00977198697068404,0.00162866449511401,0,0.011400651465798,0.0602605863192182,0,0.0472312703583062,0,0.011400651465798,0.0325732899022801,0.00162866449511401,0.00325732899022801,0.0342019543973941,0.00325732899022801,0.00977198697068404,0.00488599348534202,0.120521172638436,0.0423452768729642,0,0.00162866449511401,0.00488599348534202,0.00488599348534202,0.00162866449511401,0,0.00162866449511401,0,0,0.00325732899022801,0,0.00162866449511401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4466,0.0018796992481203,0.0056390977443609,0.0131578947368421,0.0018796992481203,0.0037593984962406,0.300751879699248,0,0.0225563909774436,0.0977443609022556,0.0263157894736842,0.0056390977443609,0.0018796992481203,0.0018796992481203,0,0.0169172932330827,0.0432330827067669,0.0056390977443609,0.0469924812030075,0,0,0.0639097744360902,0,0,0.0469924812030075,0.0037593984962406,0.0018796992481203,0.0037593984962406,0.110902255639098,0.139097744360902,0,0.0075187969924812,0.0169172932330827,0.0018796992481203,0,0,0.0018796992481203,0.0018796992481203,0,0,0,0.0037593984962406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,5211,0.00583090379008746,0.00291545189504373,0.0145772594752187,0,0.00291545189504373,0.384839650145773,0.00291545189504373,0,0.0932944606413994,0.0495626822157434,0.0145772594752187,0.0116618075801749,0,0,0.0116618075801749,0.0379008746355685,0,0.0379008746355685,0,0.00583090379008746,0.0262390670553936,0,0.00291545189504373,0.0524781341107872,0,0,0.00583090379008746,0.0903790087463557,0.128279883381924,0,0.00583090379008746,0.00291545189504373,0.00291545189504373,0,0,0,0.00291545189504373,0,0,0,0,0.00291545189504373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,5583,0,0.0033112582781457,0.0132450331125828,0.0033112582781457,0.0033112582781457,0.268211920529801,0,0.0033112582781457,0.110927152317881,0.021523178807947,0.0115894039735099,0,0.00662251655629139,0,0.0447019867549669,0.00827814569536424,0,0.0612582781456954,0,0.0033112582781457,0.033112582781457,0,0,0.0314569536423841,0.0033112582781457,0.0529801324503311,0.00827814569536424,0.0960264900662252,0.193708609271523,0,0.0033112582781457,0.00165562913907285,0.00165562913907285,0,0,0.0033112582781457,0,0,0,0,0,0,0.00165562913907285,0.00165562913907285,0.0033112582781457,0.00165562913907285,0,0,0,0,0,0,0,0,0,0
80,5948,0.00150375939849624,0.0075187969924812,0.0075187969924812,0.00150375939849624,0.00150375939849624,0.210526315789474,0,0.00150375939849624,0.0781954887218045,0.0285714285714286,0.00902255639097744,0.00300751879699248,0.00451127819548872,0.00150375939849624,0.0105263157894737,0.0330827067669173,0,0.0511278195488722,0,0.00902255639097744,0.0330827067669173,0.00150375939849624,0.00150375939849624,0.0285714285714286,0.00150375939849624,0.264661654135338,0.00451127819548872,0.043609022556391,0.112781954887218,0.00150375939849624,0.00601503759398496,0.0075187969924812,0,0.00300751879699248,0.00451127819548872,0.00150375939849624,0.00150375939849624,0,0,0,0,0,0,0,0.00902255639097744,0.00451127819548872,0.00150375939849624,0.0075187969924812,0,0,0,0,0,0,0,0
