"sample.depths","sample.ages","Acer.pensylvanicum","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Artemisia","Betula","Chamaedaphne.calyculata","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Thalictrum","Tilia","Ulmus","Rosaceae.undiff.","Abies.balsamea","Acer.saccharum","Carya.ovata","Ilex.Nemopanthus","Pinus.banksiana.type","Pinus.strobus","Tsuga.canadensis","Vaccinium.uliginosum.type","Picea.undiff.","Ericaceae.undiff.","Ambrosia.type","Asteraceae.subf..Asteroideae.undiff.","Amaranthaceae","Poaceae","Castanea.dentata","Juniperus.type","Rubiaceae","Corylus.cornuta","Salix","Myrica.gale","Caryophyllaceae","Rhamnus.alnifolia.R..frangula","Viburnum.edule","Viburnum.nudum","Acer.saccharinum","Arceuthobium.pusillum","Lonicera","Acer.spicatum","Populus.balsamifera.type","Taxus","Potentilla.palustris.type","Juniperus.communis.Thuja.occidentalis.type","Ranunculaceae.undiff.","Shepherdia.canadensis"
85,6254,0.00123609394313968,0.00123609394313968,0.0271940667490729,0.00247218788627936,0.00123609394313968,0.263288009888752,0.00247218788627936,0.00865265760197775,0.0667490729295426,0.0148331273176761,0.00865265760197775,0.00123609394313968,0.00247218788627936,0,0.00370828182941904,0.03831891223733,0.00123609394313968,0.0754017305315204,0,0.00123609394313968,0.0333745364647713,0,0.00123609394313968,0.0234857849196539,0.00247218788627936,0.0444993819530284,0.0173053152039555,0.0914709517923362,0.205191594561187,0.00123609394313968,0.00494437577255871,0.0111248454882571,0.00247218788627936,0.00247218788627936,0,0.00123609394313968,0,0,0.00247218788627936,0,0,0,0,0,0.0123609394313968,0.0197775030902349,0,0,0.00123609394313968,0,0,0,0,0,0,0
90,6559,0.00362976406533575,0.00362976406533575,0.00544464609800363,0.00362976406533575,0.00362976406533575,0.225045372050817,0,0.0399274047186933,0.014519056261343,0.014519056261343,0.0127041742286751,0.00181488203266788,0.0235934664246824,0,0.0108892921960073,0.088929219600726,0.0254083484573503,0.072595281306715,0,0.0072595281306715,0.0381125226860254,0,0.00362976406533575,0.0199637023593466,0.00362976406533575,0.0108892921960073,0.0453720508166969,0.14519056261343,0.11070780399274,0,0.00362976406533575,0.00181488203266788,0,0.00181488203266788,0,0.00181488203266788,0,0.00181488203266788,0.00181488203266788,0,0.00544464609800363,0.00362976406533575,0,0,0,0.0199637023593466,0,0.00181488203266788,0,0.00181488203266788,0.00544464609800363,0.00181488203266788,0.00181488203266788,0.0108892921960073,0,0
100,7170,0,0.004,0.008,0.00133333333333333,0.00133333333333333,0.104,0,0.142666666666667,0.004,0.028,0.004,0,0.0106666666666667,0.00133333333333333,0.0186666666666667,0.0666666666666667,0,0.0866666666666667,0,0.00266666666666667,0.0386666666666667,0.00266666666666667,0.00133333333333333,0.0173333333333333,0.00133333333333333,0.00133333333333333,0.016,0.292,0.133333333333333,0,0.00266666666666667,0,0.00133333333333333,0,0.00133333333333333,0.004,0,0,0.00133333333333333,0,0.00133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,7600,0.00232558139534884,0,0.00930232558139535,0,0.00232558139534884,0.0744186046511628,0,0.0348837209302326,0.00465116279069767,0.0162790697674419,0.00232558139534884,0,0.00465116279069767,0.00465116279069767,0.00697674418604651,0.248837209302326,0.00465116279069767,0.0441860465116279,0,0,0.0372093023255814,0,0,0.00465116279069767,0,0,0.106976744186047,0.351162790697674,0.0186046511627907,0,0,0.00232558139534884,0.00232558139534884,0,0,0,0,0.00232558139534884,0,0.00232558139534884,0.00465116279069767,0.00232558139534884,0,0,0,0,0,0,0,0,0,0.00232558139534884,0,0.00232558139534884,0,0
115,7741,0,0.00234741784037559,0.0164319248826291,0.0140845070422535,0.00469483568075117,0.0704225352112676,0,0.0422535211267606,0.0117370892018779,0.00704225352112676,0.00234741784037559,0,0.00704225352112676,0,0.0140845070422535,0.0892018779342723,0,0.0375586854460094,0,0.00234741784037559,0.0164319248826291,0,0.00704225352112676,0.00469483568075117,0,0.00469483568075117,0.133802816901408,0.443661971830986,0.0469483568075117,0,0.00469483568075117,0,0.00234741784037559,0.00234741784037559,0,0.00469483568075117,0.00234741784037559,0,0.00234741784037559,0,0.00234741784037559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,7881,0,0,0,0.00625,0,0.084375,0,0.003125,0.009375,0.009375,0.003125,0,0.00625,0,0.078125,0.159375,0,0.065625,0,0,0.009375,0,0.003125,0.003125,0,0,0.14375,0.346875,0.053125,0,0.009375,0,0.003125,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,8144,0,0,0.029023746701847,0.0237467018469657,0.00527704485488127,0.0633245382585752,0,0.00263852242744063,0.00263852242744063,0.0105540897097625,0,0,0.0263852242744063,0,0.079155672823219,0.226912928759894,0.0079155672823219,0.0448548812664908,0.00263852242744063,0.00527704485488127,0.0237467018469657,0.00263852242744063,0.00527704485488127,0.0079155672823219,0,0.00527704485488127,0.0738786279683377,0.29287598944591,0.0237467018469657,0,0.0131926121372032,0,0,0,0,0.0079155672823219,0,0,0,0.00527704485488127,0,0,0,0,0,0,0,0,0,0,0,0.00527704485488127,0,0.00263852242744063,0,0
140,8349,0,0,0.0242718446601942,0.0145631067961165,0,0.0849514563106796,0,0.0145631067961165,0.00728155339805825,0.00485436893203883,0,0,0.0218446601941748,0,0.0364077669902913,0.145631067961165,0,0.0436893203883495,0.00242718446601942,0,0.0242718446601942,0.00242718446601942,0.00242718446601942,0.00728155339805825,0,0.00485436893203883,0.0655339805825243,0.432038834951456,0.0412621359223301,0,0.0145631067961165,0,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,8555,0,0.00466200466200466,0.0372960372960373,0.00233100233100233,0.00233100233100233,0.0652680652680653,0,0.00233100233100233,0.0116550116550117,0.0116550116550117,0.00466200466200466,0,0.0233100233100233,0,0.006993006993007,0.226107226107226,0.00233100233100233,0.0396270396270396,0.00233100233100233,0,0.0163170163170163,0,0.00466200466200466,0.0116550116550117,0,0.00233100233100233,0.153846153846154,0.303030303030303,0.0326340326340326,0,0.00932400932400932,0.00233100233100233,0,0.00233100233100233,0,0.013986013986014,0,0,0,0,0,0,0,0,0,0.00233100233100233,0,0,0,0,0,0.00233100233100233,0,0,0,0
160,8760,0,0.00190839694656489,0.0229007633587786,0.0152671755725191,0.00381679389312977,0.0286259541984733,0,0.0114503816793893,0.00190839694656489,0.0133587786259542,0.00763358778625954,0,0.0305343511450382,0,0.0133587786259542,0.196564885496183,0.017175572519084,0.0477099236641221,0,0,0.0133587786259542,0,0.00763358778625954,0.00381679389312977,0.00190839694656489,0.00190839694656489,0.133587786259542,0.360687022900763,0.0209923664122137,0,0.00190839694656489,0.00190839694656489,0.00572519083969466,0,0.00190839694656489,0.017175572519084,0,0,0,0,0.00763358778625954,0.00190839694656489,0,0,0,0,0,0,0,0,0,0,0,0.00572519083969466,0,0
170,8966,0,0.00227790432801822,0.00683371298405467,0.0182232346241458,0,0.0250569476082005,0,0.00683371298405467,0.00227790432801822,0.0250569476082005,0.00227790432801822,0,0.0159453302961276,0,0.0227790432801822,0.250569476082005,0.0136674259681093,0.0318906605922551,0,0,0.0113895216400911,0,0.00455580865603645,0.00227790432801822,0,0.00227790432801822,0.107061503416856,0.396355353075171,0.0159453302961276,0,0.00227790432801822,0,0,0,0.00227790432801822,0.0136674259681093,0,0,0,0,0.00683371298405467,0,0,0,0,0,0,0,0,0,0,0,0,0.00911161731207289,0.00227790432801822,0
180,NA,0,0.00392156862745098,0.0294117647058824,0.00588235294117647,0,0.0215686274509804,0,0.0117647058823529,0,0.0196078431372549,0.00392156862745098,0,0.0254901960784314,0,0.00784313725490196,0.233333333333333,0.00784313725490196,0.0450980392156863,0,0,0.00392156862745098,0,0.00980392156862745,0,0,0,0.241176470588235,0.268627450980392,0.00980392156862745,0,0.00196078431372549,0,0.00196078431372549,0,0.00196078431372549,0.00392156862745098,0,0,0,0,0.0333333333333333,0,0,0,0.00196078431372549,0,0,0,0,0.00196078431372549,0,0,0,0.00196078431372549,0,0.00196078431372549
185,NA,0,0,0.0158730158730159,0.00881834215167548,0.00529100529100529,0.0317460317460317,0,0.0123456790123457,0,0.0105820105820106,0.00352733686067019,0,0.00529100529100529,0,0.0352733686067019,0.0987654320987654,0.0017636684303351,0.0405643738977072,0,0,0.0211640211640212,0,0.0246913580246914,0.0123456790123457,0,0.00352733686067019,0.340388007054674,0.299823633156966,0.0017636684303351,0,0.00705467372134039,0,0,0.0017636684303351,0.0017636684303351,0.0141093474426808,0,0,0,0,0.0017636684303351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,NA,0,0,0.0292887029288703,0.00418410041841004,0.00836820083682008,0.0627615062761506,0,0.0167364016736402,0,0.00836820083682008,0.00418410041841004,0,0.00836820083682008,0,0.0460251046025105,0.456066945606695,0,0.00418410041841004,0,0,0.00836820083682008,0,0.00418410041841004,0,0,0,0.112970711297071,0.146443514644351,0,0,0.0251046025104603,0,0,0,0.00418410041841004,0.0334728033472803,0,0,0,0,0,0.00418410041841004,0,0,0,0,0,0,0,0,0,0,0,0.0125523012552301,0,0
