"sample.depths","sample.ages","Acer.negundo","Alnus.incana.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Euphorbia","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Larix","Lycopus.type","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.tremuloides.type","Quercus","Salix","Salsola","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Ambrosia","Ostrya.type","Poaceae","Humulus","Cyperaceae.undiff.","Iva.xanthifolia","Rosaceae","Caryophyllaceae","Asteraceae.subf..Cichorioideae","Dalea.purpurea","Alnus.viridis.type","Acer.rubrum","Cupressaceae","Sarcobatus.vermiculatus","Tilia","Ephedra","Amorpha","Tsuga","Apiaceae","Acer.saccharum","Thalictrum","Polygonum.arenastrum.type","Juglans.nigra","Vitis","Xanthium","Rumex","Fagus","Carya","Acer.pensylvanicum","Populus.balsamifera.type","Galium","Abies","Brassicaceae","Portulaca","Cornus","Rhus","Polygonum.viviparum.type","Shepherdia.argentea","Shepherdia.canadensis","Polygonum.amphibium","Polygonum.lapathifolium.type","Ranunculaceae.undiff."
688,1853,0.00229885057471264,0.0160919540229885,0.0436781609195402,0.0367816091954023,0.00229885057471264,0.0137931034482759,0,0,0.0160919540229885,0,0,0,0.00114942528735632,0.0137931034482759,0.00229885057471264,0.0609195402298851,0,0,0.117241379310345,0.00919540229885057,0,0.00689655172413793,0.00689655172413793,0.0344827586206897,0.00459770114942529,0.554022988505747,0,0.0413793103448276,0,0,0.00919540229885057,0,0,0.00459770114942529,0.00229885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714.5,2065,0,0.0225776105362183,0.063969896519285,0.0451552210724365,0.00376293508936971,0.0282220131702728,0.00940733772342427,0.00376293508936971,0.00752587017873942,0,0,0.00376293508936971,0.00752587017873942,0.0451552210724365,0.00752587017873942,0.0423330197554092,0,0.00940733772342427,0.195672624647225,0.00188146754468485,0,0,0.00940733772342427,0.0489181561618062,0.0188146754468485,0.302916274694262,0,0.0865475070555033,0.0188146754468485,0,0,0,0,0.00376293508936971,0.00188146754468485,0,0.00188146754468485,0.00564440263405456,0,0,0,0,0,0,0,0,0.00188146754468485,0.00188146754468485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,2365,0.00393700787401575,0.00984251968503937,0.0767716535433071,0.0492125984251969,0.0118110236220472,0.0078740157480315,0.0078740157480315,0.00984251968503937,0,0,0,0,0.00590551181102362,0.0295275590551181,0.00196850393700787,0.0413385826771654,0,0.00393700787401575,0.106299212598425,0.00393700787401575,0,0,0.0118110236220472,0.0551181102362205,0.00393700787401575,0.454724409448819,0,0.0826771653543307,0,0.00196850393700787,0,0,0,0.00590551181102362,0,0.00196850393700787,0.00393700787401575,0,0,0.00196850393700787,0,0,0,0.00196850393700787,0,0.00196850393700787,0,0,0.00196850393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,2622,0.00382409177820268,0.0344168260038241,0.0726577437858509,0.0841300191204589,0,0.00382409177820268,0,0,0.00764818355640535,0,0,0,0.00573613766730402,0.011472275334608,0,0.0688336520076482,0.00382409177820268,0.00764818355640535,0.160611854684512,0.011472275334608,0,0.0229445506692161,0.0267686424474187,0.0611854684512428,0.00764818355640535,0.351816443594646,0,0.0420650095602294,0,0,0.00764818355640535,0,0,0,0,0,0,0.00382409177820268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,2878,0,0.00323624595469256,0.0550161812297735,0.0517799352750809,0.00970873786407767,0.0129449838187702,0,0.00323624595469256,0,0,0,0,0,0.00323624595469256,0.0194174757281553,0.0226537216828479,0,0,0.129449838187702,0.00970873786407767,0,0,0.00970873786407767,0.0388349514563107,0.0258899676375405,0.511326860841424,0,0.0679611650485437,0.00647249190938511,0,0,0,0,0.00323624595469256,0.00323624595469256,0.00323624595469256,0,0,0,0,0,0,0.00323624595469256,0.00323624595469256,0,0,0,0,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,3134,0.00232828870779977,0.0209545983701979,0.0372526193247963,0.0209545983701979,0.00465657741559953,0.00931315483119907,0,0.0069848661233993,0.00232828870779977,0,0,0.00232828870779977,0,0.0209545983701979,0,0.0151338766006985,0,0.0069848661233993,0.0814901047729918,0.00465657741559953,0,0,0.00465657741559953,0.0325960419091967,0.00232828870779977,0.661233993015134,0,0.030267753201397,0.0069848661233993,0,0,0,0.00232828870779977,0.00465657741559953,0,0.00931315483119907,0,0.00465657741559953,0,0,0,0,0,0.00465657741559953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,3374,0.0103896103896104,0.038961038961039,0.0701298701298701,0.0649350649350649,0.00779220779220779,0.0181818181818182,0,0,0.00519480519480519,0,0,0.0025974025974026,0.00909090909090909,0.0155844155844156,0.0025974025974026,0.0662337662337662,0,0.0155844155844156,0.153246753246753,0.0155844155844156,0,0.0363636363636364,0.0103896103896104,0.0701298701298701,0.00779220779220779,0.345454545454545,0,0,0,0,0.0233766233766234,0,0,0,0,0,0,0,0.00519480519480519,0,0,0,0.0025974025974026,0,0,0,0,0,0,0.0025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,3671,0.0336605890603086,0,0.0701262272089762,0.0729312762973352,0.0168302945301543,0.00280504908835905,0,0,0.0140252454417952,0,0,0,0.00420757363253857,0.00561009817671809,0.0112201963534362,0.0897615708274895,0,0.00561009817671809,0.238429172510519,0.00561009817671809,0,0.0364656381486676,0.0140252454417952,0.0841514726507714,0.00841514726507714,0.193548387096774,0,0.0476858345021038,0,0,0,0,0,0.00280504908835905,0,0,0.00280504908835905,0.0168302945301543,0.00280504908835905,0,0,0,0.00280504908835905,0.00841514726507714,0,0,0.00280504908835905,0,0,0,0.00561009817671809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,4013,0.00251572327044025,0.0050314465408805,0.080503144654088,0.0679245283018868,0.0226415094339623,0.00754716981132075,0.0226415094339623,0.00251572327044025,0.0125786163522013,0,0,0,0.0050314465408805,0.0578616352201258,0,0.0314465408805031,0,0.00251572327044025,0.163522012578616,0.0050314465408805,0,0,0.020125786163522,0.0654088050314465,0.0125786163522013,0.269182389937107,0,0.0729559748427673,0.0377358490566038,0,0,0,0.00251572327044025,0.0050314465408805,0,0.00251572327044025,0.00251572327044025,0.00251572327044025,0,0,0,0,0.00251572327044025,0,0,0,0.0050314465408805,0,0.00251572327044025,0,0,0.00251572327044025,0.0050314465408805,0,0,0,0,0,0,0,0,0,0,0,0
975,4304,0.00352112676056338,0.0246478873239437,0.197183098591549,0.028169014084507,0.00704225352112676,0.00352112676056338,0,0,0.0176056338028169,0,0,0,0,0.0105633802816901,0,0.0669014084507042,0,0,0.0880281690140845,0.00704225352112676,0,0.0140845070422535,0.0176056338028169,0.0845070422535211,0.00352112676056338,0.309859154929577,0,0.073943661971831,0,0,0.0246478873239437,0,0,0,0,0,0,0.00352112676056338,0,0.00352112676056338,0,0,0,0,0.00352112676056338,0,0.00352112676056338,0,0,0,0,0,0,0.00352112676056338,0,0,0,0,0,0,0,0,0,0,0
1008,4636,0.0028735632183908,0.00862068965517241,0.247126436781609,0.0201149425287356,0.0402298850574713,0.00574712643678161,0,0.00574712643678161,0,0,0,0,0,0,0.014367816091954,0.0545977011494253,0,0.028735632183908,0.0718390804597701,0,0,0.0229885057471264,0.0028735632183908,0.028735632183908,0.00862068965517241,0.333333333333333,0,0.0660919540229885,0,0,0,0,0.0028735632183908,0.0201149425287356,0,0.00574712643678161,0,0,0,0.0028735632183908,0,0,0,0,0,0,0.0028735632183908,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,4958,0.00307219662058372,0.00921658986175115,0.175115207373272,0.0337941628264209,0.0276497695852535,0.00614439324116743,0.0122887864823349,0.0184331797235023,0,0,0,0.00614439324116743,0,0.0552995391705069,0.00921658986175115,0.0276497695852535,0,0,0.101382488479263,0.00307219662058372,0,0,0.0245775729646697,0.0798771121351766,0.00614439324116743,0.307219662058372,0,0.0614439324116743,0.0184331797235023,0.00307219662058372,0,0,0,0.00614439324116743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153609831029186,0.00307219662058372,0,0,0,0,0,0,0,0,0
1072,5280,0,0.0095389507154213,0.209856915739269,0.00635930047694754,0,0,0,0,0.0190779014308426,0,0,0,0,0.00317965023847377,0,0.0238473767885533,0,0,0.0731319554848967,0.00317965023847377,0,0.0158982511923688,0.0127186009538951,0.158982511923688,0,0.41335453100159,0,0.0317965023847377,0,0,0.0095389507154213,0,0,0.00635930047694754,0,0,0,0,0,0.00317965023847377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,5601,0.0027972027972028,0.0027972027972028,0.193006993006993,0.00559440559440559,0.041958041958042,0.0027972027972028,0,0,0.0111888111888112,0,0,0.0027972027972028,0.0027972027972028,0.00559440559440559,0.0027972027972028,0.048951048951049,0,0.0167832167832168,0.142657342657343,0.0223776223776224,0,0.027972027972028,0.0111888111888112,0.123076923076923,0.00839160839160839,0.234965034965035,0,0.0783216783216783,0,0,0,0,0,0,0,0,0.0027972027972028,0.0027972027972028,0.0027972027972028,0,0,0,0,0,0,0,0,0,0.0027972027972028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,5923,0,0.00924499229583975,0.135593220338983,0.024653312788906,0.0400616332819723,0.0061633281972265,0.0154083204930663,0,0.00924499229583975,0,0,0.0061633281972265,0,0.012326656394453,0.00308166409861325,0.0508474576271186,0,0.00308166409861325,0.129429892141757,0.00308166409861325,0,0,0.0154083204930663,0.0924499229583975,0,0.329738058551618,0,0.0770416024653313,0.0215716486902928,0,0,0,0,0.0061633281972265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308166409861325,0.00308166409861325,0,0,0.00308166409861325,0,0,0,0,0,0,0,0
1168,6243,0.0033500837520938,0.0134003350083752,0.244556113902848,0.0100502512562814,0.0033500837520938,0.0100502512562814,0.0134003350083752,0,0.0067001675041876,0.0033500837520938,0,0,0.0083752093802345,0.0033500837520938,0,0.067001675041876,0,0.0134003350083752,0.0603015075376884,0,0,0.0201005025125628,0.0268006700167504,0.0435510887772194,0.0100502512562814,0.291457286432161,0,0.0737018425460637,0,0,0.0569514237855946,0,0,0,0,0,0,0,0,0.0134003350083752,0,0,0,0,0,0,0.0033500837520938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,6547,0.0113636363636364,0.00757575757575758,0.212121212121212,0.00757575757575758,0.0265151515151515,0.00757575757575758,0,0,0.0227272727272727,0,0,0.00378787878787879,0.00378787878787879,0.0340909090909091,0.00757575757575758,0.053030303030303,0,0.0189393939393939,0.125,0.0151515151515152,0,0.0227272727272727,0.0378787878787879,0.0871212121212121,0.0189393939393939,0.227272727272727,0,0.0340909090909091,0,0,0.00378787878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757575757575758,0,0,0,0,0,0,0,0,0,0,0.00378787878787879,0,0,0,0,0,0,0
1232,6852,0.00327332242225859,0.00327332242225859,0.108019639934534,0.0327332242225859,0.0327332242225859,0,0.016366612111293,0.00981996726677578,0,0,0,0,0,0.0294599018003273,0.00654664484451719,0.0572831423895254,0,0,0.157119476268412,0.00327332242225859,0,0.00327332242225859,0.0196399345335516,0.0654664484451719,0,0.317512274959083,0,0.0981996726677578,0.0196399345335516,0,0,0.00327332242225859,0,0,0,0.00327332242225859,0.00654664484451719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327332242225859,0,0,0,0,0,0,0
1264,7156,0.00579710144927536,0.00966183574879227,0.297584541062802,0.0154589371980676,0.00193236714975845,0,0,0,0.0173913043478261,0,0.00386473429951691,0,0.00386473429951691,0.0173913043478261,0,0.0589371980676328,0,0,0.0946859903381643,0.00966183574879227,0,0.021256038647343,0.0270531400966184,0.0714975845410628,0.00966183574879227,0.253140096618358,0,0.0444444444444444,0,0,0.0289855072463768,0,0,0,0,0,0,0.00193236714975845,0,0,0,0.00193236714975845,0,0,0,0,0.00193236714975845,0,0,0,0.00193236714975845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,7422,0,0.00943396226415094,0.320754716981132,0.0125786163522013,0.0283018867924528,0.00314465408805031,0,0,0.0125786163522013,0,0,0,0.00471698113207547,0.00628930817610063,0.00628930817610063,0.0424528301886792,0,0.0188679245283019,0.0911949685534591,0.00314465408805031,0,0.0188679245283019,0.0251572327044025,0.128930817610063,0.00314465408805031,0.20125786163522,0,0.0408805031446541,0,0,0.00314465408805031,0,0,0,0.00314465408805031,0,0.00628930817610063,0,0,0,0,0.00628930817610063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0,0,0,0,0
1328,7764,0,0.00297176820208024,0.335809806835067,0.00891530460624071,0.0445765230312036,0,0.00297176820208024,0,0.00891530460624071,0,0,0,0.00594353640416048,0.00891530460624071,0,0.037147102526003,0,0.00594353640416048,0.109955423476969,0,0,0,0.0267459138187221,0.154531946508172,0,0.145616641901932,0,0.0713224368499257,0.0178306092124814,0,0,0,0,0,0,0,0.00297176820208024,0,0,0.00594353640416048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297176820208024,0,0,0,0,0,0,0,0,0,0
1360,8068,0.00598802395209581,0.00598802395209581,0.254491017964072,0.00598802395209581,0,0.0119760479041916,0,0,0.0149700598802395,0,0,0,0.00598802395209581,0.0209580838323353,0,0.0748502994011976,0,0.0149700598802395,0.062874251497006,0.0209580838323353,0,0.0179640718562874,0.0269461077844311,0.131736526946108,0.00598802395209581,0.170658682634731,0,0.0748502994011976,0,0,0.0538922155688623,0,0.0029940119760479,0,0,0,0,0,0,0.0119760479041916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029940119760479,0,0,0,0,0
1388.5,8339,0.00275862068965517,0,0.132413793103448,0.016551724137931,0.0662068965517241,0.0110344827586207,0,0.00551724137931034,0.00551724137931034,0,0,0,0.00551724137931034,0.0910344827586207,0.00275862068965517,0.0620689655172414,0,0.00551724137931034,0.0551724137931034,0,0,0.00275862068965517,0.0275862068965517,0.102068965517241,0,0.226206896551724,0,0.151724137931034,0.0137931034482759,0,0,0,0,0,0,0,0.00275862068965517,0,0,0.00275862068965517,0,0,0,0.00275862068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551724137931034,0,0,0,0,0,0,0
1424,8676,0.00301659125188537,0.00904977375565611,0.150829562594268,0.0331825037707391,0.0512820512820513,0.0120663650075415,0,0,0,0,0,0,0.00904977375565611,0.0603318250377074,0,0.0739064856711916,0,0.00301659125188537,0.090497737556561,0.00904977375565611,0,0.00301659125188537,0.0482654600301659,0.081447963800905,0,0.229260935143288,0,0.090497737556561,0.0211161387631976,0,0,0,0,0,0,0.00301659125188537,0.00301659125188537,0,0,0,0,0,0,0,0,0,0.00301659125188537,0,0,0,0,0,0.0120663650075415,0,0,0,0,0,0,0,0,0,0,0,0
1456,8981,0.00327868852459016,0.0098360655737705,0.19344262295082,0.0131147540983607,0.00327868852459016,0.0229508196721311,0,0,0.0295081967213115,0,0,0,0.0098360655737705,0.0262295081967213,0,0.0950819672131148,0,0.00655737704918033,0.101639344262295,0.019672131147541,0,0.00655737704918033,0.0459016393442623,0.140983606557377,0.00327868852459016,0.163934426229508,0,0.0327868852459016,0,0,0.0655737704918033,0,0,0,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,9285,0,0.0133333333333333,0.136666666666667,0.0733333333333333,0.0166666666666667,0.02,0,0,0.00333333333333333,0,0,0,0.00166666666666667,0.136666666666667,0.00666666666666667,0.175,0,0.03,0.05,0.0166666666666667,0,0.0133333333333333,0.0366666666666667,0.0466666666666667,0.02,0.133333333333333,0,0.0566666666666667,0,0,0.00333333333333333,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,9990,0.00310077519379845,0.0062015503875969,0.0124031007751938,0.062015503875969,0.00930232558139535,0.0248062015503876,0,0.00930232558139535,0.00310077519379845,0.0062015503875969,0,0,0.0062015503875969,0.458914728682171,0,0.0542635658914729,0,0.0155038759689922,0.062015503875969,0.00310077519379845,0,0,0.130232558139535,0.027906976744186,0,0.0372093023255814,0.00310077519379845,0.0465116279069767,0.00310077519379845,0,0,0,0,0,0,0,0,0.0062015503875969,0,0,0,0,0.00310077519379845,0,0,0,0.00310077519379845,0,0,0,0.00310077519379845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,10789,0.00848656294200849,0.016973125884017,0.016973125884017,0.113154172560113,0.00282885431400283,0.00282885431400283,0,0,0.0254596888260255,0.00565770862800566,0.00282885431400283,0,0.0254596888260255,0.166902404526167,0.00565770862800566,0.397454031117397,0,0.00848656294200849,0.0594059405940594,0,0,0.00282885431400283,0.0905233380480905,0.00565770862800566,0.0141442715700141,0.00848656294200849,0,0.0113154172560113,0,0,0.00282885431400283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00565770862800566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,11675,0.00610687022900763,0.0183206106870229,0.0580152671755725,0.119083969465649,0.00610687022900763,0.0244274809160305,0,0.067175572519084,0,0,0.0213740458015267,0.00305343511450382,0.267175572519084,0.0396946564885496,0.00305343511450382,0.0213740458015267,0,0.0488549618320611,0.0396946564885496,0.00610687022900763,0,0,0.0549618320610687,0.00610687022900763,0,0.0427480916030534,0,0.0946564885496183,0.00916030534351145,0,0,0,0,0,0,0.0152671755725191,0.00610687022900763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305343511450382,0,0.0152671755725191,0,0.00305343511450382,0,0,0,0,0,0,0,0,0,0
1616,11970,0.0162822252374491,0.00542740841248304,0.0569877883310719,0.154681139755767,0.0135685210312076,0.0108548168249661,0.00542740841248304,0.067842605156038,0.00271370420624152,0,0.0379918588873813,0.00542740841248304,0.297150610583446,0.0379918588873813,0,0,0,0.0217096336499322,0.0407055630936228,0.0108548168249661,0,0,0.0515603799185889,0.0271370420624152,0.00542740841248304,0.0569877883310719,0,0.0407055630936228,0,0,0,0,0,0.00271370420624152,0,0.00271370420624152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217096336499322,0,0.00271370420624152,0,0,0,0,0,0.00271370420624152,0,0,0,0
1648,12189,0.00342465753424658,0.0308219178082192,0.0308219178082192,0.113013698630137,0,0,0,0,0.0205479452054795,0,0.023972602739726,0,0.486301369863014,0.0102739726027397,0,0.00684931506849315,0,0,0.0547945205479452,0.0171232876712329,0,0.0171232876712329,0.047945205479452,0.00684931506849315,0.023972602739726,0.047945205479452,0,0.0410958904109589,0,0,0.00684931506849315,0,0.00684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,12390,0.00710900473933649,0.014218009478673,0.033175355450237,0.0663507109004739,0,0.004739336492891,0,0,0.0213270142180095,0,0.0023696682464455,0,0.66824644549763,0.004739336492891,0.004739336492891,0.0213270142180095,0,0.0165876777251185,0.018957345971564,0.009478672985782,0,0.00710900473933649,0.009478672985782,0.0118483412322275,0.0165876777251185,0.0213270142180095,0,0.023696682464455,0,0.0023696682464455,0.004739336492891,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0.0023696682464455,0,0,0,0,0,0,0.0023696682464455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,12523,0,0.00619195046439629,0.0557275541795666,0.0464396284829721,0.00309597523219814,0,0.00309597523219814,0.0123839009287926,0.00309597523219814,0,0.00619195046439629,0.00928792569659443,0.538699690402477,0,0,0.00928792569659443,0,0.0340557275541796,0.0123839009287926,0.00619195046439629,0,0.00309597523219814,0.021671826625387,0.00309597523219814,0,0.0804953560371517,0,0.108359133126935,0.00928792569659443,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185758513931889,0,0,0,0,0.00309597523219814,0,0,0,0.00309597523219814,0,0,0
