"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.viridis.subsp..crispa","Betula..small.","Betula.undiff.","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus.Vitis","Salix","Sambucus","Taxus","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae.undiff.","Chenopodiaceae","Cyperaceae","Fabaceae","Galium","Humulus","Iva.annua.type","Plantago","Poaceae.undiff.","Polygonaceae.undiff.","Polygonum.bistortoides","Ranunculaceae.undiff.","Rosaceae","Rumex","Stellaria","Thalictrum","Urtica","Zea"
1,-38,0.00170357751277683,0.0153321976149915,0.010221465076661,0.00681431005110733,0.0119250425894378,0,0.0119250425894378,0.189097103918228,0.010221465076661,0.0136286201022147,0,0.00170357751277683,0,0,0.00681431005110733,0,0.0885860306643952,0.00851788756388416,0,0.00340715502555366,0.00170357751277683,0.00170357751277683,0,0.00170357751277683,0.00170357751277683,0,0.0136286201022147,0,0.00511073253833049,0,0.0255536626916525,0.0511073253833049,0.10221465076661,0.00340715502555366,0,0.240204429301533,0,0,0,0,0,0.090289608177172,0.00681431005110733,0.00170357751277683,0.0153321976149915,0,0.00170357751277683,0.00340715502555366,0,0,0.00511073253833049,0.00511073253833049,0,0,0,0,0,0.0238500851788756,0,0,0,0.0119250425894378,0.00511073253833049,0,0.00170357751277683,0,0
3,-29,0,0.0180032733224223,0.0016366612111293,0.0016366612111293,0.00654664484451719,0,0.0130932896890344,0.252045826513912,0.0130932896890344,0.027823240589198,0,0.0016366612111293,0,0.0016366612111293,0.0114566284779051,0.0016366612111293,0.088379705400982,0.0180032733224223,0.00490998363338789,0,0.00327332242225859,0.0016366612111293,0,0,0.0016366612111293,0,0.0130932896890344,0.0016366612111293,0.0016366612111293,0.00327332242225859,0.016366612111293,0.0376432078559738,0.0752864157119476,0.00327332242225859,0,0.235679214402619,0,0.00327332242225859,0,0,0.0016366612111293,0.0638297872340425,0.00490998363338789,0,0.0261865793780687,0,0,0,0,0,0,0.0147299509001637,0,0,0,0,0,0.00818330605564648,0,0,0,0.00490998363338789,0.016366612111293,0,0,0,0
5,-19,0.00163132137030995,0.0130505709624796,0.0130505709624796,0.00489396411092985,0.00815660685154975,0,0.0032626427406199,0.274061990212072,0.00815660685154975,0.0358890701468189,0,0.0032626427406199,0,0.00163132137030995,0.00815660685154975,0.0032626427406199,0.0815660685154976,0.0130505709624796,0,0.00163132137030995,0,0,0,0.00163132137030995,0,0,0.0391517128874388,0,0.0065252854812398,0.00489396411092985,0.00815660685154975,0.0358890701468189,0.0897226753670473,0,0,0.174551386623165,0,0.00163132137030995,0,0,0,0.068515497553018,0.00489396411092985,0,0.034257748776509,0.00163132137030995,0.00163132137030995,0.00489396411092985,0,0,0,0.00163132137030995,0,0,0,0,0,0.034257748776509,0,0,0,0.0032626427406199,0.00815660685154975,0,0,0,0
7,-9,0,0.0131795716639209,0.0181219110378913,0.00164744645799012,0.00494233937397035,0,0.00329489291598023,0.2833607907743,0.0098846787479407,0.0609555189456343,0,0,0,0,0.00494233937397035,0,0.085667215815486,0.0131795716639209,0,0.00658978583196046,0.00164744645799012,0.00164744645799012,0,0.00164744645799012,0,0,0.0296540362438221,0,0.00164744645799012,0.00658978583196046,0.0131795716639209,0.0345963756177924,0.085667215815486,0,0,0.130148270181219,0,0.00164744645799012,0,0,0,0.0675453047775947,0.0197693574958814,0,0.0395387149917628,0.00164744645799012,0.00164744645799012,0.00164744645799012,0,0,0,0,0,0,0,0.00164744645799012,0.00164744645799012,0.0362438220757825,0,0,0,0.00658978583196046,0.00658978583196046,0,0,0,0.00164744645799012
9,1,0.00165562913907285,0.0198675496688742,0.0182119205298013,0.0033112582781457,0.0165562913907285,0,0.00496688741721854,0.288079470198675,0.00662251655629139,0.0579470198675497,0,0,0,0,0.0115894039735099,0.00165562913907285,0.0612582781456954,0.0149006622516556,0.0033112582781457,0.0033112582781457,0.0033112582781457,0,0,0.00165562913907285,0,0,0.0364238410596026,0,0.00165562913907285,0.0132450331125828,0.00662251655629139,0.0314569536423841,0.076158940397351,0.00165562913907285,0,0.149006622516556,0.00165562913907285,0.00165562913907285,0,0,0,0.0529801324503311,0.0033112582781457,0.00165562913907285,0.0298013245033113,0,0.00165562913907285,0.0033112582781457,0,0,0.00496688741721854,0.00165562913907285,0,0,0,0,0.00496688741721854,0.0298013245033113,0,0,0,0.0033112582781457,0.0231788079470199,0,0,0,0.00165562913907285
11,10,0,0.0126984126984127,0.00952380952380952,0.00158730158730159,0.0126984126984127,0,0.00634920634920635,0.246031746031746,0.0158730158730159,0.0396825396825397,0,0,0,0.00158730158730159,0.00952380952380952,0,0.114285714285714,0.0142857142857143,0,0,0,0.00158730158730159,0,0,0,0,0.0349206349206349,0,0.00476190476190476,0.00476190476190476,0.00634920634920635,0.0333333333333333,0.0952380952380952,0.00793650793650794,0,0.122222222222222,0,0,0,0,0.00317460317460317,0.0634920634920635,0.00952380952380952,0,0.0587301587301587,0.00158730158730159,0,0,0,0,0.00793650793650794,0.00317460317460317,0,0,0,0,0,0.0380952380952381,0.00158730158730159,0,0,0,0.0174603174603175,0,0,0,0
13,20,0,0.00775193798449612,0.00930232558139535,0.00310077519379845,0.0186046511627907,0,0.00310077519379845,0.224806201550388,0.00465116279069767,0.0511627906976744,0,0.00155038759689922,0,0,0.0108527131782946,0,0.10077519379845,0.00930232558139535,0.00155038759689922,0.00310077519379845,0.00155038759689922,0.00155038759689922,0.00155038759689922,0,0,0,0.0201550387596899,0.00155038759689922,0.00310077519379845,0.0155038759689922,0.00930232558139535,0.027906976744186,0.0868217054263566,0,0,0.162790697674419,0,0,0,0,0,0.075968992248062,0.00465116279069767,0,0.0341085271317829,0,0,0.00155038759689922,0,0,0,0.00465116279069767,0,0,0,0,0,0.0666666666666667,0,0,0,0.00155038759689922,0.027906976744186,0,0.00155038759689922,0,0
15,30,0,0.00796178343949045,0.0111464968152866,0.00318471337579618,0.0159235668789809,0,0.00636942675159236,0.238853503184713,0.00159235668789809,0.0525477707006369,0,0,0,0.00318471337579618,0.00636942675159236,0,0.103503184713376,0.00636942675159236,0.00159235668789809,0.00636942675159236,0.00318471337579618,0.00318471337579618,0,0,0,0,0.0143312101910828,0,0.00159235668789809,0.0302547770700637,0.0111464968152866,0.0302547770700637,0.0843949044585987,0,0,0.106687898089172,0,0,0,0,0,0.0828025477707006,0.00159235668789809,0,0.0493630573248408,0,0,0.00159235668789809,0,0,0,0.0127388535031847,0,0,0,0,0.00159235668789809,0.0636942675159236,0,0,0,0.00159235668789809,0.035031847133758,0,0,0,0
17,40,0,0.00486223662884927,0.0194489465153971,0.00162074554294976,0.00648298217179903,0,0.00324149108589951,0.243111831442464,0.00486223662884927,0.0551053484602917,0,0,0,0.00162074554294976,0.00162074554294976,0,0.094003241491086,0.00810372771474878,0.00324149108589951,0.00324149108589951,0.00162074554294976,0,0,0,0,0,0.0210696920583468,0,0.00486223662884927,0.00810372771474878,0.00810372771474878,0.0421393841166937,0.0891410048622366,0,0,0.149108589951378,0,0,0,0,0,0.0858995137763371,0.00810372771474878,0,0.0388978930307942,0,0,0.00162074554294976,0,0,0.00162074554294976,0.00648298217179903,0,0,0,0,0,0.0632090761750405,0,0,0,0.00162074554294976,0.0178282009724473,0,0,0,0
19,50,0,0.00647249190938511,0.0113268608414239,0.00647249190938511,0.0161812297734628,0,0.00161812297734628,0.244336569579288,0.00323624595469256,0.0889967637540453,0,0,0,0,0.00323624595469256,0.00161812297734628,0.0938511326860841,0.0129449838187702,0.00485436893203883,0.0080906148867314,0,0.00161812297734628,0,0,0,0,0.0388349514563107,0.00161812297734628,0.00485436893203883,0.0113268608414239,0.0080906148867314,0.0258899676375405,0.0776699029126214,0,0,0.110032362459547,0,0,0,0,0.00161812297734628,0.0728155339805825,0.0080906148867314,0,0.0275080906148867,0,0,0,0,0,0,0.0080906148867314,0,0,0,0,0,0.0776699029126214,0,0,0,0,0.0210355987055016,0,0,0,0
21,60,0,0.00924499229583975,0.0138674884437596,0,0.00924499229583975,0,0.00924499229583975,0.249614791987673,0.00462249614791988,0.0708782742681048,0,0.00154083204930663,0,0,0.00154083204930663,0,0.0924499229583975,0.012326656394453,0.00154083204930663,0.0061633281972265,0,0,0,0,0.00154083204930663,0,0.0184899845916795,0,0.00462249614791988,0.0200308166409861,0.0169491525423729,0.0277349768875193,0.0724191063174114,0.00154083204930663,0,0.11864406779661,0,0.00308166409861325,0,0,0,0.0785824345146379,0.00308166409861325,0,0.0354391371340524,0,0,0,0,0,0.00154083204930663,0.00154083204930663,0,0,0,0,0.00308166409861325,0.0631741140215717,0,0,0,0.00308166409861325,0.0431432973805855,0,0,0,0
23,70,0.00161812297734628,0.00485436893203883,0.0129449838187702,0.00323624595469256,0.0177993527508091,0,0,0.252427184466019,0.00485436893203883,0.0517799352750809,0,0,0,0,0.00323624595469256,0,0.100323624595469,0.00485436893203883,0.00323624595469256,0.00323624595469256,0,0.00161812297734628,0,0.00161812297734628,0,0,0.0194174757281553,0,0.00485436893203883,0.0177993527508091,0.00323624595469256,0.029126213592233,0.116504854368932,0,0,0.118122977346278,0,0.00161812297734628,0,0,0.00161812297734628,0.0825242718446602,0.00970873786407767,0,0.0355987055016181,0,0.00161812297734628,0.00323624595469256,0,0,0,0.00323624595469256,0,0,0,0,0,0.0501618122977346,0,0,0,0,0.0339805825242718,0,0,0,0
